StudentID,previous_cgpa,previous_semester_percentage,previous_internal_marks,previous_assignment_score,previous_midterm_score,previous_subject_avg,weak_subject_count,lowest_subject_score,subject_consistency,assignment_completion_rate,practice_questions,next_semester_marks,performance_band
S102235,7.95,73.32,30.53,52.21,56.84,60.27,3,44.33,77.51,78.92,1.0,52.09,Average
S102236,7.02,76%,35.8,34.04,86.43,69.87,0,64.0,88.53,93.49,11.0,51.87,Average
S102237,5.76,51.67,23.1,61.49,100.0,85.53,2,60.4,57.04,82.19,321.0,62.25,Average
S102238,6.47,65.49,33.29,86.27,88.91,62.93,2,36.89,60.03,81.21,210.0,48.91,At_Risk
S102239,7.89,73.4,26.23,63.57,59.25,64.06,2,56.72,85.29,68.65,30.0,44.4,At_Risk
S102240,7.14,63.46,29.87,76.9,73.03,64.35,1,42.2,62.79,82.51,31.0,47.49,At_Risk
S102241,7.76,74.13,36.15,72.77,74.06,80.45,1,63.96,68.71,79.57,178.0,75.4,Good
S102242,9.57,93.51,22.17,44.6,90.66,66.03,1,41.31,60.08,72.8,7.0,62.96,Average
S102243,4.97,50.86,28.42,,59.59,62.21,2,46.65,72.6,62.74,15.0,28.69,At_Risk
S102244,9.1,0.9272,39.55,75.38,49.56,70.33,0,43.49,58.94,99.15,10.0,73.79,Good
S102245,7.14,79.57,23.69,58.19,83.14,81.82,1,72.88,86.42,100.0,164.0,73.77,Good
S102246,5.83,56.4,49.22,64.56,71.5,51.05,2,38.04,76.04,83.67,1.0,30.59,At_Risk
S102247,5.27,47.42,44.64,75.88,47.26,77.72,1,52.99,60.6,100.0,1.0,41.28,At_Risk
S102248,6.75,65.98,31.04,71.09,76.29,72.59,1,43.24,55.08,83.44,134.0,53.25,Average
S102249,8.2,76.82,28.7,85.7,94.41,73.16,2,45.17,60.99,59.2,81.0,65.15,Average
S102250,6.83,69%,36.62,75.76,53.9,68.24,0,49.77,76.8,84.5,66.0,44.03,At_Risk
S102251,8.96,79.97,23.42,55.66,50.74,68.41,0,54.35,77.67,74.91,205.0,62.06,Average
S102252,5.11,58.05,18.98,62.84,65.48,77.15,3,59.59,73.11,87.14,53.0,43.81,At_Risk
S102253,6.98,69.77,31.33,70.3,75.88,47.86,2,29.5,67.44,100.0,50.0,58.46,Average
S102254,5.37,44.3,33.93,90.08,63.8,57.49,4,49.03,86.3,72.4,44.0,38.75,At_Risk
S102255,7.47,68.15,35.76,62.9,83.15,46.05,1,34.77,77.39,85.81,84.0,46.76,At_Risk
S102256,8.15,80.72,30.08,44.01,69.17,91.55,0,80.09,85.58,92.92,31.0,80.32,Good
S102257,6.45,66.01,45.19,76.61,81.19,84.37,2,71.24,74.32,100.0,88.0,61.98,Average
S102258,3.61,35.0,23.04,58.67,53.47,39.76,0,19.76,71.24,94.79,97.0,33.04,At_Risk
S102259,7.26,71.81,25.89,50.72,45.36,72.71,2,60.38,78.51,63.28,19.0,26.63,At_Risk
S102260,7.57,64.1,38.89,70.28,59.56,65.15,1,33.68,64.71,63.26,72.0,59.54,Average
S102261,7.53,71.14,25.71,84.59,43.46,75.73,2,43.26,54.36,91.47,,43.4,At_Risk
S102262,8.61,86.21,25.4,61.39,71.55,72.35,4,37.75,50.89,74.23,260.0,57.27,Average
S102263,5.61,51.07,35.99,77.45,32.73,66.15,1,56.18,84.09,65.24,224.0,36.05,At_Risk
S102264,7.88,68.87,26.57,,57.76,67.2,2,40.46,65.8,97.83,18.0,51.1,Average
S102265,8.55,81.81,33.94,81.88,60.42,81.23,4,49.81,53.7,74.45,69.0,53.02,Average
S102266,4.69,42.12,29.4,59.02,48.25,60.27,3,53.36,86.55,100.0,51.0,31.64,At_Risk
S102267,7.42,72.97,28.11,53.18,60.1,63.0,3,33.35,59.21,73.39,,43.56,At_Risk
S102268,6.34,56.73,18.18,55.23,65.07,76.41,1,53.74,65.87,68.8,34.0,32.14,At_Risk
S102269,6.89,62.4,36.12,81.86,85.31,79.13,1,65.06,71.41,79.03,283.0,70.34,Good
S102270,7.45,62.71,25.02,80.01,48.35,71.81,1,49.24,61.32,91.37,3.0,42.67,At_Risk
S102271,6.37,61.16,33.65,55.64,70.72,61.75,5,40.63,74.67,84.39,153.0,50.94,Average
S102272,6.12,57.51,30.9,100.0,73.89,46.28,1,18.52,56.83,100.0,48.0,49.08,At_Risk
S102273,7.04,62.17,33.35,53.85,64.66,46.81,0,35.8,87.24,82.57,67.0,46.4,At_Risk
S102274,5.59,53.85,33.8,84.99,57.03,65.35,2,54.04,76.55,77.35,108.0,42.5,At_Risk
S102275,5.59,57.2,36.55,92.79,46.78,70.16,1,62.59,93.76,100.0,49.0,45.27,At_Risk
S102276,7.88,74.03,29.18,71.65,95.38,63.41,1,40.86,56.63,88.93,349.0,52.46,Average
S102277,5.51,53.39,44.94,58.45,66.16,54.33,3,27.55,51.96,73.8,162.0,48.78,At_Risk
S102278,7.87,75.8%,20.22,58.78,59.95,52.32,1,32.44,62.69,83.58,19.0,51.69,Average
S102279,7.6,67.4,33.19,66.07,98.94,70.11,0,48.67,69.14,83.27,89.0,61.05,Average
S102280,4.76,0.5341,41.69,86.21,68.56,85.64,3,71.61,80.17,76.92,52.0,53.44,Average
S102281,6.12,56.25,38.81,52.0,100.0,58.31,0,39.81,67.81,82.74,36.0,44.3,At_Risk
S102282,8.55,83.87,27.2,42.42,42.34,67.68,2,36.74,44.46,60.69,35.0,22.06,At_Risk
S102283,5.72,57.46,28.53,75.43,61.21,58.76,2,27.95,59.64,74.66,14.0,43.66,At_Risk
S102284,6.4,60.21,26.95,78.72,43.08,75.82,1,45.99,56.91,86.47,49.0,49.78,At_Risk
S102285,7.6,74.63,39.79,99.52,63.05,66.37,0,57.68,89.31,72.08,72.0,64.34,Average
S102286,8.02,77.16,29.08,49.27,62.97,80.84,0,46.65,49.84,66.63,128.0,72.19,Good
S102287,6.67,57.7%,37.04,67.98,57.67,69.53,1,62.04,81.49,79.39,27.0,42.68,At_Risk
S102288,6.22,57.79,37.11,87.43,65.86,69.56,2,35.46,47.19,72.91,119.0,37.21,At_Risk
S102289,8.85,81.62,50.0,71.81,58.45,56.91,2,31.22,58.43,60.17,65.0,58.56,Average
S102290,9.26,86.13,37.51,67.07,63.23,57.13,0,25.19,47.28,60.54,24.0,75.65,Good
S102291,8.27,73.37,28.51,81.85,52.91,73.98,1,47.37,55.12,86.12,124.0,69.76,Average
S102292,7.11,0.7206,23.32,61.01,88.09,70.99,1,42.43,57.31,81.36,74.0,54.72,Average
S102293,5.95,62.93,32.79,82.77,47.26,94.18,0,61.8,54.5,84.71,248.0,52.95,Average
S102294,5.92,60.16,34.05,51.2,68.4,53.74,3,21.09,50.29,75.52,27.0,20.61,At_Risk
S102295,7.68,78.04,17.31,47.21,45.92,80.88,3,68.03,83.62,57.3,289.0,53.65,Average
S102296,7.54,70.29,29.29,65.9,51.64,69.69,0,34.7,53.25,66.89,65.0,56.62,Average
S102297,8.82,81.26,37.38,31.55,53.35,55.34,2,32.89,69.08,75.17,49.0,49.75,At_Risk
S102298,7.85,71.42,30.74,71.27,62.89,33.23,5,0.91,56.08,86.54,166.0,34.82,At_Risk
S102299,5.05,50.51,42.75,44.01,67.81,59.74,1,45.37,72.99,53.77,14.0,31.17,At_Risk
S102300,8.37,80%,22.53,74.24,47.29,61.38,1,45.24,73.01,45.33,50.0,39.89,At_Risk
S102301,5.7,53.87,40.42,72.78,58.38,61.35,1,48.86,73.58,100.0,11.0,50.67,Average
S102302,6.5,66.94,42.31,68.98,49.14,79.72,1,48.06,50.64,88.97,76.0,56.59,Average
S102303,7.33,71.21,42.65,76.55,48.44,62.04,1,36.82,50.61,66.86,3.0,47.16,At_Risk
S102304,9.59,87.79,22.47,73.06,83.14,71.55,0,64.95,93.32,76.48,314.0,79.11,Good
S102305,10.0,92.28,37.52,65.6,42.73,49.88,2,35.36,81.72,73.68,1.0,51.81,Average
S102306,7.79,76.72,29.65,97.47,66.19,73.05,1,64.92,82.2,84.34,215.0,70.89,Good
S102307,6.76,68.4,23.75,75.9,92.17,51.11,0,34.15,75.32,72.39,83.0,53.63,Average
S102308,7.69,75.31,31.69,81.58,84.3,76.79,0,45.84,57.7,62.77,138.0,66.08,Average
S102309,8.15,85.05,27.76,86.1,71.81,80.57,1,62.97,75.17,87.34,35.0,57.2,Average
S102310,6.58,69.08,42.37,80.02,64.74,48.51,2,42.2,84.1,100.0,22.0,62.54,Average
S102311,9.33,90.44,39.1,100.0,76.79,93.0,2,78.26,77.31,87.95,15.0,76.91,Good
S102312,7.3,65.99,25.78,72.49,70.91,62.09,1,35.58,64.22,81.13,61.0,53.4,Average
S102313,7.65,67.41,29.21,69.9,87.76,72.71,2,53.37,63.93,76.79,,50.25,Average
S102314,7.87,73.17,31.95,60.26,62.86,77.94,0,50.68,54.9,68.17,170.0,60.0,Average
S102315,7.55,74.72,34.42,66.16,81.02,59.24,3,31.9,60.66,73.89,2.0,44.1,At_Risk
S102316,8.09,84.17,43.05,59.03,59.79,58.89,2,29.61,58.31,85.89,7.0,53.76,Average
S102317,6.2,60.55,40.53,80.16,95.3,62.49,0,33.53,56.49,97.81,19.0,68.93,Average
S102318,6.27,64.28,35.41,56.32,62.41,73.95,1,48.76,62.43,98.48,7.0,51.47,Average
S102319,5.57,51.93,32.91,71.11,39.1,75.59,1,53.01,63.12,82.56,141.0,40.95,At_Risk
S102320,7.57,74%,20.81,78.39,66.24,86.14,2,78.56,86.89,82.8,0.0,53.4,Average
S102321,8.01,79.41,45.34,72.25,77.23,84.16,3,73.46,73.71,80.78,84.0,66.72,Average
S102322,7.6,64.24,31.42,56.56,91.06,84.0,1,53.29,53.33,88.57,49.0,49.13,At_Risk
S102323,9.18,85.53,47.44,80.48,49.06,79.36,1,49.32,60.05,80.72,119.0,69.92,Average
S102324,6.99,70.23,36.57,68.72,37.09,78.37,1,57.35,72.76,80.97,42.0,53.86,Average
S102325,7.87,75.86,50.0,26.91,72.95,62.75,5,33.59,59.69,67.1,83.0,67.22,Average
S102326,5.58,48.23,39.85,55.25,72.45,60.8,0,47.3,75.27,66.74,82.0,49.85,At_Risk
S102327,6.5,52.0,23.54,91.02,42.42,47.94,3,42.24,93.53,69.63,36.0,20.08,At_Risk
S102328,7.9,73.63,30.08,92.26,59.73,86.18,3,69.75,70.26,83.6,10.0,73.7,Good
S102329,8.1,76.7,33.65,77.89,60.44,68.62,1,38.07,55.61,75.4,45.0,60.04,Average
S102330,6.62,59.33,28.01,81.76,78.17,72.34,0,65.94,84.62,100.0,166.0,75.64,Good
S102331,6.91,66.2%,31.98,58.33,58.38,31.43,0,23.32,77.79,85.82,127.0,61.69,Average
S102332,5.03,49.78,24.06,66.1,58.03,59.44,2,43.66,67.18,100.0,37.0,31.16,At_Risk
S102333,6.54,64.77,35.05,88.53,66.83,80.66,0,65.14,81.41,100.0,162.0,51.97,Average
S102334,8.16,68.07,36.9,76.39,42.95,72.3,3,51.48,73.1,86.37,,51.16,Average
S102335,7.75,68.35,26.97,70.97,95.41,59.4,1,38.91,68.31,79.39,17.0,51.01,Average
S102336,7.65,71.5%,50.0,67.2,79.95,66.48,1,60.36,84.29,66.52,160.0,71.9,Good
S102337,7.06,0.694,35.51,87.62,53.77,93.73,2,72.39,62.52,70.97,54.0,47.0,At_Risk
S102338,7.01,68.54,28.47,86.83,47.12,64.94,1,56.41,83.79,92.61,46.0,44.08,At_Risk
S102339,6.14,60.23,21.96,79.75,48.36,69.57,2,43.42,67.66,84.04,21.0,26.68,At_Risk
S102340,7.91,73.6,35.48,70.99,74.39,67.91,1,34.66,47.73,70.36,116.0,53.32,Average
S102341,7.55,70.39,32.92,64.65,48.83,70.7,0,35.81,47.71,76.89,64.0,70.6,Good
S102342,7.64,69.66,41.26,80.4,61.01,83.65,2,65.35,76.82,84.94,19.0,50.78,Average
S102343,6.32,0.6308,33.85,53.47,37.95,100.0,1,75.56,60.83,80.37,24.0,46.14,At_Risk
S102344,4.2,0.3622,25.45,56.58,73.66,87.2,0,66.18,68.8,76.43,39.0,41.89,At_Risk
S102345,8.43,83.45,48.37,48.23,74.26,71.03,0,60.72,87.53,79.18,61.0,81.93,Good
S102346,6.38,0.6142,38.48,88.53,62.05,83.51,2,64.28,73.03,43.77,131.0,50.24,Average
S102347,5.88,55.66,32.97,59.19,68.1,48.57,2,15.29,52.78,80.27,19.0,27.43,At_Risk
S102348,7.9,72.44,36.32,76.06,77.73,67.77,3,47.23,70.92,64.13,107.0,54.34,Average
S102349,6.49,56%,38.79,,67.67,58.9,0,29.82,53.01,85.45,198.0,45.15,At_Risk
S102350,8.38,77%,23.57,100.0,77.49,60.6,1,38.15,68.66,82.01,40.0,81.63,Good
S102351,7.8,72.8,36.26,76.63,46.31,80.49,1,60.83,71.29,91.23,36.0,53.65,Average
S102352,7.89,65.47,31.4,42.07,71.06,85.76,1,78.69,85.85,91.37,52.0,76.09,Good
S102353,5.22,48.84,39.06,87.63,68.1,50.7,3,17.45,44.48,100.0,136.0,29.6,At_Risk
S102354,8.58,85.16,29.08,64.19,84.23,65.71,0,56.68,84.31,50.25,8.0,65.79,Average
S102355,7.34,72.0%,30.16,66.99,65.49,59.53,0,32.71,63.25,78.11,39.0,65.85,Average
S102356,6.52,59.95,48.3,59.91,63.44,76.68,2,62.72,78.82,49.39,2.0,40.07,At_Risk
S102357,7.19,68.46,44.85,72.93,56.09,82.45,2,68.07,84.71,87.36,58.0,66.9,Average
S102358,4.69,42.34,8.64,72.74,88.86,97.46,1,77.02,69.03,77.49,231.0,36.59,At_Risk
S102359,7.53,72.14,44.25,60.32,27.3,83.56,1,64.61,66.95,72.94,14.0,46.72,At_Risk
S102360,5.66,59.95,34.41,62.38,73.18,82.89,0,75.31,88.0,84.01,24.0,43.64,At_Risk
S102361,5.24,53.67,29.33,71.52,64.67,54.98,1,45.1,89.76,64.21,96.0,13.49,At_Risk
S102362,5.02,49.78,26.94,34.86,62.06,59.22,0,26.43,56.79,100.0,94.0,27.07,At_Risk
S102363,8.45,78.27,27.41,48.38,59.73,68.73,0,50.92,66.15,76.33,73.0,76.67,Good
S102364,6.18,61.73,29.56,95.05,64.11,100.0,1,83.48,75.55,81.15,22.0,55.63,Average
S102365,8.99,78.69,25.98,74.92,72.66,68.99,2,48.69,71.84,78.07,6.0,54.82,Average
S102366,6.3,58.87,24.16,62.13,52.28,86.61,0,74.68,71.47,93.84,20.0,38.6,At_Risk
S102367,4.78,47.75,26.68,44.56,67.16,62.55,0,54.84,99.74,61.97,82.0,26.76,At_Risk
S102368,5.55,56%,37.59,69.16,70.61,67.69,1,35.78,43.87,92.42,28.0,35.69,At_Risk
S102369,8.61,84.44,35.4,84.78,49.74,67.72,2,58.61,77.62,72.22,147.0,70.17,Good
S102370,6.8,65.75,39.45,100.0,73.06,61.59,1,37.6,58.8,72.35,77.0,57.99,Average
S102371,6.29,58.95,34.47,,70.74,76.93,1,50.95,60.72,93.19,4.0,44.93,At_Risk
S102372,7.21,70.63,24.55,56.7,52.22,51.18,0,45.91,81.75,75.98,7.0,46.94,At_Risk
S102373,7.65,68.89,38.96,62.56,45.99,44.24,1,17.18,57.63,89.21,26.0,55.36,Average
S102374,8.45,76.92,26.96,47.93,52.01,64.59,2,30.09,34.52,89.49,68.0,57.47,Average
S102375,8.88,84.64,40.17,57.38,67.17,75.16,2,44.71,51.14,74.76,221.0,61.63,Average
S102376,6.53,62.75,25.67,66.81,63.79,58.12,1,41.19,75.83,83.49,9.0,20.27,At_Risk
S102377,5.28,42.82,29.5,64.49,87.3,98.24,2,92.8,96.27,72.74,142.0,49.13,At_Risk
S102378,6.46,63%,32.11,100.0,59.13,67.97,1,35.68,43.02,79.71,68.0,44.86,At_Risk
S102379,7.34,72.81,40.4,50.27,50.77,69.0,2,39.05,47.77,87.11,36.0,63.69,Average
S102380,5.75,54.29,36.41,69.32,75.51,54.97,1,21.79,48.8,65.65,82.0,16.13,At_Risk
S102381,5.76,64.18,35.16,39.05,49.32,76.18,0,41.65,52.46,86.6,123.0,27.91,At_Risk
S102382,7.45,68.01,50.0,74.96,52.35,81.33,0,69.47,88.1,84.76,36.0,55.84,Average
S102383,6.94,64%,20.3,49.87,52.56,70.58,3,57.36,80.47,57.67,202.0,35.9,At_Risk
S102384,7.04,65.32,26.69,86.54,17.04,72.08,1,55.46,69.77,68.81,64.0,47.9,At_Risk
S102385,6.01,56.83,26.35,65.63,74.07,71.16,4,63.6,84.75,69.63,14.0,32.76,At_Risk
S102386,6.7,62.34,20.83,48.97,80.04,56.27,0,22.37,41.86,73.33,63.0,22.76,At_Risk
S102387,5.8,49.46,29.24,38.46,79.67,86.74,1,59.34,64.04,65.66,116.0,38.52,At_Risk
S102388,8.16,75.31,40.5,55.32,95.17,63.95,2,57.56,90.96,94.09,71.0,70.79,Good
S102389,8.35,78.89,30.27,73.59,89.11,90.45,1,65.01,68.46,95.91,70.0,74.7,Good
S102390,4.6,48.61,32.34,76.32,59.66,52.31,2,43.27,82.25,68.18,,22.19,At_Risk
S102391,5.79,63.83,21.22,62.52,82.75,79.79,0,51.25,51.34,62.69,50.0,58.84,Average
S102392,5.05,53.36,28.63,83.89,63.44,70.42,0,45.66,67.84,79.8,36.0,52.21,Average
S102393,6.15,55.37,31.31,52.96,58.18,69.19,0,47.52,64.97,99.95,4.0,46.97,At_Risk
S102394,6.89,62.69,40.14,26.09,52.91,60.32,1,45.26,75.19,100.0,91.0,57.53,Average
S102395,5.12,47.96,21.6,74.24,60.72,76.71,0,50.71,67.96,69.88,16.0,28.92,At_Risk
S102396,5.8,62.25,31.36,89.35,70.26,74.97,4,61.33,80.45,45.88,34.0,25.71,At_Risk
S102397,5.69,53.44,43.69,89.49,90.3,91.23,0,85.57,96.91,57.69,69.0,45.17,At_Risk
S102398,7.27,63.75,31.44,50.5,76.66,76.7,1,44.24,53.39,53.26,,57.7,Average
S102399,7.09,65.35,18.08,61.83,52.66,62.69,3,54.35,91.14,86.25,97.0,44.39,At_Risk
S102400,6.06,60.61,45.23,80.86,48.29,62.4,2,33.95,63.68,81.46,149.0,41.4,At_Risk
S102401,7.23,71.44,40.88,60.59,74.1,72.21,3,56.07,70.62,83.26,15.0,50.87,Average
S102402,6.29,58.95,41.96,71.58,79.44,87.32,2,68.65,76.04,96.89,26.0,49.53,At_Risk
S102403,6.65,65.88,21.05,59.25,84.64,73.04,0,60.45,89.04,100.0,16.0,52.64,Average
S102404,9.18,78.07,47.1,53.66,60.7,81.3,2,72.18,82.62,92.64,55.0,63.91,Average
S102405,8.74,83.47,28.81,56.55,72.51,71.85,1,65.41,86.56,91.03,7.0,50.27,Average
S102406,5.31,54%,30.92,84.34,78.69,43.59,1,38.1,100.0,57.89,108.0,44.51,At_Risk
S102407,8.08,73.42,29.38,70.21,43.38,73.91,1,51.5,64.15,72.37,11.0,53.52,Average
S102408,8.05,73.18,42.58,,69.44,65.49,3,33.6,53.5,100.0,235.0,54.12,Average
S102409,5.51,44.85,33.56,77.81,79.47,83.98,1,72.16,73.83,71.76,147.0,54.61,Average
S102410,8.06,82.97,38.85,94.1,73.17,89.48,2,82.15,91.27,96.58,279.0,74.05,Good
S102411,9.0,82.61,35.61,82.27,63.71,91.45,2,70.55,66.79,81.85,3.0,65.12,Average
S102412,5.54,53.6,34.24,81.39,100.0,65.76,0,45.81,72.31,91.75,,48.58,At_Risk
S102413,5.81,57.58,27.43,68.19,95.89,61.86,2,34.87,58.89,66.92,260.0,38.55,At_Risk
S102414,8.32,85.12,49.5,100.0,65.15,63.84,0,52.94,88.43,91.45,334.0,77.12,Good
S102415,7.35,69.24,23.29,71.69,61.96,66.48,1,35.63,58.05,70.41,26.0,46.75,At_Risk
S102416,7.72,71.15,38.3,40.4,76.2,70.15,4,63.13,90.13,83.46,73.0,51.69,Average
S102417,7.44,71.4,38.01,74.02,64.08,56.02,0,35.38,65.59,79.56,19.0,40.23,At_Risk
S102418,7.51,76.46,44.23,55.27,85.34,68.27,4,43.95,53.76,97.88,180.0,54.96,Average
S102419,5.28,49.44,46.1,85.26,44.72,41.57,2,29.52,79.97,92.48,12.0,28.02,At_Risk
S102420,8.36,75.61,33.9,,61.15,95.97,2,89.39,93.67,53.51,93.0,63.11,Average
S102421,8.52,0.7478,39.24,67.13,75.96,65.01,1,57.3,87.61,67.84,27.0,71.47,Good
S102422,6.7,58.78,49.12,56.68,81.06,62.46,2,31.06,53.76,70.46,37.0,29.62,At_Risk
S102423,6.94,69.42,34.48,72.2,41.31,75.09,3,70.06,91.97,90.38,64.0,56.81,Average
S102424,5.01,46.31,26.47,60.38,49.73,78.9,2,65.82,69.86,72.57,45.0,27.41,At_Risk
S102425,7.67,70.42,31.92,81.82,38.18,41.62,2,7.24,48.07,63.66,59.0,47.83,At_Risk
S102426,7.74,70.7,24.56,78.34,51.03,59.08,2,42.7,75.61,59.53,91.0,41.02,At_Risk
S102427,6.92,0.6607,37.97,100.0,44.56,86.48,4,77.85,85.11,90.91,28.0,50.76,Average
S102428,8.46,79.43,43.52,63.32,73.63,79.37,3,72.66,91.24,48.9,107.0,66.53,Average
S102429,6.57,61.28,34.03,65.45,68.66,52.77,0,19.66,41.55,95.83,43.0,55.75,Average
S102430,7.73,78.9%,22.03,67.68,62.54,83.43,1,52.02,46.26,60.7,2.0,44.27,At_Risk
S102431,5.67,60.06,43.17,68.34,65.42,77.84,3,70.29,90.7,73.28,150.0,49.3,At_Risk
S102432,6.97,59.77,20.79,85.41,84.11,57.49,1,34.86,65.82,62.47,26.0,29.06,At_Risk
S102433,6.77,65.66,22.63,65.85,48.32,67.94,0,44.3,71.25,66.21,157.0,56.98,Average
S102434,7.29,66.18,33.57,99.59,34.12,45.89,1,19.87,64.21,76.65,109.0,50.81,Average
S102435,6.52,60.94,37.01,78.73,76.37,78.55,1,69.33,93.91,77.95,42.0,61.41,Average
S102436,6.83,66.11,38.38,62.71,58.74,88.03,0,77.7,91.29,56.8,84.0,72.52,Good
S102437,8.07,75.85,34.47,58.88,48.71,63.58,0,30.39,51.5,73.92,386.0,48.34,At_Risk
S102438,6.43,62.0%,49.08,85.61,73.86,67.93,1,43.93,70.04,81.55,29.0,64.1,Average
S102439,4.91,49.35,35.52,70.43,33.52,73.49,1,57.93,71.31,87.02,48.0,23.74,At_Risk
S102440,9.27,89.29,43.28,70.14,51.28,65.05,5,34.44,57.19,49.36,13.0,45.9,At_Risk
S102441,8.8,80.97,41.3,61.02,26.78,41.13,2,20.33,63.53,72.82,164.0,53.38,Average
S102442,5.32,48.02,24.66,69.08,69.15,82.01,0,73.7,95.96,49.2,64.0,39.71,At_Risk
S102443,7.9,69.26,33.64,60.42,90.18,83.68,1,55.82,58.13,72.38,9.0,49.5,At_Risk
S102444,6.35,56.87,50.0,90.43,55.83,76.91,0,46.64,54.22,73.54,73.0,62.25,Average
S102445,7.34,77.6,30.97,80.76,52.34,86.16,1,79.72,85.85,89.44,50.0,58.1,Average
S102446,7.38,66.97,29.6,67.38,93.55,66.29,1,57.82,71.17,94.6,29.0,76.52,Good
S102447,6.7,58.83,36.36,67.16,75.04,73.76,4,62.0,82.11,64.67,2.0,30.01,At_Risk
S102448,5.98,58.1,31.25,71.38,100.0,58.89,0,49.55,79.94,84.41,20.0,58.46,Average
S102449,6.1,57.53,28.65,69.92,67.57,56.62,1,30.43,71.45,89.83,18.0,41.67,At_Risk
S102450,5.81,54.4,31.13,55.65,68.63,51.07,0,43.34,88.29,68.79,101.0,37.99,At_Risk
S102451,5.92,61.86,46.46,41.49,88.12,72.48,0,64.61,93.43,91.6,24.0,56.95,Average
S102452,6.91,67.87,33.91,58.03,62.62,69.14,1,34.25,53.92,82.04,308.0,36.51,At_Risk
S102453,6.07,55.54,24.38,68.07,68.96,82.28,1,60.95,75.78,75.9,16.0,48.55,At_Risk
S102454,7.89,73.23,22.91,58.93,26.26,45.37,4,28.74,82.33,82.13,179.0,28.94,At_Risk
S102455,8.93,82.86,50.0,82.29,92.8,71.43,1,56.25,82.19,56.3,,75.96,Good
S102456,6.25,0.6284,33.21,66.56,71.25,90.44,2,71.69,72.24,82.11,500.0,65.04,Average
S102457,7.31,68.22,38.48,98.1,63.28,69.53,2,56.69,73.45,67.31,130.0,68.05,Average
S102458,7.65,65.5,28.83,61.58,79.52,79.71,0,46.82,48.89,80.43,74.0,70.57,Good
S102459,7.61,72%,37.57,72.11,46.1,98.47,2,65.43,49.24,73.91,142.0,52.22,Average
S102460,7.1,61.29,46.67,65.67,56.18,85.74,0,51.82,50.58,84.33,182.0,68.2,Average
S102461,7.97,84.41,29.78,76.6,73.85,49.47,2,17.07,60.6,97.88,482.0,80.0,Good
S102462,7.63,68.59,38.67,,65.7,63.95,0,30.95,51.13,81.91,15.0,43.63,At_Risk
S102463,5.39,51%,23.75,79.12,72.15,72.68,3,54.29,71.16,95.01,70.0,41.97,At_Risk
S102464,8.13,78.3%,50.0,39.54,68.99,67.16,3,53.81,80.76,64.66,39.0,57.67,Average
S102465,8.15,76.3%,37.15,77.5,75.09,85.07,5,69.42,69.18,100.0,39.0,53.72,Average
S102466,6.01,55.91,31.7,54.84,43.87,67.74,5,39.9,61.05,64.81,80.0,30.71,At_Risk
S102467,7.05,68.66,32.62,65.35,85.45,67.08,3,58.01,81.45,61.2,56.0,54.63,Average
S102468,7.89,81.0%,30.92,80.34,57.26,82.1,2,76.96,93.09,75.88,133.0,58.51,Average
S102469,6.73,66.99,31.33,53.2,65.92,49.69,4,23.41,56.14,73.33,32.0,29.56,At_Risk
S102470,8.39,85.67,15.42,87.34,55.39,74.35,3,53.93,70.05,56.27,60.0,59.96,Average
S102471,10.0,90.81,34.22,64.7,60.4,59.79,2,32.61,60.46,63.08,270.0,68.25,Average
S102472,5.98,58.06,33.88,100.0,68.67,78.08,2,54.07,67.74,26.09,8.0,45.89,At_Risk
S102473,5.2,50.07,38.91,71.03,76.76,63.25,3,53.5,88.53,59.73,25.0,25.05,At_Risk
S102474,7.39,71.66,30.81,95.58,79.42,74.67,2,50.11,67.73,70.1,9.0,46.12,At_Risk
S102475,7.94,80.92,28.83,87.97,71.92,60.9,3,26.66,49.16,100.0,5.0,55.51,Average
S102476,6.7,62.77,34.94,,55.47,42.26,3,19.65,61.86,90.7,1.0,30.47,At_Risk
S102477,8.89,82.83,22.1,50.47,70.91,72.69,1,61.53,80.85,84.85,36.0,68.48,Average
S102478,5.26,52.1,36.15,71.7,68.84,51.12,1,40.69,85.65,100.0,151.0,39.46,At_Risk
S102479,7.9,67.94,20.11,61.26,65.95,87.46,1,76.85,89.35,53.11,22.0,64.61,Average
S102480,6.21,58.1%,43.97,93.7,73.55,75.33,0,49.22,63.47,78.98,31.0,57.62,Average
S102481,9.24,87.2,40.47,66.3,44.59,77.43,1,47.97,60.84,100.0,155.0,66.66,Average
S102482,9.59,87.4%,27.59,65.49,32.57,64.32,2,54.61,88.04,72.39,13.0,46.76,At_Risk
S102483,6.0,61.26,40.29,49.06,84.04,67.75,1,33.32,48.2,67.58,,35.84,At_Risk
S102484,6.29,55.46,35.89,76.29,62.9,37.24,1,12.32,64.02,92.26,100.0,38.88,At_Risk
S102485,8.12,76.57,26.93,52.39,71.65,73.11,3,56.83,76.94,71.65,108.0,42.83,At_Risk
S102486,6.5,62.89,18.82,76.64,51.12,53.16,2,39.14,81.01,98.89,36.0,43.37,At_Risk
S102487,6.94,71.35,37.53,78.7,85.2,72.11,0,44.67,61.94,92.47,1.0,63.92,Average
S102488,7.03,66.77,28.65,58.75,70.6,53.75,2,33.05,68.19,77.14,38.0,39.83,At_Risk
S102489,4.5,46.54,43.76,84.35,62.13,76.0,0,60.33,78.26,94.71,101.0,55.7,Average
S102490,6.98,69.13,35.11,65.88,69.57,70.37,4,61.77,87.4,76.47,100.0,35.71,At_Risk
