student_id,cgpa,backlog_history,family_income_lpa,at_risk_flag,backlogs,failed_subjects,enrollment_date
S102859,8.24,0,20.4,0,0,0,2022-08-10
S102860,6.98,0,5.8,1,1,1,2023-04-22
S102861,6.83,2,,1,0,0,16/08/2023
S102862,4.98,1,,0,0,0,2022-11-27
S102863,5.71,0,1.8,1,1,0,2021-07-05
S102864,6.48,1,4.2,1,0,0,2022-05-17
S102865,8.06,1,18.0,1,0,1,2021/11/06 12:23:51
S102866,7.93,0,8.0,1,0,0,2023-05-07
S102867,6.76,1,9.5,0,0,0,21/01/2023
S102868,8.57,0,5.4,0,2,0,2022-10-07
S102869,7.41,0,2.9,0,0,0,22/02/2023
S102870,9.56,0,2.1,0,0,0,2022-09-23
S102871,9.24,0,1.0,0,1,0,05/12/2021
S102872,7.29,0,1.2,1,0,1,2023-04-22
S102873,4.96,0,5.7,1,2,0,2021-10-07
S102874,5.46,0,8.7,0,2,1,06/11/2022
S102875,7.31,2,,1,0,2,09/10/2022
S102876,5.84,0,1.0,0,1,0,07/07/2023
S102877,8.59,0,1.0,0,1,0,12-13-2021
S102878,5.14,2,1.0,0,0,0,2022-09-29
S102879,8.11,0,9.6,0,1,3,01-30-2022
S102880,4.14,0,1.0,0,2,0,2023-06-30
S102881,6.38,0,4.4,0,2,0,15/11/2022
S102882,8.19,1,2.2,1,0,0,2021-09-20
S102883,7.12,0,16.1,1,0,2,2022-01-06
S102884,4.06,0,3.0,1,1,1,2023-02-24
S102885,7.25,1,2.5,1,0,0,2022-05-04
S102886,7.07,1,6.4,0,0,0,2021-07-23
S102887,9.07,1,1.0,1,0,0,2022-07-15
S102888,8.23,1,15.1,0,3,1,2023-04-22
S102889,7.74,0,4.0,1,1,1,2023-05-11
S102890,7.55,0,5.0,1,0,0,2023-03-25
S102891,8.4,0,2.9,0,1,0,2022-12-30
S102892,7.18,0,19.9,0,2,1,2023-03-29
S102893,8.26,1,2.4,1,0,1,2022-12-02
S102894,5.93,2,2.9,1,0,0,29/01/2022
S102895,9.38,2,2.4,1,2,1,09-07-2021
S102896,7.6,1,3.3,1,2,0,2023-02-26
S102897,7.9,1,2.9,0,0,0,29/04/2023
S102898,5.63,0,18.5,1,0,0,07/06/2022
S102899,4.87,2,1.3,1,0,0,2023-06-27
S102900,7.22,0,3.4,0,1,0,26/04/2023
S102901,7.75,0,1.0,1,0,1,2022-05-10
S102902,7.08,0,15.2,1,0,0,2021-08-19
S102903,7.96,0,7.3,0,0,0,2023-01-14
S102904,4.89,0,16.8,1,0,0,2021-09-17
S102905,5.25,0,1.0,0,1,0,15/01/2023
S102906,7.44,1,2.3,0,0,0,2023-07-08
S102907,6.35,1,8.0,1,1,0,2022-10-08
S102908,8.38,1,6.8,0,0,1,2021-07-19
S102909,5.17,0,4.3,0,2,1,23/12/2021
S102910,7.47,1,6.0,1,0,0,20/01/2022
S102911,5.77,1,10.6,0,0,0,26/10/2021
S102912,7.39,1,3.0,0,1,0,2023-02-16
S102913,5.24,0,,0,0,1,2022-04-06
S102914,8.81,0,11.0,1,1,1,2022-08-05
S102915,7.87,1,2.7,1,2,0,2022-04-23
S102916,6.5,0,14.4,1,1,0,2021-10-13
S102917,8.7,1,5.7,1,0,0,2021-09-27
S102918,5.62,1,3.0,0,0,0,2022-07-17
S102919,5.38,0,13.1,0,1,0,11-07-2022
S102920,6.17,0,3.0,1,3,0,23/02/2022
S102921,5.91,0,14.9,0,0,0,2021-08-31
S102922,6.48,0,11.1,1,0,1,2022-05-02
S102923,8.22,1,8.5,1,2,1,2023-04-06
S102924,6.54,0,4.5,0,1,1,21/07/2021
S102925,7.24,1,3.1,1,0,1,10/08/2021
S102926,7.95,1,1.9,1,1,0,2023/05/19 21:53:15
S102927,8.4,1,10.2,0,2,0,2022-09-10
S102928,10.0,0,1.0,1,0,0,31/08/2021
S102929,7.26,1,5.0,0,1,0,2022-10-06
S102930,6.98,0,1.4,1,1,0,09-19-2022
S102931,8.19,1,9.1,0,1,0,13/10/2021
S102932,5.63,0,5.9,0,1,0,18/04/2023
S102933,6.24,1,13.3,0,0,0,2023-04-13
S102934,5.62,1,8.1,1,0,0,12/12/2022
S102935,5.66,0,1.0,1,0,1,2022-07-13
S102936,7.55,0,3.3,0,0,0,2023-05-22
S102937,5.02,2,1.0,0,1,0,2023-04-20
S102938,6.11,0,16.3,0,0,0,2022-03-21
S102939,5.85,0,13.2,1,1,0,2023-06-19
S102940,5.88,1,6.1,0,2,1,2021-07-03
S102941,6.48,0,10.1,0,1,0,2023-01-12
S102942,7.35,0,1.0,0,2,0,2021-09-16
S102943,8.06,1,2.2,0,0,0,2022-12-31
S102944,7.55,0,1.0,0,0,0,2022-09-04
S102945,6.36,0,11.9,1,0,0,2022-05-20
S102946,5.46,0,7.4,0,0,1,2023-05-27
S102947,3.95,0,1.5,1,0,0,2021-12-11
S102948,5.29,3,6.0,1,0,0,09/02/2022
S102949,6.09,1,6.2,1,0,1,2022-06-10
S102950,5.07,1,1.3,1,2,0,05/12/2021
S102951,4.73,1,2.2,1,1,0,2021-09-03
S102952,7.01,0,1.4,0,2,0,2023/06/09 05:03:22
S102953,8.38,0,8.0,0,1,1,2022-08-02
S102954,6.39,3,1.0,1,2,1,2022-05-01
S102955,7.62,2,17.5,1,0,0,2022-09-14
S102956,7.37,0,1.7,0,1,0,2023-03-03
S102957,6.0,0,1.0,1,0,0,18/08/2023
S102958,5.47,0,4.1,1,0,0,2021-08-13
S102959,9.05,2,1.4,0,1,0,2022-07-25
S102960,5.94,1,1.0,1,0,1,06-04-2023
S102961,10.0,0,11.7,1,1,0,2021-08-30
S102962,6.44,0,15.6,1,0,0,2022-09-10
S102963,7.49,0,5.8,0,1,0,2022-05-11
S102964,7.7,2,1.8,1,0,0,2021-11-20
S102965,5.98,0,3.8,0,1,0,08-08-2023
S102966,9.46,0,1.7,0,0,0,12/08/2023
S102967,6.01,0,3.3,1,1,0,08/08/2021
S102968,7.43,1,4.7,1,0,0,07-01-2021
S102969,7.58,2,1.0,0,0,0,2022-11-25
S102970,6.47,0,4.9,0,0,0,2022-02-03
S102971,7.87,1,14.0,1,0,1,2022-02-01
S102972,6.37,0,1.1,0,1,0,11/04/2023
S102973,9.53,1,2.0,0,1,0,07-02-2022
S102974,4.54,2,6.4,0,1,0,2022-11-14
S102975,7.21,0,19.0,0,0,1,2023-01-31
S102976,8.66,1,3.5,0,0,0,07-20-2022
S102977,6.26,1,7.5,1,1,0,2021-09-12
S102978,7.9,0,4.8,0,0,0,12-09-2022
S102979,5.22,0,1.0,1,3,0,2021-12-27
S102980,5.98,2,1.0,1,0,0,2022-04-02
S102981,5.53,0,5.6,1,0,0,2023-04-06
S102982,10.0,2,1.0,1,1,0,03/06/2022
S102983,8.38,1,1.2,0,2,0,2023-08-17
S102984,10.0,0,10.4,0,0,0,2022-10-25
S102985,10.0,2,5.2,0,0,0,02-18-2022
S102986,5.98,0,4.5,1,1,0,24/09/2022
S102987,6.07,0,2.7,0,2,0,29/08/2023
S102988,6.67,0,2.1,1,1,0,2023-03-29
S102989,6.32,1,6.1,1,2,0,04-01-2022
S102990,8.82,1,1.7,1,0,1,2021-11-17
S102991,6.28,0,12.7,0,1,1,2022-01-29
S102992,10.0,0,3.2,0,1,0,2021-07-18
S102993,5.83,0,4.6,1,1,0,2021-09-25
S102994,6.67,1,1.4,1,1,1,01-28-2022
S102995,4.73,0,8.4,0,2,0,2023-03-13
S102996,7.42,1,,1,0,1,2023-01-09
S102997,7.42,1,2.7,0,1,0,22/02/2022
S102998,7.47,0,,0,0,1,09/04/2022
S102999,8.78,2,1.0,0,0,3,13/08/2022
S103000,5.73,2,5.5,1,0,2,2023-04-20
S103001,6.72,0,8.5,0,0,0,07/01/2022
S103002,6.8,0,1.0,1,0,0,2023-01-02
S103003,5.63,1,6.1,0,0,0,2023/07/02 19:46:18
S103004,6.6,0,1.0,0,2,1,2021-12-18
S103005,7.51,3,2.9,1,1,0,07/01/2023
S103006,4.9,0,3.5,0,0,0,2023-04-14
S103007,8.23,0,3.5,0,1,0,2023-08-01
S103008,6.3,4,7.2,1,1,1,2022-07-23
S103009,5.8,2,3.0,0,0,0,2023-02-03
S103010,6.81,2,15.2,0,1,0,2023-08-01
S103011,6.93,1,6.5,1,0,1,21/06/2022
S103012,6.2,2,7.4,0,1,0,2022-03-03
S103013,7.2,2,2.1,1,0,0,21/09/2022
S103014,6.65,2,1.8,0,0,0,2022-09-09
S103015,7.15,1,1.0,0,1,0,2023-05-20
S103016,8.38,0,,0,0,0,15/09/2022
S103017,8.64,1,5.7,0,1,0,27/08/2023
S103018,5.6,1,1.0,0,0,0,2021-12-30
S103019,6.65,1,5.7,0,1,0,2023-01-14
S103020,7.66,0,15.9,1,1,0,16/07/2023
S103021,6.55,1,15.8,1,0,0,2021-11-15
S103022,5.94,1,7.9,0,1,3,2022-10-26
S103023,7.9,0,1.0,0,0,1,08/02/2022
S103024,7.18,2,5.0,1,0,0,2023-07-03
S103025,6.22,0,7.0,1,0,0,2022-06-18
S103026,7.23,2,1.0,1,1,0,07-07-2021
S103027,6.8,0,11.2,0,0,0,21/11/2022
S103028,6.27,0,6.3,0,0,0,2022-05-31
S103029,7.04,1,1.0,1,2,1,2021-08-12
S103030,6.64,0,1.2,0,1,0,2022-07-20
S103031,8.22,0,4.6,1,0,0,18/09/2021
S103032,6.07,0,6.6,1,0,0,16/09/2022
S103033,5.56,1,5.3,1,1,0,2022-10-29
S103034,6.12,1,1.3,0,2,1,2021-08-23
S103035,4.37,2,13.7,1,0,0,2023-03-28
S103036,5.75,1,22.9,0,1,0,2023-05-11
S103037,7.38,1,1.6,1,2,0,02/07/2023
S103038,5.05,1,1.0,0,0,0,2022-08-17
S103039,6.14,1,7.8,1,0,0,2023-07-06
S103040,6.58,1,2.9,1,1,0,2022-10-20
S103041,5.71,1,5.0,1,2,0,2022-04-01
S103042,8.01,0,1.0,0,0,1,2023-05-15
S103043,7.1,0,2.4,1,0,0,2022-06-03
S103044,9.68,0,4.8,1,0,2,28/05/2022
S103045,4.12,0,4.6,0,1,0,2022/03/04 08:19:43
S103046,6.31,1,14.4,1,0,1,03-01-2023
S103047,7.16,0,5.7,0,1,0,2023-08-20
S103048,8.9,0,,0,0,1,17/07/2021
S103049,5.13,2,4.6,1,2,0,2022/10/09 01:00:01
S103050,6.59,2,6.7,1,0,0,2021-08-15
S103051,7.24,0,9.2,0,1,0,2023-01-19
S103052,6.89,1,12.4,1,1,0,2021-09-13
S103053,6.91,1,8.5,0,0,1,2021-07-09
S103054,3.5,0,2.0,1,0,1,04/01/2022
S103055,6.85,1,14.7,1,0,0,2021-08-24
S103056,7.4,0,10.3,0,0,0,2022-02-16
S103057,7.7,0,19.2,1,1,0,2023-07-25
S103058,6.03,0,1.5,0,1,0,2021-11-29
S103059,7.27,0,7.5,0,1,0,2022-10-15
S103060,6.13,0,25.3,1,1,0,2022-02-24
S103061,8.04,1,7.7,1,1,1,2023-05-03
S103062,6.53,0,10.1,0,0,2,15/07/2023
S103063,5.73,1,,0,0,0,01/08/2022
S103064,4.98,1,2.6,0,2,0,30/05/2022
S103065,6.27,1,3.7,0,1,0,01/02/2022
S103066,8.19,1,5.7,1,0,0,20/08/2021
S103067,7.13,2,1.4,1,1,0,02/07/2021
S103068,5.12,1,4.4,1,1,0,11/09/2022
S103069,8.58,0,1.0,0,1,0,18/01/2022
S103070,7.68,1,1.9,0,0,0,2022-01-11
S103071,8.51,1,5.7,0,1,0,2021-09-14
S103072,6.17,1,10.3,1,0,0,07/08/2023
S103073,4.25,1,,1,0,0,2022-08-22
S103074,4.03,0,1.6,0,0,0,2021-07-24
S103075,6.79,5,2.9,1,0,0,2021-07-19
S103076,8.14,2,3.2,1,0,1,2022-10-03
S103077,8.16,0,1.0,0,0,0,2022/06/10 12:07:13
S103078,6.18,0,3.4,1,0,0,2023-04-15
S103079,7.68,1,6.7,0,0,0,2021-11-26
S103080,4.45,1,2.3,1,0,0,2023-02-25
S103081,7.15,2,3.1,1,0,0,23/05/2022
S103082,6.99,1,5.6,1,0,0,2022-05-14
S103083,7.75,1,12.7,1,1,1,19/08/2023
S103084,6.45,2,1.0,0,0,1,12/01/2022
S103085,6.71,1,1.1,1,0,0,2022-10-01
S103086,5.95,0,4.0,1,0,0,2022-03-26
S103087,7.99,1,1.3,0,0,0,2023-05-25
S103088,8.13,0,7.4,0,2,0,26/11/2021
S103089,9.0,0,5.6,1,1,1,05/02/2023
S103090,6.93,0,4.2,0,0,0,2022-04-17
S103091,6.71,0,17.7,0,0,0,2021-11-02
S103092,6.5,0,3.9,1,1,0,2023-02-22
S103093,7.74,1,1.8,0,0,0,10/02/2022
S103094,4.1,0,16.0,1,0,1,2022-10-21
S103095,5.32,0,1.0,1,0,1,2022-05-17
S103096,6.24,0,2.9,1,2,0,2022-06-11
S103097,5.45,0,13.7,1,1,0,23/04/2023
S103098,8.28,1,24.5,0,0,0,27/12/2021
S103099,7.47,0,2.1,0,1,0,2023-07-28
S103100,6.47,2,1.0,1,0,1,03/07/2023
S103101,8.93,1,1.7,1,0,2,2022-06-27
S103102,8.63,2,3.0,1,1,0,2023/01/23 06:39:09
S103103,6.93,0,1.6,1,2,0,2023-02-21
S103104,5.92,0,1.0,1,0,0,16/01/2022
S103105,6.49,0,8.6,0,2,1,2021-08-16
S103106,5.63,1,1.0,1,1,1,2022-07-01
S103107,5.13,4,6.9,1,0,0,14/07/2022
S103108,7.54,0,1.4,0,0,0,2023-03-27
S103109,9.23,0,4.8,0,0,0,2022-01-04
S103110,8.67,1,7.5,0,0,1,2022-08-26
S103111,7.29,0,1.0,0,1,0,2023-01-29
S103112,7.13,0,11.1,1,0,0,2023-01-22
S103113,6.82,0,6.4,0,1,1,2022-03-06
S103114,7.74,0,8.0,1,0,0,20/03/2023
S103115,7.1,2,6.3,0,1,0,20/08/2022
S103116,5.03,0,3.4,0,2,0,2022-10-09
S103117,7.56,1,1.0,0,1,0,2021-10-04
S103118,7.41,0,1.5,1,1,0,11-20-2022
S103119,8.87,0,8.2,1,0,1,2021-10-24
S103120,7.94,0,13.5,0,1,0,2021-11-15
S103121,10.0,0,1.0,0,0,0,25/01/2023
S103122,8.16,0,7.7,0,2,1,10/06/2023
S103123,6.88,1,3.0,0,1,0,2023-02-04
S103124,3.5,1,6.3,1,0,0,2023-06-11
S103125,4.2,0,1.0,1,2,1,2022-04-10
S103126,6.71,1,1.4,1,1,1,2022/05/05 18:48:27
S103127,9.27,1,4.5,1,0,1,2021-07-26
S103128,5.34,2,5.1,1,1,0,2021/10/22 06:45:57
S103129,7.17,0,8.3,1,0,0,2022-11-04
S103130,6.81,0,11.3,0,0,0,2021-09-19
S103131,5.1,0,11.0,0,0,0,2023-06-20
S103132,6.06,0,3.4,1,0,0,28/08/2023
S103133,6.56,0,9.3,1,1,0,2023-04-12
S103134,5.91,0,1.9,1,4,0,2023-05-24
S103135,6.18,0,8.6,0,0,0,04-17-2022
S103136,5.06,1,3.5,0,0,1,2022/08/17 11:16:35
S103137,4.48,0,9.6,1,0,0,2022-03-21
S103138,5.71,0,3.8,0,3,0,2023-07-22
S103139,6.62,1,3.3,0,2,0,14/08/2021
S103140,7.64,1,6.8,1,0,0,27/08/2021
S103141,7.27,1,4.5,0,0,0,2023-04-17
S103142,5.78,0,1.1,1,0,1,08-25-2023
S103143,8.52,0,10.4,0,0,0,2021-07-21
S103144,6.7,0,8.7,0,0,0,11/01/2022
S103145,6.73,2,5.1,1,1,0,2021-10-09
S103146,3.5,2,4.2,0,0,0,2022-10-03
S103147,5.64,2,1.0,0,0,1,2023-02-25
S103148,6.98,0,3.7,1,1,0,27/01/2023
S103149,7.28,0,5.0,0,1,1,2022/06/25 17:11:42
S103150,7.57,1,2.2,1,1,1,2021-09-16
S103151,9.98,0,1.6,0,0,0,2022-08-02
S103152,6.84,0,19.1,0,0,2,2022-05-29
S103153,7.3,1,1.0,0,0,0,07-23-2023
S103154,5.83,0,3.1,0,0,0,2021/07/11 04:17:39
S103155,8.36,2,11.9,1,0,0,10/05/2023
S103156,8.97,0,3.9,0,0,1,2021-10-03
S103157,10.0,1,5.5,0,0,1,2021/11/01 14:35:44
S103158,8.47,0,8.9,0,0,0,2023-08-05
S103159,7.79,0,5.0,1,2,1,2022-12-10
S103160,7.52,1,1.0,1,0,1,2021-12-02
S103161,7.74,1,2.1,0,1,0,2022-12-16
S103162,4.12,0,28.1,1,1,0,27/03/2023
S103163,6.39,1,1.0,0,1,1,15/10/2021
S103164,3.5,1,5.1,1,2,1,2021-09-25
S103165,7.34,0,1.0,1,1,0,2022-06-12
S103166,7.72,0,4.0,0,1,2,2021-08-21
S103167,6.52,0,1.8,0,0,0,2022-08-15
S103168,8.06,2,1.0,1,0,1,2022-09-08
S103169,6.71,1,18.8,0,2,0,2022-08-09
S103170,7.48,1,1.0,1,0,0,18/08/2022
S103171,6.31,0,10.3,0,2,1,06-24-2023
S103172,7.33,1,4.0,0,1,1,07-19-2023
S103173,5.31,1,1.7,1,0,1,2022/08/17 12:41:34
S103174,7.03,1,7.3,1,2,0,07/09/2022
S103175,6.53,0,7.4,1,1,0,2022-02-22
S103176,6.24,1,5.7,0,0,1,03-25-2023
S103177,7.24,1,3.8,0,1,0,2022-02-19
S103178,6.49,0,1.7,0,0,1,13/08/2021
S103179,6.33,0,4.8,1,2,0,2022-09-24
S103180,5.48,0,2.7,0,0,0,01/12/2022
S103181,5.11,1,9.1,1,1,0,2023-08-16
S103182,6.65,0,1.0,0,0,0,2023-03-23
S103183,10.0,1,4.5,1,1,0,2023-06-18
S103184,7.89,1,5.7,1,0,0,2023-04-26
S103185,8.52,0,11.1,0,1,1,2023/02/06 02:33:20
S103186,5.57,0,6.2,0,1,0,2022-04-18
S103187,6.61,0,7.5,1,0,1,2021-10-31
S103188,6.73,1,5.0,0,0,1,03-20-2022
S103189,6.7,0,1.0,1,0,0,15/05/2023
S103190,7.24,1,2.2,1,0,0,2023-02-28
S103191,6.57,1,1.2,1,0,0,2023-08-26
S103192,6.51,1,9.5,0,1,1,2023-06-29
S103193,6.79,1,3.7,1,1,0,03-02-2022
S103194,7.94,0,25.2,1,2,0,02/07/2021
S103195,6.3,1,7.7,0,1,0,2023/01/04 07:44:10
S103196,6.68,2,10.9,1,0,1,2023-05-27
S103197,4.41,1,1.0,1,1,0,2023-04-07
S103198,5.28,1,1.2,1,0,0,2021-12-14
S103199,9.72,0,4.0,0,0,0,22/08/2021
S103200,6.55,1,3.7,1,0,1,2023-05-27
S103201,4.84,0,1.0,1,0,1,2022-11-08
S103202,7.07,1,2.6,0,0,1,2022-08-16
S103203,5.11,1,1.0,1,0,0,2022-12-04
S103204,5.07,0,11.3,0,0,0,11/10/2021
S103205,5.9,2,23.8,1,1,0,2023-04-08
S103206,5.79,1,1.0,0,0,0,2022-04-01
S103207,7.29,2,2.1,1,0,1,2023-03-28
S103208,6.17,1,7.7,0,0,1,05-08-2023
S103209,5.14,0,1.3,1,1,0,2021-12-14
S103210,6.92,2,4.0,1,1,1,2022-11-22
S103211,5.97,0,1.1,0,2,1,2022-04-23
S103212,4.34,0,1.0,1,1,0,2023-06-22
S103213,5.72,3,13.2,1,3,0,06-18-2022
S103214,5.73,1,12.1,0,1,0,2022-09-21
S103215,7.18,0,4.1,1,0,0,11-20-2022
S103216,9.35,0,10.5,0,1,1,2022-01-03
S103217,7.84,1,1.0,0,0,0,05-02-2022
S103218,7.97,2,12.5,0,0,1,01/05/2022
S103219,8.63,1,5.9,0,0,0,2022-03-10
S103220,5.13,0,6.5,0,1,0,18/03/2022
S103221,7.24,2,,1,0,0,2023-04-05
S103222,9.12,1,6.0,0,2,0,2022-03-08
S103223,7.71,0,10.0,1,0,1,2022-01-04
S103224,5.63,1,15.4,1,3,0,2021-11-14
S103225,6.52,0,10.5,0,0,1,13/09/2021
S103226,4.63,0,1.3,0,0,0,2023-04-15
S103227,8.14,0,11.7,1,0,1,01/03/2023
S103228,5.86,0,1.0,0,0,0,2021-07-04
S103229,7.06,3,5.1,0,0,0,2023-01-05
S103230,3.5,1,1.5,1,1,0,01-08-2022
S103231,8.41,1,3.5,1,3,0,16/05/2022
S103232,6.21,0,1.0,1,0,0,11/03/2022
S103233,7.52,0,6.6,1,0,0,07/05/2023
S103234,6.35,0,2.0,0,0,0,11-08-2021
S103235,7.06,2,10.7,0,2,0,2021-09-07
S103236,8.25,1,1.0,0,0,0,08/08/2021
S103237,6.93,0,10.5,1,0,0,2023-01-30
S103238,9.73,0,12.4,1,0,0,2023-06-18
S103239,4.85,0,2.6,1,0,0,2021-12-18
S103240,7.39,3,4.0,0,1,0,2023-01-23
S103241,5.58,0,15.0,0,0,0,2021-11-03
S103242,7.97,0,5.1,0,1,0,11-21-2022
S103243,5.49,0,2.0,0,0,1,09/12/2021
S103244,6.36,0,17.2,0,0,0,2022-01-26
S103245,3.5,0,8.1,1,0,0,2022-08-02
S103246,5.33,2,3.7,0,1,0,2022-03-20
S103247,7.42,2,8.0,1,2,0,2022-03-08
S103248,6.86,1,2.3,1,1,0,01/08/2022
S103249,6.48,1,2.2,1,2,0,2022-05-29
S103250,6.51,0,1.0,0,1,0,2021-09-29
S103251,6.93,1,6.4,0,0,0,09-19-2021
S103252,5.63,1,8.1,0,1,0,27/05/2023
S103253,9.9,0,4.8,1,0,0,06/09/2022
S103254,4.09,0,1.0,0,0,0,30/07/2022
S103255,6.22,2,2.2,0,0,0,2022-07-31
S103256,5.75,0,18.8,0,1,0,2022-04-15
S103257,4.79,1,8.9,1,0,0,16/07/2023
S103258,6.0,0,1.0,1,1,0,30/01/2022
S103259,6.85,0,2.3,0,1,0,2022-02-28
S103260,6.58,2,18.0,0,1,2,2023-04-14
S103261,4.6,0,4.7,0,0,0,12/11/2022
S103262,7.54,1,1.0,0,1,0,2023-06-03
S103263,5.63,1,1.0,1,2,1,2022-08-04
S103264,8.08,1,12.7,1,0,0,2023-08-16
S103265,7.37,4,3.4,0,3,1,2022-07-10
S103266,7.41,0,6.2,1,1,0,2023-08-01
S103267,8.58,1,2.4,1,1,0,2022-03-11
S103268,5.68,0,2.3,1,0,1,09/06/2023
S103269,6.3,1,2.1,0,3,0,2022-06-24
S103270,7.79,2,1.0,1,0,0,2022-12-13
S103271,5.84,0,1.3,1,0,0,2022-04-07
S103272,6.2,0,2.3,0,1,0,2021/12/27 23:47:50
S103273,6.15,2,9.2,0,1,0,2023-04-09
S103274,6.77,0,3.0,0,1,0,2021-09-04
S103275,8.54,1,15.1,0,0,0,30/04/2022
S103276,5.64,1,1.0,0,0,2,2022-09-12
S103277,6.55,2,8.3,1,1,0,2023-07-23
S103278,7.03,3,2.1,1,0,0,2021-12-03
S103279,7.86,1,7.2,0,1,0,2022/03/13 12:20:54
S103280,8.65,0,4.0,1,2,0,05-13-2022
S103281,6.6,1,3.0,1,1,0,07-19-2023
S103282,4.72,0,3.2,1,1,2,2023-04-19
S103283,8.56,2,8.2,0,0,0,10-10-2022
S103284,5.49,1,15.6,1,0,0,2021-08-21
S103285,6.18,0,2.5,0,0,1,17/07/2023
S103286,6.75,0,,1,0,0,15/08/2022
S103287,7.18,3,11.5,1,0,1,2021-09-24
S103288,8.58,1,4.7,1,0,0,20/04/2023
S103289,6.58,1,1.0,1,2,1,2023-07-01
S103290,6.16,2,3.3,1,1,0,2022-01-21
S103291,6.52,1,5.1,1,1,0,02-26-2022
S103292,6.86,1,1.2,1,0,0,2021-12-06
S103293,8.49,0,5.3,0,1,0,2022-05-17
S103294,6.66,0,1.4,0,1,1,2022-10-31
S103295,7.28,1,1.3,0,0,1,12-22-2022
S103296,7.16,2,3.3,0,1,1,2022-09-23
S103297,9.75,0,9.6,0,2,0,2021-10-08
S103298,8.33,1,3.0,0,0,0,08-01-2021
S103299,4.83,0,9.1,0,0,0,2023-05-10
S103300,5.66,0,7.2,1,1,0,2022-08-11
S103301,8.26,0,8.7,1,0,0,13/07/2023
S103302,4.54,1,9.6,0,0,1,2023-08-12
S103303,6.91,1,1.2,1,0,2,12/03/2022
S103304,4.47,0,9.4,1,0,0,2022-11-16
S103305,6.96,1,3.3,1,0,0,09-12-2021
S103306,5.28,0,7.2,0,0,0,07-31-2022
S103307,6.43,0,1.0,1,1,1,2022-10-16
S103308,4.22,1,7.4,0,1,1,2023-05-11
S103309,10.0,0,5.5,1,2,0,2023/08/28 04:23:05
S103310,10.0,1,38.3,0,0,0,2022-05-28
S103311,8.76,0,1.8,0,1,0,2022-12-06
S103312,5.21,1,15.0,0,1,0,23/10/2022
S103313,6.11,2,2.4,0,2,0,28/01/2023
S103314,4.41,1,19.4,1,0,0,27/12/2021
S103315,6.15,4,5.9,0,0,0,2023-05-28
S103316,7.29,0,1.9,0,1,1,2022-12-13
S103317,5.91,0,4.0,0,0,0,08-08-2023
S103318,9.03,1,4.9,0,1,0,09/08/2021
S103319,9.14,0,5.7,0,1,0,11/10/2022
S103320,5.91,1,1.1,0,2,0,2022/08/26 19:59:04
S103321,7.87,0,7.6,1,1,0,17/10/2022
S103322,5.85,0,3.8,1,0,1,2022-01-09
S103323,6.48,0,6.6,0,0,0,23/10/2022
S103324,5.47,0,2.9,0,0,0,2022-09-17
S103325,3.5,1,4.8,1,0,0,2022-04-06
S103326,6.18,1,6.0,0,2,0,2023-06-29
S103327,3.73,0,1.4,1,0,0,26/12/2021
S103328,8.87,0,2.9,0,0,0,2023/08/07 17:17:52
S103329,6.79,0,1.0,1,1,2,2021-07-06
S103330,7.45,0,9.8,0,0,0,2023-07-19
S103331,7.41,0,1.0,0,1,0,2022-04-10
S103332,7.89,0,11.0,1,0,0,07/08/2023
S103333,7.9,0,3.1,1,0,0,03/04/2023
S103334,9.38,0,5.0,1,0,0,2022-05-16
S103335,4.75,2,12.1,1,1,0,01/09/2021
S103336,8.26,3,2.5,1,0,0,2022-07-14
S103337,5.18,1,1.1,1,1,1,2022-09-27
S103338,8.75,0,10.9,1,0,0,2023-02-11
S103339,6.72,0,3.2,1,1,0,09-18-2021
S103340,6.6,2,4.9,0,1,2,2023-02-01
S103341,8.65,0,3.3,1,1,0,13/02/2022
S103342,6.58,0,9.0,0,1,0,2023-03-03
S103343,6.33,1,1.0,0,2,1,2023-07-06
S103344,6.54,1,5.7,1,0,0,2022-07-23
S103345,5.8,1,1.0,0,0,1,2023-05-25
S103346,7.7,0,1.0,1,0,0,2023-04-09
S103347,8.3,1,1.0,0,0,1,24/01/2023
S103348,8.21,1,1.4,1,4,0,2023-05-06
S103349,5.78,1,4.1,0,1,0,22/05/2022
S103350,6.84,3,2.2,1,0,0,2022-03-31
S103351,8.63,1,5.2,0,1,1,2021-10-01
S103352,5.55,0,1.0,0,0,0,2022-12-10
S103353,10.0,0,18.4,1,1,0,2021/12/18 07:55:32
S103354,6.47,1,10.3,0,1,0,2021-12-04
S103355,8.3,2,6.5,1,2,3,2021-08-26
S103356,8.77,0,1.5,1,1,0,12-10-2021
S103357,8.62,2,7.4,0,0,0,2022-05-23
S103358,6.64,3,9.0,1,0,0,09/11/2022
S103359,8.24,0,1.0,1,0,1,2023-03-17
S103360,5.5,0,8.5,0,0,0,19/02/2022
S103361,7.91,1,4.2,0,0,0,2022-10-29
S103362,8.52,1,4.3,1,0,0,02-05-2022
S103363,4.95,2,8.4,1,2,1,2021-11-09
S103364,7.3,0,1.4,1,1,0,2022-09-15
S103365,9.05,0,9.6,1,0,0,2021-10-27
S103366,5.16,0,19.0,1,1,0,2022-01-28
S103367,8.85,3,3.1,1,0,0,25/11/2022
S103368,6.33,2,2.8,1,0,1,2021-07-17
S103369,5.57,2,1.0,0,1,1,2023-05-17
S103370,7.78,2,1.0,1,0,0,2022-12-08
