student_id,hackathons_participated,preferred_domain,career_goal,submitted_at
S102694,1,Core Engineering,Job,2024-02-15 00:00:00
S102695,3,Data Science,Job,2024-02-10 00:00:00
S102696,1,Product/Management,Higher Studies,2024-01-26 06:55:52
S102697,1,Core Engineering,Higher Studies,2024-02-14 00:00:00
S102698,2,Core Engineering,Startup/Entrepreneurship,2024-02-20 00:00:00
S102699,0,Product/Management,Job,2023-12-29 00:00:00
S102700,1,Web Development,Startup/Entrepreneurship,2024-02-02 00:00:00
S102701,1,Web Development,Job,2024-03-04 14:49:18
S102702,1,Core Engineering,Job,2024-09-01 00:00:00
S102703,1,Web Development,Job,2023-01-11 00:00:00
S102704,1,Product/Management,Job,2024-02-11 00:00:00
S102705,1,Web Development,Job,2024-01-01 00:00:00
S102706,2,Core Engineering,Job,2024-01-17 00:00:00
S102707,0,Product/Management,Job,2023-02-12 00:00:00
S102708,0,Cybersecurity,Higher Studies,2024-02-06 00:00:00
S102709,4,AI/ML,Job,2023-12-27 00:00:00
S102710,3,Data Science,Job,2023-12-03 00:00:00
S102711,0,Core Engineering,Job,2024-04-07 00:00:00
S102712,2,Data Science,Higher Studies,2024-01-04 00:00:00
S102713,2,Data Science,Job,2023-11-18 00:00:00
S102714,4,Core Engineering,Job,2024-01-22 00:00:00
S102715,1,Product/Management,Higher Studies,2023-12-29 00:00:00
S102716,3,Cybersecurity,Higher Studies,2024-01-28 02:17:36
S102717,1,Data Science,Job,2024-03-31 00:00:00
S102718,2,Web Development,Job,2024-03-16 00:00:00
S102719,0,AI/ML,Startup/Entrepreneurship,2023-02-12 00:00:00
S102720,0,Data Science,Job,2023-12-12 00:00:00
S102721,2,Web Development,Higher Studies,2023-12-30 00:00:00
S102722,0,Core Engineering,Job,2024-03-10 00:00:00
S102723,2,Core Engineering,Higher Studies,2024-03-19 00:00:00
S102724,1,Data Science,Job,2023-12-31 00:00:00
S102725,1,Core Engineering,Higher Studies,2024-03-27 00:00:00
S102726,1,Core Engineering,Job,2023-12-11 00:00:00
S102727,2,Data Science,Startup/Entrepreneurship,2024-08-03 00:00:00
S102728,0,Core Engineering,Job,2024-01-03 00:00:00
S102729,0,Core Engineering,Job,2024-01-22 00:00:00
S102730,0,Core Engineering,Job,2023-11-21 00:00:00
S102731,0,Cybersecurity,Job,2023-12-04 00:00:00
S102732,0,AI/ML,Job,2024-02-01 00:00:00
S102733,2,Web Development,Startup/Entrepreneurship,2024-03-29 00:00:00
S102734,0,AI/ML,Startup/Entrepreneurship,2024-02-04 00:00:00
S102735,2,Cybersecurity,Higher Studies,2024-02-13 00:00:00
S102736,3,Cybersecurity,Higher Studies,2024-02-16 00:00:00
S102737,1,Product/Management,Higher Studies,2024-08-01 00:00:00
S102738,1,Cybersecurity,Job,2023-11-21 00:00:00
S102739,0,Core Engineering,Startup/Entrepreneurship,2024-03-24 00:00:00
S102740,1,Web Development,Higher Studies,2023-11-26 00:00:00
S102741,1,Product/Management,Higher Studies,2024-04-14 00:00:00
S102742,1,AI/ML,Job,2024-04-14 00:00:00
S102743,0,Cybersecurity,Higher Studies,2024-01-21 00:00:00
S102744,2,Core Engineering,Startup/Entrepreneurship,2024-02-05 00:00:00
S102745,4,Data Science,Higher Studies,2023-12-23 00:00:00
S102746,1,Web Development,Job,2024-02-01 00:00:00
S102747,2,AI/ML,Job,2024-05-02 00:00:00
S102748,5,AI/ML,Job,2024-02-17 00:00:00
S102749,0,Product/Management,Job,2024-02-13 00:00:00
S102750,2,Core Engineering,Higher Studies,2023-11-06 00:00:00
S102751,2,Core Engineering,Job,2023-11-18 00:00:00
S102752,1,Core Engineering,Job,2023-12-21 00:00:00
S102753,0,Data Science,Higher Studies,2023-06-12 00:00:00
S102754,2,AI/ML,Job,2024-08-03 00:00:00
S102755,1,Product/Management,Startup/Entrepreneurship,2024-01-11 00:00:00
S102756,0,Data Science,Job,2023-12-29 00:00:00
S102757,1,AI/ML,Job,2024-02-29 00:00:00
S102758,2,Core Engineering,Startup/Entrepreneurship,2024-11-04 00:00:00
S102759,1,Web Development,Higher Studies,2024-04-14 00:00:00
S102760,0,Core Engineering,Job,2023-12-02 00:00:00
S102761,2,Cybersecurity,Job,2023-11-08 00:00:00
S102762,0,Product/Management,Job,2024-01-28 00:00:00
S102763,0,Data Science,Job,2024-04-05 00:00:00
S102764,1,AI/ML,Higher Studies,2023-12-03 00:00:00
S102765,0,Core Engineering,Job,2024-02-07 00:00:00
S102766,0,Web Development,Job,2024-01-19 00:00:00
S102767,1,Data Science,Job,2024-02-02 00:00:00
S102768,1,Data Science,Higher Studies,2024-01-11 00:00:00
S102769,1,Data Science,Job,2023-12-11 00:00:00
S102770,1,Data Science,Job,2024-04-01 00:00:00
S102771,4,Data Science,Job,2023-11-21 01:42:55
S102772,2,Core Engineering,Higher Studies,2024-02-10 00:00:00
S102773,2,Data Science,Job,2023-11-17 00:00:00
S102774,2,Data Science,Higher Studies,2023-11-24 00:00:00
S102775,5,Data Science,Job,2024-02-27 00:00:00
S102776,0,Data Science,Job,2023-12-25 00:00:00
S102777,1,Data Science,Job,2024-02-16 00:00:00
S102778,1,AI/ML,Higher Studies,2024-03-15 00:00:00
S102779,0,Data Science,Higher Studies,2024-03-26 00:00:00
S102780,2,Web Development,Job,2024-01-05 00:00:00
S102781,1,Cybersecurity,Job,2024-03-02 00:00:00
S102782,0,Data Science,Startup/Entrepreneurship,2024-02-27 00:00:00
S102783,1,AI/ML,Job,2023-12-19 00:00:00
S102784,2,Web Development,Startup/Entrepreneurship,2024-03-20 00:00:00
S102785,1,Data Science,Startup/Entrepreneurship,2023-03-12 00:00:00
S102786,0,Data Science,Job,2024-03-15 16:29:12
S102787,2,Data Science,Startup/Entrepreneurship,2024-03-06 00:00:00
S102788,1,Core Engineering,Job,2023-11-11 00:00:00
S102789,0,Core Engineering,Job,2024-01-01 00:00:00
S102790,0,Web Development,Job,2023-08-12 00:00:00
S102791,2,Product/Management,Job,2023-11-18 00:00:00
S102792,3,Core Engineering,Job,2024-02-28 00:00:00
S102793,0,Cybersecurity,Job,2024-03-24 00:00:00
S102794,2,AI/ML,Higher Studies,2024-02-25 00:00:00
S102795,0,AI/ML,Job,2023-12-15 00:00:00
S102796,5,AI/ML,Job,2024-02-20 00:00:00
S102797,0,Web Development,Job,2024-03-14 00:00:00
S102798,1,Core Engineering,Higher Studies,2023-11-18 00:00:00
S102799,2,Product/Management,Job,2024-01-28 00:00:00
S102800,1,Cybersecurity,Job,2024-02-19 00:00:00
S102801,4,Product/Management,Job,2024-03-25 00:00:00
S102802,0,Product/Management,Startup/Entrepreneurship,2023-12-10 00:00:00
S102803,0,Product/Management,Job,2024-02-28 00:00:00
S102804,2,Data Science,Higher Studies,2024-01-19 00:00:00
S102805,2,AI/ML,Job,2024-02-08 00:00:00
S102806,1,AI/ML,Higher Studies,2023-12-11 00:00:00
S102807,1,Cybersecurity,Job,2023-12-14 00:00:00
S102808,0,AI/ML,Job,2024-01-17 00:00:00
S102809,2,AI/ML,Job,2024-02-03 00:00:00
S102810,0,Web Development,Job,2024-01-18 23:56:27
S102811,0,Cybersecurity,Job,2023-12-18 00:00:00
S102812,0,Core Engineering,Job,2024-02-01 00:00:00
S102813,1,Core Engineering,Higher Studies,2024-02-10 00:00:00
S102814,1,Cybersecurity,Higher Studies,2024-03-05 19:55:56
S102815,3,AI/ML,Startup/Entrepreneurship,2024-02-20 00:00:00
S102816,2,Cybersecurity,Job,2023-04-12 00:00:00
S102817,1,AI/ML,Startup/Entrepreneurship,2024-04-10 00:00:00
S102818,1,Product/Management,Job,2023-09-12 00:00:00
S102819,1,Web Development,Job,2024-03-22 00:00:00
S102820,2,Product/Management,Higher Studies,2024-01-11 00:00:00
S102821,1,Core Engineering,Job,2023-05-11 00:00:00
S102822,1,Web Development,Job,2024-03-26 00:00:00
S102823,1,Product/Management,Higher Studies,2024-03-26 00:22:05
S102824,0,Cybersecurity,Startup/Entrepreneurship,2024-03-05 00:00:00
S102825,2,Core Engineering,Higher Studies,2024-01-28 17:04:31
S102826,0,Product/Management,Job,2024-11-02 00:00:00
S102827,2,AI/ML,Job,2024-04-02 00:00:00
S102828,2,Core Engineering,Higher Studies,2023-12-07 00:00:00
S102829,4,Cybersecurity,Job,2024-04-07 00:00:00
S102830,0,Core Engineering,Job,2024-03-13 00:00:00
S102831,1,Core Engineering,Higher Studies,2024-03-11 00:00:00
S102832,3,Data Science,Job,2023-11-09 00:00:00
S102833,0,Data Science,Higher Studies,2024-01-12 00:00:00
S102834,1,Core Engineering,Higher Studies,2024-02-23 00:00:00
S102835,3,Data Science,Job,2024-02-21 00:00:00
S102836,1,Data Science,Higher Studies,2023-11-08 00:00:00
S102837,2,Core Engineering,Higher Studies,2024-02-07 00:00:00
S102838,1,Web Development,Startup/Entrepreneurship,2024-03-18 00:00:00
S102839,1,AI/ML,Higher Studies,2024-02-14 00:00:00
S102840,1,AI/ML,Startup/Entrepreneurship,2024-02-14 00:00:00
S102841,0,Core Engineering,Job,2024-01-22 00:00:00
S102842,2,Data Science,Higher Studies,2024-01-22 00:00:00
S102843,0,AI/ML,Startup/Entrepreneurship,2024-03-01 00:00:00
S102844,3,Web Development,Job,2023-11-13 00:00:00
S102845,3,Cybersecurity,Higher Studies,2023-11-26 00:00:00
S102846,1,Core Engineering,Job,2023-11-24 00:00:00
S102847,2,Product/Management,Job,2024-03-17 00:00:00
S102848,3,Product/Management,Job,2024-02-26 00:00:00
S102849,0,Product/Management,Higher Studies,2024-01-20 00:00:00
S102850,1,Product/Management,Higher Studies,2024-01-03 00:00:00
S102851,1,Web Development,Higher Studies,2024-03-06 00:00:00
S102852,4,AI/ML,Startup/Entrepreneurship,2024-04-01 00:00:00
S102853,0,Cybersecurity,Higher Studies,2023-12-21 00:00:00
S102854,3,Core Engineering,Startup/Entrepreneurship,2023-11-11 00:00:00
S102855,4,Data Science,Job,2024-01-20 00:00:00
S102856,0,Web Development,Higher Studies,2023-11-20 00:00:00
S102857,2,Cybersecurity,Higher Studies,2023-08-12 00:00:00
S102858,0,AI/ML,Job,2024-03-10 00:00:00
S102859,0,Web Development,Higher Studies,2024-03-17 00:00:00
S102860,5,AI/ML,Job,2024-01-14 00:00:00
S102861,3,AI/ML,Startup/Entrepreneurship,2024-02-12 03:40:07
S102862,4,Cybersecurity,Job,2023-11-12 00:00:00
S102863,2,AI/ML,Startup/Entrepreneurship,2023-11-03 00:00:00
S102864,1,Web Development,Job,2024-04-14 22:59:39
S102865,2,Product/Management,Higher Studies,2024-02-12 00:00:00
S102866,1,Data Science,Job,2024-03-06 00:00:00
S102867,1,Cybersecurity,Higher Studies,2023-11-28 00:00:00
S102868,3,Cybersecurity,Startup/Entrepreneurship,2023-11-27 00:00:00
S102869,1,Cybersecurity,Job,2023-11-16 00:00:00
S102870,1,Cybersecurity,Job,2023-11-14 00:00:00
S102871,4,Product/Management,Higher Studies,2024-01-03 00:00:00
S102872,1,Core Engineering,Job,2024-03-22 03:31:37
S102873,2,Core Engineering,Job,2024-03-17 00:00:00
S102874,0,Web Development,Job,2024-02-10 00:00:00
S102875,1,AI/ML,Higher Studies,2023-11-10 00:00:00
S102876,2,Core Engineering,Job,2024-03-31 00:00:00
S102877,1,Cybersecurity,Higher Studies,2023-11-21 00:00:00
S102878,1,Core Engineering,Job,2023-12-26 00:00:00
S102879,1,Cybersecurity,Job,2024-02-11 00:00:00
S102880,3,Cybersecurity,Job,2024-04-03 00:00:00
S102881,1,AI/ML,Job,2023-12-26 00:00:00
S102882,1,Core Engineering,Higher Studies,2023-01-12 00:00:00
S102883,2,Product/Management,Job,2023-12-03 00:00:00
S102884,1,Web Development,Job,2024-06-04 00:00:00
S102885,0,Web Development,Job,2024-02-13 00:00:00
S102886,0,Web Development,Job,2024-03-25 00:00:00
S102887,0,AI/ML,Higher Studies,2023-11-22 00:00:00
S102888,0,AI/ML,Job,2024-04-01 00:00:00
S102889,1,Data Science,Higher Studies,2024-01-05 00:00:00
S102890,1,AI/ML,Higher Studies,2024-03-18 00:00:00
S102891,0,AI/ML,Higher Studies,2024-03-20 00:00:00
S102892,1,Data Science,Higher Studies,2024-01-29 00:00:00
S102893,1,AI/ML,Higher Studies,2023-11-15 00:00:00
S102894,1,Product/Management,Job,2024-02-14 00:00:00
S102895,1,Core Engineering,Higher Studies,2024-01-18 00:00:00
S102896,1,Product/Management,Job,2024-01-30 00:00:00
S102897,1,Cybersecurity,Higher Studies,2023-12-02 00:00:00
S102898,3,Core Engineering,Startup/Entrepreneurship,2023-12-07 00:00:00
S102899,0,Web Development,Job,2024-03-30 00:00:00
S102900,3,Product/Management,Job,2024-03-28 00:00:00
S102901,0,Core Engineering,Higher Studies,2024-01-30 00:00:00
S102902,0,Web Development,Job,2023-12-24 00:00:00
S102903,4,Web Development,Job,2024-02-24 00:00:00
S102904,1,AI/ML,Job,2023-12-10 00:00:00
S102905,1,Core Engineering,Higher Studies,2024-03-16 00:00:00
S102906,0,Cybersecurity,Job,2023-12-02 00:00:00
S102907,0,AI/ML,Startup/Entrepreneurship,2024-02-24 00:00:00
S102908,2,Web Development,Job,2024-02-04 00:00:00
S102909,0,Cybersecurity,Job,2024-02-25 00:00:00
S102910,2,Data Science,Startup/Entrepreneurship,2024-03-21 00:00:00
S102911,2,Web Development,Job,2024-01-05 00:00:00
S102912,1,Product/Management,Startup/Entrepreneurship,2023-12-11 00:00:00
S102913,2,Cybersecurity,Job,2024-01-10 00:00:00
S102914,1,Cybersecurity,Job,2024-03-01 00:00:00
S102915,1,Core Engineering,Higher Studies,2024-04-07 20:25:06
S102916,0,Product/Management,Job,2023-11-30 17:52:41
S102917,0,Data Science,Job,2024-01-21 00:00:00
S102918,1,Core Engineering,Job,2023-12-31 00:00:00
S102919,3,AI/ML,Higher Studies,2024-03-25 00:00:00
S102920,2,AI/ML,Job,2023-11-29 00:00:00
S102921,1,Web Development,Job,2024-03-20 00:00:00
S102922,0,AI/ML,Job,2023-11-07 00:00:00
S102923,4,Cybersecurity,Job,2023-11-10 00:00:00
S102924,1,AI/ML,Higher Studies,2024-06-03 00:00:00
S102925,1,Core Engineering,Job,2024-02-17 00:00:00
S102926,2,Product/Management,Job,2024-03-01 00:00:00
S102927,1,Cybersecurity,Job,2024-01-01 00:00:00
S102928,2,Core Engineering,Job,2024-02-02 00:00:00
S102929,2,Web Development,Job,2023-11-13 00:00:00
S102930,2,Data Science,Job,2024-03-10 00:00:00
S102931,4,Product/Management,Higher Studies,2024-03-04 00:00:00
S102932,4,Web Development,Startup/Entrepreneurship,2024-01-30 22:36:32
S102933,1,Product/Management,Startup/Entrepreneurship,2023-11-20 00:00:00
S102934,3,Product/Management,Higher Studies,2023-11-30 00:00:00
S102935,0,Product/Management,Startup/Entrepreneurship,2024-01-16 00:00:00
S102936,1,Product/Management,Job,2023-11-19 00:00:00
S102937,2,Product/Management,Job,2023-12-21 00:00:00
S102938,0,Core Engineering,Job,2024-04-01 00:00:00
S102939,1,AI/ML,Job,2023-12-17 00:00:00
S102940,1,AI/ML,Startup/Entrepreneurship,2024-01-04 00:00:00
S102941,1,AI/ML,Job,2024-09-02 00:00:00
S102942,0,Product/Management,Job,2024-02-23 20:25:03
S102943,1,AI/ML,Job,2024-02-03 00:00:00
S102944,0,Core Engineering,Startup/Entrepreneurship,2023-04-11 00:00:00
S102945,1,Core Engineering,Startup/Entrepreneurship,2024-03-30 00:00:00
S102946,3,Web Development,Job,2024-02-07 00:00:00
S102947,1,Core Engineering,Job,2024-04-04 00:00:00
S102948,1,Web Development,Startup/Entrepreneurship,2023-11-21 00:00:00
S102949,0,AI/ML,Higher Studies,2024-04-13 10:15:29
S102950,0,Cybersecurity,Job,2024-01-10 00:00:00
S102951,2,Core Engineering,Job,2024-02-17 00:00:00
S102952,0,Web Development,Higher Studies,2024-02-06 00:00:00
S102953,0,AI/ML,Higher Studies,2024-02-01 00:00:00
S102954,2,AI/ML,Higher Studies,2024-01-28 00:00:00
S102955,1,AI/ML,Job,2023-11-16 00:00:00
S102956,0,Data Science,Higher Studies,2023-12-28 00:00:00
S102957,1,Cybersecurity,Job,2023-11-22 00:00:00
S102958,1,Data Science,Higher Studies,2024-02-22 15:37:52
S102959,2,Core Engineering,Higher Studies,2023-11-15 00:00:00
S102960,1,Product/Management,Job,2024-03-31 00:00:00
S102961,2,Product/Management,Job,2024-01-03 00:00:00
S102962,2,Data Science,Higher Studies,2023-12-13 00:00:00
S102963,0,AI/ML,Higher Studies,2024-01-25 00:00:00
S102964,1,AI/ML,Higher Studies,2023-09-12 00:00:00
S102965,1,Web Development,Job,2024-02-06 00:00:00
S102966,1,Cybersecurity,Job,2023-11-15 00:00:00
S102967,3,Product/Management,Job,2024-02-05 00:00:00
S102968,1,AI/ML,Job,2023-11-01 17:26:14
S102969,1,Cybersecurity,Job,2023-11-09 00:00:00
S102970,2,Data Science,Startup/Entrepreneurship,2024-03-16 00:00:00
S102971,1,Cybersecurity,Higher Studies,2023-12-15 00:00:00
S102972,0,Product/Management,Higher Studies,2024-03-24 00:00:00
S102973,2,Product/Management,Job,2024-04-12 00:00:00
S102974,2,Product/Management,Job,2024-01-25 00:00:00
S102975,1,Data Science,Job,2024-03-12 00:00:00
S102976,1,Product/Management,Higher Studies,2023-12-30 00:00:00
S102977,4,Data Science,Job,2024-03-28 00:00:00
S102978,3,Product/Management,Job,2023-12-12 00:00:00
S102979,0,Product/Management,Startup/Entrepreneurship,2023-11-19 00:00:00
S102980,1,Cybersecurity,Job,2023-03-11 00:00:00
S102981,1,Cybersecurity,Job,2024-03-08 00:00:00
S102982,0,Product/Management,Job,2023-12-19 00:00:00
S102983,1,AI/ML,Job,2024-04-03 00:00:00
S102984,3,Data Science,Job,2023-11-23 00:00:00
S102985,0,Data Science,Job,2024-01-18 00:00:00
S102986,3,Core Engineering,Job,2023-12-13 00:00:00
S102987,1,AI/ML,Job,2024-02-01 00:00:00
S102988,2,Product/Management,Job,2024-11-04 00:00:00
S102989,2,Web Development,Higher Studies,2024-01-08 00:00:00
S102990,1,Product/Management,Job,2024-01-24 00:00:00
S102991,1,AI/ML,Job,2023-11-01 00:00:00
S102992,1,AI/ML,Job,2024-03-03 00:00:00
S102993,1,AI/ML,Higher Studies,2023-09-12 00:00:00
S102994,1,Data Science,Job,2024-03-22 00:00:00
S102995,2,Core Engineering,Job,2023-12-24 00:00:00
S102996,2,AI/ML,Higher Studies,2023-11-23 00:00:00
S102997,1,Cybersecurity,Job,2024-12-01 00:00:00
S102998,0,AI/ML,Job,2023-11-19 00:00:00
S102999,3,Product/Management,Job,2024-12-02 00:00:00
S103000,2,Web Development,Job,2024-03-17 00:00:00
S103001,2,Core Engineering,Job,2023-11-01 00:00:00
S103002,2,Data Science,Job,2023-11-30 00:00:00
S103003,2,Cybersecurity,Startup/Entrepreneurship,2024-02-06 00:00:00
S103004,1,Data Science,Higher Studies,2024-01-02 00:00:00
S103005,2,Core Engineering,Higher Studies,2023-12-15 00:00:00
S103006,0,Web Development,Higher Studies,2024-01-22 00:00:00
S103007,2,AI/ML,Job,2024-03-18 00:00:00
S103008,3,Cybersecurity,Startup/Entrepreneurship,2024-01-31 00:00:00
S103009,0,AI/ML,Higher Studies,2024-09-03 00:00:00
S103010,2,Web Development,Higher Studies,2024-10-03 00:00:00
S103011,3,Core Engineering,Job,2023-11-12 00:00:00
S103012,1,Core Engineering,Job,2024-01-07 00:00:00
S103013,3,Cybersecurity,Job,2024-03-24 00:00:00
S103014,1,Web Development,Startup/Entrepreneurship,2024-04-07 00:00:00
S103015,0,Core Engineering,Job,2024-04-11 00:00:00
S103016,1,AI/ML,Higher Studies,2023-06-12 00:00:00
S103017,0,Data Science,Job,2024-02-05 00:00:00
S103018,1,Product/Management,Job,2023-12-01 00:00:00
S103019,1,Web Development,Job,2024-01-01 00:00:00
S103020,2,Product/Management,Job,2024-04-07 00:00:00
S103021,0,Core Engineering,Job,2023-12-28 00:00:00
S103022,0,AI/ML,Job,2023-12-05 00:00:00
S103023,1,Product/Management,Higher Studies,2023-11-20 00:00:00
S103024,1,AI/ML,Startup/Entrepreneurship,2023-12-03 00:00:00
S103025,2,Data Science,Job,2023-12-23 00:00:00
S103026,0,Cybersecurity,Job,2023-12-11 00:00:00
S103027,2,AI/ML,Job,2024-01-12 00:00:00
S103028,0,Web Development,Higher Studies,2023-12-13 00:00:00
S103029,2,Product/Management,Higher Studies,2024-04-06 00:00:00
S103030,2,Core Engineering,Startup/Entrepreneurship,2024-01-18 00:00:00
S103031,2,Web Development,Job,2024-03-10 00:00:00
S103032,1,Product/Management,Higher Studies,2024-01-12 00:00:00
S103033,2,Cybersecurity,Job,2024-02-02 00:00:00
S103034,1,Web Development,Job,2024-02-07 00:00:00
S103035,1,AI/ML,Startup/Entrepreneurship,2023-12-19 00:00:00
S103036,0,Data Science,Higher Studies,2024-01-04 00:00:00
S103037,1,Core Engineering,Job,2024-03-24 00:00:00
S103038,1,Product/Management,Job,2024-01-03 00:00:00
S103039,1,Core Engineering,Job,2023-12-28 00:00:00
S103040,3,Core Engineering,Job,2024-04-02 00:00:00
S103041,0,AI/ML,Job,2024-01-21 00:00:00
S103042,0,Core Engineering,Job,2024-02-05 00:00:00
S103043,1,Data Science,Job,2023-12-08 00:00:00
S103044,1,Core Engineering,Higher Studies,2024-07-03 00:00:00
S103045,1,Product/Management,Job,2024-04-01 00:00:00
S103046,1,Core Engineering,Startup/Entrepreneurship,2024-04-09 00:00:00
S103047,1,Product/Management,Job,2023-11-28 00:00:00
S103048,1,AI/ML,Job,2024-02-25 00:00:00
S103049,2,Core Engineering,Higher Studies,2023-12-21 00:00:00
S103050,0,Data Science,Job,2024-04-02 00:00:00
S103051,3,Core Engineering,Startup/Entrepreneurship,2024-01-11 00:00:00
S103052,4,Core Engineering,Higher Studies,2024-03-09 15:03:34
S103053,0,Cybersecurity,Higher Studies,2023-11-14 00:00:00
S103054,2,Cybersecurity,Job,2023-11-08 00:00:00
S103055,1,Core Engineering,Job,2024-03-12 00:00:00
S103056,2,AI/ML,Higher Studies,2024-05-03 00:00:00
S103057,2,Data Science,Startup/Entrepreneurship,2024-04-11 00:00:00
S103058,0,Core Engineering,Startup/Entrepreneurship,2023-12-10 00:00:00
S103059,1,AI/ML,Job,2024-04-11 00:00:00
S103060,2,Data Science,Job,2024-03-24 00:00:00
S103061,4,AI/ML,Higher Studies,2024-03-17 00:00:00
S103062,0,Product/Management,Job,2024-02-03 00:00:00
S103063,1,Core Engineering,Job,2024-02-15 00:00:00
S103064,0,AI/ML,Job,2024-01-26 00:00:00
S103065,1,AI/ML,Higher Studies,2024-01-02 15:26:11
S103066,3,AI/ML,Higher Studies,2024-02-12 00:00:00
S103067,0,Core Engineering,Higher Studies,2023-12-29 00:00:00
S103068,2,Data Science,Job,2024-01-30 00:00:00
S103069,0,Cybersecurity,Higher Studies,2024-01-21 00:00:00
S103070,0,Cybersecurity,Job,2023-11-28 00:00:00
S103071,2,Data Science,Job,2023-12-29 00:00:00
S103072,1,Cybersecurity,Higher Studies,2023-11-21 00:00:00
S103073,2,Cybersecurity,Job,2024-03-05 00:00:00
S103074,2,AI/ML,Higher Studies,2024-02-21 00:00:00
S103075,1,Web Development,Job,2024-02-13 00:00:00
S103076,1,Web Development,Higher Studies,2024-02-11 00:00:00
S103077,2,Core Engineering,Job,2024-01-25 00:00:00
S103078,1,Data Science,Job,2023-12-24 00:00:00
S103079,0,Product/Management,Job,2024-02-09 17:34:05
S103080,0,Web Development,Higher Studies,2024-03-08 00:00:00
S103081,0,Product/Management,Job,2023-11-20 00:00:00
S103082,0,Core Engineering,Job,2024-01-23 00:00:00
S103083,0,Core Engineering,Job,2023-12-31 00:00:00
S103084,1,Core Engineering,Job,2024-10-03 00:00:00
S103085,1,Cybersecurity,Job,2023-11-13 00:00:00
S103086,2,Cybersecurity,Startup/Entrepreneurship,2024-04-13 00:00:00
S103087,2,Product/Management,Job,2023-11-06 00:00:00
S103088,1,AI/ML,Job,2024-04-06 00:00:00
S103089,2,Web Development,Startup/Entrepreneurship,2024-06-03 00:00:00
S103090,0,AI/ML,Job,2024-03-16 21:48:02
S103091,2,Data Science,Higher Studies,2024-03-15 00:00:00
S103092,2,Cybersecurity,Startup/Entrepreneurship,2024-02-01 00:00:00
S103093,0,Cybersecurity,Job,2024-03-28 00:00:00
S103094,0,Cybersecurity,Job,2024-09-02 00:00:00
S103095,0,Cybersecurity,Job,2024-09-02 00:00:00
S103096,0,Product/Management,Startup/Entrepreneurship,2024-01-25 00:00:00
S103097,0,AI/ML,Startup/Entrepreneurship,2023-11-26 00:00:00
S103098,0,Cybersecurity,Higher Studies,2024-02-09 00:00:00
S103099,1,Cybersecurity,Job,2024-09-02 00:00:00
S103100,1,Product/Management,Higher Studies,2023-11-26 00:00:00
S103101,1,Core Engineering,Higher Studies,2023-12-19 00:00:00
S103102,3,AI/ML,Job,2024-03-30 00:00:00
S103103,0,AI/ML,Higher Studies,2023-12-21 00:00:00
S103104,1,Data Science,Higher Studies,2023-12-02 00:00:00
S103105,0,AI/ML,Job,2024-08-03 00:00:00
S103106,3,Core Engineering,Job,2024-02-06 00:00:00
S103107,1,Web Development,Startup/Entrepreneurship,2024-02-05 00:00:00
S103108,0,AI/ML,Job,2024-02-07 00:00:00
S103109,0,AI/ML,Higher Studies,2023-07-11 00:00:00
S103110,0,Cybersecurity,Job,2023-11-30 00:00:00
S103111,0,AI/ML,Startup/Entrepreneurship,2023-11-30 11:17:36
S103112,1,Data Science,Job,2024-03-18 06:34:13
S103113,4,AI/ML,Higher Studies,2023-11-06 00:00:00
S103114,4,AI/ML,Startup/Entrepreneurship,2024-03-03 08:12:16
S103115,1,Product/Management,Job,2024-01-24 00:00:00
S103116,0,Web Development,Job,2024-01-14 00:00:00
S103117,5,Web Development,Job,2023-11-23 00:00:00
S103118,0,AI/ML,Startup/Entrepreneurship,2024-02-23 00:00:00
S103119,0,Cybersecurity,Job,2024-01-24 00:00:00
S103120,1,Web Development,Higher Studies,2023-03-12 00:00:00
S103121,1,Web Development,Job,2024-03-23 00:00:00
S103122,1,Product/Management,Job,2024-01-02 00:00:00
S103123,1,Cybersecurity,Job,2023-12-01 00:00:00
S103124,3,Product/Management,Job,2024-04-01 00:00:00
S103125,2,AI/ML,Job,2024-02-20 00:00:00
S103126,0,Data Science,Job,2023-12-16 00:00:00
S103127,2,Core Engineering,Higher Studies,2023-12-27 00:00:00
S103128,0,Cybersecurity,Job,2024-03-18 00:00:00
S103129,3,Core Engineering,Job,2023-11-01 00:00:00
S103130,1,Cybersecurity,Higher Studies,2024-04-07 07:55:29
S103131,1,Product/Management,Higher Studies,2023-11-14 00:00:00
S103132,0,Cybersecurity,Job,2024-02-07 00:00:00
S103133,0,Core Engineering,Higher Studies,2024-03-20 00:00:00
S103134,0,Core Engineering,Job,2023-11-18 00:00:00
S103135,2,Core Engineering,Job,2024-02-01 00:00:00
S103136,2,Core Engineering,Job,2023-11-05 00:00:00
S103137,1,Cybersecurity,Higher Studies,2024-02-13 00:00:00
S103138,1,Core Engineering,Startup/Entrepreneurship,2024-03-02 20:17:09
S103139,1,Web Development,Startup/Entrepreneurship,2024-04-08 00:00:00
S103140,1,AI/ML,Higher Studies,2023-12-05 00:00:00
S103141,1,Core Engineering,Higher Studies,2023-11-17 00:00:00
S103142,0,Cybersecurity,Higher Studies,2023-11-29 00:00:00
S103143,0,AI/ML,Job,2024-02-09 00:00:00
S103144,2,Web Development,Higher Studies,2024-03-30 00:00:00
S103145,2,Web Development,Job,2024-01-01 00:00:00
S103146,1,AI/ML,Job,2024-03-31 00:00:00
S103147,3,Core Engineering,Job,2024-05-02 00:00:00
