student_id,age,gender,major,study_hours_per_day,social_media_hours,part_time_job,attendance_percentage,sleep_hours,extracurricular_participation,previous_gpa,semester,stress_level,screen_time,study_environment,access_to_tutoring,parental_support_level,exam_anxiety_score,learning_style,time_management_score,exam_score,subject_marks_student_id,g1_mat,g2_mat,g3_mat,g1_por,g2_por,g3_por,career_field,career_target,career_gpa,internships,projects,leadership_positions,Previous_GPA_10
STU01332,19,Female,Biology,4.9,3.9,No,83.4,9.2,No,3.35,5,6.4,11.2,Dorm,Yes,3,10,Reading,1.5,87,UCI_0318,16,16,15,13,15,16,Biology,Game Developer,3.928570906,0,2,0,8.38
STU01333,27,Other,Psychology,5.7,4.2,No,60.8,6.9,Yes,3.87,7,5.7,13.2,Quiet Room,No,4,7,Visual,8.2,100,UCI_0318,15,16,15,13,14,16,Psychology,Architect,4.2010404491063404,1,0,0,9.68
STU01334,26,Female,Engineering,2.7,1.4,No,66.2,7.0,No,4.0,5,3.5,4.7,Quiet Room,Yes,8,5,Kinesthetic,5.8,99,UCI_0318,15,16,15,13,14,15,Engineering,Industrial-Organizational Psychologist,4.129685458165527,1,4,1,10.0
STU01335,18,Other,Business,4.4,0.3,Yes,59.6,7.1,No,4.0,3,4.2,8.5,Dorm,No,5,8,Visual,7.1,97,UCI_0318,17,16,14,15,14,14,Business,Art Therapist,2.6128711760718266,1,3,0,10.0
STU01336,17,Male,Biology,3.0,3.9,Yes,49.5,7.8,No,3.92,6,5.9,8.4,Co-Learning Group,No,6,10,Reading,7.5,92,UCI_0318,17,15,15,15,13,14,Biology,Marketing Manager,4.677541583371699,0,4,0,9.8
STU01337,22,Female,Biology,6.2,4.1,No,40.0,6.7,No,3.95,7,9.4,12.1,Quiet Room,Yes,9,10,Kinesthetic,4.1,96,UCI_0318,17,14,14,13,15,14,Biology,Ecologist,2.700140973624852,1,3,1,9.88
STU01338,17,Other,Arts,6.9,0.7,Yes,73.9,6.3,Yes,3.86,7,1.9,10.8,Co-Learning Group,No,7,5,Visual,1.0,100,UCI_0318,15,15,14,14,14,15,Arts,Construction Manager,3.5193830395064296,2,1,0,9.65
STU01339,24,Other,Engineering,5.0,0.1,Yes,54.1,7.2,Yes,3.88,5,1.0,8.5,Quiet Room,No,4,7,Visual,5.6,88,UCI_0306,15,13,14,16,15,15,Engineering,Art Director,3.4618067811067945,2,2,1,9.7
STU01340,16,Male,Engineering,2.9,2.1,No,81.6,6.7,No,4.0,6,7.8,6.4,Quiet Room,No,1,5,Reading,3.1,99,UCI_0306,14,11,13,15,15,15,Engineering,Marketing Manager,2.8378730099577227,0,4,0,10.0
STU01341,25,Female,Computer Science,7.103143483303479,3.8,No,79.9,8.5,Yes,4.0,2,4.7,11.5,Co-Learning Group,Yes,8,5,Reading,9.8,100,UCI_0306,15,11,13,15,15,15,Computer Science,Legal Secretary,4.396405323101493,2,2,0,10.0
STU01342,25,Male,Business,0.0,1.7,No,53.4,9.8,No,2.84,2,1.3,7.0,Dorm,No,3,10,Visual,4.2,71,UCI_0100,11,15,14,12,14,12,Business,Nuclear Physicist,4.964261182318694,1,4,0,7.1
STU01343,19,Other,Engineering,2.9,2.8,No,50.8,5.4,Yes,3.83,1,10.0,7.8,Co-Learning Group,Yes,7,6,Kinesthetic,8.5,100,UCI_0306,16,13,14,17,15,17,Engineering,Pharmacist,4.292240590844771,2,4,1,9.57
STU01344,22,Other,Business,6.3,2.7,Yes,78.8,5.2,No,3.3,8,5.8,11.0,Co-Learning Group,No,8,8,Auditory,3.1,80,UCI_0314,12,12,14,15,13,17,Business,Dentist,3.2500422082943654,0,2,1,8.25
STU01345,22,Other,Arts,4.8,4.0,Yes,65.6,7.6,No,4.0,6,5.8,13.4,Quiet Room,No,8,10,Auditory,8.5,100,UCI_0306,16,12,13,15,15,17,Arts,Chemical Engineer,4.329466285153309,2,0,1,10.0
STU01346,22,Other,Arts,3.9,3.3,No,61.0,8.3,Yes,3.97,5,6.6,12.0,Cafe,Yes,4,10,Visual,4.7,100,UCI_0306,16,13,14,17,16,16,Arts,Art Director,4.760313762782069,1,3,1,9.93
STU01347,21,Female,Business,5.5,2.3,Yes,95.3,5.5,Yes,3.22,2,8.2,12.1,Cafe,No,10,6,Visual,8.3,81,UCI_0306,15,12,13,16,17,16,Business,Music Therapist,3.146466915752025,1,0,0,8.05
STU01348,19,Female,Arts,3.6,0.5,No,94.3,5.0,No,3.64,4,5.6,4.5,Co-Learning Group,Yes,3,10,Reading,2.3,87,UCI_0306,15,11,13,15,15,17,Arts,Social Media Manager,3.583884333911045,2,0,0,9.1
STU01349,28,Other,Business,6.4,3.6,Yes,92.5,5.0,No,4.0,3,5.8,13.9,Quiet Room,No,10,5,Reading,5.1,98,UCI_0198,18,15,16,13,13,14,Business,Biotechnologist,4.214491177406357,2,3,0,10.0
STU01350,25,Male,Arts,0.9,0.8,No,74.3,6.4,No,2.88,7,3.5,3.1,Library,Yes,6,10,Kinesthetic,6.3,80,UCI_0121,14,14,13,14,13,14,Arts,Composer,3.2023878341830603,2,3,1,7.2
STU01351,25,Female,Psychology,4.7,5.0,Yes,93.4,9.3,No,3.4,2,6.6,12.1,Dorm,No,1,10,Kinesthetic,4.7,81,UCI_0198,16,15,17,14,14,13,Psychology,Curriculum Developer,4.610537872224596,0,1,0,8.5
STU01352,26,Female,Engineering,2.0,0.0,No,96.0,7.1,No,3.05,6,5.5,4.8,Quiet Room,Yes,1,8,Visual,1.9,83,UCI_0089,14,14,13,15,16,16,Engineering,Financial Controller,3.3317172952994056,1,1,1,7.62
STU01353,27,Female,Arts,5.8,3.7,Yes,54.5,9.9,Yes,3.93,7,6.7,10.7,Quiet Room,No,5,10,Auditory,1.5,100,UCI_0198,17,15,16,12,13,13,Arts,Curriculum Developer,2.553735588489692,2,2,0,9.83
STU01354,26,Other,Computer Science,3.466373002687952,4.9,No,94.1,6.1,No,3.1,5,6.1,13.1,Library,No,2,6,Visual,9.4,69,UCI_0217,15,15,15,15,16,16,Computer Science,Architectural Technologist,3.652526577516759,0,2,1,7.75
STU01355,22,Male,Engineering,5.6,4.9,No,93.0,9.1,Yes,3.71,3,7.2,15.1,Co-Learning Group,Yes,9,10,Kinesthetic,8.0,97,UCI_0198,17,14,15,12,13,14,Engineering,School Psychologist,3.384682800054799,1,1,1,9.28
STU01356,18,Male,Arts,6.4,1.5,Yes,48.4,5.2,No,3.86,8,5.3,12.2,Quiet Room,Yes,4,7,Auditory,6.1,100,UCI_0198,17,14,17,13,14,14,Arts,Social Media Manager,3.2686975230111712,1,0,1,9.65
STU01357,23,Other,Biology,0.0,0.6,No,83.5,7.8,No,2.8,8,4.0,5.1,Quiet Room,Yes,3,10,Auditory,3.3,76,UCI_0055,10,12,12,13,13,12,Biology,Music Teacher,2.9254065206067192,0,3,1,7.0
STU01358,21,Female,Biology,0.9,3.9,Yes,69.9,7.3,No,3.37,8,5.8,8.7,Library,Yes,5,10,Kinesthetic,7.0,90,UCI_0198,17,16,17,13,12,13,Biology,Interior Designer,4.262143398621852,0,4,0,8.43
STU01359,24,Other,Arts,4.4,3.1,Yes,60.6,10.0,No,3.23,4,3.1,11.8,Dorm,No,7,6,Kinesthetic,3.7,81,UCI_0314,14,12,14,16,13,17,Arts,Animator,4.373364486385287,2,3,1,8.07
STU01360,28,Male,Engineering,5.1,3.0,No,61.6,5.0,No,2.93,4,2.5,9.3,Library,No,1,10,Auditory,4.4,68,UCI_0022,12,15,15,11,12,12,Engineering,Ecologist,4.254724349203702,0,3,0,7.33
STU01361,20,Male,Biology,2.4,2.7,No,72.5,8.4,No,4.0,4,5.9,8.5,Quiet Room,No,9,10,Visual,5.0,100,UCI_0198,18,15,15,12,13,13,Biology,Lawyer,3.0858621037530214,1,2,1,10.0
STU01362,28,Male,Arts,3.1,0.3,No,56.4,5.4,Yes,3.64,5,5.5,4.9,Co-Learning Group,Yes,5,9,Visual,5.3,89,UCI_0198,16,14,16,14,13,13,Arts,Forensic Psychologist,4.744994622425117,2,1,1,9.1
STU01363,22,Other,Computer Science,6.063937238456983,2.8,Yes,54.4,4.0,No,3.18,5,6.8,14.3,Dorm,No,5,9,Visual,4.6,84,UCI_0142,17,15,14,12,15,13,Computer Science,Human Resources Specialist,3.950303868949823,1,4,1,7.95
STU01364,22,Male,Arts,4.2,2.3,No,82.2,7.0,No,3.17,4,4.2,10.8,Co-Learning Group,Yes,8,10,Visual,7.3,83,UCI_0089,14,14,14,14,14,14,Arts,Quantum Physicist,4.723955542724614,2,3,0,7.92
STU01365,17,Other,Business,5.5,3.4,No,62.3,4.1,Yes,3.11,4,8.2,12.9,Co-Learning Group,Yes,7,9,Reading,3.0,72,UCI_0217,13,14,16,14,16,16,Business,Education Administrator,3.478063759,0,1,0,7.77
STU01366,25,Other,Business,2.6,2.2,Yes,81.2,8.7,No,2.92,8,3.4,9.9,Co-Learning Group,Yes,1,10,Visual,9.3,67,UCI_0231,13,10,13,16,15,15,Business,Cybersecurity Analyst,4.357951401,1,2,0,7.3
STU01367,24,Male,Biology,5.6,1.4,Yes,74.4,4.2,No,4.0,6,3.2,8.2,Co-Learning Group,Yes,5,5,Kinesthetic,7.9,100,UCI_0198,18,14,15,13,14,13,Biology,Chemist,2.5965536186728224,1,1,0,10.0
STU01368,28,Other,Computer Science,7.575754605834085,2.9,No,50.5,8.4,No,4.0,3,3.8,14.0,Library,No,4,10,Kinesthetic,6.9,100,UCI_0198,18,16,17,13,12,14,Computer Science,Surgeon,3.421809857218169,1,0,0,10.0
STU01369,23,Male,Psychology,5.5,1.4,Yes,67.5,8.0,Yes,3.52,6,6.2,11.1,Dorm,No,4,7,Reading,3.3,87,UCI_0198,16,16,16,13,13,15,Psychology,Advertising Manager,4.265166891411994,2,0,0,8.8
STU01370,19,Female,Engineering,3.6,0.8,Yes,76.6,8.4,No,3.59,4,2.6,9.1,Quiet Room,No,6,5,Visual,3.9,91,UCI_0198,17,16,17,14,13,15,Engineering,Acoustics Specialist,3.813824348697783,1,1,0,8.97
STU01371,27,Other,Arts,2.7,3.2,No,72.3,6.9,Yes,3.11,2,3.9,8.0,Library,Yes,6,8,Visual,3.8,73,UCI_0238,13,13,14,15,16,15,Arts,Doctor,4.181861331854694,2,0,1,7.77
STU01372,21,Female,Business,3.0,3.5,No,96.4,4.9,Yes,3.12,8,10.0,12.0,Library,Yes,6,10,Reading,3.6,85,UCI_0293,14,15,15,15,16,14,Business,Principal,2.957397379219757,2,0,0,7.8
STU01373,25,Other,Business,2.9,2.9,Yes,73.7,9.2,No,4.0,3,4.6,8.9,Co-Learning Group,Yes,1,10,Visual,8.6,100,UCI_0198,17,14,16,13,14,13,Business,Illustrator,4.332574438066584,1,0,1,10.0
STU01374,20,Female,Business,5.3,4.9,No,40.5,6.6,No,3.54,5,5.1,14.2,Dorm,No,7,6,Auditory,1.1,95,UCI_0198,18,15,17,13,13,15,Business,Conductor,4.248116659411518,1,1,0,8.85
STU01375,27,Male,Engineering,10.3,3.4,No,97.7,6.7,No,4.0,3,3.5,14.9,Cafe,No,2,9,Auditory,2.8,97,UCI_0057,15,14,15,14,14,16,Engineering,Musician,3.032887919032264,0,2,0,10.0
STU01376,22,Other,Engineering,6.3,4.6,Yes,77.7,5.5,No,2.57,7,4.4,14.2,Dorm,No,2,10,Auditory,9.1,67,UCI_0246,13,12,12,14,15,15,Engineering,Human Resources Specialist,2.753974148866076,2,0,0,6.42
STU01377,27,Male,Psychology,5.6,2.2,No,43.9,4.0,Yes,3.2,2,5.8,9.1,Dorm,Yes,2,6,Auditory,6.0,77,UCI_0314,13,13,13,14,13,17,Psychology,Acoustics Specialist,3.400247562278518,2,2,1,8.0
STU01378,21,Other,Psychology,2.8,2.0,Yes,68.1,11.1,No,3.95,6,4.8,9.1,Quiet Room,Yes,8,6,Visual,6.6,97,UCI_0057,14,16,15,15,14,16,Psychology,Mechanical Engineer,4.624645909235166,1,1,0,9.88
STU01379,28,Female,Biology,3.4,3.2,No,75.8,4.8,No,3.35,4,5.6,9.6,Co-Learning Group,Yes,10,6,Auditory,5.6,85,UCI_0057,14,15,14,16,15,14,Biology,Legal Analyst,4.214014624551528,2,0,1,8.38
STU01380,24,Other,Engineering,3.5,0.3,No,67.7,8.5,No,3.51,8,5.5,6.7,Dorm,No,9,10,Visual,1.9,82,UCI_0057,14,14,16,14,13,14,Engineering,Human Resources Specialist,2.8991748250353355,2,0,0,8.77
STU01381,27,Other,Engineering,2.7,2.1,Yes,40.2,7.4,Yes,3.83,8,2.3,9.3,Library,Yes,9,10,Kinesthetic,1.9,99,UCI_0057,14,14,15,16,15,14,Engineering,Illustrator,4.207062070197479,2,0,0,9.57
STU01382,20,Male,Biology,5.7,4.0,Yes,41.5,8.9,No,4.0,5,8.7,13.1,Library,No,10,10,Reading,5.3,100,UCI_0057,13,14,16,15,14,16,Biology,Accountant,3.418297859085923,0,4,0,10.0
STU01383,21,Other,Computer Science,6.377821685172851,2.9,No,41.7,7.2,No,3.07,8,5.8,12.6,Dorm,No,5,10,Visual,2.2,72,UCI_0238,13,13,14,15,16,16,Computer Science,Mechanical Engineer,4.044903651396004,1,3,0,7.67
STU01384,18,Other,Business,1.7,4.1,Yes,47.9,8.2,No,4.0,5,5.9,9.1,Library,No,6,8,Reading,3.2,100,UCI_0057,13,14,15,15,13,15,Business,Aerospace Engineer,2.542016270542437,2,4,0,10.0
STU01385,24,Male,Computer Science,4.694421131697604,4.5,Yes,83.1,7.4,No,4.0,2,3.6,13.9,Library,No,9,6,Auditory,2.6,100,UCI_0057,14,15,16,14,14,14,Computer Science,Marketing Specialist,2.6473253752105133,0,0,0,10.0
STU01386,21,Female,Biology,4.7,4.2,No,82.0,7.1,No,4.0,7,2.8,13.7,Quiet Room,No,9,7,Reading,4.4,100,UCI_0057,15,14,16,14,13,15,Biology,Marketing Specialist,3.508009079760912,2,1,1,10.0
STU01387,25,Female,Business,5.5,4.3,Yes,52.9,7.9,No,3.56,3,5.5,12.8,Quiet Room,Yes,10,10,Visual,1.3,84,UCI_0057,15,14,14,16,13,14,Business,Education Administrator,3.471636376224553,1,3,1,8.9
STU01388,17,Other,Engineering,4.5,2.1,Yes,64.4,8.5,No,3.49,6,4.0,11.2,Cafe,Yes,5,7,Kinesthetic,3.9,92,UCI_0057,15,14,16,16,15,14,Engineering,Musician,4.265708651,2,1,0,8.73
STU01389,22,Female,Engineering,0.0,4.4,Yes,43.1,7.0,No,3.53,3,4.7,7.8,Co-Learning Group,Yes,10,9,Auditory,1.7,88,UCI_0057,13,15,15,16,14,16,Engineering,Analytical Chemist,4.393326903092733,1,4,1,8.82
STU01390,27,Male,Biology,4.1,2.5,Yes,42.9,5.9,Yes,2.82,4,8.4,7.6,Dorm,Yes,10,7,Kinesthetic,8.9,70,UCI_0324,15,13,13,14,14,14,Biology,Physical Chemist,4.5571762968413765,2,4,1,7.05
STU01391,27,Other,Computer Science,4.954715245382626,2.8,No,66.8,6.1,Yes,3.05,5,1.5,10.9,Cafe,No,1,10,Kinesthetic,4.9,78,UCI_0217,13,16,16,13,15,15,Computer Science,AI Researcher,3.273112429355157,1,2,1,7.62
STU01392,25,Other,Arts,5.9,2.7,No,53.1,7.0,No,3.02,5,2.8,12.7,Cafe,No,2,10,Reading,7.5,78,UCI_0231,11,10,11,14,16,17,Arts,Art Therapist,3.7366915086351935,0,1,1,7.55
STU01393,27,Male,Psychology,4.4,4.8,No,80.3,8.9,No,3.25,6,5.4,13.9,Co-Learning Group,Yes,1,10,Visual,8.6,75,UCI_0314,14,13,13,14,14,17,Psychology,Art Director,2.861391324637033,1,2,1,8.12
STU01394,20,Male,Arts,1.8,1.5,No,97.2,6.0,No,2.79,8,4.1,5.6,Library,Yes,9,10,Kinesthetic,3.0,76,UCI_0209,10,11,13,13,14,15,Arts,Physicist,3.978565952,1,1,0,6.97
STU01395,18,Male,Computer Science,7.544432328795833,3.6,No,41.7,8.9,Yes,4.0,5,7.0,13.7,Quiet Room,Yes,6,6,Reading,8.9,93,UCI_0057,15,15,14,16,14,16,Computer Science,Marketing Manager,3.396486771320116,0,3,1,10.0
STU01396,27,Other,Biology,7.6,4.7,Yes,52.5,10.3,Yes,3.85,8,3.8,15.3,Library,No,2,5,Kinesthetic,5.9,89,UCI_0057,13,15,14,15,13,16,Biology,Astronomer,2.747964615322046,2,4,0,9.62
STU01397,25,Other,Psychology,5.2,1.2,Yes,63.4,7.1,No,4.0,6,3.0,10.8,Library,Yes,2,10,Visual,1.2,100,UCI_0314,12,13,12,16,14,18,Psychology,Animator,3.391006892846767,2,1,1,10.0
STU01398,23,Other,Engineering,5.0,1.3,No,73.0,8.0,No,3.44,8,2.3,8.5,Library,No,6,10,Auditory,10.0,77,UCI_0314,13,13,12,15,14,16,Engineering,Biologist,3.4289079044566924,1,4,1,8.6
STU01399,25,Other,Computer Science,3.802514192,2.6,No,51.7,5.6,No,3.21,3,5.1,9.8,Library,Yes,8,10,Visual,4.4,82,UCI_0286,11,11,11,17,16,17,Computer Science,Architect,3.8192682575321695,1,3,0,8.03
STU01400,22,Other,Psychology,4.7,1.7,No,60.5,8.9,Yes,4.0,4,4.5,7.8,Library,Yes,5,10,Auditory,7.1,87,UCI_0314,13,12,12,15,13,18,Psychology,Counselor,4.830855465,0,0,1,10.0
STU01401,26,Male,Psychology,4.1,3.6,No,47.9,9.3,Yes,4.0,2,3.3,9.8,Co-Learning Group,No,9,6,Visual,8.1,100,UCI_0314,13,14,14,16,14,17,Psychology,Conductor,2.934172121963768,1,4,0,10.0
STU01402,25,Female,Business,2.0,3.9,Yes,78.9,8.8,No,4.0,1,5.5,11.0,Library,Yes,3,9,Auditory,1.6,100,UCI_0314,14,12,14,14,13,16,Business,Brand Manager,3.7067640193479785,0,0,0,10.0
STU01403,26,Female,Biology,0.4,2.1,Yes,89.8,7.3,No,3.66,8,5.0,4.7,Dorm,Yes,2,8,Visual,7.8,85,UCI_0314,12,12,14,14,15,17,Biology,Music Teacher,4.236771937948658,1,2,0,9.15
STU01404,19,Female,Arts,3.1,0.3,Yes,82.4,5.9,No,3.62,5,6.5,4.7,Library,Yes,3,10,Visual,1.4,85,UCI_0314,14,13,12,14,14,18,Arts,Fluid Mechanics Engineer,4.791761944138198,0,2,0,9.05
STU01405,28,Other,Psychology,0.4,2.3,Yes,72.8,10.5,No,4.0,8,6.6,6.6,Cafe,Yes,6,5,Auditory,5.8,100,UCI_0314,12,13,14,16,14,16,Psychology,Electrical Engineer,3.1020947704098965,1,3,0,10.0
STU01406,27,Other,Arts,3.6,1.8,Yes,87.6,10.5,No,3.12,7,3.9,6.1,Co-Learning Group,Yes,10,10,Kinesthetic,9.1,77,UCI_0238,14,13,12,15,16,17,Arts,Financial Analyst,3.930937969934964,0,3,1,7.8
STU01407,16,Female,Biology,2.9,4.8,Yes,86.7,7.4,Yes,2.76,8,8.4,9.8,Cafe,No,4,9,Kinesthetic,2.8,74,UCI_0204,9,8,9,14,14,14,Biology,Counselor,4.972516032663641,0,1,1,6.9
STU01408,22,Female,Computer Science,7.641657136811903,2.3,Yes,94.5,9.6,Yes,3.47,6,7.5,14.7,Quiet Room,Yes,5,10,Kinesthetic,7.9,89,UCI_0314,14,12,12,16,14,16,Computer Science,Music Teacher,4.060884387,2,4,1,8.68
STU01409,18,Female,Business,3.1,4.9,Yes,64.0,8.3,No,2.78,3,5.0,10.3,Cafe,Yes,6,10,Kinesthetic,4.6,65,UCI_0127,14,10,13,12,12,14,Business,Music Therapist,4.748094943329452,2,4,0,6.95
STU01410,21,Female,Computer Science,4.678559084281705,0.4,Yes,62.9,4.0,Yes,3.3,5,5.3,7.7,Quiet Room,Yes,1,6,Visual,5.2,79,UCI_0274,16,13,13,17,17,15,Computer Science,Microbiologist,4.796985528704143,2,4,0,8.25
STU01411,26,Female,Computer Science,5.201473430237236,2.5,Yes,77.8,6.3,No,4.0,8,6.9,11.5,Dorm,Yes,8,9,Auditory,8.5,100,UCI_0314,14,12,13,14,14,18,Computer Science,Legal Secretary,4.890931552076206,2,4,1,10.0
STU01412,19,Female,Business,2.6,0.7,Yes,78.9,6.6,Yes,2.91,6,7.7,7.7,Dorm,No,9,10,Kinesthetic,6.5,78,UCI_0238,15,12,14,16,16,17,Business,Chemical Engineer,4.900558894379435,2,3,0,7.28
STU01413,25,Male,Engineering,5.3,2.9,No,95.4,7.9,No,4.0,5,5.6,11.9,Co-Learning Group,No,2,5,Reading,1.3,100,UCI_0274,15,14,14,16,17,16,Engineering,Special Education Teacher,3.058901580654333,0,3,0,10.0
STU01414,24,Other,Computer Science,3.378383063339915,0.1,No,78.3,7.1,Yes,4.0,3,4.2,4.6,Quiet Room,No,9,7,Auditory,1.8,100,UCI_0274,15,13,14,17,16,15,Computer Science,Teacher,3.917683262909458,1,3,1,10.0
STU01415,17,Female,Arts,1.9,2.0,Yes,93.5,9.6,Yes,3.34,5,8.1,5.6,Co-Learning Group,Yes,7,8,Visual,8.3,82,UCI_0274,15,15,13,15,16,16,Arts,Architectural Technologist,3.489204883491098,0,1,1,8.35
STU01416,22,Other,Business,5.1,3.6,Yes,47.4,7.1,Yes,3.3,4,6.6,10.8,Library,Yes,8,10,Visual,9.9,81,UCI_0274,16,15,14,16,15,17,Business,Judge,2.652224088927534,0,0,0,8.25
STU01417,17,Other,Psychology,3.8,0.2,No,58.6,8.3,No,3.96,1,5.5,8.3,Co-Learning Group,No,10,10,Kinesthetic,9.9,100,UCI_0274,16,14,14,17,17,15,Psychology,Astronomer,3.678725986060516,0,2,1,9.9
STU01418,20,Male,Psychology,5.9,3.5,No,78.9,6.9,No,2.81,5,6.7,12.3,Dorm,No,9,8,Visual,4.6,79,UCI_0017,14,15,14,13,12,14,Psychology,Music Teacher,3.205033431120965,0,4,1,7.03
STU01419,23,Other,Business,2.2,1.2,No,79.8,5.5,Yes,3.86,7,2.7,8.2,Library,No,9,10,Reading,2.8,99,UCI_0274,14,14,13,16,16,15,Business,Financial Analyst,3.672075580036572,2,4,0,9.65
STU01420,20,Other,Engineering,5.6,2.6,No,91.7,9.9,Yes,2.64,1,5.1,13.2,Dorm,Yes,9,10,Visual,5.1,56,UCI_0214,12,14,13,14,12,13,Engineering,Doctor,2.815956318476344,0,0,1,6.6
STU01421,16,Male,Computer Science,4.007964941375681,1.2,Yes,96.7,5.8,Yes,3.05,8,3.2,5.8,Co-Learning Group,Yes,8,10,Kinesthetic,8.8,82,UCI_0004,15,14,16,13,15,13,Computer Science,Ecologist,3.879674951879985,1,1,1,7.62
STU01422,19,Other,Arts,4.5,3.1,No,59.1,7.7,Yes,4.0,5,5.9,13.1,Library,Yes,4,9,Kinesthetic,8.3,100,UCI_0274,14,13,15,15,16,16,Arts,Legal Secretary,3.218124530268089,0,2,0,10.0
STU01423,25,Other,Biology,4.7,2.1,Yes,54.0,4.7,Yes,2.87,5,7.5,10.0,Dorm,Yes,1,9,Reading,4.7,72,UCI_0326,12,15,15,16,16,14,Biology,Financial Analyst,4.973042195252717,1,3,1,7.18
STU01424,28,Other,Computer Science,6.779350548369235,0.5,No,64.9,7.7,Yes,4.0,8,8.9,8.7,Co-Learning Group,No,1,5,Auditory,9.9,100,UCI_0274,15,14,13,15,15,17,Computer Science,Industrial-Organizational Psychologist,4.239865123909302,1,4,0,10.0
STU01425,25,Male,Engineering,4.0,2.3,Yes,70.5,8.7,No,4.0,3,7.1,10.2,Quiet Room,No,4,5,Kinesthetic,9.5,100,UCI_0274,15,13,15,17,17,17,Engineering,Paralegal,4.458148995046033,0,3,0,10.0
STU01426,16,Female,Biology,7.6,0.7,No,73.8,6.9,Yes,4.0,1,10.0,10.6,Quiet Room,Yes,2,10,Visual,9.6,100,UCI_0274,16,13,15,16,16,16,Biology,Mechanical Engineer,3.16718620904648,0,0,1,10.0
STU01427,23,Male,Psychology,4.2,2.9,No,48.4,7.2,No,3.0,1,3.3,12.2,Quiet Room,Yes,5,10,Reading,5.9,71,UCI_0010,14,16,14,11,11,14,Psychology,Special Education Teacher,3.6154973062214246,0,2,1,7.5
STU01428,28,Other,Business,6.8,4.6,No,80.7,7.4,No,3.77,7,5.5,15.5,Dorm,No,8,10,Kinesthetic,8.1,93,UCI_0274,15,14,14,16,16,15,Business,Software Developer,4.003754338502018,2,1,0,9.43
STU01429,22,Other,Biology,3.2,0.1,Yes,99.5,8.4,Yes,3.46,7,6.8,5.3,Cafe,No,9,10,Auditory,1.0,90,UCI_0274,14,15,14,15,16,16,Biology,Lawyer,4.467042342857548,0,0,1,8.65
STU01430,25,Other,Arts,4.0,4.0,No,64.1,7.0,No,4.0,3,5.4,10.1,Library,No,6,10,Visual,9.3,100,UCI_0286,11,11,13,16,16,18,Arts,Urban Planner,3.4383557795489894,2,4,0,10.0
STU01431,17,Male,Arts,2.9,4.1,Yes,44.5,6.1,Yes,3.71,1,3.4,12.1,Quiet Room,Yes,5,8,Visual,9.7,95,UCI_0286,12,13,13,16,17,17,Arts,Teacher,3.801819377963701,2,4,0,9.28
STU01432,17,Male,Arts,7.3,3.5,No,95.8,9.4,Yes,3.68,3,2.4,15.7,Library,No,8,10,Reading,6.8,90,UCI_0286,12,11,11,18,16,18,Arts,School Counselor,4.784521456353767,1,1,1,9.2
STU01433,25,Male,Computer Science,9.479633210558152,4.7,No,91.1,8.6,Yes,3.96,5,2.7,16.7,Co-Learning Group,Yes,10,10,Visual,1.9,99,UCI_0286,11,13,13,17,18,18,Computer Science,Education Administrator,4.729115670520532,0,3,0,9.9
STU01434,27,Other,Biology,7.3,3.4,Yes,68.4,8.2,No,4.0,2,3.7,14.8,Cafe,No,10,8,Reading,4.6,98,UCI_0286,11,11,11,16,16,17,Biology,Astronomer,2.754617463186805,2,2,0,10.0
STU01435,23,Other,Biology,4.0,5.0,No,84.4,5.8,No,2.65,7,5.1,12.7,Cafe,No,1,10,Kinesthetic,5.7,71,UCI_0096,11,13,14,11,12,12,Biology,Chemist,4.328377767412332,0,2,0,6.62
STU01436,17,Other,Arts,4.9,3.5,Yes,45.6,9.1,Yes,4.0,5,4.2,11.1,Dorm,No,7,5,Reading,8.6,92,UCI_0286,11,12,12,18,17,19,Arts,Interior Designer,4.850799312596237,1,4,0,10.0
STU01437,21,Female,Business,4.5,0.8,No,79.9,8.3,No,3.03,1,5.5,8.8,Quiet Room,Yes,5,10,Auditory,7.6,71,UCI_0010,13,15,15,12,12,13,Business,Aerospace Engineer,3.901000154075901,0,1,1,7.57
STU01438,27,Female,Psychology,2.6,2.8,No,90.3,7.7,No,2.67,2,4.1,7.8,Cafe,Yes,9,10,Kinesthetic,1.3,63,UCI_0265,12,13,13,9,12,13,Psychology,Quantum Physicist,3.308116367570677,0,1,1,6.67
STU01439,18,Male,Business,5.3,2.9,No,40.7,8.3,Yes,4.0,5,6.2,9.9,Quiet Room,Yes,8,10,Reading,2.1,99,UCI_0286,11,13,12,18,17,18,Business,Architect,4.651918972382143,0,1,0,10.0
STU01440,18,Other,Engineering,3.1,0.5,Yes,92.1,7.4,Yes,3.47,5,3.4,8.3,Quiet Room,No,10,10,Visual,2.2,85,UCI_0286,11,11,12,18,18,19,Engineering,Industrial-Organizational Psychologist,3.5191712396412984,0,1,0,8.68
STU01441,23,Female,Engineering,4.7,1.4,Yes,85.0,6.0,No,4.0,4,7.7,6.8,Quiet Room,No,3,10,Auditory,8.1,99,UCI_0286,12,12,12,18,16,17,Engineering,Teacher,4.025612034882913,1,1,1,10.0
STU01442,23,Male,Biology,2.3,0.4,Yes,86.4,7.3,Yes,2.64,2,1.0,4.3,Dorm,Yes,1,10,Auditory,2.6,64,UCI_0125,16,14,15,14,13,13,Biology,Electrical Engineer,4.604851688139418,2,4,1,6.6
