student_id,enrollment_date,family_income_lpa,cgpa,backlogs,failed_subjects,at_risk_flag
S101439,2023-06-29,4.1,8.48,1,0,1
S101440,2021-08-06,4.8,7.36,1,0,0
S101441,2022-07-19,4.4,7.49,0,0,0
S101442,2021-10-24,4.9,6.07,0,1,1
S101443,2023-06-14,4.6,7.26,0,0,0
S101444,2023-06-04,1.0,5.94,3,0,1
S101445,2022-05-01,8.9,6.16,0,0,1
S101446,2021-08-27,5.8,7.86,1,0,1
S101447,2021-08-12,4.8,7.54,1,2,0
S101448,2021-07-08,1.0,5.79,1,0,1
S101449,2023-02-21,1.0,7.27,0,1,1
S101450,2022-05-07,1.5,8.2,1,1,0
S101451,2023-08-25,6.9,6.54,1,1,0
S101452,2022-03-21,5.7,6.81,0,1,0
S101453,2022-03-12,2.6,7.33,1,0,0
S101454,2022-03-25,1.0,5.88,0,0,0
S101455,2022-11-04,1.0,6.04,0,0,0
S101456,2022-06-19,2.8,6.89,1,0,0
S101457,2022-08-08,3.5,7.97,0,1,0
S101458,2023-06-09,1.0,8.19,1,0,0
S101459,2021-10-09,5.5,4.11,1,0,0
S101460,2023-10-03,1.3,5.83,2,0,0
S101461,2022-06-06,9.3,7.44,1,0,1
S101462,2021-12-15,15.8,5.64,0,0,1
S101463,2021-09-11,4.9,5.89,1,0,1
S101464,2023-06-13,7.0,7.89,0,0,1
S101465,2022-12-15,1.8,6.79,0,0,1
S101466,2023-01-07,7.7,4.97,0,0,1
S101467,2023-03-31,1.0,7.37,0,1,0
S101468,2022-02-25,4.7,6.89,0,0,0
S101469,2021-09-18,10.4,6.48,0,2,1
S101470,2021-11-28,1.0,4.73,1,1,1
S101471,2023-01-08,2.1,7.38,1,0,1
S101472,2022-04-05,7.3,5.56,0,0,0
S101473,2022-08-23,1.0,5.8,0,1,0
S101474,2021-08-02,2.2,7.93,1,0,1
S101475,2021-10-29,20.5,6.48,1,0,0
S101476,2021-08-26,1.0,5.73,1,0,1
S101477,2022-02-10,19.2,6.31,2,0,1
S101478,2022-07-05,4.8,6.7,0,1,1
S101479,2023-08-03,1.5,5.52,2,0,1
S101480,2021-12-22,9.7,8.22,0,0,0
S101481,2023-07-26,7.8,8.0,1,1,1
S101482,2023-06-23,5.7,5.09,3,0,1
S101483,2023-01-15,1.0,4.67,1,0,1
S101484,2021-08-03,4.4,7.41,0,0,1
S101485,2023-03-03,3.0,6.67,1,0,0
S101486,2021-11-21,12.0,5.39,0,0,0
S101487,2022-02-19,19.1,7.3,0,0,1
S101488,2022-03-23,4.7,7.32,1,0,0
S101489,2021-08-03,1.0,8.09,0,0,1
S101490,2023-08-16,1.0,6.59,1,0,1
S101491,2023-04-20,1.0,7.82,0,0,0
S101492,2022-04-13,9.7,5.35,0,0,1
S101493,2023-08-29,3.6,6.26,1,0,1
S101494,2023-02-21,9.7,6.21,1,0,1
S101495,2022-03-16,7.5,8.33,2,1,0
S101496,2021-08-16,7.9,6.21,1,1,0
S101497,2022-08-01,2.7,7.16,0,1,0
S101498,2022-03-27,1.1,6.59,0,1,1
S101499,2023-05-05,2.6,7.95,1,0,1
S101500,2023-08-01,3.7,5.9,0,0,0
S101501,2021-11-13,2.3,5.79,1,0,1
S101502,2023-06-18,7.1,8.06,0,1,1
S101503,2022-06-09,11.6,7.55,2,0,0
S101504,2022-08-28,1.6,6.74,0,0,0
S101505,2023-06-30,1.2,5.0,0,0,1
S101506,2022-12-14,4.8,8.03,2,0,1
S101507,2022-10-26,13.1,7.52,0,0,0
S101508,2023-02-27,1.0,6.61,0,0,0
S101509,2023-02-15,2.8,7.21,1,0,1
S101510,2022-10-08,2.9,7.29,0,0,0
S101511,2021-07-23,8.3,10.0,1,1,1
S101512,2022-02-23,2.5,5.06,1,1,1
S101513,2023-04-01,1.8,5.18,0,0,0
S101514,2023-05-26,1.2,9.65,1,0,1
S101515,2021-12-17,6.5,8.29,0,0,0
S101516,2022-12-01,1.1,6.45,3,0,0
S101517,2022-08-02,1.0,5.6,1,0,1
S101518,2021-09-01,5.3,7.26,0,1,0
S101519,2023-07-25,5.9,7.79,0,1,1
S101520,2022-03-16,3.4,4.07,1,0,0
S101521,2021-10-25,15.3,5.89,0,0,0
S101522,2022-07-30,2.7,3.5,1,1,1
S101523,2023-06-04,8.1,8.56,0,0,1
S101524,2023-07-10,10.4,7.77,0,1,0
S101525,2021-07-25,1.0,6.7,2,0,1
S101526,2022-11-04,4.2,7.08,0,1,0
S101527,2022-08-16,1.0,8.54,1,0,1
S101528,2022-07-11,15.4,5.86,0,2,0
S101529,2022-09-10,4.1,5.45,0,1,0
S101530,2022-03-10,2.6,7.12,1,2,0
S101531,2022-10-23,11.9,9.71,1,0,1
S101532,2022-12-01,2.1,7.42,0,0,1
S101533,2022-07-27,3.0,9.54,1,0,0
S101534,2022-06-16,4.2,7.35,0,1,1
S101535,2022-07-17,3.6,6.44,1,1,1
S101536,2022-11-14,9.0,6.74,0,1,1
S101537,2022-06-02,5.6,6.04,0,0,0
S101538,2021-12-28,6.2,6.54,1,2,0
S101539,2023-05-20,1.0,5.81,0,0,1
S101540,2021-08-20,15.0,8.08,0,1,0
S101541,2022-07-29,6.3,6.22,0,1,1
S101542,2022-08-01,6.3,6.85,0,0,1
S101543,2022-06-28,3.9,4.94,0,0,0
S101544,2022-12-13,1.0,7.27,1,0,0
S101545,2023-08-18,1.0,4.51,0,1,1
S101546,2023-05-29,9.5,9.81,0,0,0
S101547,2023-04-14,4.6,7.11,0,0,1
S101548,2023-02-25,9.3,4.83,0,0,1
S101549,2022-02-25,7.4,7.93,2,1,0
S101550,2022-05-23,13.3,8.41,1,0,0
S101551,2023-01-23,1.0,6.07,0,0,1
S101552,2023-07-06,20.8,6.81,1,0,1
S101553,2021-12-09,6.1,7.02,0,0,0
S101554,2023-02-25,15.3,6.5,0,0,1
S101555,2022-10-08,1.8,7.16,0,0,1
S101556,2023-05-23,14.2,6.06,1,0,1
S101557,2021-11-06,2.6,6.83,1,0,1
S101558,2022-07-26,7.7,6.82,0,0,1
S101559,2023-04-07,5.3,7.77,0,0,1
S101560,2022-05-29,1.0,7.39,0,1,1
S101561,2023-07-25,1.8,5.77,0,1,0
S101562,2022-10-01,4.1,6.56,1,1,1
S101563,2022-10-07,1.4,5.71,0,1,0
S101564,2023-03-14,10.9,6.42,1,0,1
S101565,2022-02-23,4.4,7.48,2,0,1
S101566,2022-10-24,4.1,6.17,0,0,0
S101567,2022-04-07,3.6,5.3,1,0,1
S101568,2023-04-18,1.0,7.54,1,0,0
S101569,2022-11-15,2.6,9.0,2,1,0
S101570,2022-07-05,19.8,5.86,1,0,0
S101571,2023-07-25,3.4,7.1,0,0,0
S101572,2023-01-13,16.9,6.8,0,0,1
S101573,2021-09-27,4.5,6.09,0,0,0
S101574,2023-06-10,1.5,9.65,1,1,0
S101575,2023-02-05,2.0,5.54,0,0,0
S101576,2022-01-22,6.7,6.94,0,1,1
S101577,2022-01-21,12.2,5.42,0,0,1
S101578,2021-10-06,2.0,8.24,0,0,1
S101579,2023-01-23,1.9,7.77,0,0,1
S101580,2023-04-25,17.8,6.73,1,1,1
S101581,2023-08-07,1.7,8.07,2,0,0
S101582,2023-06-04,10.7,8.17,0,0,0
S101583,2023-04-18,2.0,6.32,0,0,1
S101584,2022-08-06,3.7,6.47,1,0,1
S101585,2022-06-14,6.5,6.98,0,2,1
S101586,2021-08-06,1.0,7.84,0,1,1
S101587,2023-01-20,2.2,6.89,0,0,1
S101588,2021-12-11,6.6,6.7,1,0,0
S101589,2022-07-16,1.0,6.99,1,0,1
S101590,2022-03-17,5.3,3.53,1,2,1
S101591,2022-08-17,4.5,8.71,0,0,0
S101592,2022-04-13,10.1,8.56,0,1,0
S101593,2022-03-03,3.7,9.5,0,1,0
S101594,2023-08-26,1.0,5.06,2,1,0
S101595,2021-12-16,1.0,6.92,0,0,1
S101596,2022-05-05,1.7,9.0,0,0,0
S101597,2022-11-27,1.0,6.64,2,1,1
S101598,2022-10-14,2.1,5.47,0,0,0
S101599,2022-04-04,12.9,7.84,1,1,0
S101600,2023-08-29,7.6,5.37,0,0,0
S101601,2023-07-11,3.5,7.66,0,0,0
S101602,2021-10-08,17.4,8.38,0,1,1
S101603,2022-02-03,8.6,7.83,1,0,0
S101604,2022-12-23,1.4,9.2,2,0,1
S101605,2022-07-29,7.4,7.65,1,0,1
S101606,2023-01-11,1.0,9.06,0,0,1
S101607,2022-06-10,2.5,9.58,1,0,1
S101608,2022-02-03,5.0,7.9,0,0,0
S101609,2022-03-12,3.1,7.04,0,1,0
S101610,2023-04-25,1.0,5.91,0,1,0
S101611,2022-07-05,26.5,7.89,1,1,0
S101612,2023-07-14,1.0,6.15,0,0,1
S101613,2023-07-25,4.9,6.63,0,1,0
S101614,2022-09-09,3.1,5.01,0,0,1
S101615,2022-10-03,2.0,8.45,1,1,1
S101616,2021-09-23,1.0,5.95,0,0,0
S101617,2023-02-21,1.9,8.58,2,0,0
S101618,2023-02-09,3.6,5.33,1,0,0
S101619,2021-11-18,6.1,6.43,0,0,0
S101620,2023-04-20,4.8,7.43,0,0,0
S101621,2021-12-20,1.0,10.0,0,0,0
S101622,2022-04-04,3.4,4.04,1,0,0
S101623,2023-02-12,4.1,7.07,0,0,0
S101624,2022-09-14,4.1,9.02,0,0,0
S101625,2022-11-08,3.3,8.58,1,1,1
S101626,2021-02-11,1.5,6.43,1,0,1
S101627,2022-02-26,4.4,3.8,1,0,1
S101628,2023-04-29,18.7,7.1,0,0,0
S101629,2023-06-08,2.1,7.67,1,0,1
S101630,2022-02-13,7.9,5.66,3,0,0
S101631,2021-08-12,15.7,8.12,0,0,1
S101632,2021-11-23,1.5,7.15,1,0,1
S101633,2023-04-01,4.1,6.72,2,0,0
S101634,2022-06-10,21.0,7.39,0,0,1
S101635,2022-05-03,1.0,7.68,0,1,0
S101636,2021-08-31,3.2,10.0,0,1,0
S101637,2022-06-01,1.0,7.13,0,0,1
S101638,2022-09-04,9.0,6.55,0,0,0
S101639,2023-03-13,11.8,7.28,0,0,0
S101640,2023-06-06,7.9,7.3,1,0,0
S101641,2022-02-05,1.0,9.08,2,0,0
S101642,2022-07-10,2.1,8.05,0,1,1
S101643,2023-08-29,1.0,8.6,1,0,0
S101644,2022-03-27,26.0,7.71,1,0,0
S101645,2022-09-06,2.5,5.95,0,0,1
S101646,2023-07-31,1.5,5.91,1,0,1
S101647,2022-06-16,1.9,8.49,0,0,0
S101648,2022-05-27,1.0,5.86,0,0,1
S101649,2022-03-19,5.5,7.81,1,0,0
S101650,2021-12-11,11.0,7.49,0,0,0
S101651,2023-07-03,13.1,4.45,1,1,0
S101652,2023-05-06,1.9,8.04,1,0,0
S101653,2022-06-05,17.6,6.0,1,0,0
S101654,2021-08-08,2.7,5.3,2,0,1
S101655,2021-11-29,20.7,8.55,0,0,0
S101656,2021-07-31,4.1,5.81,1,0,1
S101657,2022-03-02,3.5,7.1,0,0,0
S101658,2022-09-01,10.0,4.2,1,0,1
S101659,2023-04-13,15.2,8.93,0,1,0
S101660,2022-04-20,9.9,8.69,0,0,1
S101661,2021-05-11,4.1,6.23,0,0,1
S101662,2022-10-27,4.7,6.45,0,0,0
S101663,2023-03-28,4.7,5.53,0,0,1
S101664,2022-10-26,7.1,8.24,0,0,1
S101665,2022-02-28,8.6,4.2,1,0,1
S101666,2022-06-06,1.0,7.6,0,1,0
S101667,2023-08-19,2.1,5.97,1,0,1
S101668,2022-01-04,4.9,8.03,1,0,1
S101669,2023-04-15,7.1,6.99,0,1,0
S101670,2022-03-07,1.5,6.66,0,0,0
S101671,2023-02-21,4.2,7.99,1,0,0
S101672,2022-01-19,2.6,8.8,1,1,0
S101673,2022-07-17,9.8,9.02,1,0,0
S101674,2021-08-27,2.8,7.17,0,1,0
S101675,2022-08-26,2.9,7.54,2,1,0
S101676,2022-03-04,3.8,5.55,0,1,0
S101677,2021-11-24,1.0,7.71,1,0,0
S101678,2022-04-06,1.0,8.92,1,0,1
S101679,2021-11-25,4.1,5.37,0,1,1
S101680,2021-08-31,7.4,7.52,0,0,1
S101681,2021-11-10,3.0,6.55,0,1,0
S101682,2022-09-10,4.0,6.02,1,1,1
S101683,2022-05-06,10.0,8.48,0,0,0
S101684,2022-11-11,1.0,6.6,0,0,0
S101685,2022-07-06,4.1,7.94,1,0,0
S101686,2022-02-27,3.7,7.2,1,0,1
S101687,2021-10-25,7.9,7.16,0,0,0
S101688,2022-06-07,16.8,8.64,1,1,1
S101689,2022-07-12,10.7,6.56,1,1,0
S101690,2022-11-09,4.1,6.52,0,0,0
S101691,2023-03-22,7.9,6.16,0,2,0
S101692,2022-07-10,1.0,8.83,0,0,0
S101693,2022-12-10,9.3,7.36,0,0,0
S101694,2021-08-31,1.0,6.84,0,2,1
S101695,2023-03-20,2.7,7.38,3,0,0
S101696,2023-06-06,6.0,6.71,0,0,1
S101697,2023-03-14,1.0,9.66,1,0,0
S101698,2023-07-07,5.5,5.81,0,0,0
S101699,2022-03-08,7.7,5.51,0,0,0
S101700,2021-11-05,2.7,5.76,0,1,1
S101701,2023-07-31,1.0,6.52,0,0,0
S101702,2023-03-24,4.8,6.5,0,0,0
S101703,2022-11-12,2.7,8.25,0,0,0
S101704,2022-04-08,2.6,3.95,0,2,1
S101705,2022-10-15,4.0,6.82,1,1,1
S101706,2022-04-30,1.8,7.04,2,0,1
S101707,2022-11-18,3.6,6.73,0,0,1
S101708,2023-05-18,2.4,9.4,2,1,0
S101709,2021-07-27,4.8,7.61,1,0,1
S101710,2022-05-02,3.5,5.02,1,0,1
S101711,2021-08-24,15.8,8.09,1,0,1
S101712,2021-10-09,1.0,6.76,0,0,0
S101713,2023-02-13,1.0,6.86,1,0,1
S101714,2022-07-18,11.7,6.72,0,0,1
S101715,2023-08-26,1.4,7.24,2,2,1
S101716,2021-07-17,2.9,5.85,0,0,1
S101717,2022-11-09,10.6,6.98,1,1,1
S101718,2023-01-21,4.1,7.42,1,0,0
S101719,2021-10-05,8.8,7.94,0,0,1
S101720,2022-01-29,4.6,9.3,0,0,0
S101721,2023-08-27,19.7,5.09,0,1,1
S101722,2022-01-28,13.6,5.97,1,1,0
S101723,2022-07-10,1.2,9.67,1,1,1
S101724,2023-07-13,7.0,7.07,3,1,1
S101725,2023-06-17,4.9,10.0,0,0,0
S101726,2023-02-23,5.8,5.26,3,0,0
S101727,2021-10-09,16.1,7.5,1,0,1
S101728,2023-08-04,10.4,8.62,2,0,1
S101729,2022-06-28,6.3,7.0,0,0,0
S101730,2022-02-17,4.7,8.83,0,1,0
S101731,2022-01-21,2.0,7.56,1,0,1
S101732,2022-12-10,16.7,7.41,0,1,1
S101733,2022-08-12,25.2,8.26,0,0,0
S101734,2022-11-17,1.0,9.09,1,0,0
S101735,2021-12-09,1.0,7.35,1,0,0
S101736,2023-05-22,1.5,8.83,0,1,0
S101737,2021-10-11,8.2,6.42,0,0,0
S101738,2022-01-29,6.5,8.4,2,0,1
S101739,2022-03-04,2.7,5.25,0,1,1
S101740,2022-04-10,4.9,7.39,0,0,1
S101741,2022-12-22,34.9,5.36,0,0,1
S101742,2023-01-28,1.0,7.16,1,0,0
S101743,2023-03-03,1.0,10.0,0,0,0
S101744,2022-06-20,1.1,6.95,0,0,1
S101745,2022-12-04,2.1,6.5,1,0,1
S101746,2022-07-27,4.2,6.87,0,0,1
S101747,2023-04-02,7.3,4.52,0,1,1
S101748,2023-07-18,1.0,7.39,0,0,1
S101749,2023-07-09,4.9,7.58,0,1,1
S101750,2023-02-21,1.9,10.0,1,2,0
S101751,2022-12-31,6.6,6.97,1,1,0
S101752,2022-11-05,1.0,6.1,3,1,0
S101753,2022-09-11,12.0,6.71,0,0,1
S101754,2023-03-19,1.0,7.72,0,0,0
S101755,2023-05-03,4.3,7.17,2,1,1
S101756,2022-09-25,2.0,8.87,1,0,1
S101757,2022-10-31,2.7,6.59,0,0,0
S101758,2022-11-24,37.6,6.41,2,0,1
S101759,2023-02-22,6.5,4.91,1,1,0
S101760,2021-10-18,2.2,5.93,0,0,0
S101761,2022-01-18,3.1,6.5,0,0,0
S101762,2022-12-29,2.5,6.74,1,0,1
S101763,2023-02-23,1.1,6.97,1,1,1
S101764,2022-01-30,1.8,7.08,0,0,0
S101765,2022-06-20,9.4,5.09,1,0,1
S101766,2023-01-16,1.0,5.43,0,0,1
S101767,2021-10-14,4.0,4.67,1,0,0
S101768,2023-01-17,3.2,5.45,0,0,0
S101769,2023-08-27,8.5,7.94,1,0,0
S101770,2021-07-31,21.8,6.82,0,0,0
S101771,2022-02-01,4.5,8.29,0,0,0
S101772,2021-10-18,10.1,6.37,0,0,0
S101773,2023-02-26,4.8,6.12,0,0,0
S101774,2022-06-27,1.0,5.96,1,1,0
S101775,2021-08-14,1.0,4.48,0,0,1
S101776,2023-08-26,6.2,5.65,2,0,1
S101777,2022-04-01,2.2,6.25,1,0,0
S101778,2022-08-09,7.4,8.37,0,1,1
S101779,2022-08-22,4.3,7.04,2,0,1
S101780,2022-08-04,7.1,7.97,1,0,0
S101781,2021-10-30,4.9,5.55,0,0,1
S101782,2021-11-22,2.0,5.54,0,0,1
S101783,2022-03-23,9.8,6.91,0,0,0
S101784,2021-01-08,4.1,6.82,1,0,0
S101785,2021-07-06,5.0,7.44,0,1,0
S101786,2023-05-23,5.5,8.26,0,3,0
S101787,2022-02-18,1.0,6.11,1,1,1
S101788,2022-06-22,1.0,6.32,1,0,0
S101789,2021-11-30,4.6,5.14,2,1,0
S101790,2023-03-20,6.5,7.24,2,0,1
S101791,2023-02-27,3.5,7.44,0,0,1
S101792,2021-12-02,2.1,4.7,0,0,1
S101793,2023-01-16,11.3,6.46,0,0,1
S101794,2023-03-20,20.2,7.06,0,1,0
S101795,2023-02-01,4.4,6.09,0,0,1
S101796,2022-08-13,4.1,6.43,1,1,0
S101797,2023-06-16,4.6,4.32,1,0,1
S101798,2022-01-23,1.0,8.61,0,0,1
S101799,2023-04-14,9.8,6.53,1,0,0
S101800,2022-07-06,12.4,7.78,2,0,0
S101801,2023-02-14,2.2,6.43,0,0,0
S101802,2023-02-28,8.4,8.1,1,0,0
S101803,2022-04-13,1.3,5.65,0,1,1
S101804,2022-01-12,6.1,5.0,1,0,1
S101805,2022-06-02,4.6,7.72,1,1,1
S101806,2021-11-16,7.2,7.83,0,1,1
S101807,2022-10-20,1.0,7.38,1,0,0
S101808,2022-09-09,1.0,8.48,0,0,0
S101809,2023-01-29,5.6,7.39,0,0,0
S101810,2023-02-22,4.3,6.93,1,1,0
S101811,2022-01-31,21.7,5.38,2,1,1
S101812,2022-08-31,1.0,8.76,0,0,0
S101813,2023-03-19,5.2,4.55,1,2,1
S101814,2022-10-16,10.6,7.6,0,0,0
S101815,2023-07-30,12.6,7.0,0,0,1
S101816,2022-04-22,2.5,5.24,0,0,0
S101817,2021-10-08,1.8,8.26,1,1,1
S101818,2022-02-25,12.5,5.2,1,0,1
S101819,2022-03-12,5.8,4.93,1,1,1
S101820,2021-11-06,3.9,7.38,1,0,0
S101821,2023-03-01,5.8,7.24,0,0,1
S101822,2022-04-19,4.8,5.37,1,0,1
S101823,2022-02-16,5.9,5.77,0,0,0
S101824,2022-01-18,4.2,8.56,1,0,0
S101825,2023-06-15,2.3,7.19,0,0,1
S101826,2022-05-05,4.1,5.45,3,0,1
S101827,2023-07-18,17.5,7.11,0,0,0
S101828,2023-06-29,3.3,6.88,1,0,1
S101829,2023-06-06,4.1,8.35,0,0,1
S101830,2021-08-31,1.0,7.15,1,0,0
S101831,2022-09-25,11.0,5.77,0,0,1
S101832,2022-06-25,4.7,4.34,0,1,1
S101833,2022-06-10,2.6,8.58,0,2,1
S101834,2023-03-01,4.5,6.3,1,0,1
S101835,2022-01-12,3.2,5.83,2,0,0
S101836,2022-03-27,1.4,7.53,0,2,0
S101837,2022-12-15,1.0,6.86,1,0,1
S101838,2022-06-01,1.0,7.14,0,2,0
S101839,2022-10-16,4.3,7.74,0,0,1
S101840,2022-12-14,2.3,5.71,0,0,1
S101841,2022-10-26,17.8,6.79,2,0,0
S101842,2021-07-12,2.0,8.43,0,0,0
S101843,2023-01-27,10.5,7.88,0,0,0
S101844,2022-04-04,8.7,7.45,0,0,1
S101845,2023-01-09,9.6,6.13,0,1,1
S101846,2022-08-09,8.9,7.97,2,1,0
S101847,2023-05-30,4.3,5.59,2,2,1
S101848,2021-12-07,2.1,8.75,1,0,1
S101849,2021-07-20,12.1,8.56,0,0,1
S101850,2021-01-12,18.6,4.98,1,0,1
S101851,2023-03-13,6.2,6.46,1,0,1
S101852,2022-02-23,3.3,7.08,1,0,0
S101853,2022-04-18,6.1,9.54,0,0,0
S101854,2021-09-01,15.0,6.74,1,1,0
S101855,2021-08-19,1.4,6.83,1,2,1
S101856,2021-10-03,3.0,6.24,2,0,0
S101857,2023-10-05,3.1,7.21,0,1,1
S101858,2022-07-05,3.3,7.71,2,1,1
S101859,2022-04-04,1.4,6.15,1,0,0
S101860,2022-11-08,6.5,5.73,0,0,0
S101861,2023-02-13,7.4,6.22,0,0,0
S101862,2023-03-25,5.3,5.54,0,0,1
S101863,2022-02-17,1.6,9.58,0,0,0
S101864,2023-07-26,3.4,6.5,1,0,1
S101865,2021-12-19,1.0,7.88,1,0,0
S101866,2022-02-05,6.8,8.09,1,0,0
S101867,2022-01-29,1.0,8.66,1,0,0
S101868,2021-11-15,4.1,7.93,1,0,0
S101869,2022-08-24,1.0,9.68,1,0,0
S101870,2023-03-23,3.1,6.37,1,1,1
S101871,2023-03-27,13.5,5.22,2,0,0
S101872,2021-10-20,5.0,7.55,0,0,0
S101873,2023-01-02,7.9,6.7,2,2,1
S101874,2022-03-08,1.0,5.83,0,0,1
S101875,2021-10-23,7.8,6.11,1,0,1
S101876,2022-10-23,13.2,5.81,0,0,1
S101877,2022-10-28,1.0,4.55,1,0,0
S101878,2022-07-11,9.5,7.89,0,0,0
S101879,2023-05-16,12.1,8.22,0,0,0
S101880,2021-12-06,15.8,6.49,3,0,0
S101881,2022-08-17,6.3,9.26,1,0,1
S101882,2023-02-13,21.7,8.21,0,1,1
S101883,2022-01-10,10.1,6.73,0,2,0
S101884,2022-08-30,3.8,5.67,1,0,0
S101885,2023-06-06,1.0,8.32,2,2,0
S101886,2022-05-31,2.5,7.89,1,0,0
S101887,2022-06-25,1.0,7.5,0,0,1
S101888,2022-03-20,1.0,6.49,0,1,0
S101889,2022-04-17,2.6,5.58,0,0,1
S101890,2023-05-30,4.1,8.79,0,0,1
S101891,2022-06-22,1.0,7.39,0,0,1
S101892,2022-12-29,2.2,6.0,0,0,0
S101893,2022-08-11,4.3,5.83,1,0,1
S101894,2022-08-20,28.9,7.95,0,0,1
S101895,2023-02-26,1.6,3.5,0,0,0
S101896,2021-11-03,9.3,6.81,0,0,1
S101897,2021-09-07,8.4,6.54,2,0,0
S101898,2021-07-01,7.2,5.2,0,0,0
S101899,2023-06-30,1.0,3.5,2,0,0
S101900,2023-01-13,3.6,6.46,0,0,1
S101901,2021-10-15,3.8,8.18,1,0,0
S101902,2023-01-04,2.3,6.88,0,0,1
S101903,2022-01-06,2.5,3.68,0,2,1
S101904,2022-02-14,16.1,7.16,1,0,0
S101905,2022-07-10,1.0,6.52,0,0,1
S101906,2022-07-19,3.5,9.2,1,0,1
S101907,2022-05-17,2.7,6.44,1,0,1
S101908,2022-03-27,15.5,7.46,0,0,0
S101909,2022-05-17,2.7,7.54,0,0,0
S101910,2022-02-25,4.7,5.53,0,0,1
S101911,2021-09-04,10.8,5.37,2,0,0
S101912,2023-06-12,3.0,6.76,0,0,1
S101913,2021-11-08,1.0,4.65,1,0,0
S101914,2021-07-27,3.8,7.97,1,0,0
S101915,2021-07-20,4.8,8.72,0,0,1
S101916,2023-01-30,2.4,6.36,0,2,0
S101917,2021-07-13,2.0,6.67,0,0,0
S101918,2021-11-04,6.5,4.15,0,0,1
S101919,2022-07-06,6.5,4.2,2,0,0
S101920,2022-03-17,21.4,6.14,0,1,0
S101921,2022-01-30,15.9,5.96,0,0,0
S101922,2022-12-29,7.0,6.95,0,0,1
S101923,2022-01-18,11.0,5.56,0,0,1
S101924,2022-12-31,12.7,7.36,0,1,0
S101925,2023-07-15,1.0,8.31,1,1,0
S101926,2022-09-05,2.5,4.69,0,1,0
S101927,2023-06-18,3.7,6.64,0,0,0
S101928,2022-05-08,6.6,3.5,0,1,1
S101929,2021-09-16,11.4,8.23,2,0,0
S101930,2021-09-21,5.9,4.92,0,0,1
S101931,2021-10-10,5.4,7.33,2,0,1
S101932,2022-11-28,2.5,6.67,0,0,1
S101933,2023-01-04,23.2,6.72,1,0,1
S101934,2021-12-13,14.5,6.86,0,1,0
S101935,2023-08-01,5.8,5.08,1,0,1
S101936,2023-03-30,4.1,6.23,0,0,1
S101937,2022-06-03,4.0,4.16,0,0,1
S101938,2022-05-13,3.3,7.28,3,0,1
S101939,2021-10-02,14.3,7.07,1,0,1
S101940,2022-08-08,1.0,7.8,0,0,0
S101941,2021-12-07,2.6,5.3,0,1,1
S101942,2022-12-11,1.0,7.78,0,0,0
S101943,2023-02-04,4.3,5.91,0,0,0
S101944,2023-04-05,3.8,10.0,0,1,0
S101945,2023-03-23,2.3,6.35,0,0,1
S101946,2023-02-28,6.5,6.7,0,0,0
S101947,2022-11-15,20.6,4.34,0,0,1
S101948,2022-02-17,1.0,5.55,2,2,1
S101949,2021-10-25,19.0,9.66,4,0,0
S101950,2022-11-29,5.5,8.19,0,1,0
S101951,2022-05-29,1.1,6.54,1,0,1
S101952,2023-07-08,19.1,5.72,1,1,1
S101953,2022-10-28,1.4,7.38,0,0,0
S101954,2022-04-06,5.9,6.69,0,0,0
S101955,2022-08-22,1.4,7.33,1,0,0
S101956,2023-03-16,3.4,6.55,0,0,1
S101957,2022-10-21,10.8,8.75,1,0,0
S101958,2023-01-23,1.0,6.25,0,0,0
S101959,2023-06-24,2.4,7.69,0,1,1
S101960,2022-07-29,2.3,6.09,1,0,1
S101961,2021-12-29,1.9,7.33,0,1,0
S101962,2023-04-19,1.0,7.32,0,0,0
S101963,2022-07-02,7.2,7.11,0,0,0
S101964,2023-03-20,9.3,5.89,0,0,1
S101965,2021-12-11,2.5,6.02,0,0,1
S101966,2023-08-20,1.0,7.84,0,0,0
S101967,2021-10-01,23.5,7.32,0,2,1
S101968,2021-07-03,14.0,7.69,0,0,1
S101969,2022-02-08,4.5,6.99,0,0,0
S101970,2023-09-07,2.9,10.0,1,0,0
S101971,2023-07-16,1.0,9.03,2,0,0
S101972,2023-03-17,6.8,6.62,1,2,0
S101973,2023-01-07,4.1,7.16,0,0,1
S101974,2022-02-04,18.0,5.58,0,1,1
S101975,2021-12-29,1.0,4.78,0,0,1
S101976,2022-09-13,3.2,7.51,1,0,1
S101977,2022-10-09,3.3,5.31,0,0,1
S101978,2023-03-29,3.6,7.41,1,0,0
S101979,2023-08-07,5.5,7.04,1,0,1
S101980,2021-11-29,5.1,7.24,0,0,1
S101981,2022-12-24,1.5,6.75,0,0,1
S101982,2022-09-23,4.4,8.25,0,0,0
S101983,2023-03-26,12.5,7.65,0,0,0
S101984,2022-11-18,1.0,5.93,0,0,1
S101985,2021-09-05,1.9,6.2,1,0,1
S101986,2021-12-06,8.4,6.44,2,1,0
S101987,2022-10-06,15.5,8.95,0,0,0
S101988,2022-09-20,1.0,6.23,0,1,1
S101989,2022-06-03,1.4,7.22,0,0,0
S101990,2021-10-04,12.2,6.81,0,0,0
S101991,2023-02-25,1.0,6.81,0,0,0
S101992,2023-06-07,1.0,7.14,0,0,0
S101993,2022-08-26,6.0,7.67,0,1,0
S101994,2022-03-05,1.9,7.58,0,0,0
S101995,2022-09-30,19.8,7.52,0,0,0
S101996,2021-04-12,5.3,4.54,0,0,1
