student_id,source,assessment_term,subject,marks,max_marks,attendance_pct,grade_or_status
STU07584,Suvidya,Term Exam,Mathematics,51.0,100.0,57.0,Pass
STU07584,Suvidya,Term Exam,Science,51.0,100.0,57.0,Pass
STU07584,Suvidya,Term Exam,English,60.0,100.0,57.0,Pass
STU07584,Suvidya,Annual Final,Overall Percentage,54.0,100.0,57.0,Average
STU07585,Suvidya,Term Exam,Mathematics,35.0,100.0,89.0,Pass
STU07585,Suvidya,Term Exam,Science,85.0,100.0,89.0,Pass
STU07585,Suvidya,Term Exam,English,36.0,100.0,89.0,Pass
STU07585,Suvidya,Annual Final,Overall Percentage,52.0,100.0,89.0,Average
STU07598,Suvidya,Term Exam,Mathematics,94.0,100.0,53.0,Pass
STU07598,Suvidya,Term Exam,Science,57.0,100.0,53.0,Pass
STU07598,Suvidya,Term Exam,English,42.0,100.0,53.0,Pass
STU07598,Suvidya,Annual Final,Overall Percentage,64.33,100.0,53.0,Average
STU07599,Suvidya,Term Exam,Mathematics,37.0,100.0,53.0,Fail
STU07599,Suvidya,Term Exam,Science,38.0,100.0,53.0,Fail
STU07599,Suvidya,Term Exam,English,49.0,100.0,53.0,Fail
STU07599,Suvidya,Annual Final,Overall Percentage,41.33,100.0,53.0,Poor
STU07600,Suvidya,Term Exam,Mathematics,66.0,100.0,55.0,Pass
STU07600,Suvidya,Term Exam,Science,67.0,100.0,55.0,Pass
STU07600,Suvidya,Term Exam,English,40.0,100.0,55.0,Pass
STU07600,Suvidya,Annual Final,Overall Percentage,57.67,100.0,55.0,Average
STU07604,Suvidya,Term Exam,Mathematics,84.0,100.0,54.0,Pass
STU07604,Suvidya,Term Exam,Science,81.0,100.0,54.0,Pass
STU07604,Suvidya,Term Exam,English,80.0,100.0,54.0,Pass
STU07604,Suvidya,Annual Final,Overall Percentage,81.67,100.0,54.0,Excellent
STU07606,Suvidya,Term Exam,Mathematics,65.0,100.0,54.0,Pass
STU07606,Suvidya,Term Exam,Science,48.0,100.0,54.0,Pass
STU07606,Suvidya,Term Exam,English,75.0,100.0,54.0,Pass
STU07606,Suvidya,Annual Final,Overall Percentage,62.67,100.0,54.0,Average
STU07608,Suvidya,Term Exam,Mathematics,78.0,100.0,94.0,Pass
STU07608,Suvidya,Term Exam,Science,38.0,100.0,94.0,Pass
STU07608,Suvidya,Term Exam,English,76.0,100.0,94.0,Pass
STU07608,Suvidya,Annual Final,Overall Percentage,64.0,100.0,94.0,Average
STU07609,Suvidya,Term Exam,Mathematics,81.0,100.0,78.0,Pass
STU07609,Suvidya,Term Exam,Science,91.0,100.0,78.0,Pass
STU07609,Suvidya,Term Exam,English,41.0,100.0,78.0,Pass
STU07609,Suvidya,Annual Final,Overall Percentage,71.0,100.0,78.0,Good
STU07613,Suvidya,Term Exam,Mathematics,99.0,100.0,87.0,Pass
STU07613,Suvidya,Term Exam,Science,78.0,100.0,87.0,Pass
STU07613,Suvidya,Term Exam,English,98.0,100.0,87.0,Pass
STU07613,Suvidya,Annual Final,Overall Percentage,91.67,100.0,87.0,Excellent
STU07619,Suvidya,Term Exam,Mathematics,47.0,100.0,82.0,Pass
STU07619,Suvidya,Term Exam,Science,46.0,100.0,82.0,Pass
STU07619,Suvidya,Term Exam,English,89.0,100.0,82.0,Pass
STU07619,Suvidya,Annual Final,Overall Percentage,60.67,100.0,82.0,Average
STU07625,Suvidya,Term Exam,Mathematics,40.0,100.0,74.0,Pass
STU07625,Suvidya,Term Exam,Science,63.0,100.0,74.0,Pass
STU07625,Suvidya,Term Exam,English,72.0,100.0,74.0,Pass
STU07625,Suvidya,Annual Final,Overall Percentage,58.33,100.0,74.0,Average
STU07627,Suvidya,Term Exam,Mathematics,69.0,100.0,51.0,Fail
STU07627,Suvidya,Term Exam,Science,37.0,100.0,51.0,Fail
STU07627,Suvidya,Term Exam,English,39.0,100.0,51.0,Fail
STU07627,Suvidya,Annual Final,Overall Percentage,48.33,100.0,51.0,Poor
STU07640,Suvidya,Term Exam,Mathematics,73.0,100.0,57.0,Pass
STU07640,Suvidya,Term Exam,Science,71.0,100.0,57.0,Pass
STU07640,Suvidya,Term Exam,English,70.0,100.0,57.0,Pass
STU07640,Suvidya,Annual Final,Overall Percentage,71.33,100.0,57.0,Good
STU07646,Suvidya,Term Exam,Mathematics,42.0,100.0,86.0,Pass
STU07646,Suvidya,Term Exam,Science,54.0,100.0,86.0,Pass
STU07646,Suvidya,Term Exam,English,95.0,100.0,86.0,Pass
STU07646,Suvidya,Annual Final,Overall Percentage,63.67,100.0,86.0,Average
STU07657,Suvidya,Term Exam,Mathematics,73.0,100.0,62.0,Pass
STU07657,Suvidya,Term Exam,Science,40.0,100.0,62.0,Pass
STU07657,Suvidya,Term Exam,English,64.0,100.0,62.0,Pass
STU07657,Suvidya,Annual Final,Overall Percentage,59.0,100.0,62.0,Average
STU07658,Suvidya,Term Exam,Mathematics,63.0,100.0,69.0,Pass
STU07658,Suvidya,Term Exam,Science,66.0,100.0,69.0,Pass
STU07658,Suvidya,Term Exam,English,57.0,100.0,69.0,Pass
STU07658,Suvidya,Annual Final,Overall Percentage,62.0,100.0,69.0,Average
STU07661,Suvidya,Term Exam,Mathematics,61.0,100.0,81.0,Pass
STU07661,Suvidya,Term Exam,Science,77.0,100.0,81.0,Pass
STU07661,Suvidya,Term Exam,English,67.0,100.0,81.0,Pass
STU07661,Suvidya,Annual Final,Overall Percentage,68.33,100.0,81.0,Good
STU07667,Suvidya,Term Exam,Mathematics,77.0,100.0,98.0,Pass
STU07667,Suvidya,Term Exam,Science,100.0,100.0,98.0,Pass
STU07667,Suvidya,Term Exam,English,70.0,100.0,98.0,Pass
STU07667,Suvidya,Annual Final,Overall Percentage,82.33,100.0,98.0,Excellent
STU07676,Suvidya,Term Exam,Mathematics,78.0,100.0,67.0,Pass
STU07676,Suvidya,Term Exam,Science,98.0,100.0,67.0,Pass
STU07676,Suvidya,Term Exam,English,44.0,100.0,67.0,Pass
STU07676,Suvidya,Annual Final,Overall Percentage,73.33,100.0,67.0,Good
STU07702,Suvidya,Term Exam,Mathematics,76.0,100.0,95.0,Pass
STU07702,Suvidya,Term Exam,Science,38.0,100.0,95.0,Pass
STU07702,Suvidya,Term Exam,English,60.0,100.0,95.0,Pass
STU07702,Suvidya,Annual Final,Overall Percentage,58.0,100.0,95.0,Average
STU07710,Suvidya,Term Exam,Mathematics,35.0,100.0,87.0,Pass
STU07710,Suvidya,Term Exam,Science,71.0,100.0,87.0,Pass
STU07710,Suvidya,Term Exam,English,67.0,100.0,87.0,Pass
STU07710,Suvidya,Annual Final,Overall Percentage,57.67,100.0,87.0,Average
STU07726,Suvidya,Term Exam,Mathematics,49.0,100.0,70.0,Pass
STU07726,Suvidya,Term Exam,Science,40.0,100.0,70.0,Pass
STU07726,Suvidya,Term Exam,English,85.0,100.0,70.0,Pass
STU07726,Suvidya,Annual Final,Overall Percentage,58.0,100.0,70.0,Average
STU07733,Suvidya,Term Exam,Mathematics,82.0,100.0,63.0,Pass
STU07733,Suvidya,Term Exam,Science,37.0,100.0,63.0,Pass
STU07733,Suvidya,Term Exam,English,37.0,100.0,63.0,Pass
STU07733,Suvidya,Annual Final,Overall Percentage,52.0,100.0,63.0,Average
STU07734,Suvidya,Term Exam,Mathematics,96.0,100.0,64.0,Pass
STU07734,Suvidya,Term Exam,Science,75.0,100.0,64.0,Pass
STU07734,Suvidya,Term Exam,English,81.0,100.0,64.0,Pass
STU07734,Suvidya,Annual Final,Overall Percentage,84.0,100.0,64.0,Excellent
STU07738,Suvidya,Term Exam,Mathematics,74.0,100.0,87.0,Pass
STU07738,Suvidya,Term Exam,Science,92.0,100.0,87.0,Pass
STU07738,Suvidya,Term Exam,English,48.0,100.0,87.0,Pass
STU07738,Suvidya,Annual Final,Overall Percentage,71.33,100.0,87.0,Good
STU07739,Suvidya,Term Exam,Mathematics,78.0,100.0,51.0,Pass
STU07739,Suvidya,Term Exam,Science,93.0,100.0,51.0,Pass
STU07739,Suvidya,Term Exam,English,72.0,100.0,51.0,Pass
STU07739,Suvidya,Annual Final,Overall Percentage,81.0,100.0,51.0,Excellent
STU07754,Suvidya,Term Exam,Mathematics,63.0,100.0,88.0,Pass
STU07754,Suvidya,Term Exam,Science,55.0,100.0,88.0,Pass
STU07754,Suvidya,Term Exam,English,63.0,100.0,88.0,Pass
STU07754,Suvidya,Annual Final,Overall Percentage,60.33,100.0,88.0,Average
STU07766,Suvidya,Term Exam,Mathematics,42.0,100.0,97.0,Pass
STU07766,Suvidya,Term Exam,Science,58.0,100.0,97.0,Pass
STU07766,Suvidya,Term Exam,English,62.0,100.0,97.0,Pass
STU07766,Suvidya,Annual Final,Overall Percentage,54.0,100.0,97.0,Average
STU07776,Suvidya,Term Exam,Mathematics,52.0,100.0,80.0,Pass
STU07776,Suvidya,Term Exam,Science,42.0,100.0,80.0,Pass
STU07776,Suvidya,Term Exam,English,95.0,100.0,80.0,Pass
STU07776,Suvidya,Annual Final,Overall Percentage,63.0,100.0,80.0,Average
STU07783,Suvidya,Term Exam,Mathematics,86.0,100.0,61.0,Pass
STU07783,Suvidya,Term Exam,Science,75.0,100.0,61.0,Pass
STU07783,Suvidya,Term Exam,English,86.0,100.0,61.0,Pass
STU07783,Suvidya,Annual Final,Overall Percentage,82.33,100.0,61.0,Excellent
STU07798,Suvidya,Term Exam,Mathematics,98.0,100.0,57.0,Pass
STU07798,Suvidya,Term Exam,Science,59.0,100.0,57.0,Pass
STU07798,Suvidya,Term Exam,English,43.0,100.0,57.0,Pass
STU07798,Suvidya,Annual Final,Overall Percentage,66.67,100.0,57.0,Good
STU07803,Suvidya,Term Exam,Mathematics,92.0,100.0,94.0,Pass
STU07803,Suvidya,Term Exam,Science,56.0,100.0,94.0,Pass
STU07803,Suvidya,Term Exam,English,36.0,100.0,94.0,Pass
STU07803,Suvidya,Annual Final,Overall Percentage,61.33,100.0,94.0,Average
STU07812,Suvidya,Term Exam,Mathematics,67.0,100.0,50.0,Pass
STU07812,Suvidya,Term Exam,Science,91.0,100.0,50.0,Pass
STU07812,Suvidya,Term Exam,English,88.0,100.0,50.0,Pass
STU07812,Suvidya,Annual Final,Overall Percentage,82.0,100.0,50.0,Excellent
STU07816,Suvidya,Term Exam,Mathematics,93.0,100.0,99.0,Pass
STU07816,Suvidya,Term Exam,Science,67.0,100.0,99.0,Pass
STU07816,Suvidya,Term Exam,English,57.0,100.0,99.0,Pass
STU07816,Suvidya,Annual Final,Overall Percentage,72.33,100.0,99.0,Good
STU07818,Suvidya,Term Exam,Mathematics,96.0,100.0,86.0,Pass
STU07818,Suvidya,Term Exam,Science,87.0,100.0,86.0,Pass
STU07818,Suvidya,Term Exam,English,41.0,100.0,86.0,Pass
STU07818,Suvidya,Annual Final,Overall Percentage,74.67,100.0,86.0,Good
STU07820,Suvidya,Term Exam,Mathematics,51.0,100.0,87.0,Pass
STU07820,Suvidya,Term Exam,Science,86.0,100.0,87.0,Pass
STU07820,Suvidya,Term Exam,English,51.0,100.0,87.0,Pass
STU07820,Suvidya,Annual Final,Overall Percentage,62.67,100.0,87.0,Average
STU07823,Suvidya,Term Exam,Mathematics,82.0,100.0,63.0,Pass
STU07823,Suvidya,Term Exam,Science,63.0,100.0,63.0,Pass
STU07823,Suvidya,Term Exam,English,72.0,100.0,63.0,Pass
STU07823,Suvidya,Annual Final,Overall Percentage,72.33,100.0,63.0,Good
STU07832,Suvidya,Term Exam,Mathematics,84.0,100.0,50.0,Pass
STU07832,Suvidya,Term Exam,Science,79.0,100.0,50.0,Pass
STU07832,Suvidya,Term Exam,English,78.0,100.0,50.0,Pass
STU07832,Suvidya,Annual Final,Overall Percentage,80.33,100.0,50.0,Good
STU07843,Suvidya,Term Exam,Mathematics,70.0,100.0,100.0,Pass
STU07843,Suvidya,Term Exam,Science,89.0,100.0,100.0,Pass
STU07843,Suvidya,Term Exam,English,75.0,100.0,100.0,Pass
STU07843,Suvidya,Annual Final,Overall Percentage,78.0,100.0,100.0,Good
STU07852,Suvidya,Term Exam,Mathematics,53.0,100.0,93.0,Pass
STU07852,Suvidya,Term Exam,Science,79.0,100.0,93.0,Pass
STU07852,Suvidya,Term Exam,English,42.0,100.0,93.0,Pass
STU07852,Suvidya,Annual Final,Overall Percentage,58.0,100.0,93.0,Average
STU07856,Suvidya,Term Exam,Mathematics,65.0,100.0,91.0,Pass
STU07856,Suvidya,Term Exam,Science,57.0,100.0,91.0,Pass
STU07856,Suvidya,Term Exam,English,41.0,100.0,91.0,Pass
STU07856,Suvidya,Annual Final,Overall Percentage,54.33,100.0,91.0,Average
STU07858,Suvidya,Term Exam,Mathematics,83.0,100.0,82.0,Pass
STU07858,Suvidya,Term Exam,Science,82.0,100.0,82.0,Pass
STU07858,Suvidya,Term Exam,English,67.0,100.0,82.0,Pass
STU07858,Suvidya,Annual Final,Overall Percentage,77.33,100.0,82.0,Good
STU07863,Suvidya,Term Exam,Mathematics,83.0,100.0,93.0,Pass
STU07863,Suvidya,Term Exam,Science,49.0,100.0,93.0,Pass
STU07863,Suvidya,Term Exam,English,52.0,100.0,93.0,Pass
STU07863,Suvidya,Annual Final,Overall Percentage,61.33,100.0,93.0,Average
STU07868,Suvidya,Term Exam,Mathematics,95.0,100.0,87.0,Pass
STU07868,Suvidya,Term Exam,Science,37.0,100.0,87.0,Pass
STU07868,Suvidya,Term Exam,English,45.0,100.0,87.0,Pass
STU07868,Suvidya,Annual Final,Overall Percentage,59.0,100.0,87.0,Average
STU07870,Suvidya,Term Exam,Mathematics,84.0,100.0,72.0,Pass
STU07870,Suvidya,Term Exam,Science,80.0,100.0,72.0,Pass
STU07870,Suvidya,Term Exam,English,69.0,100.0,72.0,Pass
STU07870,Suvidya,Annual Final,Overall Percentage,77.67,100.0,72.0,Good
STU07876,Suvidya,Term Exam,Mathematics,79.0,100.0,99.0,Pass
STU07876,Suvidya,Term Exam,Science,61.0,100.0,99.0,Pass
STU07876,Suvidya,Term Exam,English,64.0,100.0,99.0,Pass
STU07876,Suvidya,Annual Final,Overall Percentage,68.0,100.0,99.0,Good
STU07883,Suvidya,Term Exam,Mathematics,66.0,100.0,58.0,Pass
STU07883,Suvidya,Term Exam,Science,69.0,100.0,58.0,Pass
STU07883,Suvidya,Term Exam,English,84.0,100.0,58.0,Pass
STU07883,Suvidya,Annual Final,Overall Percentage,73.0,100.0,58.0,Good
STU07885,Suvidya,Term Exam,Mathematics,84.0,100.0,66.0,Pass
STU07885,Suvidya,Term Exam,Science,42.0,100.0,66.0,Pass
STU07885,Suvidya,Term Exam,English,60.0,100.0,66.0,Pass
STU07885,Suvidya,Annual Final,Overall Percentage,62.0,100.0,66.0,Average
STU07886,Suvidya,Term Exam,Mathematics,75.0,100.0,95.0,Pass
STU07886,Suvidya,Term Exam,Science,84.0,100.0,95.0,Pass
STU07886,Suvidya,Term Exam,English,94.0,100.0,95.0,Pass
STU07886,Suvidya,Annual Final,Overall Percentage,84.33,100.0,95.0,Excellent
STU07888,Suvidya,Term Exam,Mathematics,90.0,100.0,89.0,Pass
STU07888,Suvidya,Term Exam,Science,45.0,100.0,89.0,Pass
STU07888,Suvidya,Term Exam,English,86.0,100.0,89.0,Pass
STU07888,Suvidya,Annual Final,Overall Percentage,73.67,100.0,89.0,Good
STU07889,Suvidya,Term Exam,Mathematics,38.0,100.0,54.0,Fail
STU07889,Suvidya,Term Exam,Science,57.0,100.0,54.0,Fail
STU07889,Suvidya,Term Exam,English,53.0,100.0,54.0,Fail
STU07889,Suvidya,Annual Final,Overall Percentage,49.33,100.0,54.0,Poor
STU07903,Suvidya,Term Exam,Mathematics,45.0,100.0,51.0,Pass
STU07903,Suvidya,Term Exam,Science,66.0,100.0,51.0,Pass
STU07903,Suvidya,Term Exam,English,65.0,100.0,51.0,Pass
STU07903,Suvidya,Annual Final,Overall Percentage,58.67,100.0,51.0,Average
STU07906,Suvidya,Term Exam,Mathematics,55.0,100.0,97.0,Pass
STU07906,Suvidya,Term Exam,Science,51.0,100.0,97.0,Pass
STU07906,Suvidya,Term Exam,English,55.0,100.0,97.0,Pass
STU07906,Suvidya,Annual Final,Overall Percentage,53.67,100.0,97.0,Average
STU07909,Suvidya,Term Exam,Mathematics,81.0,100.0,76.0,Pass
STU07909,Suvidya,Term Exam,Science,75.0,100.0,76.0,Pass
STU07909,Suvidya,Term Exam,English,97.0,100.0,76.0,Pass
STU07909,Suvidya,Annual Final,Overall Percentage,84.33,100.0,76.0,Excellent
STU07912,Suvidya,Term Exam,Mathematics,37.0,100.0,86.0,Fail
STU07912,Suvidya,Term Exam,Science,43.0,100.0,86.0,Fail
STU07912,Suvidya,Term Exam,English,36.0,100.0,86.0,Fail
STU07912,Suvidya,Annual Final,Overall Percentage,38.67,100.0,86.0,Poor
STU07917,Suvidya,Term Exam,Mathematics,50.0,100.0,52.0,Pass
STU07917,Suvidya,Term Exam,Science,84.0,100.0,52.0,Pass
STU07917,Suvidya,Term Exam,English,48.0,100.0,52.0,Pass
STU07917,Suvidya,Annual Final,Overall Percentage,60.67,100.0,52.0,Average
STU07918,Suvidya,Term Exam,Mathematics,47.0,100.0,88.0,Fail
STU07918,Suvidya,Term Exam,Science,47.0,100.0,88.0,Fail
STU07918,Suvidya,Term Exam,English,52.0,100.0,88.0,Fail
STU07918,Suvidya,Annual Final,Overall Percentage,48.67,100.0,88.0,Poor
STU07919,Suvidya,Term Exam,Mathematics,40.0,100.0,94.0,Fail
STU07919,Suvidya,Term Exam,Science,39.0,100.0,94.0,Fail
STU07919,Suvidya,Term Exam,English,45.0,100.0,94.0,Fail
STU07919,Suvidya,Annual Final,Overall Percentage,41.33,100.0,94.0,Poor
STU07920,Suvidya,Term Exam,Mathematics,49.0,100.0,83.0,Pass
STU07920,Suvidya,Term Exam,Science,71.0,100.0,83.0,Pass
STU07920,Suvidya,Term Exam,English,83.0,100.0,83.0,Pass
STU07920,Suvidya,Annual Final,Overall Percentage,67.67,100.0,83.0,Good
STU07925,Suvidya,Term Exam,Mathematics,67.0,100.0,63.0,Pass
STU07925,Suvidya,Term Exam,Science,71.0,100.0,63.0,Pass
STU07925,Suvidya,Term Exam,English,71.0,100.0,63.0,Pass
STU07925,Suvidya,Annual Final,Overall Percentage,69.67,100.0,63.0,Good
STU07926,Suvidya,Term Exam,Mathematics,58.0,100.0,87.0,Pass
STU07926,Suvidya,Term Exam,Science,69.0,100.0,87.0,Pass
STU07926,Suvidya,Term Exam,English,50.0,100.0,87.0,Pass
STU07926,Suvidya,Annual Final,Overall Percentage,59.0,100.0,87.0,Average
STU07937,Suvidya,Term Exam,Mathematics,98.0,100.0,94.0,Pass
STU07937,Suvidya,Term Exam,Science,80.0,100.0,94.0,Pass
STU07937,Suvidya,Term Exam,English,87.0,100.0,94.0,Pass
STU07937,Suvidya,Annual Final,Overall Percentage,88.33,100.0,94.0,Excellent
STU07942,Suvidya,Term Exam,Mathematics,51.0,100.0,76.0,Pass
STU07942,Suvidya,Term Exam,Science,83.0,100.0,76.0,Pass
STU07942,Suvidya,Term Exam,English,63.0,100.0,76.0,Pass
STU07942,Suvidya,Annual Final,Overall Percentage,65.67,100.0,76.0,Average
STU07943,Suvidya,Term Exam,Mathematics,41.0,100.0,67.0,Pass
STU07943,Suvidya,Term Exam,Science,46.0,100.0,67.0,Pass
STU07943,Suvidya,Term Exam,English,64.0,100.0,67.0,Pass
STU07943,Suvidya,Annual Final,Overall Percentage,50.33,100.0,67.0,Average
STU07957,Suvidya,Term Exam,Mathematics,88.0,100.0,51.0,Pass
STU07957,Suvidya,Term Exam,Science,46.0,100.0,51.0,Pass
STU07957,Suvidya,Term Exam,English,57.0,100.0,51.0,Pass
STU07957,Suvidya,Annual Final,Overall Percentage,63.67,100.0,51.0,Average
STU07963,Suvidya,Term Exam,Mathematics,98.0,100.0,56.0,Pass
STU07963,Suvidya,Term Exam,Science,43.0,100.0,56.0,Pass
STU07963,Suvidya,Term Exam,English,52.0,100.0,56.0,Pass
STU07963,Suvidya,Annual Final,Overall Percentage,64.33,100.0,56.0,Average
STU07964,Suvidya,Term Exam,Mathematics,42.0,100.0,67.0,Pass
STU07964,Suvidya,Term Exam,Science,36.0,100.0,67.0,Pass
STU07964,Suvidya,Term Exam,English,94.0,100.0,67.0,Pass
STU07964,Suvidya,Annual Final,Overall Percentage,57.33,100.0,67.0,Average
STU07973,Suvidya,Term Exam,Mathematics,85.0,100.0,57.0,Pass
STU07973,Suvidya,Term Exam,Science,71.0,100.0,57.0,Pass
STU07973,Suvidya,Term Exam,English,67.0,100.0,57.0,Pass
STU07973,Suvidya,Annual Final,Overall Percentage,74.33,100.0,57.0,Good
STU07977,Suvidya,Term Exam,Mathematics,50.0,100.0,75.0,Pass
STU07977,Suvidya,Term Exam,Science,98.0,100.0,75.0,Pass
STU07977,Suvidya,Term Exam,English,68.0,100.0,75.0,Pass
STU07977,Suvidya,Annual Final,Overall Percentage,72.0,100.0,75.0,Good
STU07984,Suvidya,Term Exam,Mathematics,50.0,100.0,69.0,Pass
STU07984,Suvidya,Term Exam,Science,68.0,100.0,69.0,Pass
STU07984,Suvidya,Term Exam,English,77.0,100.0,69.0,Pass
STU07984,Suvidya,Annual Final,Overall Percentage,65.0,100.0,69.0,Average
STU08001,Suvidya,Term Exam,Mathematics,72.0,100.0,94.0,Pass
STU08001,Suvidya,Term Exam,Science,51.0,100.0,94.0,Pass
STU08001,Suvidya,Term Exam,English,92.0,100.0,94.0,Pass
STU08001,Suvidya,Annual Final,Overall Percentage,71.67,100.0,94.0,Good
STU08016,Suvidya,Term Exam,Mathematics,55.0,100.0,84.0,Pass
STU08016,Suvidya,Term Exam,Science,66.0,100.0,84.0,Pass
STU08016,Suvidya,Term Exam,English,38.0,100.0,84.0,Pass
STU08016,Suvidya,Annual Final,Overall Percentage,53.0,100.0,84.0,Average
STU08018,Suvidya,Term Exam,Mathematics,56.0,100.0,81.0,Pass
STU08018,Suvidya,Term Exam,Science,67.0,100.0,81.0,Pass
STU08018,Suvidya,Term Exam,English,39.0,100.0,81.0,Pass
STU08018,Suvidya,Annual Final,Overall Percentage,54.0,100.0,81.0,Average
STU08025,Suvidya,Term Exam,Mathematics,48.0,100.0,85.0,Fail
STU08025,Suvidya,Term Exam,Science,35.0,100.0,85.0,Fail
STU08025,Suvidya,Term Exam,English,35.0,100.0,85.0,Fail
STU08025,Suvidya,Annual Final,Overall Percentage,39.33,100.0,85.0,Poor
STU08027,Suvidya,Term Exam,Mathematics,63.0,100.0,92.0,Pass
STU08027,Suvidya,Term Exam,Science,62.0,100.0,92.0,Pass
STU08027,Suvidya,Term Exam,English,95.0,100.0,92.0,Pass
STU08027,Suvidya,Annual Final,Overall Percentage,73.33,100.0,92.0,Good
STU08030,Suvidya,Term Exam,Mathematics,54.0,100.0,51.0,Fail
STU08030,Suvidya,Term Exam,Science,36.0,100.0,51.0,Fail
STU08030,Suvidya,Term Exam,English,56.0,100.0,51.0,Fail
STU08030,Suvidya,Annual Final,Overall Percentage,48.67,100.0,51.0,Poor
STU08031,Suvidya,Term Exam,Mathematics,47.0,100.0,52.0,Pass
STU08031,Suvidya,Term Exam,Science,97.0,100.0,52.0,Pass
STU08031,Suvidya,Term Exam,English,88.0,100.0,52.0,Pass
STU08031,Suvidya,Annual Final,Overall Percentage,77.33,100.0,52.0,Good
STU08032,Suvidya,Term Exam,Mathematics,66.0,100.0,94.0,Pass
STU08032,Suvidya,Term Exam,Science,47.0,100.0,94.0,Pass
STU08032,Suvidya,Term Exam,English,57.0,100.0,94.0,Pass
STU08032,Suvidya,Annual Final,Overall Percentage,56.67,100.0,94.0,Average
STU08038,Suvidya,Term Exam,Mathematics,46.0,100.0,63.0,Pass
STU08038,Suvidya,Term Exam,Science,37.0,100.0,63.0,Pass
STU08038,Suvidya,Term Exam,English,92.0,100.0,63.0,Pass
STU08038,Suvidya,Annual Final,Overall Percentage,58.33,100.0,63.0,Average
STU08045,Suvidya,Term Exam,Mathematics,67.0,100.0,83.0,Pass
STU08045,Suvidya,Term Exam,Science,77.0,100.0,83.0,Pass
STU08045,Suvidya,Term Exam,English,69.0,100.0,83.0,Pass
STU08045,Suvidya,Annual Final,Overall Percentage,71.0,100.0,83.0,Good
STU08049,Suvidya,Term Exam,Mathematics,95.0,100.0,76.0,Pass
STU08049,Suvidya,Term Exam,Science,42.0,100.0,76.0,Pass
STU08049,Suvidya,Term Exam,English,99.0,100.0,76.0,Pass
STU08049,Suvidya,Annual Final,Overall Percentage,78.67,100.0,76.0,Good
STU08065,Suvidya,Term Exam,Mathematics,97.0,100.0,88.0,Pass
STU08065,Suvidya,Term Exam,Science,42.0,100.0,88.0,Pass
STU08065,Suvidya,Term Exam,English,96.0,100.0,88.0,Pass
STU08065,Suvidya,Annual Final,Overall Percentage,78.33,100.0,88.0,Good
STU08069,Suvidya,Term Exam,Mathematics,99.0,100.0,85.0,Pass
STU08069,Suvidya,Term Exam,Science,49.0,100.0,85.0,Pass
STU08069,Suvidya,Term Exam,English,65.0,100.0,85.0,Pass
STU08069,Suvidya,Annual Final,Overall Percentage,71.0,100.0,85.0,Good
STU08077,Suvidya,Term Exam,Mathematics,51.0,100.0,99.0,Fail
STU08077,Suvidya,Term Exam,Science,47.0,100.0,99.0,Fail
STU08077,Suvidya,Term Exam,English,45.0,100.0,99.0,Fail
STU08077,Suvidya,Annual Final,Overall Percentage,47.67,100.0,99.0,Poor
STU08082,Suvidya,Term Exam,Mathematics,47.0,100.0,78.0,Pass
STU08082,Suvidya,Term Exam,Science,81.0,100.0,78.0,Pass
STU08082,Suvidya,Term Exam,English,87.0,100.0,78.0,Pass
STU08082,Suvidya,Annual Final,Overall Percentage,71.67,100.0,78.0,Good
STU08091,Suvidya,Term Exam,Mathematics,83.0,100.0,77.0,Pass
STU08091,Suvidya,Term Exam,Science,39.0,100.0,77.0,Pass
STU08091,Suvidya,Term Exam,English,93.0,100.0,77.0,Pass
STU08091,Suvidya,Annual Final,Overall Percentage,71.67,100.0,77.0,Good
STU08093,Suvidya,Term Exam,Mathematics,63.0,100.0,97.0,Pass
STU08093,Suvidya,Term Exam,Science,79.0,100.0,97.0,Pass
STU08093,Suvidya,Term Exam,English,48.0,100.0,97.0,Pass
STU08093,Suvidya,Annual Final,Overall Percentage,63.33,100.0,97.0,Average
STU08096,Suvidya,Term Exam,Mathematics,88.0,100.0,82.0,Pass
STU08096,Suvidya,Term Exam,Science,38.0,100.0,82.0,Pass
STU08096,Suvidya,Term Exam,English,49.0,100.0,82.0,Pass
STU08096,Suvidya,Annual Final,Overall Percentage,58.33,100.0,82.0,Average
STU08100,Suvidya,Term Exam,Mathematics,94.0,100.0,78.0,Pass
STU08100,Suvidya,Term Exam,Science,83.0,100.0,78.0,Pass
STU08100,Suvidya,Term Exam,English,37.0,100.0,78.0,Pass
STU08100,Suvidya,Annual Final,Overall Percentage,71.33,100.0,78.0,Good
STU08101,Suvidya,Term Exam,Mathematics,37.0,100.0,87.0,Pass
STU08101,Suvidya,Term Exam,Science,72.0,100.0,87.0,Pass
STU08101,Suvidya,Term Exam,English,62.0,100.0,87.0,Pass
STU08101,Suvidya,Annual Final,Overall Percentage,57.0,100.0,87.0,Average
STU08103,Suvidya,Term Exam,Mathematics,100.0,100.0,86.0,Pass
STU08103,Suvidya,Term Exam,Science,91.0,100.0,86.0,Pass
STU08103,Suvidya,Term Exam,English,36.0,100.0,86.0,Pass
STU08103,Suvidya,Annual Final,Overall Percentage,75.67,100.0,86.0,Good
STU08104,Suvidya,Term Exam,Mathematics,72.0,100.0,97.0,Pass
STU08104,Suvidya,Term Exam,Science,78.0,100.0,97.0,Pass
STU08104,Suvidya,Term Exam,English,92.0,100.0,97.0,Pass
