student_id,gender,age,stream_branch,degree,college_tier,city_tier,state,family_income_lpa
STU04107,Male,20,Electronics,MCA,2,2,Karnataka,3.96
STU04108,Female,24,Civil,MCA,3,2,Karnataka,3.74
STU04109,Male,20,Civil,BE,3,2,Maharashtra,11.16
STU04110,Male,25,Mechanical,BE,1,1,West Bengal,9.61
STU04111,Male,22,Information Technology,MCA,1,1,Tamil Nadu,13.22
STU04112,Female,24,Electronics,BE,3,2,West Bengal,6.12
STU04113,Male,22,Electronics,MCA,1,2,Delhi,5.67
STU04114,Female,22,Computer Science,BE,2,3,West Bengal,5.52
STU04115,Male,24,Civil,MCA,2,1,Uttar Pradesh,8.16
STU04116,Female,22,AI & DS,BTech,3,2,Gujarat,7.59
STU04117,Male,23,Civil,BE,1,3,Karnataka,6.22
STU04118,Male,23,Civil,BTech,1,2,Telangana,7.89
STU04119,Female,20,Electronics,BE,1,3,Uttar Pradesh,11.84
STU04120,Male,24,Information Technology,MCA,3,1,Karnataka,5.98
STU04121,Male,20,Electronics,BTech,1,2,Karnataka,12.18
STU04122,Male,25,Civil,BTech,2,2,Tamil Nadu,12.86
STU04123,Male,25,Information Technology,BTech,3,1,Gujarat,9.13
STU04124,Male,24,Information Technology,BTech,3,2,Tamil Nadu,6.11
STU04125,Male,21,Mechanical,BE,3,3,Telangana,3.98
STU04126,Female,21,Computer Science,BTech,3,3,Gujarat,9.16
STU04127,Female,22,Computer Science,MCA,3,3,Gujarat,4.5
STU04128,Male,20,Information Technology,MCA,3,2,Telangana,8.92
STU04129,Male,22,AI & DS,MCA,3,2,West Bengal,2.34
STU04130,Female,22,Information Technology,BE,3,2,Tamil Nadu,3.51
STU04131,Female,25,Information Technology,MCA,2,3,West Bengal,1.75
STU04132,Male,21,Information Technology,BTech,3,2,Uttar Pradesh,16.89
STU04133,Male,21,Electronics,BTech,3,3,West Bengal,16.07
STU04134,Female,22,AI & DS,MCA,3,2,Gujarat,6.8
STU04135,Female,24,Computer Science,BTech,3,3,Uttar Pradesh,8.11
STU04136,Male,22,Electronics,BE,2,2,Delhi,7.0
STU04137,Female,22,Information Technology,BTech,3,2,Uttar Pradesh,1.98
STU04138,Female,21,Mechanical,MCA,3,2,Uttar Pradesh,5.86
STU04139,Male,25,Computer Science,BTech,3,2,Tamil Nadu,6.28
STU04140,Male,25,Mechanical,MCA,3,3,Uttar Pradesh,3.46
STU04141,Male,24,Information Technology,BE,3,2,Telangana,15.0
STU04142,Male,20,Mechanical,BE,3,3,Telangana,9.23
STU04143,Male,22,Computer Science,BE,2,2,Maharashtra,5.79
STU04144,Female,21,Computer Science,BE,2,2,Maharashtra,15.66
STU04145,Male,25,Computer Science,MCA,2,3,Delhi,5.68
STU04146,Male,20,Computer Science,BTech,3,2,Karnataka,8.95
STU04147,Male,20,AI & DS,MCA,1,3,Maharashtra,9.34
STU04148,Male,22,Mechanical,BTech,3,2,Uttar Pradesh,6.23
STU04149,Male,21,Electronics,MCA,2,2,Gujarat,16.55
STU04150,Female,20,Computer Science,MCA,2,2,West Bengal,3.11
STU04151,Female,24,Mechanical,BE,3,1,Maharashtra,11.21
STU04152,Female,20,Information Technology,BTech,3,2,Maharashtra,9.96
STU04153,Male,25,Electronics,BTech,2,1,Tamil Nadu,7.17
STU04154,Female,24,Electronics,BTech,3,2,Tamil Nadu,17.98
STU04155,Other,20,AI & DS,MCA,2,2,Tamil Nadu,9.21
STU04156,Female,20,Electronics,MCA,2,3,Gujarat,1.67
STU04157,Male,23,Civil,BTech,3,2,Uttar Pradesh,14.33
STU04158,Male,22,Electronics,BTech,2,2,Telangana,7.91
STU04159,Male,21,Computer Science,MCA,2,3,Uttar Pradesh,11.11
STU04160,Female,22,AI & DS,BTech,3,2,Maharashtra,12.74
STU04161,Female,23,Civil,MCA,1,1,Telangana,6.65
STU04162,Female,20,Information Technology,BTech,3,2,Maharashtra,12.74
STU04163,Female,21,Information Technology,BE,3,2,Karnataka,1.0
STU04164,Male,25,AI & DS,MCA,1,3,Gujarat,7.51
STU04165,Female,20,Civil,BE,1,1,West Bengal,7.03
STU04166,Male,22,Mechanical,BE,1,1,Delhi,15.39
STU04167,Male,25,Electronics,BE,3,3,Gujarat,15.1
STU04168,Female,24,Mechanical,MCA,2,2,Delhi,5.3
STU04169,Male,22,Civil,BTech,3,3,Karnataka,1.0
STU04170,Male,22,Computer Science,BE,2,2,Tamil Nadu,5.78
STU04171,Male,23,Civil,MCA,3,1,Uttar Pradesh,10.25
STU04172,Female,25,Information Technology,BE,2,3,Tamil Nadu,16.09
STU04173,Female,22,Civil,BE,3,1,Gujarat,14.93
STU04174,Male,24,Computer Science,BTech,3,2,Tamil Nadu,12.92
STU04175,Male,20,Mechanical,BTech,3,3,Gujarat,5.77
STU04176,Male,24,Information Technology,BTech,2,3,Karnataka,8.27
STU04177,Male,25,Computer Science,BE,1,3,Tamil Nadu,7.4
STU04178,Female,20,Computer Science,BTech,2,3,Delhi,5.8
STU04179,Male,21,Civil,MCA,3,2,Maharashtra,1.0
STU04180,Male,21,Mechanical,BTech,2,2,Uttar Pradesh,12.06
STU04181,Male,23,Computer Science,MCA,2,2,Maharashtra,13.84
STU04182,Male,20,Computer Science,BE,2,2,Gujarat,13.32
STU04183,Male,22,Mechanical,MCA,2,2,Karnataka,11.29
STU04184,Male,20,AI & DS,BE,3,3,Tamil Nadu,5.35
STU04185,Male,23,AI & DS,MCA,1,3,West Bengal,8.15
STU04186,Male,23,Civil,MCA,2,3,Maharashtra,8.27
STU04187,Female,21,Civil,BE,3,3,Karnataka,10.19
STU04188,Female,22,Computer Science,BTech,2,3,Delhi,7.59
STU04189,Male,20,Information Technology,BE,3,3,Delhi,10.2
STU04190,Female,20,Mechanical,BTech,3,1,Delhi,9.5
STU04191,Male,21,AI & DS,MCA,2,3,Karnataka,11.7
STU04192,Male,23,Electronics,MCA,3,1,Gujarat,5.87
STU04193,Female,24,Information Technology,MCA,3,3,Maharashtra,3.18
STU04194,Female,22,Information Technology,BE,3,2,Telangana,9.35
STU04195,Female,24,Computer Science,BE,2,1,Uttar Pradesh,8.93
STU04196,Female,24,Electronics,MCA,3,3,Gujarat,7.78
STU04197,Female,20,Mechanical,BTech,2,2,Uttar Pradesh,7.49
STU04198,Male,23,Civil,BTech,2,3,Maharashtra,12.1
STU04199,Male,20,AI & DS,MCA,3,3,Karnataka,7.66
STU04200,Male,20,AI & DS,BTech,1,2,Tamil Nadu,5.73
STU04201,Male,24,Computer Science,BTech,2,3,Gujarat,5.92
STU04202,Male,24,Civil,BTech,1,1,Telangana,8.78
STU04203,Male,20,Information Technology,BE,3,3,Telangana,9.27
STU04204,Male,21,Mechanical,BE,3,1,Delhi,6.48
STU04205,Male,24,Computer Science,BTech,2,3,West Bengal,20.65
STU04206,Male,24,Civil,BTech,3,3,Karnataka,1.0
STU04207,Male,22,AI & DS,BE,3,3,Karnataka,12.3
STU04208,Male,25,Electronics,MCA,2,3,Telangana,7.1
STU04209,Female,23,Computer Science,BTech,2,1,Uttar Pradesh,9.48
STU04210,Male,22,Information Technology,BTech,2,3,Tamil Nadu,1.0
STU04211,Male,21,Computer Science,BTech,3,3,Maharashtra,4.73
STU04212,Female,24,Mechanical,BTech,2,2,Tamil Nadu,7.64
STU04213,Male,21,Information Technology,BTech,1,1,Tamil Nadu,5.34
STU04214,Male,25,Computer Science,BTech,3,3,Telangana,7.3
STU04215,Female,22,Computer Science,BE,2,3,Telangana,10.11
STU04216,Male,20,Information Technology,MCA,2,2,Telangana,8.43
STU04217,Female,25,Electronics,MCA,2,1,Maharashtra,8.38
STU04218,Male,23,Information Technology,MCA,2,2,Uttar Pradesh,4.93
STU04219,Male,22,Civil,BTech,3,3,Karnataka,1.0
STU04220,Female,25,Mechanical,MCA,1,1,Telangana,6.46
STU04221,Male,22,Mechanical,BTech,3,2,Gujarat,13.3
STU04222,Female,23,Computer Science,BE,3,1,Uttar Pradesh,5.23
STU04223,Male,23,Computer Science,MCA,1,3,Telangana,6.54
STU04224,Male,22,Mechanical,BE,3,3,Tamil Nadu,12.53
STU04225,Male,22,Electronics,MCA,3,2,Uttar Pradesh,9.86
STU04226,Female,23,Information Technology,BE,3,1,Tamil Nadu,6.94
STU04227,Female,25,Civil,BE,1,3,West Bengal,14.0
STU04228,Male,21,Computer Science,MCA,2,2,West Bengal,17.86
STU04229,Female,20,Electronics,BTech,3,1,Delhi,13.74
STU04230,Male,21,Civil,MCA,2,2,Gujarat,11.48
STU04231,Other,20,Information Technology,BE,1,1,Tamil Nadu,8.52
STU04232,Male,23,Electronics,MCA,2,2,Maharashtra,1.0
STU04233,Male,22,Computer Science,BTech,3,1,Tamil Nadu,13.85
STU04234,Male,24,Electronics,MCA,3,2,Uttar Pradesh,2.63
STU04235,Male,20,Electronics,MCA,3,1,Telangana,10.72
STU04236,Female,24,Mechanical,MCA,3,2,Maharashtra,8.8
STU04237,Male,25,Computer Science,BTech,3,3,Karnataka,9.26
STU04238,Male,20,Civil,BTech,3,2,Karnataka,14.8
STU04239,Male,22,Information Technology,BE,2,3,Uttar Pradesh,9.49
STU04240,Male,22,Civil,MCA,2,2,Gujarat,6.35
STU04241,Male,20,Civil,BE,2,1,Gujarat,14.55
STU04242,Female,20,Electronics,BTech,3,2,Uttar Pradesh,5.62
STU04243,Male,20,Information Technology,BTech,2,2,Maharashtra,13.32
STU04244,Male,20,AI & DS,MCA,3,3,Delhi,8.9
STU04245,Male,25,Information Technology,BTech,1,2,Tamil Nadu,3.31
STU04246,Female,25,Civil,MCA,1,1,Gujarat,10.47
STU04247,Male,24,Mechanical,BTech,3,2,Delhi,2.66
STU04248,Male,21,Information Technology,BTech,1,2,Maharashtra,10.15
STU04249,Other,24,Civil,MCA,3,1,West Bengal,10.2
STU04250,Male,24,Electronics,BTech,3,1,Karnataka,14.12
STU04251,Female,21,Electronics,BE,2,3,Delhi,3.91
STU04252,Male,22,AI & DS,BTech,2,3,West Bengal,13.79
STU04253,Female,21,Computer Science,MCA,2,1,Uttar Pradesh,9.77
STU04254,Male,25,AI & DS,MCA,3,2,Telangana,10.98
STU04255,Female,20,Computer Science,MCA,2,3,Gujarat,1.69
STU04256,Male,25,Civil,BE,3,3,West Bengal,7.59
STU04257,Other,21,Computer Science,BTech,2,2,Karnataka,6.32
STU04258,Male,25,Civil,BTech,3,3,Telangana,12.88
STU04259,Female,22,Information Technology,MCA,3,1,West Bengal,9.73
STU04260,Female,23,Mechanical,BTech,2,1,Maharashtra,10.04
STU04261,Male,24,Mechanical,BTech,2,2,Delhi,11.0
STU04262,Female,20,Civil,MCA,3,2,Maharashtra,1.28
STU04263,Male,21,Information Technology,BTech,3,2,West Bengal,15.67
STU04264,Male,24,Mechanical,BTech,2,2,West Bengal,7.76
STU04265,Male,24,Information Technology,BTech,2,3,Telangana,6.82
STU04266,Female,24,Computer Science,BTech,1,3,Karnataka,15.09
STU04267,Female,24,Electronics,BE,2,1,Telangana,12.16
STU04268,Male,24,AI & DS,BE,2,3,Tamil Nadu,7.19
STU04269,Female,20,Information Technology,BE,3,1,Tamil Nadu,7.32
STU04270,Female,20,Civil,BTech,1,2,Uttar Pradesh,4.31
STU04271,Female,25,Mechanical,BE,3,3,Telangana,12.15
STU04272,Female,21,Mechanical,MCA,3,1,Uttar Pradesh,12.49
STU04273,Female,21,Civil,MCA,3,2,Uttar Pradesh,2.61
STU04274,Male,25,AI & DS,MCA,3,3,Telangana,9.29
STU04275,Male,21,AI & DS,BTech,3,3,Maharashtra,8.02
STU04276,Male,21,Computer Science,BTech,1,2,Uttar Pradesh,11.72
STU04277,Female,22,Electronics,BTech,3,1,Delhi,5.74
STU04278,Female,21,Information Technology,MCA,2,1,Gujarat,18.4
STU04279,Male,21,Civil,BTech,3,3,Delhi,7.21
STU04280,Male,22,Information Technology,BTech,1,2,Karnataka,11.84
STU04281,Male,21,Civil,BTech,3,3,Uttar Pradesh,2.55
STU04282,Male,24,Information Technology,BTech,2,1,Maharashtra,1.0
STU04283,Female,21,AI & DS,BE,3,1,West Bengal,8.56
STU04284,Male,20,Mechanical,MCA,3,3,Gujarat,7.31
STU04285,Female,22,Information Technology,BE,3,3,Telangana,6.34
STU04286,Male,22,Electronics,BTech,3,3,Maharashtra,3.97
STU04287,Male,24,Electronics,BTech,3,2,Uttar Pradesh,5.62
STU04288,Female,21,Mechanical,BTech,3,3,Telangana,3.46
STU04289,Female,23,Information Technology,MCA,2,1,Karnataka,3.68
STU04290,Female,23,Computer Science,BTech,3,2,Telangana,6.32
STU04291,Male,24,Civil,BTech,1,3,West Bengal,3.57
STU04292,Male,21,Mechanical,MCA,2,2,Tamil Nadu,11.64
STU04293,Male,21,AI & DS,BE,3,3,Delhi,8.96
STU04294,Male,22,Mechanical,MCA,3,2,Gujarat,1.0
STU04295,Male,24,Mechanical,BTech,2,3,West Bengal,6.97
STU04296,Female,25,Computer Science,BTech,3,1,West Bengal,8.78
STU04297,Female,24,Computer Science,BE,2,1,West Bengal,9.27
STU04298,Female,25,Civil,MCA,3,3,West Bengal,8.74
STU04299,Female,20,Information Technology,BTech,1,1,Maharashtra,1.0
STU04300,Male,24,Civil,BTech,1,1,Delhi,12.63
STU04301,Male,25,Electronics,MCA,3,2,Karnataka,13.98
STU04302,Male,21,Mechanical,BTech,2,1,Tamil Nadu,6.96
STU04303,Male,24,Mechanical,MCA,1,2,Gujarat,7.65
STU04304,Female,20,Information Technology,MCA,1,3,West Bengal,13.86
STU04305,Male,22,Mechanical,BE,2,3,West Bengal,9.24
STU04306,Male,25,AI & DS,BE,2,1,West Bengal,2.86
STU04307,Male,22,Computer Science,MCA,2,1,West Bengal,1.0
STU04308,Male,22,Mechanical,BE,2,1,Uttar Pradesh,6.54
STU04309,Male,23,Information Technology,MCA,3,1,Tamil Nadu,1.0
STU04310,Male,22,Mechanical,MCA,2,2,Maharashtra,6.97
STU04311,Female,24,Civil,MCA,3,3,Uttar Pradesh,9.33
STU04312,Female,20,Electronics,BTech,3,2,Telangana,3.03
STU04313,Female,23,AI & DS,MCA,3,1,Maharashtra,14.19
STU04314,Male,25,Civil,BE,1,1,Delhi,15.28
STU04315,Female,21,Mechanical,BE,2,2,West Bengal,9.89
STU04316,Male,24,Mechanical,BE,2,2,Telangana,1.35
STU04317,Male,25,Mechanical,MCA,2,2,West Bengal,2.45
STU04318,Male,25,Mechanical,BTech,2,1,Tamil Nadu,11.16
STU04319,Male,24,Information Technology,BTech,1,1,Gujarat,12.12
STU04320,Male,25,Mechanical,MCA,1,3,Tamil Nadu,10.15
STU04321,Female,25,Information Technology,MCA,1,1,Tamil Nadu,10.33
STU04322,Female,24,Computer Science,BE,3,1,Karnataka,7.94
STU04323,Female,22,Mechanical,BTech,2,2,Karnataka,8.41
STU04324,Male,21,Information Technology,MCA,2,2,Gujarat,12.43
STU04325,Male,25,Electronics,MCA,3,2,Gujarat,6.48
STU04326,Other,22,Information Technology,BTech,3,1,Telangana,10.56
STU04327,Male,22,Information Technology,BTech,3,1,Tamil Nadu,10.88
STU04328,Male,24,Civil,MCA,3,3,Uttar Pradesh,10.21
STU04329,Female,23,AI & DS,BE,1,3,Tamil Nadu,18.39
STU04330,Female,25,Mechanical,MCA,2,2,Maharashtra,5.97
STU04331,Female,25,Computer Science,BTech,2,3,West Bengal,1.81
STU04332,Male,23,Computer Science,BE,2,1,West Bengal,1.0
STU04333,Male,21,Civil,BTech,3,3,Gujarat,7.32
STU04334,Male,22,Information Technology,BE,2,2,West Bengal,10.16
STU04335,Male,21,Computer Science,BE,2,2,Delhi,10.15
STU04336,Male,25,Information Technology,MCA,2,2,Uttar Pradesh,7.33
STU04337,Female,25,AI & DS,BE,2,2,Maharashtra,1.0
STU04338,Female,21,Electronics,MCA,3,1,Tamil Nadu,1.73
STU04339,Male,24,AI & DS,MCA,3,1,Delhi,6.9
STU04340,Female,20,Mechanical,BTech,3,3,Tamil Nadu,2.89
STU04341,Female,25,Mechanical,BTech,3,2,Karnataka,1.39
STU04342,Male,22,Computer Science,BTech,3,3,Uttar Pradesh,8.12
STU04343,Male,23,AI & DS,BE,3,1,Uttar Pradesh,18.95
STU04344,Female,21,Electronics,BTech,3,1,Gujarat,15.36
STU04345,Male,21,Computer Science,BE,3,2,Telangana,14.57
STU04346,Male,22,Electronics,BTech,2,2,Uttar Pradesh,13.0
STU04347,Male,25,Computer Science,BTech,3,2,Uttar Pradesh,8.79
STU04348,Male,21,Civil,BTech,2,3,Karnataka,7.61
STU04349,Female,24,Computer Science,BE,2,1,Tamil Nadu,7.7
STU04350,Male,20,Electronics,BE,3,1,Maharashtra,1.93
STU04351,Female,25,Information Technology,BTech,2,1,Delhi,1.33
STU04352,Female,22,Information Technology,BTech,1,2,Delhi,13.94
STU04353,Female,20,Computer Science,BTech,2,1,Karnataka,6.97
STU04354,Female,25,Electronics,BTech,3,3,Telangana,3.29
STU04355,Female,25,Electronics,MCA,2,3,Gujarat,10.21
STU04356,Male,21,Civil,MCA,3,1,Uttar Pradesh,12.61
STU04357,Female,24,Civil,BTech,2,1,Delhi,5.14
STU04358,Male,24,Information Technology,BE,3,3,Gujarat,5.18
STU04359,Female,22,Civil,BTech,3,1,Maharashtra,1.0
STU04360,Female,22,Electronics,BE,2,1,Tamil Nadu,8.4
STU04361,Female,23,Mechanical,BE,3,2,Maharashtra,4.41
STU04362,Female,23,Computer Science,BTech,3,1,Tamil Nadu,5.24
STU04363,Female,21,Information Technology,BTech,1,1,Uttar Pradesh,11.75
STU04364,Female,21,Electronics,BTech,2,1,Telangana,1.0
STU04365,Female,21,Civil,BE,2,1,Tamil Nadu,6.47
STU04366,Male,23,Mechanical,BE,3,3,Delhi,3.5
STU04367,Female,24,Information Technology,BE,3,1,Tamil Nadu,1.7
STU04368,Female,23,Computer Science,BE,3,2,Delhi,5.91
STU04369,Male,22,Information Technology,BE,2,1,Uttar Pradesh,13.27
STU04370,Male,25,AI & DS,MCA,2,1,Tamil Nadu,8.08
STU04371,Male,23,Computer Science,BTech,3,2,Uttar Pradesh,1.0
STU04372,Male,24,Computer Science,BE,3,1,Uttar Pradesh,2.22
STU04373,Male,25,AI & DS,MCA,3,3,Tamil Nadu,10.83
STU04374,Male,22,Electronics,BTech,3,1,Tamil Nadu,7.06
STU04375,Male,25,Computer Science,BE,2,1,Karnataka,1.0
STU04376,Male,20,Computer Science,BE,3,3,Telangana,7.54
STU04377,Male,21,Computer Science,MCA,2,2,Tamil Nadu,8.22
STU04378,Male,25,AI & DS,BTech,2,3,Delhi,1.92
STU04379,Male,24,AI & DS,BTech,2,1,West Bengal,7.83
STU04380,Male,23,Electronics,MCA,3,3,Tamil Nadu,5.82
STU04381,Male,23,Computer Science,MCA,3,2,Tamil Nadu,2.35
STU04382,Male,23,AI & DS,MCA,3,3,Gujarat,3.08
STU04383,Female,20,AI & DS,BTech,2,2,Tamil Nadu,6.61
STU04384,Male,25,Mechanical,BE,2,3,Maharashtra,10.19
STU04385,Male,21,Information Technology,BTech,2,1,Delhi,10.95
STU04386,Female,22,Electronics,MCA,2,2,Karnataka,1.0
STU04387,Male,24,AI & DS,MCA,2,2,West Bengal,7.42
STU04388,Male,22,Computer Science,MCA,3,1,Gujarat,10.56
STU04389,Female,20,AI & DS,MCA,3,2,Delhi,2.52
STU04390,Female,21,AI & DS,BE,1,2,Uttar Pradesh,3.92
STU04391,Female,25,AI & DS,MCA,3,3,Maharashtra,16.87
STU04392,Female,21,AI & DS,MCA,2,1,Tamil Nadu,5.17
STU04393,Male,25,AI & DS,BE,2,3,Delhi,1.0
STU04394,Female,21,Information Technology,MCA,1,2,Uttar Pradesh,4.73
STU04395,Male,24,Computer Science,BTech,2,2,Telangana,6.15
STU04396,Female,23,Information Technology,BE,3,2,Uttar Pradesh,7.81
STU04397,Male,20,Information Technology,MCA,3,1,Uttar Pradesh,8.88
STU04398,Female,21,Computer Science,BTech,3,2,Maharashtra,6.86
STU04399,Male,24,Electronics,MCA,3,3,Karnataka,16.94
STU04400,Female,21,Computer Science,MCA,3,1,Maharashtra,8.45
STU04401,Male,21,AI & DS,BE,3,1,Tamil Nadu,1.7
STU04402,Male,25,Computer Science,BE,3,3,Uttar Pradesh,1.0
STU04403,Female,22,Mechanical,BTech,2,2,Telangana,8.16
STU04404,Male,21,AI & DS,BTech,2,1,Gujarat,6.07
STU04405,Male,22,Computer Science,MCA,1,1,Karnataka,15.27
STU04406,Female,22,Information Technology,MCA,2,2,Telangana,5.87
STU04407,Female,23,Electronics,BE,2,3,Tamil Nadu,7.92
STU04408,Male,24,Mechanical,BTech,2,2,Delhi,12.54
STU04409,Male,21,Civil,BTech,2,2,Maharashtra,14.92
STU04410,Female,25,Electronics,BE,2,3,Maharashtra,4.01
STU04411,Male,23,Computer Science,BE,2,2,Uttar Pradesh,6.74
STU04412,Male,24,Information Technology,MCA,1,2,Gujarat,3.43
STU04413,Male,21,Civil,BE,2,3,Maharashtra,8.51
STU04414,Male,22,Electronics,BE,2,1,Delhi,10.47
STU04415,Male,25,Information Technology,MCA,3,1,Tamil Nadu,10.2
STU04416,Female,22,Computer Science,BTech,1,2,Uttar Pradesh,2.41
STU04417,Male,21,Mechanical,BE,2,1,Karnataka,9.43
STU04418,Female,23,Mechanical,BE,3,1,Karnataka,7.74
STU04419,Female,20,Mechanical,BTech,1,1,Delhi,3.83
STU04420,Female,25,Civil,BE,3,1,Uttar Pradesh,14.71
STU04421,Female,20,AI & DS,BTech,1,3,Uttar Pradesh,10.11
STU04422,Female,22,Electronics,BE,3,1,Maharashtra,4.63
STU04423,Female,23,Computer Science,MCA,3,2,Telangana,8.07
STU04424,Female,23,Mechanical,MCA,1,3,Karnataka,3.5
STU04425,Male,21,AI & DS,BTech,2,2,Gujarat,11.68
STU04426,Female,23,Mechanical,BE,1,2,Delhi,10.96
STU04427,Male,23,Information Technology,BTech,2,1,West Bengal,13.97
STU04428,Male,23,Information Technology,MCA,2,2,Telangana,17.34
STU04429,Male,21,Information Technology,BE,3,3,Maharashtra,2.26
STU04430,Male,22,Mechanical,BTech,3,1,Delhi,2.99
STU04431,Female,23,Information Technology,BTech,2,2,West Bengal,7.6
STU04432,Male,21,Computer Science,MCA,1,3,Gujarat,7.25
STU04433,Male,24,Information Technology,MCA,2,2,Telangana,3.86
STU04434,Male,20,Information Technology,BTech,3,1,Gujarat,13.95
STU04435,Female,20,Civil,MCA,3,2,Telangana,5.24
STU04436,Male,22,Mechanical,MCA,1,2,Delhi,12.49
STU04437,Male,24,Computer Science,BE,1,3,Uttar Pradesh,6.18
STU04438,Male,20,Electronics,BTech,2,2,Karnataka,4.37
STU04439,Male,24,Mechanical,BTech,3,3,Delhi,9.7
STU04440,Female,21,AI & DS,BE,2,2,West Bengal,17.58
STU04441,Male,25,Information Technology,MCA,2,1,West Bengal,3.65
STU04442,Female,24,Electronics,MCA,3,2,Karnataka,2.6
STU04443,Male,22,Civil,MCA,3,1,Telangana,3.66
STU04444,Male,23,Mechanical,BE,3,1,Tamil Nadu,17.27
STU04445,Male,20,Computer Science,MCA,3,3,Karnataka,1.0
STU04446,Male,21,AI & DS,MCA,1,3,West Bengal,10.14
STU04447,Male,25,Electronics,BE,3,1,Delhi,3.54
STU04448,Female,24,Information Technology,MCA,3,2,Maharashtra,8.53
STU04449,Male,22,Civil,MCA,3,1,Uttar Pradesh,8.69
STU04450,Female,24,Mechanical,MCA,3,3,Uttar Pradesh,1.0
STU04451,Male,24,Mechanical,MCA,3,1,Uttar Pradesh,8.05
STU04452,Male,20,Mechanical,BE,2,3,Tamil Nadu,2.91
STU04453,Female,20,Civil,BE,3,3,Maharashtra,5.76
STU04454,Male,20,Civil,BE,1,1,Delhi,11.44
STU04455,Male,24,Information Technology,MCA,2,3,West Bengal,13.14
STU04456,Other,20,AI & DS,MCA,2,1,Tamil Nadu,8.98
STU04457,Male,20,AI & DS,BE,3,3,Maharashtra,2.25
STU04458,Female,22,Civil,BTech,3,3,Gujarat,17.19
STU04459,Male,24,Computer Science,BE,3,2,West Bengal,1.0
STU04460,Other,22,Civil,BE,3,2,Karnataka,4.52
STU04461,Male,24,Mechanical,BTech,1,3,Uttar Pradesh,6.66
STU04462,Female,24,Information Technology,MCA,2,2,Uttar Pradesh,10.8
STU04463,Female,24,Civil,MCA,3,2,Delhi,10.4
STU04464,Female,23,Mechanical,BTech,3,1,Tamil Nadu,12.19
STU04465,Male,22,Information Technology,BTech,3,2,Telangana,5.27
STU04466,Male,23,Civil,BE,3,3,Maharashtra,2.21
STU04467,Female,25,Civil,BE,3,1,Uttar Pradesh,12.92
STU04468,Male,24,Computer Science,MCA,2,3,Delhi,2.95
STU04469,Male,24,Electronics,MCA,1,3,Telangana,9.67
STU04470,Male,20,Electronics,MCA,3,2,Gujarat,1.0
STU04471,Female,24,Mechanical,MCA,3,2,Maharashtra,4.34
STU04472,Male,25,Civil,BE,3,3,Telangana,13.04
STU04473,Female,21,Electronics,BE,3,3,Maharashtra,7.49
STU04474,Male,20,Civil,MCA,2,2,Delhi,5.76
STU04475,Male,23,Computer Science,MCA,3,1,Delhi,1.52
STU04476,Male,22,Mechanical,BE,3,3,Karnataka,1.0
STU04477,Female,22,AI & DS,BE,3,3,Uttar Pradesh,4.87
STU04478,Male,24,Electronics,MCA,3,2,Karnataka,10.03
STU04479,Male,21,AI & DS,BE,3,2,Uttar Pradesh,8.56
STU04480,Female,25,Electronics,BTech,2,1,Karnataka,8.59
STU04481,Male,20,Mechanical,BTech,2,1,Karnataka,9.03
STU04482,Male,22,Computer Science,BE,3,3,Gujarat,1.0
STU04483,Male,24,Civil,MCA,3,1,Maharashtra,8.3
STU04484,Male,23,Information Technology,MCA,2,3,Uttar Pradesh,11.94
STU04485,Male,22,AI & DS,BE,3,1,Tamil Nadu,2.73
STU04486,Male,23,Mechanical,BTech,3,2,Maharashtra,7.4
STU04487,Male,25,AI & DS,MCA,3,2,Tamil Nadu,4.95
STU04488,Male,21,Mechanical,MCA,1,3,Karnataka,12.31
STU04489,Female,21,AI & DS,MCA,2,2,Karnataka,7.47
STU04490,Female,20,Mechanical,BE,1,2,West Bengal,5.12
STU04491,Male,22,Civil,BTech,2,3,Maharashtra,13.13
STU04492,Female,25,Mechanical,BTech,2,1,Karnataka,1.92
STU04493,Male,24,AI & DS,BE,2,2,Delhi,6.19
STU04494,Female,23,Civil,BE,2,1,Telangana,1.52
STU04495,Male,25,Electronics,MCA,2,2,Gujarat,9.08
STU04496,Male,21,Information Technology,BTech,3,3,Karnataka,7.82
STU04497,Male,20,Electronics,BTech,3,3,Tamil Nadu,9.25
STU04498,Male,21,Civil,BTech,1,2,Uttar Pradesh,8.44
STU04499,Male,20,Mechanical,BE,1,3,Delhi,6.46
STU04500,Female,23,Civil,BE,1,1,Gujarat,10.54
STU04501,Male,25,AI & DS,BE,3,3,Uttar Pradesh,3.83
STU04502,Female,24,Mechanical,BE,3,3,Delhi,4.63
STU04503,Male,23,Electronics,BTech,3,3,Telangana,4.33
STU04504,Male,24,AI & DS,MCA,3,2,Karnataka,1.0
STU04505,Male,20,Information Technology,BE,1,3,Maharashtra,12.28
STU04506,Female,21,Computer Science,BE,3,2,Tamil Nadu,7.35
STU04507,Male,25,Civil,BE,3,3,Delhi,11.61
STU04508,Male,22,Information Technology,BTech,3,2,Tamil Nadu,11.99
STU04509,Male,24,Mechanical,BE,2,3,Uttar Pradesh,8.06
STU04510,Female,20,Information Technology,BE,1,2,Karnataka,13.41
STU04511,Male,20,AI & DS,BTech,2,2,West Bengal,4.98
STU04512,Female,25,Civil,MCA,3,2,Tamil Nadu,10.69
STU04513,Male,25,Civil,MCA,1,1,Uttar Pradesh,4.64
STU04514,Male,25,Mechanical,BTech,1,3,Uttar Pradesh,9.1
