student_id,sleep_hours,screen_time_hours,gaming_hours,study_hours_daily,stress_level,burnout_score,gym_frequency_per_week,motivation_level,physical_activity_hours_sehaj,stress_level_sehaj,lifestyle_risk_flag
STU03414,5.1,7.0,2.9,7.8,60,61,0,66,,,Normal
STU03415,5.2,3.5,0.0,7.0,38,48,2,85,,,Normal
STU03416,7.4,5.9,6.2,9.1,38,48,4,49,,,Normal
STU03417,4.6,9.3,0.0,9.6,84,57,5,52,3.3,Moderate,High Risk
STU03418,6.8,7.7,1.0,6.3,20,37,4,56,,,Normal
STU03419,5.5,5.1,4.1,9.1,62,53,0,64,,,Normal
STU03420,5.4,7.4,2.6,8.1,21,59,3,53,,,Normal
STU03421,7.7,7.3,2.4,7.7,41,19,6,99,,,Normal
STU03422,5.9,7.8,1.1,6.5,42,16,5,84,4.0,Moderate,Normal
STU03423,6.3,7.0,3.8,5.3,63,50,0,83,,,Normal
STU03424,4.8,6.7,4.6,8.5,20,42,6,56,,,High Risk
STU03425,7.1,11.6,4.1,3.6,43,30,3,88,,,Normal
STU03426,5.3,7.4,0.9,6.8,54,52,1,71,,,Normal
STU03427,6.9,7.9,4.8,7.3,47,16,5,87,,,Normal
STU03428,6.4,6.3,2.4,7.7,46,37,2,84,,,Normal
STU03429,4.7,5.5,3.0,7.9,100,30,6,81,,,High Risk
STU03430,3.0,2.6,1.8,11.9,23,66,2,37,,,High Risk
STU03431,5.9,2.7,1.6,10.2,56,33,3,77,,,Normal
STU03432,5.8,7.0,1.9,5.9,92,62,5,83,,,High Risk
STU03433,5.9,8.6,0.3,8.2,54,49,3,64,,,Normal
STU03434,6.0,7.5,4.2,6.9,51,54,1,77,,,Normal
STU03435,5.9,5.2,4.4,9.8,67,57,3,64,,,Normal
STU03436,6.9,8.4,2.5,7.6,77,44,6,64,,,High Risk
STU03437,6.4,10.5,2.2,6.2,52,62,4,62,,,Normal
STU03438,5.5,5.4,0.8,8.3,74,33,2,57,,,Normal
STU03439,6.2,6.1,3.0,7.1,68,47,5,69,,,Normal
STU03440,5.6,7.4,2.2,8.1,56,53,5,71,,,Normal
STU03441,7.0,7.5,5.1,7.4,53,52,1,100,,,Normal
STU03442,5.7,6.7,6.6,4.4,23,32,5,74,,,Normal
STU03443,4.6,2.0,5.6,6.8,45,25,1,86,,,High Risk
STU03444,6.1,4.9,1.0,5.3,54,51,5,47,,,Normal
STU03445,5.2,6.9,4.7,6.4,72,49,6,78,5.2,Moderate,Normal
STU03446,5.3,7.9,0.9,11.3,75,54,0,52,,,Normal
STU03447,4.8,6.8,2.5,5.6,84,27,2,65,,,High Risk
STU03448,6.5,7.3,3.9,7.0,78,29,2,74,,,High Risk
STU03449,5.7,8.9,3.1,8.3,43,49,2,73,,,Normal
STU03450,6.1,6.7,0.5,8.1,62,42,5,95,,,Normal
STU03451,6.5,8.0,2.9,6.2,100,57,2,61,,,High Risk
STU03452,6.5,5.4,3.0,9.8,56,52,6,82,,,Normal
STU03453,4.1,5.6,2.9,6.9,59,66,0,45,,,High Risk
STU03454,4.6,4.5,1.2,8.5,62,30,3,95,,,High Risk
STU03455,4.9,6.4,2.6,9.6,100,61,4,61,,,High Risk
STU03456,5.8,4.7,2.5,7.5,27,29,5,61,,,Normal
STU03457,4.8,9.6,0.7,8.8,96,64,5,55,,,High Risk
STU03458,5.9,5.8,1.3,8.0,66,13,3,76,,,Normal
STU03459,4.5,5.2,0.4,7.9,70,34,6,92,,,High Risk
STU03460,5.5,7.8,2.3,7.3,46,79,2,83,,,High Risk
STU03461,7.4,11.3,1.3,8.9,40,41,0,85,,,Normal
STU03462,7.0,5.3,4.1,4.4,53,44,0,78,,,Normal
STU03463,5.7,4.7,0.0,9.0,64,45,6,59,,,Normal
STU03464,4.4,5.0,2.4,8.6,57,30,3,77,,,High Risk
STU03465,4.6,5.4,0.0,8.0,63,39,2,80,,,High Risk
STU03466,8.0,8.6,3.0,10.5,62,39,3,83,,,Normal
STU03467,6.1,5.0,1.9,6.9,52,36,2,75,,,Normal
STU03468,6.5,6.2,1.6,5.3,56,39,2,63,,,Normal
STU03469,5.4,6.3,2.8,8.4,61,48,6,82,,,Normal
STU03470,8.0,8.5,4.4,8.7,27,49,6,92,,,Normal
STU03471,7.8,4.5,2.6,7.0,62,43,1,55,,,Normal
STU03472,5.4,7.3,2.8,9.7,45,63,5,93,,,Normal
STU03473,5.9,6.6,4.6,7.8,84,22,3,67,,,High Risk
STU03474,7.3,7.4,3.5,7.4,63,17,4,79,,,Normal
STU03475,5.9,8.4,3.9,9.5,58,41,0,96,,,Normal
STU03476,5.6,7.7,4.1,6.2,67,51,1,66,,,Normal
STU03477,5.7,7.6,1.0,7.3,54,36,5,88,,,Normal
STU03478,5.7,8.4,3.3,7.7,8,31,4,82,,,Normal
STU03479,7.4,9.1,2.4,8.1,76,35,4,82,3.8,Moderate,High Risk
STU03480,7.3,8.5,0.0,5.6,33,5,1,58,5.2,High,Normal
STU03481,6.8,6.9,4.1,9.5,66,26,2,77,,,Normal
STU03482,5.7,8.3,1.0,6.3,65,44,6,56,,,Normal
STU03483,7.7,4.7,3.1,8.9,55,59,1,100,6.6,High,Normal
STU03484,6.3,6.1,2.8,7.9,48,46,5,55,,,Normal
STU03485,6.9,8.1,3.4,8.8,56,42,1,64,,,Normal
STU03486,6.3,6.4,1.8,9.4,47,51,2,58,,,Normal
STU03487,5.2,4.7,0.9,7.2,63,83,3,58,1.5,High,High Risk
STU03488,6.2,3.9,0.0,9.3,27,44,6,79,,,Normal
STU03489,4.5,7.9,0.0,6.5,74,43,3,56,,,High Risk
STU03490,5.5,8.1,4.8,9.6,38,42,4,81,,,Normal
STU03491,6.1,5.2,0.0,9.4,3,36,5,83,,,Normal
STU03492,7.6,9.5,2.5,8.0,44,32,6,59,,,Normal
STU03493,6.1,7.3,0.5,9.0,67,66,3,74,,,Normal
STU03494,5.7,10.5,0.0,6.0,55,40,0,100,,,Normal
STU03495,6.3,7.8,3.3,8.2,51,44,6,75,,,Normal
STU03496,4.8,6.4,0.0,7.5,46,31,0,51,,,High Risk
STU03497,6.8,5.2,2.7,6.4,30,41,1,64,,,Normal
STU03498,6.9,6.7,2.7,8.3,66,55,3,70,,,Normal
STU03499,4.9,11.4,4.7,8.3,37,48,6,72,,,High Risk
STU03500,6.9,4.1,3.3,7.2,65,59,3,71,,,Normal
STU03501,6.4,8.8,5.1,8.8,69,63,0,41,6.8,High,Normal
STU03502,5.4,9.1,5.6,9.3,60,70,0,89,,,Normal
STU03503,6.5,8.7,2.9,7.3,86,50,3,86,,,High Risk
STU03504,6.1,5.2,1.9,5.9,77,51,6,85,,,High Risk
STU03505,7.4,6.4,3.7,9.3,43,43,0,69,,,Normal
STU03506,3.1,7.1,2.7,8.1,38,84,6,71,,,High Risk
STU03507,6.0,6.7,1.0,8.5,75,52,6,65,,,Normal
STU03508,5.3,7.5,3.7,7.9,45,54,3,72,,,Normal
STU03509,6.8,9.7,3.7,8.0,41,27,6,55,,,Normal
STU03510,3.9,6.4,5.6,8.2,32,55,4,62,,,High Risk
STU03511,6.3,7.9,1.5,8.2,73,27,2,58,,,Normal
STU03512,6.1,2.0,0.5,7.5,28,31,1,68,,,Normal
STU03513,4.9,3.7,2.5,8.8,54,97,2,82,,,High Risk
STU03514,5.6,7.0,3.8,9.6,67,50,2,60,,,Normal
STU03515,4.2,8.1,3.2,7.6,16,39,4,69,2.6,High,High Risk
STU03516,6.3,9.1,2.2,6.7,55,56,2,49,,,Normal
STU03517,3.9,8.0,3.7,7.4,31,70,6,65,,,High Risk
STU03518,6.1,4.6,2.1,6.2,62,65,0,48,,,Normal
STU03519,4.6,7.2,2.8,8.7,48,39,6,75,,,High Risk
STU03520,5.8,9.7,3.7,8.5,66,43,4,51,,,Normal
STU03521,6.7,10.6,2.4,8.0,68,70,0,87,,,Normal
STU03522,4.9,6.5,3.3,7.6,48,58,4,92,,,High Risk
STU03523,4.5,3.6,1.8,8.9,47,47,6,73,,,High Risk
STU03524,4.1,7.7,2.6,7.7,45,91,3,54,,,High Risk
STU03525,5.4,7.4,0.0,8.3,68,39,6,80,,,Normal
STU03526,7.2,6.7,4.8,7.4,67,42,6,65,,,Normal
STU03527,5.3,9.3,4.1,6.0,63,41,3,75,,,Normal
STU03528,6.8,6.4,5.1,9.1,65,57,6,50,,,Normal
STU03529,6.8,6.5,1.7,6.1,52,46,0,61,,,Normal
STU03530,7.7,3.7,0.5,9.6,29,39,6,60,,,Normal
STU03531,5.1,8.1,3.4,11.0,28,42,1,52,,,Normal
STU03532,4.9,8.8,3.4,9.3,56,37,4,51,,,High Risk
STU03533,5.8,9.9,2.0,6.4,76,33,6,70,,,High Risk
STU03534,4.8,9.4,2.2,8.1,56,84,6,58,,,High Risk
STU03535,6.4,6.5,5.1,7.9,49,24,4,88,,,Normal
STU03536,7.2,7.7,3.7,10.4,25,36,3,80,,,Normal
STU03537,6.7,10.6,1.1,7.0,84,49,1,69,,,High Risk
STU03538,7.8,8.5,5.2,9.8,47,51,4,71,,,Normal
STU03539,5.9,11.8,4.5,11.7,45,34,1,49,,,Normal
STU03540,7.2,9.7,1.6,10.5,32,31,4,70,,,Normal
STU03541,6.1,9.3,0.0,9.4,54,23,0,69,,,Normal
STU03542,6.4,9.8,0.0,8.0,88,10,0,80,,,High Risk
STU03543,5.8,6.6,3.7,11.1,54,68,4,86,,,Normal
STU03544,6.6,10.3,2.3,8.0,53,75,3,91,,,Normal
STU03545,6.5,5.0,5.0,6.5,56,25,2,69,,,Normal
STU03546,8.6,5.9,3.6,8.9,53,36,0,65,,,Normal
STU03547,6.9,11.1,1.3,8.3,47,49,2,69,,,Normal
STU03548,7.0,5.9,4.1,8.7,25,49,2,86,,,Normal
STU03549,6.8,6.7,3.2,7.3,37,73,0,78,,,Normal
STU03550,6.9,7.3,2.9,9.2,82,58,2,63,,,High Risk
STU03551,5.2,7.7,3.2,7.8,49,66,3,71,,,Normal
STU03552,6.5,8.8,3.1,6.5,84,45,3,75,,,High Risk
STU03553,5.5,5.1,1.6,10.0,57,55,6,68,,,Normal
STU03554,6.6,3.8,1.0,6.5,66,47,1,87,,,Normal
STU03555,3.6,9.3,0.0,10.2,72,39,1,79,,,High Risk
STU03556,8.2,5.8,0.0,5.8,65,20,6,92,,,Normal
STU03557,6.4,8.4,0.1,8.4,29,21,5,58,,,Normal
STU03558,4.1,8.0,3.1,9.8,36,91,1,100,,,High Risk
STU03559,5.9,5.0,0.0,6.7,87,33,5,74,,,High Risk
STU03560,5.1,2.7,1.4,5.7,58,25,3,75,,,Normal
STU03561,5.4,7.9,0.8,8.3,41,82,2,66,,,High Risk
STU03562,6.1,5.7,3.8,7.2,56,41,4,68,,,Normal
STU03563,6.2,8.1,0.0,7.3,64,50,3,71,,,Normal
STU03564,6.0,8.1,3.2,5.3,25,28,3,77,,,Normal
STU03565,5.9,6.7,1.5,8.3,59,39,2,74,,,Normal
STU03566,5.1,5.7,6.3,8.8,40,43,2,54,,,Normal
STU03567,4.3,7.4,0.0,10.9,82,66,2,77,,,High Risk
STU03568,8.2,8.7,1.6,7.3,72,25,0,64,,,Normal
STU03569,7.9,5.4,5.0,6.9,60,48,5,87,,,Normal
STU03570,6.1,4.0,5.2,6.7,77,56,6,79,,,High Risk
STU03571,7.7,7.6,1.2,5.6,46,11,2,54,,,Normal
STU03572,5.5,6.6,1.1,10.2,85,14,5,64,,,High Risk
STU03573,5.9,4.4,0.1,7.8,36,73,0,99,,,Normal
STU03574,7.5,2.0,1.2,5.1,0,44,5,73,,,Normal
STU03575,8.0,8.7,2.1,8.1,25,53,5,60,,,Normal
STU03576,7.3,5.6,4.6,5.9,31,42,6,82,,,Normal
STU03577,7.3,6.1,0.0,5.5,82,29,0,35,,,High Risk
STU03578,5.8,9.8,4.6,7.8,59,52,1,67,,,Normal
STU03579,4.7,7.0,0.0,7.0,66,37,2,92,,,High Risk
STU03580,5.7,7.1,0.5,8.9,38,26,5,78,,,Normal
STU03581,6.1,8.2,2.0,9.6,51,39,3,53,,,Normal
STU03582,5.0,7.1,2.0,7.4,44,52,2,97,,,Normal
STU03583,4.9,9.2,4.4,9.1,31,12,4,59,,,High Risk
STU03584,6.1,4.6,2.0,8.3,4,40,0,80,,,Normal
STU03585,7.7,7.0,0.0,5.9,30,39,1,77,,,Normal
STU03586,6.9,6.5,4.4,6.8,54,50,5,55,,,Normal
STU03587,5.8,5.4,0.8,6.0,51,21,4,57,,,Normal
STU03588,5.0,9.2,5.4,7.7,48,48,1,68,,,Normal
STU03589,6.8,8.2,4.7,8.3,50,49,5,60,,,Normal
STU03590,3.8,7.7,4.2,10.5,43,38,1,100,,,High Risk
STU03591,5.4,10.6,2.5,7.8,25,46,0,92,,,Normal
STU03592,5.6,5.5,1.3,8.7,42,32,2,67,,,Normal
STU03593,6.2,6.7,2.7,6.7,37,49,0,80,,,Normal
STU03594,6.0,6.6,2.6,7.0,100,59,4,78,,,High Risk
STU03595,6.8,7.3,2.4,7.2,77,79,2,57,,,High Risk
STU03596,7.5,6.6,3.7,6.0,66,15,4,93,,,Normal
STU03597,6.1,5.1,3.6,6.6,55,54,1,51,,,Normal
STU03598,5.6,5.9,3.1,6.3,35,19,5,63,,,Normal
STU03599,5.8,6.9,0.6,6.2,52,42,4,78,,,Normal
STU03600,7.0,12.1,2.6,7.0,74,60,1,85,,,Normal
STU03601,5.5,7.3,2.7,8.0,66,46,3,93,,,Normal
STU03602,7.0,6.9,5.3,8.1,64,63,6,69,,,Normal
STU03603,6.3,9.2,0.8,8.1,61,30,2,81,2.1,Moderate,Normal
STU03604,5.8,9.5,2.5,12.0,81,36,3,55,,,High Risk
STU03605,6.1,8.6,2.9,7.4,80,38,1,52,6.4,Moderate,High Risk
STU03606,6.3,6.6,3.8,7.2,79,16,4,77,,,High Risk
STU03607,6.2,5.2,2.3,8.8,35,53,5,51,,,Normal
STU03608,6.3,4.8,0.0,8.6,56,22,3,54,,,Normal
STU03609,7.3,7.9,3.5,8.9,73,27,3,57,,,Normal
STU03610,6.6,7.7,1.6,9.9,51,30,2,88,,,Normal
STU03611,5.8,7.6,2.7,9.2,64,41,4,72,,,Normal
STU03612,7.7,5.3,3.0,8.2,30,26,4,90,,,Normal
STU03613,4.2,4.5,0.2,8.9,31,72,3,58,,,High Risk
STU03614,4.4,9.4,1.1,7.7,63,56,0,68,,,High Risk
STU03615,7.7,7.3,0.0,6.1,66,34,2,58,,,Normal
STU03616,5.4,8.5,2.1,7.7,29,58,4,81,,,Normal
STU03617,6.9,7.0,3.7,5.7,44,33,5,67,,,Normal
STU03618,4.8,7.2,1.6,5.7,29,58,6,95,,,High Risk
STU03619,6.1,6.5,3.0,4.5,63,37,6,63,,,Normal
STU03620,5.8,6.3,2.4,10.3,50,21,5,83,,,Normal
STU03621,4.5,8.9,5.4,7.4,40,57,5,64,,,High Risk
STU03622,4.2,5.1,3.6,7.1,57,46,4,65,,,High Risk
STU03623,6.7,6.8,1.6,7.7,73,73,2,80,,,Normal
STU03624,6.2,10.2,3.5,8.4,48,73,5,74,,,Normal
STU03625,7.9,6.7,1.8,9.5,56,26,4,91,,,Normal
STU03626,6.6,6.4,3.3,8.3,69,47,2,57,,,Normal
STU03627,5.9,4.6,1.1,5.0,54,53,6,57,,,Normal
STU03628,5.5,4.7,3.1,7.9,25,53,2,64,,,Normal
STU03629,6.2,7.9,3.8,6.0,49,44,1,47,,,Normal
STU03630,5.8,7.9,4.3,7.6,70,45,6,46,,,Normal
STU03631,3.3,7.4,1.7,7.5,81,26,4,40,,,High Risk
STU03632,6.5,3.9,5.1,6.9,61,44,3,78,,,Normal
STU03633,6.7,8.3,0.0,7.3,43,59,5,61,,,Normal
STU03634,7.6,7.3,1.2,8.9,17,25,4,81,,,Normal
STU03635,6.5,9.8,3.4,8.9,64,28,5,63,,,Normal
STU03636,8.1,6.4,0.9,8.2,81,21,4,76,,,High Risk
STU03637,4.0,5.5,4.7,9.2,57,39,4,74,,,High Risk
STU03638,5.7,6.6,0.0,7.5,75,24,0,57,,,Normal
STU03639,5.4,8.0,5.4,6.8,67,58,0,56,,,Normal
STU03640,7.8,7.3,5.4,5.1,59,52,1,73,,,Normal
STU03641,4.6,10.1,0.0,6.2,52,43,4,77,,,High Risk
STU03642,4.6,5.9,2.2,12.0,69,54,2,80,,,High Risk
STU03643,5.9,2.9,4.6,8.2,44,27,6,52,,,Normal
STU03644,6.5,9.3,1.4,9.2,67,21,2,73,,,Normal
STU03645,7.2,9.9,2.5,9.8,60,45,4,64,,,Normal
STU03646,4.2,8.0,1.3,5.7,49,36,5,71,,,High Risk
STU03647,4.8,6.7,4.1,2.4,71,53,4,50,,,High Risk
STU03648,5.8,5.5,2.1,6.5,18,56,0,77,,,Normal
STU03649,6.3,5.6,3.2,7.5,33,24,2,81,,,Normal
STU03650,8.1,7.1,4.2,5.3,16,40,1,67,,,Normal
STU03651,6.0,11.8,2.0,7.0,69,6,5,62,,,Normal
STU03652,4.9,11.6,2.2,8.2,61,26,1,75,,,High Risk
STU03653,6.1,7.4,1.6,7.0,91,50,0,51,,,High Risk
STU03654,6.6,8.8,0.8,6.7,65,50,2,57,,,Normal
STU03655,6.1,7.2,2.7,6.5,78,10,4,72,,,High Risk
STU03656,4.1,6.3,1.0,8.7,48,40,2,58,,,High Risk
STU03657,6.3,7.3,3.7,8.3,34,30,6,60,,,Normal
STU03658,6.1,9.2,1.2,7.4,96,40,1,49,,,High Risk
STU03659,6.1,9.0,5.9,8.2,7,47,4,52,,,Normal
STU03660,5.9,4.5,0.9,7.9,45,78,2,60,,,High Risk
STU03661,6.0,7.7,1.5,8.5,65,45,6,53,,,Normal
STU03662,3.9,5.6,2.0,10.2,62,34,6,82,,,High Risk
STU03663,6.1,6.1,3.1,7.1,47,53,6,93,,,Normal
STU03664,6.6,9.8,4.6,6.9,46,61,0,78,,,Normal
STU03665,5.2,3.5,2.2,7.6,60,61,2,72,,,Normal
STU03666,6.4,7.0,6.3,7.0,100,14,0,59,,,High Risk
STU03667,5.5,3.7,1.7,6.7,62,52,6,69,,,Normal
STU03668,5.0,6.5,5.0,8.5,53,41,5,58,,,Normal
STU03669,3.1,6.4,3.2,9.3,82,37,5,79,,,High Risk
STU03670,4.5,7.9,2.5,7.2,72,47,1,70,,,High Risk
STU03671,7.1,7.9,1.5,8.1,63,51,1,59,,,Normal
STU03672,6.5,3.9,0.0,7.0,0,44,0,86,,,Normal
STU03673,6.4,6.1,3.3,9.4,62,57,1,68,,,Normal
STU03674,4.8,9.7,2.7,4.8,29,35,1,54,,,High Risk
STU03675,4.8,6.0,4.1,7.4,78,64,6,47,,,High Risk
STU03676,6.1,6.6,0.7,5.2,56,47,2,48,,,Normal
STU03677,5.3,5.2,3.2,6.6,77,40,6,49,,,High Risk
STU03678,6.8,3.4,1.4,7.3,48,33,4,57,5.1,Low,Normal
STU03679,4.8,7.5,0.0,8.2,60,61,4,100,3.9,Low,High Risk
STU03680,7.4,5.3,0.8,6.3,36,31,3,56,,,Normal
STU03681,6.8,7.7,5.0,9.3,27,37,2,59,,,Normal
STU03682,7.2,4.9,1.4,7.7,46,44,1,52,,,Normal
STU03683,5.1,5.9,3.7,8.3,30,49,6,52,,,Normal
STU03684,6.1,7.0,3.5,5.0,60,32,1,70,,,Normal
STU03685,7.2,7.6,2.2,6.8,75,35,1,83,,,Normal
STU03686,7.9,7.6,2.3,5.5,90,42,0,49,,,High Risk
STU03687,6.3,6.9,2.4,6.1,49,53,1,58,,,Normal
STU03688,4.8,8.3,0.0,6.4,10,61,1,64,,,High Risk
STU03689,5.5,6.1,3.0,9.1,64,55,1,58,,,Normal
STU03690,4.7,4.0,1.2,6.6,51,56,3,72,,,High Risk
STU03691,4.8,5.5,2.4,7.0,55,12,4,52,,,High Risk
STU03692,6.1,7.4,1.6,6.9,65,53,2,73,,,Normal
STU03693,6.9,8.0,2.7,10.1,25,50,2,77,,,Normal
STU03694,5.7,10.4,3.3,6.7,41,42,1,75,,,Normal
STU03695,5.8,5.7,5.4,10.8,53,42,5,65,,,Normal
STU03696,6.2,6.3,4.3,4.8,83,30,5,74,,,High Risk
STU03697,7.1,9.1,4.2,9.7,83,44,2,57,6.9,Moderate,High Risk
STU03698,7.5,4.5,5.1,8.0,54,11,5,92,,,Normal
STU03699,5.0,7.5,3.2,8.9,71,44,2,63,4.2,Low,Normal
STU03700,4.9,3.5,3.1,8.8,100,45,6,72,,,High Risk
STU03701,4.6,8.1,0.8,4.7,38,53,4,71,,,High Risk
STU03702,4.7,8.8,5.4,9.3,62,57,6,45,,,High Risk
STU03703,7.2,5.7,0.0,6.9,37,19,1,64,,,Normal
STU03704,6.6,10.2,2.8,6.9,60,58,2,86,,,Normal
STU03705,5.7,6.2,3.9,7.4,49,25,5,59,,,Normal
STU03706,5.3,7.7,2.8,5.3,60,41,4,72,,,Normal
STU03707,4.9,2.9,0.0,10.2,72,49,2,46,,,High Risk
STU03708,5.2,3.8,1.0,8.9,54,50,2,83,,,Normal
STU03709,5.9,4.9,3.6,7.2,63,53,4,70,,,Normal
STU03710,7.1,7.1,0.0,7.2,56,64,4,47,,,Normal
STU03711,7.7,6.3,2.7,9.2,49,52,1,88,,,Normal
STU03712,6.0,3.8,2.4,9.2,41,47,2,55,,,Normal
STU03713,5.0,8.5,3.6,7.5,37,95,6,60,,,High Risk
STU03714,6.0,9.5,5.0,9.0,60,52,5,74,,,Normal
STU03715,5.4,8.6,4.9,9.0,71,54,0,77,,,Normal
STU03716,6.7,8.1,3.4,7.8,34,54,0,60,,,Normal
STU03717,5.4,8.4,3.3,10.5,88,57,6,69,,,High Risk
STU03718,8.7,6.7,2.0,7.2,66,17,1,68,,,Normal
STU03719,4.8,8.5,5.5,7.3,76,65,5,83,,,High Risk
STU03720,7.6,4.2,1.1,8.2,64,63,4,85,,,Normal
STU03721,6.5,5.7,3.8,7.8,38,42,0,79,,,Normal
STU03722,5.2,5.7,3.8,9.7,41,38,3,64,,,Normal
STU03723,7.3,10.7,2.3,9.2,32,31,0,91,5.6,Moderate,Normal
STU03724,7.5,6.3,1.0,6.5,64,57,5,65,,,Normal
STU03725,6.8,9.4,4.9,5.9,52,58,3,85,,,Normal
STU03726,6.2,2.0,0.8,9.6,27,29,2,55,,,Normal
STU03727,5.4,8.8,1.7,6.6,36,29,0,67,,,Normal
STU03728,6.8,7.9,2.7,7.7,34,32,4,85,,,Normal
STU03729,5.2,3.2,6.7,6.4,54,66,3,48,6.4,Moderate,Normal
STU03730,4.7,6.8,4.5,9.8,61,58,2,100,,,High Risk
STU03731,5.1,2.7,2.5,8.1,50,20,4,78,,,Normal
STU03732,3.9,4.6,3.3,7.8,78,55,4,69,,,High Risk
STU03733,7.3,4.7,4.6,7.4,35,52,5,82,,,Normal
STU03734,6.0,2.7,3.3,9.6,44,23,4,69,,,Normal
STU03735,6.4,8.1,0.0,5.9,62,9,1,67,,,Normal
STU03736,7.7,6.5,4.7,6.4,26,28,0,71,0.8,High,Normal
STU03737,3.2,9.5,4.5,6.6,79,67,3,72,6.3,Moderate,High Risk
STU03738,3.8,7.3,0.0,8.2,66,48,1,77,,,High Risk
STU03739,7.0,6.8,2.1,9.7,68,51,1,69,,,Normal
STU03740,7.1,5.2,4.0,6.3,65,20,0,47,,,Normal
STU03741,5.0,7.4,1.5,9.8,53,68,5,100,,,Normal
STU03742,5.9,6.7,4.0,8.7,88,29,0,94,,,High Risk
STU03743,6.3,4.6,2.4,6.8,43,38,5,69,,,Normal
STU03744,6.1,8.8,0.7,8.4,40,17,3,65,,,Normal
STU03745,6.1,9.0,1.6,9.0,77,49,0,98,,,High Risk
STU03746,4.3,6.7,3.7,9.7,47,76,5,73,,,High Risk
STU03747,6.2,9.9,0.0,8.5,59,49,5,87,2.2,Moderate,Normal
STU03748,6.0,9.3,3.0,7.7,47,28,4,51,,,Normal
STU03749,5.7,6.0,1.4,7.6,38,39,5,95,,,Normal
STU03750,6.8,10.1,3.0,6.9,52,44,6,55,,,Normal
STU03751,5.0,8.2,2.1,7.4,90,46,0,59,,,High Risk
STU03752,5.3,6.3,4.3,7.3,38,78,5,32,6.7,High,High Risk
STU03753,5.8,7.6,6.8,6.8,51,27,0,76,,,Normal
STU03754,7.3,7.7,0.4,8.0,58,27,4,64,,,Normal
STU03755,7.9,9.6,4.8,6.5,24,41,0,47,,,Normal
STU03756,7.5,5.2,2.0,7.6,60,35,2,73,,,Normal
STU03757,6.0,7.0,0.0,7.8,57,24,4,47,,,Normal
STU03758,5.8,6.8,1.2,8.6,47,69,4,77,,,Normal
STU03759,4.0,7.5,2.0,7.4,54,75,1,51,,,High Risk
STU03760,6.8,6.3,4.2,9.2,62,38,6,71,,,Normal
STU03761,6.1,8.6,2.6,6.0,89,46,4,67,,,High Risk
STU03762,5.1,7.1,3.9,5.9,40,89,3,87,,,High Risk
STU03763,5.7,8.6,4.0,8.1,42,71,3,79,2.3,High,Normal
STU03764,9.0,6.8,1.9,6.0,73,7,2,62,,,Normal
STU03765,6.1,5.6,3.5,8.0,52,44,5,85,,,Normal
STU03766,5.6,7.1,2.9,6.3,78,85,5,46,,,High Risk
STU03767,6.9,4.0,1.9,8.2,69,85,6,100,,,High Risk
STU03768,4.0,11.6,3.7,8.1,50,74,6,78,,,High Risk
STU03769,6.3,5.3,1.2,7.9,14,40,3,60,4.1,High,Normal
STU03770,6.7,7.6,2.0,6.0,42,43,0,65,,,Normal
STU03771,7.1,7.3,0.0,9.2,69,44,4,24,,,Normal
STU03772,6.3,4.6,3.6,8.5,76,44,0,67,,,High Risk
STU03773,7.1,7.2,4.2,8.4,76,25,5,50,0.4,Moderate,High Risk
STU03774,5.4,2.9,4.5,6.1,100,35,0,69,,,High Risk
STU03775,6.0,9.2,3.0,8.4,88,37,4,86,,,High Risk
STU03776,6.4,5.8,0.0,8.6,47,51,6,73,,,Normal
STU03777,6.5,6.6,1.5,8.8,59,23,4,47,,,Normal
STU03778,5.8,5.2,0.4,5.9,38,65,0,78,,,Normal
STU03779,7.4,10.8,4.6,8.1,98,0,4,67,,,High Risk
STU03780,6.9,2.8,0.1,8.3,70,54,0,73,,,Normal
STU03781,6.9,4.5,3.4,9.4,59,35,3,57,,,Normal
STU03782,7.3,5.9,2.3,8.9,41,48,2,85,,,Normal
STU03783,4.3,6.8,2.7,7.0,60,48,6,76,,,High Risk
STU03784,7.3,8.1,0.0,10.3,49,45,6,49,,,Normal
STU03785,5.7,6.3,3.1,7.1,84,40,0,54,,,High Risk
STU03786,7.3,5.5,0.0,7.3,65,62,4,56,,,Normal
STU03787,7.0,7.1,0.0,7.8,69,48,2,34,,,Normal
STU03788,7.4,7.6,3.6,6.2,66,59,4,74,,,Normal
STU03789,6.3,10.0,7.0,6.8,50,37,5,73,,,Normal
STU03790,6.4,6.1,1.6,9.0,85,72,3,100,,,High Risk
STU03791,6.4,6.1,5.1,7.0,29,36,3,78,,,Normal
STU03792,5.4,2.7,3.3,6.4,45,88,5,100,,,High Risk
STU03793,5.0,7.0,1.2,8.4,52,51,5,68,,,Normal
STU03794,5.5,4.7,7.3,9.4,100,70,2,57,,,High Risk
STU03795,3.8,8.7,3.3,10.8,27,78,3,43,,,High Risk
STU03796,6.1,10.6,6.2,7.2,56,47,0,57,,,Normal
STU03797,5.9,5.9,3.5,9.1,79,35,5,94,6.0,Low,High Risk
STU03798,6.4,7.9,5.8,5.1,21,5,3,72,,,Normal
STU03799,5.5,4.5,2.8,6.3,94,40,6,100,,,High Risk
STU03800,6.7,6.3,1.0,4.6,74,39,0,78,,,Normal
STU03801,6.7,8.3,3.1,9.6,50,18,5,78,,,Normal
STU03802,6.1,7.1,1.6,8.3,55,6,1,63,,,Normal
