student_id,cgpa,backlogs,internships,dsa_problems_solved,github_repos,coding_skills_sakhare,communication_skills,aptitude_score,mock_interview_score,placement_status,company_type,work_mode,salary_lpa,offer_count,layoffs_risk_score
STU05496,7.08,2,1,538,14.0,,94,82,98.0,Placed,MNC,Remote,16.4,3,55
STU05497,6.44,0,3,689,24.0,,85,64,80.0,Placed,Startup,Remote,19.48,3,28
STU05498,9.75,0,10,887,55.0,,100,64,69.0,Placed,Product-Based,Onsite,35.1,3,66
STU05499,7.42,0,2,664,20.0,,75,78,74.0,Placed,Product-Based,Onsite,17.6,2,36
STU05500,6.49,0,4,616,37.0,2.0,72,85,83.0,Placed,Product-Based,Hybrid,19.75,2,21
STU05501,8.12,0,2,701,22.0,7.0,98,78,51.0,Placed,Service-Based,Onsite,21.24,2,2
STU05502,6.31,1,2,400,0.0,9.0,69,61,69.0,Not Placed,Not Placed,,0.0,0,52
STU05503,7.36,0,2,488,18.0,,83,90,100.0,Placed,Startup,Hybrid,16.63,3,39
STU05504,6.42,0,2,635,25.0,9.0,68,85,53.0,Placed,Service-Based,Onsite,15.75,1,37
STU05505,6.59,1,2,675,14.0,8.0,74,64,63.0,Placed,Product-Based,Hybrid,15.34,1,25
STU05506,7.6,0,2,655,5.0,7.0,90,97,74.0,Placed,MNC,Onsite,16.83,2,49
STU05507,8.06,0,1,717,7.0,,100,63,98.0,Placed,Startup,Hybrid,18.29,3,35
STU05508,6.27,0,2,684,1.0,2.0,86,65,81.0,Placed,MNC,Onsite,13.9,3,24
STU05509,6.22,0,5,422,30.0,,72,89,90.0,Placed,Startup,Hybrid,21.29,2,73
STU05510,6.43,0,4,772,22.0,8.0,99,68,89.0,Placed,Service-Based,Onsite,14.51,1,46
STU05511,7.54,1,1,634,22.0,10.0,87,96,70.0,Placed,Product-Based,Hybrid,16.76,3,18
STU05512,7.06,0,3,299,26.0,8.0,97,96,100.0,Placed,MNC,Onsite,14.04,3,35
STU05513,6.43,1,4,600,19.0,9.0,70,82,93.0,Placed,Startup,Remote,16.98,2,23
STU05514,6.62,0,5,450,40.0,4.0,92,100,79.0,Placed,MNC,Onsite,16.79,2,42
STU05515,7.66,1,3,711,18.0,8.0,100,54,94.0,Placed,Startup,Remote,21.97,2,45
STU05516,7.93,0,1,910,9.0,8.0,88,70,97.0,Placed,Service-Based,Onsite,21.21,2,39
STU05517,6.94,1,2,687,0.0,,79,92,79.0,Placed,Startup,Hybrid,14.42,2,23
STU05518,9.32,1,5,598,35.0,,91,81,93.0,Placed,Service-Based,Hybrid,27.16,3,0
STU05519,6.57,2,3,696,12.0,9.0,92,57,96.0,Placed,MNC,Hybrid,17.31,2,26
STU05520,7.32,1,3,504,18.0,4.0,74,84,98.0,Placed,MNC,Remote,21.73,1,44
STU05521,8.47,2,3,692,10.0,,97,79,100.0,Placed,Startup,Hybrid,22.65,1,37
STU05522,7.19,0,2,938,2.0,,90,57,87.0,Placed,MNC,Hybrid,17.18,3,35
STU05523,6.4,0,3,623,20.0,6.0,93,73,100.0,Placed,MNC,Hybrid,17.33,3,9
STU05524,7.9,0,2,683,1.0,9.0,59,81,80.0,Placed,MNC,Onsite,17.18,1,15
STU05525,7.95,0,4,631,31.0,3.0,100,84,93.0,Placed,Product-Based,Onsite,21.1,3,47
STU05526,9.03,1,3,912,6.0,,100,100,84.0,Placed,Service-Based,Onsite,24.41,2,26
STU05527,8.72,0,5,580,12.0,3.0,96,71,83.0,Placed,MNC,Remote,23.23,1,40
STU05528,8.26,0,1,674,4.0,,99,76,86.0,Placed,Product-Based,Hybrid,16.2,1,19
STU05529,7.88,1,1,726,13.0,,100,96,95.0,Placed,MNC,Remote,17.42,3,0
STU05530,6.74,1,2,517,8.0,1.0,93,92,100.0,Placed,Startup,Onsite,17.18,1,42
STU05531,7.8,0,0,595,7.0,9.0,100,99,74.0,Placed,Product-Based,Hybrid,15.1,2,35
STU05532,6.54,2,4,629,36.0,,90,73,91.0,Placed,Startup,Hybrid,23.49,1,23
STU05533,7.13,0,2,785,16.0,,66,94,99.0,Placed,Service-Based,Hybrid,17.53,1,34
STU05534,7.2,0,4,743,21.0,,92,74,81.0,Placed,Service-Based,Onsite,19.33,1,33
STU05535,7.65,0,4,431,22.0,,66,86,89.0,Placed,MNC,Hybrid,20.41,2,33
STU05536,6.54,2,4,546,18.0,,80,58,78.0,Placed,MNC,Onsite,14.97,2,45
STU05537,7.7,1,4,525,11.0,,100,93,72.0,Placed,Service-Based,Remote,16.97,3,13
STU05538,6.75,2,1,656,20.0,,89,89,94.0,Placed,Service-Based,Hybrid,21.77,2,13
STU05539,8.42,0,1,620,2.0,4.0,81,97,100.0,Placed,Service-Based,Remote,18.66,1,36
STU05540,8.6,2,2,657,8.0,,100,81,88.0,Placed,Startup,Onsite,22.4,2,70
STU05541,8.68,0,4,682,18.0,,87,96,83.0,Placed,Product-Based,Hybrid,24.94,3,25
STU05542,8.25,1,3,613,20.0,,91,67,88.0,Placed,Product-Based,Hybrid,17.49,2,34
STU05543,8.3,0,1,634,5.0,9.0,77,71,88.0,Placed,Service-Based,Hybrid,16.13,3,31
STU05544,7.69,0,0,698,11.0,7.0,87,82,98.0,Placed,Service-Based,Remote,13.51,3,30
STU05545,6.88,0,0,504,14.0,,97,90,79.0,Placed,Product-Based,Remote,17.14,3,47
STU05546,7.57,0,0,615,11.0,3.0,100,56,87.0,Placed,Startup,Onsite,14.79,1,16
STU05547,6.85,0,2,780,24.0,,100,94,61.0,Placed,MNC,Hybrid,17.33,3,56
STU05548,7.01,1,5,608,28.0,,79,60,60.0,Placed,MNC,Hybrid,18.43,1,64
STU05549,7.55,0,4,726,16.0,7.0,58,95,100.0,Placed,Product-Based,Remote,18.19,2,63
STU05550,7.02,0,5,633,25.0,9.0,92,86,96.0,Placed,MNC,Hybrid,19.17,1,29
STU05551,7.0,0,1,490,18.0,7.0,86,82,85.0,Placed,Service-Based,Onsite,15.66,1,24
STU05552,7.56,0,1,627,2.0,,86,95,99.0,Placed,Service-Based,Onsite,18.63,2,32
STU05553,7.69,0,4,649,19.0,,68,60,82.0,Placed,Service-Based,Hybrid,20.76,2,76
STU05554,8.05,0,2,674,7.0,4.0,80,69,94.0,Placed,Startup,Hybrid,18.31,1,27
STU05555,5.93,1,1,599,13.0,,78,75,83.0,Not Placed,Not Placed,,0.0,0,46
STU05556,8.24,0,3,379,8.0,9.0,86,87,87.0,Placed,Service-Based,Onsite,19.28,2,31
STU05557,6.05,0,2,692,25.0,8.0,65,74,87.0,Placed,Service-Based,Remote,16.65,3,37
STU05558,7.07,1,5,580,31.0,8.0,62,81,93.0,Placed,Service-Based,Hybrid,19.98,3,13
STU05559,8.75,3,1,654,12.0,2.0,77,74,76.0,Placed,Service-Based,Hybrid,21.23,2,6
STU05560,7.9,0,3,797,17.0,,86,100,93.0,Placed,MNC,Onsite,21.99,2,49
STU05561,7.29,0,0,595,6.0,10.0,90,72,100.0,Placed,Service-Based,Onsite,13.2,2,13
STU05562,7.96,0,1,591,15.0,,90,100,99.0,Placed,Startup,Remote,14.91,2,12
STU05563,7.45,0,1,681,14.0,4.0,80,100,83.0,Placed,MNC,Hybrid,16.71,3,41
STU05564,7.59,1,7,553,25.0,,86,78,100.0,Placed,Product-Based,Onsite,24.54,1,14
STU05565,8.08,0,1,616,27.0,,100,82,100.0,Placed,Product-Based,Onsite,19.71,1,29
STU05566,9.21,0,4,725,22.0,,96,85,90.0,Placed,Service-Based,Onsite,24.02,3,28
STU05567,6.9,0,5,666,31.0,,79,69,76.0,Placed,Startup,Hybrid,20.35,1,38
STU05568,8.08,0,5,668,28.0,,100,63,72.0,Placed,MNC,Remote,26.22,2,46
STU05569,7.72,0,3,775,21.0,1.0,78,78,68.0,Placed,Product-Based,Remote,18.05,2,25
STU05570,6.09,0,4,637,32.0,,92,57,74.0,Placed,MNC,Onsite,15.61,1,40
STU05571,7.67,0,4,929,20.0,,92,60,49.0,Placed,MNC,Hybrid,22.03,3,36
STU05572,6.05,0,5,465,16.0,3.0,83,75,91.0,Placed,MNC,Hybrid,18.38,2,26
STU05573,7.32,1,3,851,23.0,10.0,98,67,86.0,Placed,Service-Based,Hybrid,24.19,2,37
STU05574,6.77,0,2,781,19.0,,68,100,100.0,Placed,MNC,Onsite,19.05,1,73
STU05575,8.38,1,0,688,8.0,3.0,84,72,77.0,Placed,Product-Based,Hybrid,16.53,3,28
STU05576,7.65,0,1,516,9.0,5.0,75,85,49.0,Placed,Startup,Hybrid,14.45,3,41
STU05577,8.43,0,2,772,6.0,10.0,100,87,86.0,Placed,Service-Based,Onsite,21.64,3,38
STU05578,7.47,0,4,525,22.0,,73,85,87.0,Placed,Product-Based,Remote,26.25,3,25
STU05579,7.32,0,4,660,17.0,,100,74,92.0,Placed,Service-Based,Remote,20.11,2,5
STU05580,6.67,0,1,488,9.0,,82,76,84.0,Not Placed,Not Placed,,0.0,0,44
STU05581,7.24,0,6,605,29.0,,92,75,71.0,Placed,Service-Based,Remote,18.27,1,40
STU05582,7.82,0,3,611,23.0,3.0,76,84,84.0,Placed,Startup,Hybrid,17.87,2,22
STU05583,7.07,0,6,693,22.0,7.0,92,78,100.0,Placed,Product-Based,Onsite,22.97,1,47
STU05584,8.34,0,1,633,32.0,,65,92,93.0,Placed,Product-Based,Hybrid,24.04,2,36
STU05585,7.53,0,3,745,22.0,3.0,91,84,98.0,Placed,MNC,Remote,22.29,3,30
STU05586,7.49,0,3,637,0.0,4.0,93,66,71.0,Placed,Startup,Hybrid,19.05,1,59
STU05587,7.56,0,2,745,8.0,,61,96,75.0,Placed,Product-Based,Remote,19.29,3,49
STU05588,7.7,0,8,637,23.0,6.0,95,70,96.0,Placed,Product-Based,Remote,21.11,3,12
STU05589,7.77,0,5,619,31.0,,83,79,96.0,Placed,MNC,Remote,21.21,2,29
STU05590,8.13,1,6,713,22.0,6.0,92,85,90.0,Placed,MNC,Remote,25.33,3,49
STU05591,6.72,0,0,671,9.0,2.0,85,75,100.0,Placed,Service-Based,Onsite,13.01,1,44
STU05592,7.44,0,2,554,15.0,6.0,82,91,93.0,Placed,MNC,Remote,18.09,1,57
STU05593,6.67,0,2,409,6.0,,75,42,86.0,Placed,Startup,Hybrid,16.35,3,44
STU05594,8.47,0,2,656,7.0,,76,92,93.0,Placed,Service-Based,Onsite,16.31,1,35
STU05595,8.2,1,4,576,18.0,,94,100,85.0,Placed,Startup,Remote,21.37,1,24
STU05596,7.08,1,6,600,33.0,4.0,90,80,75.0,Placed,Service-Based,Remote,19.08,1,28
STU05597,9.31,0,4,478,18.0,,100,93,100.0,Placed,Service-Based,Remote,23.15,1,28
STU05598,8.66,2,2,669,27.0,5.0,82,75,84.0,Placed,MNC,Onsite,24.17,3,44
STU05599,6.9,0,3,588,27.0,,82,85,86.0,Placed,MNC,Onsite,22.35,1,40
STU05600,6.75,0,2,497,13.0,,91,85,96.0,Placed,Service-Based,Remote,17.13,3,31
STU05601,5.74,2,2,390,25.0,8.0,87,88,78.0,Placed,Product-Based,Onsite,14.24,1,30
STU05602,8.59,3,4,749,25.0,,69,100,81.0,Placed,Service-Based,Onsite,26.0,1,18
STU05603,6.6,0,1,559,18.0,,79,86,97.0,Placed,Service-Based,Remote,16.6,1,23
STU05604,7.23,0,4,715,16.0,,85,58,93.0,Placed,Startup,Onsite,19.87,2,81
STU05605,6.23,0,1,663,8.0,,91,74,88.0,Placed,MNC,Onsite,15.79,3,48
STU05606,7.03,0,2,916,25.0,6.0,74,65,74.0,Placed,Product-Based,Remote,16.46,2,14
STU05607,7.45,1,3,755,26.0,,88,49,68.0,Placed,Product-Based,Hybrid,19.94,3,16
STU05608,7.42,3,1,589,13.0,,95,90,88.0,Not Placed,Not Placed,,0.0,0,59
STU05609,7.84,2,4,742,28.0,,80,100,84.0,Placed,Service-Based,Remote,21.97,1,71
STU05610,7.9,2,4,664,37.0,10.0,100,100,99.0,Placed,MNC,Onsite,25.63,2,20
STU05611,6.37,0,4,813,22.0,,60,95,100.0,Placed,Startup,Remote,20.32,1,29
STU05612,7.21,0,6,754,29.0,,82,70,100.0,Placed,Product-Based,Onsite,22.84,1,46
STU05613,7.54,0,5,571,12.0,,93,67,100.0,Placed,Product-Based,Onsite,23.37,2,50
STU05614,7.51,0,3,572,26.0,,100,89,75.0,Placed,Startup,Hybrid,21.45,2,29
STU05615,6.36,1,1,530,20.0,2.0,81,73,99.0,Placed,Service-Based,Onsite,17.79,1,31
STU05616,7.16,0,3,540,17.0,,98,100,100.0,Placed,MNC,Hybrid,15.98,2,46
STU05617,7.28,0,0,555,0.0,,96,74,100.0,Placed,Startup,Onsite,15.82,2,42
STU05618,6.24,0,5,725,27.0,7.0,94,86,60.0,Placed,MNC,Onsite,19.92,2,54
STU05619,7.8,1,2,665,20.0,5.0,100,87,100.0,Placed,Service-Based,Remote,17.92,2,44
STU05620,7.15,0,4,781,17.0,1.0,64,66,88.0,Placed,Product-Based,Onsite,19.98,3,48
STU05621,7.53,1,4,733,21.0,4.0,100,100,100.0,Placed,Service-Based,Onsite,22.89,2,29
STU05622,6.09,1,2,516,29.0,,70,68,100.0,Placed,Startup,Onsite,14.31,1,71
STU05623,7.08,0,1,724,12.0,4.0,80,80,63.0,Placed,Service-Based,Remote,17.61,2,14
STU05624,9.2,0,3,791,18.0,,88,99,81.0,Placed,Startup,Onsite,25.95,1,22
STU05625,7.73,0,2,588,23.0,,86,100,100.0,Placed,Startup,Hybrid,19.57,1,42
STU05626,6.9,0,1,616,19.0,1.0,77,89,62.0,Placed,Product-Based,Onsite,18.15,3,12
STU05627,7.27,1,3,723,27.0,3.0,62,97,93.0,Placed,Product-Based,Hybrid,20.06,1,39
STU05628,6.66,0,3,783,8.0,10.0,91,82,76.0,Placed,Startup,Remote,16.1,3,38
STU05629,8.05,0,4,650,25.0,1.0,98,83,74.0,Placed,Service-Based,Remote,21.97,2,34
STU05630,6.7,1,2,684,13.0,,87,60,91.0,Placed,Product-Based,Remote,16.09,2,41
STU05631,6.18,0,1,852,28.0,,79,58,55.0,Placed,Service-Based,Hybrid,17.56,3,56
STU05632,7.49,0,2,660,18.0,10.0,100,90,87.0,Placed,Service-Based,Remote,18.46,1,24
STU05633,7.37,0,4,537,18.0,,94,96,69.0,Placed,Service-Based,Remote,23.3,2,0
STU05634,8.46,0,3,486,19.0,,100,67,78.0,Placed,Startup,Remote,20.87,3,19
STU05635,6.17,0,1,730,18.0,,89,100,90.0,Placed,Product-Based,Onsite,13.68,3,50
STU05636,6.92,3,2,595,1.0,8.0,78,66,78.0,Placed,Product-Based,Remote,18.87,3,27
STU05637,5.71,0,2,592,19.0,10.0,92,57,96.0,Placed,MNC,Remote,18.49,1,29
STU05638,7.26,0,6,506,24.0,,83,73,100.0,Placed,Product-Based,Remote,21.85,2,29
STU05639,7.56,0,2,781,26.0,7.0,87,62,91.0,Placed,Product-Based,Remote,21.02,2,24
STU05640,7.16,2,2,710,25.0,6.0,96,79,100.0,Placed,Startup,Onsite,21.05,1,42
STU05641,5.62,0,4,759,16.0,1.0,81,59,73.0,Placed,Product-Based,Onsite,16.93,1,26
STU05642,8.21,0,2,294,6.0,7.0,80,67,41.0,Placed,Product-Based,Hybrid,19.03,1,44
STU05643,7.67,0,5,689,16.0,2.0,88,62,80.0,Placed,MNC,Hybrid,19.73,3,19
STU05644,7.17,0,4,740,15.0,1.0,100,88,67.0,Placed,Product-Based,Onsite,22.87,2,44
STU05645,8.19,0,4,747,25.0,5.0,65,100,62.0,Placed,Startup,Remote,23.32,2,64
STU05646,6.21,0,1,511,13.0,,78,50,90.0,Placed,Product-Based,Onsite,12.29,2,64
STU05647,7.61,0,6,657,27.0,,84,85,91.0,Placed,Service-Based,Remote,23.54,2,46
STU05648,7.64,0,6,762,34.0,5.0,86,64,87.0,Placed,MNC,Onsite,24.52,1,45
STU05649,9.01,2,2,658,14.0,9.0,78,79,93.0,Placed,Startup,Remote,20.48,2,20
STU05650,9.13,0,1,720,30.0,,77,100,100.0,Placed,Service-Based,Hybrid,27.44,1,21
STU05651,7.2,1,6,672,16.0,,88,89,48.0,Placed,Service-Based,Onsite,23.68,1,18
STU05652,8.79,1,3,701,12.0,3.0,77,80,84.0,Placed,MNC,Remote,23.06,1,38
STU05653,7.19,0,2,735,12.0,,67,93,78.0,Placed,Product-Based,Hybrid,14.94,2,18
STU05654,8.03,0,1,764,14.0,,80,80,100.0,Placed,Service-Based,Hybrid,19.4,2,62
STU05655,8.82,1,2,799,9.0,,98,95,100.0,Placed,Product-Based,Remote,20.74,2,67
STU05656,7.24,2,3,656,14.0,,100,58,93.0,Placed,Startup,Hybrid,15.52,2,32
STU05657,6.98,0,3,596,20.0,9.0,99,44,100.0,Placed,Startup,Onsite,18.86,1,31
STU05658,7.18,0,1,576,12.0,8.0,92,65,81.0,Placed,Product-Based,Onsite,12.93,2,29
STU05659,7.48,0,1,737,23.0,7.0,89,80,95.0,Placed,Product-Based,Hybrid,20.33,3,48
STU05660,7.32,0,4,595,15.0,,84,79,100.0,Placed,MNC,Remote,18.44,2,41
STU05661,7.39,0,3,755,12.0,2.0,88,84,85.0,Placed,MNC,Onsite,21.97,1,37
STU05662,8.01,1,2,830,11.0,2.0,83,90,91.0,Placed,Service-Based,Hybrid,22.6,2,33
STU05663,8.59,1,2,825,11.0,7.0,74,90,100.0,Placed,Product-Based,Remote,18.92,1,45
STU05664,7.13,0,5,441,22.0,8.0,69,100,61.0,Placed,Startup,Onsite,23.2,2,45
STU05665,8.42,0,2,1008,0.0,6.0,74,84,72.0,Placed,MNC,Hybrid,21.31,1,39
STU05666,7.31,0,3,509,26.0,,100,100,68.0,Placed,Product-Based,Remote,18.81,1,33
STU05667,6.91,1,1,866,15.0,1.0,73,97,98.0,Placed,Startup,Hybrid,17.75,1,4
STU05668,6.08,0,2,625,21.0,10.0,92,89,75.0,Placed,Startup,Remote,17.39,1,19
STU05669,7.62,0,4,651,6.0,,88,90,100.0,Placed,Startup,Hybrid,18.55,1,46
STU05670,7.83,0,2,485,35.0,2.0,73,100,82.0,Placed,MNC,Hybrid,16.22,1,12
STU05671,7.27,0,4,350,17.0,,71,86,72.0,Placed,MNC,Hybrid,19.97,1,25
STU05672,5.79,0,1,624,17.0,,80,97,87.0,Placed,Service-Based,Hybrid,13.23,1,57
STU05673,7.63,0,1,603,2.0,5.0,71,68,86.0,Placed,Service-Based,Remote,16.63,1,16
STU05674,7.6,1,4,631,21.0,,96,65,87.0,Placed,Product-Based,Onsite,20.82,2,41
STU05675,6.26,0,1,606,30.0,10.0,69,80,67.0,Placed,Service-Based,Onsite,16.05,2,32
STU05676,7.08,2,3,587,18.0,10.0,79,88,100.0,Placed,Service-Based,Remote,18.35,3,34
STU05677,7.91,0,8,883,33.0,2.0,85,48,92.0,Placed,MNC,Hybrid,24.98,1,60
STU05678,6.99,0,6,501,23.0,8.0,82,100,99.0,Placed,Startup,Onsite,22.97,1,44
STU05679,6.31,0,2,458,16.0,10.0,87,79,100.0,Placed,Product-Based,Hybrid,12.22,1,23
STU05680,7.34,0,1,529,11.0,9.0,68,81,73.0,Placed,Product-Based,Onsite,16.93,2,16
STU05681,7.05,1,4,813,35.0,,77,64,67.0,Placed,Product-Based,Onsite,21.02,1,19
STU05682,7.74,0,5,663,28.0,,99,68,93.0,Placed,MNC,Remote,19.42,3,33
STU05683,6.8,0,1,587,8.0,,64,56,89.0,Placed,MNC,Hybrid,12.88,1,41
STU05684,7.23,0,2,684,14.0,7.0,74,77,52.0,Placed,Service-Based,Onsite,18.87,3,23
STU05685,7.0,2,1,549,11.0,9.0,61,91,88.0,Placed,Startup,Onsite,14.41,1,23
STU05686,7.47,0,4,708,24.0,6.0,66,100,65.0,Placed,Startup,Onsite,23.73,2,21
STU05687,7.48,0,5,742,30.0,1.0,71,94,86.0,Placed,Service-Based,Remote,26.13,2,44
STU05688,8.49,1,1,925,23.0,7.0,83,100,81.0,Placed,Startup,Onsite,18.83,2,48
STU05689,7.92,0,4,550,22.0,,88,77,89.0,Placed,Product-Based,Hybrid,17.17,2,21
STU05690,8.49,1,0,588,11.0,2.0,100,62,85.0,Placed,Startup,Remote,18.19,1,40
STU05691,8.35,3,1,598,17.0,1.0,86,72,84.0,Placed,MNC,Hybrid,19.38,3,23
STU05692,7.87,0,4,631,14.0,,91,62,100.0,Placed,MNC,Remote,19.44,2,52
STU05693,7.51,0,2,538,17.0,,74,77,66.0,Placed,MNC,Remote,18.14,3,37
STU05694,8.0,0,3,733,32.0,3.0,94,78,82.0,Placed,MNC,Remote,22.13,3,48
STU05695,7.0,3,2,629,23.0,,92,91,94.0,Placed,Service-Based,Remote,14.11,3,28
STU05696,8.04,3,8,570,41.0,,100,97,63.0,Placed,Startup,Onsite,27.18,2,14
STU05697,7.19,0,4,856,27.0,10.0,73,66,99.0,Placed,Product-Based,Remote,20.29,3,38
STU05698,7.64,0,2,736,18.0,,66,66,81.0,Placed,MNC,Remote,22.91,2,69
STU05699,6.4,0,4,575,7.0,,100,89,83.0,Placed,Product-Based,Hybrid,15.48,2,10
STU05700,6.88,3,6,703,38.0,2.0,86,91,81.0,Placed,Product-Based,Remote,27.18,3,44
STU05701,6.3,0,2,646,8.0,,85,75,64.0,Not Placed,Not Placed,,0.0,0,40
STU05702,6.8,0,4,506,21.0,6.0,88,86,92.0,Placed,Service-Based,Onsite,22.58,3,22
STU05703,8.53,0,1,445,12.0,5.0,92,87,92.0,Placed,Startup,Hybrid,20.49,3,20
STU05704,7.02,1,4,797,28.0,,100,64,100.0,Placed,Service-Based,Hybrid,24.41,2,35
STU05705,6.49,1,1,572,11.0,,100,68,68.0,Placed,Startup,Hybrid,13.79,3,36
STU05706,8.03,0,5,784,36.0,,89,85,65.0,Placed,Service-Based,Onsite,29.15,1,21
STU05707,6.69,0,2,629,20.0,,75,68,64.0,Placed,MNC,Remote,15.64,2,45
STU05708,6.87,0,3,749,17.0,,50,76,100.0,Placed,Product-Based,Hybrid,18.22,2,43
STU05709,6.4,0,3,743,24.0,,85,88,94.0,Placed,Startup,Hybrid,17.92,2,36
STU05710,7.78,0,1,625,7.0,5.0,79,100,79.0,Placed,MNC,Onsite,22.12,1,38
STU05711,7.79,0,4,764,22.0,3.0,100,74,100.0,Placed,Service-Based,Remote,19.64,3,32
STU05712,6.32,0,4,873,31.0,,100,100,47.0,Placed,Product-Based,Remote,15.69,1,29
STU05713,6.47,1,2,695,13.0,,75,76,61.0,Placed,Product-Based,Onsite,15.65,3,31
STU05714,6.2,1,5,640,29.0,,89,100,92.0,Placed,MNC,Hybrid,19.18,1,34
STU05715,7.57,0,6,775,24.0,,100,61,73.0,Placed,Product-Based,Remote,23.95,1,26
STU05716,6.3,3,5,522,8.0,1.0,96,79,85.0,Placed,Startup,Remote,19.31,3,19
STU05717,6.66,0,1,491,15.0,3.0,81,82,96.0,Not Placed,Not Placed,,0.0,0,55
STU05718,7.43,0,6,512,25.0,,77,100,70.0,Placed,Product-Based,Remote,19.07,2,42
STU05719,7.53,1,1,639,17.0,,90,81,97.0,Placed,Service-Based,Onsite,20.57,3,20
STU05720,8.61,0,3,798,29.0,6.0,83,91,83.0,Placed,MNC,Remote,25.87,2,63
STU05721,7.11,1,1,651,5.0,9.0,67,89,84.0,Placed,Product-Based,Remote,14.94,2,24
STU05722,6.26,0,1,544,22.0,10.0,70,75,98.0,Placed,Startup,Hybrid,15.68,3,64
STU05723,6.5,0,2,500,25.0,,98,73,90.0,Placed,Startup,Onsite,18.28,1,51
STU05724,7.7,0,1,782,21.0,9.0,97,52,86.0,Placed,Product-Based,Remote,15.23,2,46
STU05725,8.93,0,4,426,20.0,10.0,68,100,61.0,Placed,Service-Based,Hybrid,23.37,1,10
STU05726,8.61,1,3,683,21.0,,100,86,100.0,Placed,MNC,Remote,21.59,3,31
STU05727,8.14,0,3,680,11.0,,92,81,100.0,Placed,MNC,Onsite,15.86,1,37
STU05728,7.09,0,4,687,24.0,6.0,81,79,94.0,Placed,Product-Based,Remote,22.81,2,31
STU05729,8.3,0,6,686,23.0,,72,70,78.0,Placed,Service-Based,Remote,25.16,3,44
STU05730,8.09,2,4,488,18.0,,86,80,100.0,Placed,Product-Based,Remote,17.52,1,30
STU05731,8.24,1,1,824,3.0,,99,62,80.0,Placed,Startup,Hybrid,17.84,1,50
STU05732,5.95,0,2,471,18.0,,98,97,53.0,Placed,Startup,Hybrid,12.13,2,28
STU05733,6.79,0,3,485,21.0,3.0,67,77,91.0,Placed,Startup,Hybrid,16.46,1,70
STU05734,7.9,0,3,582,13.0,5.0,76,66,55.0,Placed,Service-Based,Onsite,19.87,3,28
STU05735,8.44,1,2,712,27.0,6.0,68,86,78.0,Placed,Startup,Hybrid,23.14,1,42
STU05736,6.9,1,3,526,0.0,,100,89,91.0,Placed,Product-Based,Remote,15.83,3,28
STU05737,6.61,0,3,634,10.0,6.0,66,73,93.0,Placed,Service-Based,Hybrid,16.84,1,30
STU05738,8.45,1,7,832,32.0,8.0,85,84,46.0,Placed,MNC,Onsite,25.53,2,25
STU05739,7.15,1,3,623,25.0,,80,47,71.0,Placed,Startup,Remote,18.86,3,52
STU05740,8.96,3,3,962,23.0,,83,73,100.0,Placed,Service-Based,Hybrid,24.58,3,12
STU05741,9.23,0,2,562,22.0,,100,80,100.0,Placed,Startup,Onsite,23.27,3,43
STU05742,7.9,0,2,670,18.0,,77,44,75.0,Placed,Product-Based,Onsite,16.46,2,59
STU05743,7.6,0,3,644,16.0,,78,88,96.0,Placed,Startup,Onsite,19.81,2,41
STU05744,7.8,3,2,707,17.0,,80,73,86.0,Placed,Startup,Onsite,17.4,2,42
STU05745,7.39,0,2,765,14.0,,100,76,56.0,Placed,Product-Based,Hybrid,17.95,2,30
STU05746,7.59,0,3,872,21.0,3.0,64,87,89.0,Placed,Startup,Onsite,16.3,2,40
STU05747,6.5,3,5,531,21.0,10.0,83,77,67.0,Placed,MNC,Hybrid,17.31,1,34
STU05748,8.19,0,5,656,23.0,,76,70,88.0,Placed,Service-Based,Hybrid,20.57,2,52
STU05749,8.95,0,4,620,31.0,,96,98,92.0,Placed,Startup,Onsite,20.54,3,10
STU05750,6.99,0,5,515,28.0,4.0,97,83,65.0,Placed,MNC,Onsite,21.33,3,28
STU05751,7.22,2,5,578,22.0,1.0,100,81,62.0,Placed,MNC,Hybrid,18.68,1,33
STU05752,8.72,0,3,475,18.0,,93,100,83.0,Placed,MNC,Onsite,19.21,3,49
STU05753,6.86,0,0,491,18.0,4.0,88,92,79.0,Not Placed,Not Placed,,0.0,0,66
STU05754,7.94,3,4,490,18.0,6.0,84,81,88.0,Placed,Startup,Onsite,21.28,2,11
STU05755,6.39,0,1,455,21.0,6.0,86,85,85.0,Placed,Service-Based,Remote,14.58,2,46
STU05756,7.98,1,3,691,17.0,9.0,100,100,87.0,Placed,Product-Based,Onsite,17.4,2,24
STU05757,5.3,3,4,640,26.0,,79,49,72.0,Placed,Startup,Onsite,16.87,2,7
STU05758,7.62,0,2,811,29.0,,81,79,87.0,Placed,Product-Based,Remote,23.3,3,61
STU05759,6.7,2,0,494,14.0,,78,100,87.0,Placed,Startup,Remote,13.84,1,36
STU05760,7.86,0,4,685,47.0,4.0,88,100,97.0,Placed,MNC,Remote,25.35,3,37
STU05761,8.35,1,4,853,18.0,,80,93,64.0,Placed,MNC,Onsite,21.23,1,13
STU05762,9.05,0,2,684,6.0,,76,90,87.0,Placed,Startup,Remote,23.08,2,57
STU05763,8.68,1,3,697,39.0,,86,87,73.0,Placed,Service-Based,Remote,20.72,1,40
STU05764,7.82,0,2,577,12.0,1.0,74,67,45.0,Placed,Startup,Hybrid,17.15,1,10
STU05765,7.53,0,3,824,32.0,7.0,92,100,79.0,Placed,MNC,Hybrid,22.37,2,38
