master_student_id,src_risk_training_id,year_class,program_stream,age,gender
MSTU00474,STU0474,Second Year (PG),BSc IT,26,Female
MSTU00475,STU0475,Third Year (TY),BCA,22,Male
MSTU00476,STU0476,Third Year (TY),BCom,21,Male
MSTU00477,STU0477,First Year (FY),BCA,18,Female
MSTU00478,STU0478,Third Year (TY),BCA,21,Female
MSTU00479,STU0479,Second Year (PG),BSc Computer Science,24,Male
MSTU00480,STU0480,First Year (FY),BSc IT,18,Female
MSTU00481,STU0481,First Year (PG),BSc IT,24,Female
MSTU00482,STU0482,Second Year (SY),BSc IT,20,Male
MSTU00483,STU0483,Third Year (TY),BCA,22,Male
MSTU00484,STU0484,First Year (FY),BSc IT,19,Male
MSTU00485,STU0485,Second Year (SY),BCA,20,Male
MSTU00486,STU0486,Second Year (SY),BCA,19,Female
MSTU00487,STU0487,First Year (FY),BCA,19,Male
MSTU00488,STU0488,Third Year (TY),BSc Computer Science,20,Male
MSTU00489,STU0489,Second Year (SY),BCA,21,Female
MSTU00490,STU0490,First Year (PG),BA,22,Female
MSTU00491,STU0491,Second Year (SY),BCA,19,Male
MSTU00492,STU0492,Second Year (SY),BCA,20,Female
MSTU00493,STU0493,Second Year (SY),BCom,21,Other
MSTU00494,STU0494,First Year (FY),BCA,18,Female
MSTU00495,STU0495,Second Year (PG),BCom,23,Male
MSTU00496,STU0496,First Year (FY),BSc Computer Science,18,Male
MSTU00497,STU0497,First Year (FY),BCA,18,Female
MSTU00498,STU0498,First Year (FY),BCA,18,Female
MSTU00499,STU0499,First Year (PG),BCA,23,Female
MSTU00500,STU0500,First Year (FY),BBA,17,Male
MSTU00501,STU0501,Second Year (SY),BSc Cyber Security,20,Male
MSTU00502,STU0502,First Year (FY),BCA,19,Male
MSTU00503,STU0503,Third Year (TY),BCA,21,Female
MSTU00504,STU0504,Second Year (SY),BCA,19,Female
MSTU00505,STU0505,Second Year (SY),BSc Computer Science,20,Male
MSTU00506,STU0506,Final Year,BCA,21,Other
MSTU00507,STU0507,Final Year,BCA,22,Male
MSTU00508,STU0508,Third Year (TY),BSc Computer Science,21,Male
MSTU00509,STU0509,Second Year (SY),BSc Computer Science,20,Male
MSTU00510,STU0510,Second Year (PG),BSc Computer Science,23,Other
MSTU00511,STU0511,Third Year (TY),BCA,21,Male
MSTU00512,STU0512,Second Year (PG),BCA,23,Female
MSTU00513,STU0513,First Year (PG),BCA,25,Male
MSTU00514,STU0514,First Year (FY),BCA,17,Male
MSTU00515,STU0515,Second Year (SY),BCom,21,Male
MSTU00516,STU0516,Third Year (TY),BCA,22,Male
MSTU00517,STU0517,First Year (PG),BA,24,Male
MSTU00518,STU0518,Third Year (TY),BSc Computer Science,22,Female
MSTU00519,STU0519,First Year (FY),BSc Computer Science,18,Male
MSTU00520,STU0520,Third Year (TY),BCA,20,Male
MSTU00521,STU0521,Third Year (TY),BCA,21,Female
MSTU00522,STU0522,Third Year (TY),BCA,22,Male
MSTU00523,STU0523,First Year (FY),BCA,18,Female
MSTU00524,STU0524,First Year (FY),BCA,18,Male
MSTU00525,STU0525,First Year (FY),BCA,18,Male
MSTU00526,STU0526,Second Year (SY),BCA,19,Male
MSTU00527,STU0527,Final Year,BSc Computer Science,22,Male
MSTU00528,STU0528,Second Year (SY),BCA,19,Female
MSTU00529,STU0529,Third Year (TY),BSc IT,22,Female
MSTU00530,STU0530,First Year (FY),BCA,17,Male
MSTU00531,STU0531,First Year (PG),BSc Cyber Security,25,Female
MSTU00532,STU0532,First Year (FY),BCA,18,Female
MSTU00533,STU0533,Second Year (PG),BCA,26,Female
MSTU00534,STU0534,Third Year (TY),BCA,21,Male
MSTU00535,STU0535,Third Year (TY),BCA,20,Male
MSTU00536,STU0536,Final Year,BCA,21,Male
MSTU00537,STU0537,Second Year (PG),BCA,26,Male
MSTU00538,STU0538,Second Year (PG),BSc Cyber Security,23,Female
MSTU00539,STU0539,Second Year (SY),BSc Cyber Security,21,Male
MSTU00540,STU0540,First Year (FY),BCA,18,Female
MSTU00541,STU0541,Second Year (SY),BCA,19,Female
MSTU00542,STU0542,Second Year (SY),BSc IT,20,Female
MSTU00543,STU0543,Second Year (SY),BBA,21,Male
MSTU00544,STU0544,Third Year (TY),BA,21,Male
MSTU00545,STU0545,First Year (PG),BA,23,Female
MSTU00546,STU0546,Third Year (TY),BCA,21,Female
MSTU00547,STU0547,Second Year (PG),BCA,24,Male
MSTU00548,STU0548,Third Year (TY),BCA,20,Female
MSTU00549,STU0549,First Year (FY),BSc Computer Science,18,Female
MSTU00550,STU0550,First Year (PG),BCA,23,Female
MSTU00551,STU0551,First Year (FY),BCom,18,Female
MSTU00552,STU0552,Third Year (TY),BA,21,Male
MSTU00553,STU0553,Third Year (TY),BCA,22,Male
MSTU00554,STU0554,Second Year (SY),BCA,20,Female
MSTU00555,STU0555,First Year (PG),BCA,22,Female
MSTU00556,STU0556,Second Year (PG),BSc Computer Science,26,Male
MSTU00557,STU0557,First Year (FY),BCA,18,Male
MSTU00558,STU0558,First Year (PG),BCA,22,Female
MSTU00559,STU0559,Final Year,BCA,22,Male
MSTU00560,STU0560,First Year (FY),BSc IT,17,Male
MSTU00561,STU0561,Third Year (TY),BCom,20,Male
MSTU00562,STU0562,Second Year (PG),BCA,23,Female
MSTU00563,STU0563,Third Year (TY),BA,20,Female
MSTU00564,STU0564,First Year (FY),BCA,18,Female
MSTU00565,STU0565,Third Year (TY),BSc Computer Science,22,Female
MSTU00566,STU0566,First Year (FY),BCA,17,Male
MSTU00567,STU0567,Third Year (TY),BCA,20,Female
MSTU00568,STU0568,Third Year (TY),BCA,22,Male
MSTU00569,STU0569,Second Year (PG),BCA,24,Male
MSTU00570,STU0570,Second Year (SY),BA,20,Female
MSTU00571,STU0571,Final Year,BSc IT,23,Female
MSTU00572,STU0572,Third Year (TY),BCA,20,Male
MSTU00573,STU0573,Second Year (PG),BBA,24,Female
MSTU00574,STU0574,First Year (FY),BCA,19,Male
MSTU00575,STU0575,Third Year (TY),BCA,22,Male
MSTU00576,STU0576,Second Year (SY),BA,21,Female
MSTU00577,STU0577,Second Year (SY),BSc Computer Science,21,Male
MSTU00578,STU0578,Second Year (SY),BCA,20,Male
MSTU00579,STU0579,Second Year (PG),BCA,24,Female
MSTU00580,STU0580,Second Year (SY),BCom,21,Male
MSTU00581,STU0581,Second Year (PG),BA,26,Female
MSTU00582,STU0582,Second Year (SY),BSc Cyber Security,20,Female
MSTU00583,STU0583,Third Year (TY),BBA,20,Male
MSTU00584,STU0584,Final Year,BCA,21,Female
MSTU00585,STU0585,First Year (FY),BSc Cyber Security,18,Female
MSTU00586,STU0586,Second Year (PG),BCom,23,Male
MSTU00587,STU0587,First Year (PG),BA,22,Male
MSTU00588,STU0588,Final Year,BCA,21,Male
MSTU00589,STU0589,Third Year (TY),BCA,22,Male
MSTU00590,STU0590,Final Year,BCA,23,Female
MSTU00591,STU0591,Final Year,BSc Computer Science,22,Male
MSTU00592,STU0592,First Year (FY),BSc IT,18,Male
MSTU00593,STU0593,Second Year (SY),BCA,20,Male
MSTU00594,STU0594,Second Year (SY),BCA,20,Male
MSTU00595,STU0595,First Year (PG),BCom,23,Other
MSTU00596,STU0596,First Year (PG),BCA,23,Male
MSTU00597,STU0597,Second Year (SY),BSc IT,20,Female
MSTU00598,STU0598,First Year (FY),BA,18,Female
MSTU00599,STU0599,Second Year (SY),BBA,21,Male
MSTU00600,STU0600,Second Year (SY),BSc IT,19,Male
MSTU00601,STU0601,Third Year (TY),BSc Computer Science,21,Male
MSTU00602,STU0602,Second Year (SY),BCA,21,Female
MSTU00603,STU0603,Third Year (TY),BSc IT,22,Female
MSTU00604,STU0604,Final Year,BCA,21,Male
MSTU00605,STU0605,Second Year (SY),BCA,21,Male
MSTU00606,STU0606,Second Year (SY),BSc Computer Science,21,Male
MSTU00607,STU0607,First Year (FY),BCA,17,Male
MSTU00608,STU0608,Final Year,BCA,22,Male
MSTU00609,STU0609,Second Year (SY),BCA,19,Male
MSTU00610,STU0610,Third Year (TY),BCA,20,Male
MSTU00611,STU0611,Second Year (SY),BCA,20,Male
MSTU00612,STU0612,Third Year (TY),BSc Computer Science,20,Male
MSTU00613,STU0613,Second Year (SY),BCA,21,Male
MSTU00614,STU0614,Second Year (SY),BCA,20,Male
MSTU00615,STU0615,First Year (PG),BCA,25,Female
MSTU00616,STU0616,Second Year (SY),BCA,20,Other
MSTU00617,STU0617,Final Year,BSc IT,21,Male
MSTU00618,STU0618,Third Year (TY),BA,20,Male
MSTU00619,STU0619,Second Year (SY),BSc IT,21,Male
MSTU00620,STU0620,First Year (PG),BCA,25,Male
MSTU00621,STU0621,First Year (FY),BCA,19,Male
MSTU00622,STU0622,First Year (FY),BSc Cyber Security,18,Male
MSTU00623,STU0623,Final Year,BSc IT,22,Female
MSTU00624,STU0624,Third Year (TY),BCA,21,Male
MSTU00625,STU0625,Second Year (SY),BSc Computer Science,20,Male
MSTU00626,STU0626,Second Year (PG),BSc Computer Science,26,Female
MSTU00627,STU0627,Second Year (SY),BSc Cyber Security,19,Male
MSTU00628,STU0628,First Year (FY),BCA,18,Other
MSTU00629,STU0629,First Year (PG),BCom,24,Male
MSTU00630,STU0630,First Year (PG),BCA,23,Male
MSTU00631,STU0631,First Year (FY),BSc IT,18,Male
MSTU00632,STU0632,Second Year (SY),BBA,19,Male
MSTU00633,STU0633,Second Year (SY),BCom,20,Male
MSTU00634,STU0634,Third Year (TY),BCA,21,Male
MSTU00635,STU0635,Second Year (SY),BCA,21,Male
MSTU00636,STU0636,First Year (FY),BCA,17,Male
MSTU00637,STU0637,First Year (PG),BCA,24,Other
MSTU00638,STU0638,Third Year (TY),BCA,21,Male
MSTU00639,STU0639,Third Year (TY),BCom,20,Male
MSTU00640,STU0640,Third Year (TY),BCA,21,Male
MSTU00641,STU0641,First Year (FY),BCA,19,Male
MSTU00642,STU0642,Third Year (TY),BCA,22,Female
MSTU00643,STU0643,Second Year (PG),BCA,26,Male
MSTU00644,STU0644,First Year (FY),BCA,19,Female
MSTU00645,STU0645,Second Year (SY),BCom,19,Male
MSTU00646,STU0646,First Year (FY),BCom,18,Male
MSTU00647,STU0647,First Year (PG),BCA,25,Male
MSTU00648,STU0648,First Year (FY),BCom,17,Male
MSTU00649,STU0649,Second Year (PG),BSc Computer Science,23,Male
MSTU00650,STU0650,Third Year (TY),BCA,22,Other
MSTU00651,STU0651,First Year (PG),BCA,22,Female
MSTU00652,STU0652,Second Year (PG),BCA,24,Female
MSTU00653,STU0653,Third Year (TY),BCA,22,Male
MSTU00654,STU0654,First Year (FY),BBA,17,Female
MSTU00655,STU0655,Second Year (SY),BSc Computer Science,20,Male
MSTU00656,STU0656,Second Year (PG),BSc Computer Science,23,Female
MSTU00657,STU0657,Second Year (SY),BCA,20,Male
MSTU00658,STU0658,Second Year (PG),BA,26,Female
MSTU00659,STU0659,Final Year,BCA,23,Male
MSTU00660,STU0660,First Year (PG),BCA,22,Female
MSTU00661,STU0661,Second Year (SY),BCA,19,Female
MSTU00662,STU0662,Third Year (TY),BCA,20,Female
MSTU00663,STU0663,First Year (FY),BCA,17,Male
MSTU00664,STU0664,Second Year (SY),BCA,19,Other
MSTU00665,STU0665,First Year (PG),BCA,23,Female
MSTU00666,STU0666,First Year (FY),BCA,17,Female
MSTU00667,STU0667,Third Year (TY),BCA,21,Male
MSTU00668,STU0668,First Year (PG),BCA,24,Female
MSTU00669,STU0669,Second Year (PG),BSc Computer Science,23,Male
MSTU00670,STU0670,First Year (PG),BSc Cyber Security,24,Male
MSTU00671,STU0671,First Year (PG),BCA,24,Female
MSTU00672,STU0672,First Year (FY),BSc IT,17,Female
MSTU00673,STU0673,First Year (PG),BCA,24,Female
MSTU00674,STU0674,Second Year (PG),BCA,26,Male
MSTU00675,STU0675,First Year (FY),BCA,18,Male
MSTU00676,STU0676,Second Year (SY),BCA,20,Male
MSTU00677,STU0677,Final Year,BCom,22,Male
MSTU00678,STU0678,Final Year,BBA,23,Male
MSTU00679,STU0679,Third Year (TY),BCA,21,Female
MSTU00680,STU0680,Second Year (SY),BSc Computer Science,20,Male
MSTU00681,STU0681,Second Year (SY),BCA,21,Female
MSTU00682,STU0682,Final Year,BBA,22,Female
MSTU00683,STU0683,Final Year,BCA,21,Female
MSTU00684,STU0684,Second Year (SY),BCA,20,Male
MSTU00685,STU0685,Third Year (TY),BCA,22,Male
MSTU00686,STU0686,Second Year (SY),BCA,21,Female
MSTU00687,STU0687,Final Year,BSc Computer Science,21,Male
MSTU00688,STU0688,Second Year (SY),BCA,19,Male
MSTU00689,STU0689,First Year (PG),BCA,25,Female
MSTU00690,STU0690,Second Year (PG),BA,23,Male
MSTU00691,STU0691,First Year (PG),BCA,24,Other
MSTU00692,STU0692,First Year (PG),BCA,24,Male
MSTU00693,STU0693,Second Year (SY),BCom,19,Female
MSTU00694,STU0694,Second Year (SY),BSc Computer Science,19,Male
MSTU00695,STU0695,Second Year (SY),BCom,20,Female
MSTU00696,STU0696,Final Year,BCom,21,Female
MSTU00697,STU0697,Second Year (SY),BSc Computer Science,21,Female
MSTU00698,STU0698,Final Year,BA,22,Male
MSTU00699,STU0699,Second Year (SY),BBA,21,Male
MSTU00700,STU0700,Final Year,BCA,21,Other
MSTU00701,STU0701,Final Year,BCA,21,Male
MSTU00702,STU0702,Second Year (SY),BBA,21,Female
MSTU00703,STU0703,Final Year,BBA,23,Female
MSTU00704,STU0704,First Year (FY),BCA,18,Male
MSTU00705,STU0705,Third Year (TY),BCA,21,Male
MSTU00706,STU0706,First Year (PG),BCA,24,Female
MSTU00707,STU0707,First Year (FY),BSc IT,17,Male
MSTU00708,STU0708,Third Year (TY),BSc Cyber Security,22,Male
MSTU00709,STU0709,First Year (FY),BSc Computer Science,17,Female
MSTU00710,STU0710,Second Year (PG),BSc Computer Science,24,Female
MSTU00711,STU0711,First Year (PG),BSc Computer Science,22,Male
MSTU00712,STU0712,Second Year (SY),BCA,20,Male
MSTU00713,STU0713,First Year (FY),BCA,18,Male
MSTU00714,STU0714,First Year (FY),BCA,17,Male
MSTU00715,STU0715,Second Year (SY),BCA,21,Female
MSTU00716,STU0716,Second Year (SY),BCA,19,Male
MSTU00717,STU0717,Final Year,BA,21,Female
MSTU00718,STU0718,Final Year,BSc Computer Science,21,Male
MSTU00719,STU0719,Third Year (TY),BCA,22,Male
MSTU00720,STU0720,First Year (FY),BSc IT,18,Male
MSTU00721,STU0721,Third Year (TY),BCA,22,Male
MSTU00722,STU0722,Second Year (SY),BCA,19,Female
MSTU00723,STU0723,Second Year (SY),BBA,20,Female
MSTU00724,STU0724,Second Year (SY),BCA,19,Male
MSTU00725,STU0725,First Year (FY),BCA,18,Female
MSTU00726,STU0726,Second Year (SY),BCA,20,Male
MSTU00727,STU0727,Second Year (PG),BCA,25,Female
MSTU00728,STU0728,Second Year (SY),BCA,21,Female
MSTU00729,STU0729,Second Year (PG),BCom,23,Male
MSTU00730,STU0730,First Year (FY),BCA,19,Female
MSTU00731,STU0731,Final Year,BBA,22,Male
MSTU00732,STU0732,Third Year (TY),BCA,22,Male
MSTU00733,STU0733,Third Year (TY),BBA,22,Female
MSTU00734,STU0734,Third Year (TY),BCA,20,Male
MSTU00735,STU0735,Second Year (SY),BCA,21,Male
MSTU00736,STU0736,Second Year (SY),BCA,21,Female
MSTU00737,STU0737,First Year (FY),BSc Cyber Security,19,Female
MSTU00738,STU0738,Second Year (PG),BCA,25,Male
MSTU00739,STU0739,First Year (PG),BCA,23,Female
MSTU00740,STU0740,First Year (PG),BCA,22,Male
MSTU00741,STU0741,Third Year (TY),BCA,21,Female
MSTU00742,STU0742,Second Year (SY),BCA,20,Male
MSTU00743,STU0743,First Year (PG),BSc Computer Science,24,Male
MSTU00744,STU0744,Second Year (PG),BCA,24,Male
MSTU00745,STU0745,Second Year (SY),BSc IT,21,Male
MSTU00746,STU0746,Third Year (TY),BSc Computer Science,21,Male
MSTU00747,STU0747,Final Year,BCA,21,Male
MSTU00748,STU0748,Third Year (TY),BCom,21,Female
MSTU00749,STU0749,Final Year,BA,21,Male
MSTU00750,STU0750,First Year (PG),BSc Cyber Security,24,Female
MSTU00751,STU0751,Second Year (SY),BCA,19,Male
MSTU00752,STU0752,Third Year (TY),BCA,21,Male
MSTU00753,STU0753,Final Year,BCA,21,Male
MSTU00754,STU0754,Final Year,BSc Computer Science,22,Female
MSTU00755,STU0755,Second Year (PG),BCA,26,Female
MSTU00756,STU0756,Second Year (SY),BCA,19,Male
MSTU00757,STU0757,First Year (PG),BA,23,Male
MSTU00758,STU0758,Second Year (PG),BCom,24,Female
MSTU00759,STU0759,First Year (FY),BSc IT,18,Female
MSTU00760,STU0760,First Year (PG),BCA,22,Female
MSTU00761,STU0761,First Year (FY),BCA,18,Male
MSTU00762,STU0762,First Year (FY),BCA,19,Male
MSTU00763,STU0763,First Year (PG),BCA,22,Male
MSTU00764,STU0764,First Year (FY),BCA,18,Female
MSTU00765,STU0765,Third Year (TY),BBA,21,Male
MSTU00766,STU0766,Third Year (TY),BSc Computer Science,20,Male
MSTU00767,STU0767,First Year (PG),BCom,24,Male
MSTU00768,STU0768,First Year (FY),BCA,19,Male
MSTU00769,STU0769,Final Year,BCA,22,Male
MSTU00770,STU0770,First Year (FY),BSc Computer Science,19,Male
MSTU00771,STU0771,First Year (FY),BA,18,Male
MSTU00772,STU0772,Second Year (SY),BCA,19,Male
MSTU00773,STU0773,Third Year (TY),BCA,22,Male
MSTU00774,STU0774,First Year (FY),BCA,19,Male
MSTU00775,STU0775,Second Year (SY),BSc Computer Science,20,Female
MSTU00776,STU0776,Second Year (SY),BCA,20,Female
MSTU00777,STU0777,First Year (FY),BCA,19,Male
MSTU00778,STU0778,First Year (PG),BCA,22,Female
MSTU00779,STU0779,Second Year (SY),BCA,19,Male
MSTU00780,STU0780,Second Year (SY),BCA,19,Male
MSTU00781,STU0781,Second Year (SY),BSc IT,21,Male
MSTU00782,STU0782,Final Year,BSc Cyber Security,22,Male
MSTU00783,STU0783,Second Year (SY),BCom,21,Male
MSTU00784,STU0784,Second Year (PG),BSc Cyber Security,23,Female
MSTU00785,STU0785,Second Year (SY),BSc Computer Science,19,Male
MSTU00786,STU0786,Second Year (SY),BCA,21,Male
MSTU00787,STU0787,Second Year (SY),BSc Cyber Security,21,Male
MSTU00788,STU0788,First Year (FY),BCA,19,Female
MSTU00789,STU0789,Third Year (TY),BSc Computer Science,20,Female
MSTU00790,STU0790,Second Year (SY),BCA,21,Male
MSTU00791,STU0791,Second Year (PG),BCA,24,Female
MSTU00792,STU0792,First Year (FY),BCA,17,Male
MSTU00793,STU0793,Third Year (TY),BCA,22,Female
MSTU00794,STU0794,Third Year (TY),BSc Computer Science,21,Male
MSTU00795,STU0795,Third Year (TY),BCom,22,Male
MSTU00796,STU0796,First Year (PG),BCA,23,Female
MSTU00797,STU0797,Third Year (TY),BCA,20,Other
MSTU00798,STU0798,Second Year (SY),BSc IT,19,Male
MSTU00799,STU0799,Second Year (SY),BCA,21,Other
MSTU00800,STU0800,First Year (FY),BSc Computer Science,17,Male
MSTU00801,STU0801,Second Year (SY),BSc Computer Science,21,Male
MSTU00802,STU0802,Second Year (PG),BCA,23,Female
MSTU00803,STU0803,Second Year (SY),BCA,19,Male
MSTU00804,STU0804,First Year (PG),BCA,24,Male
MSTU00805,STU0805,Third Year (TY),BCom,20,Female
MSTU00806,STU0806,First Year (PG),BCA,23,Male
MSTU00807,STU0807,First Year (FY),BCA,19,Female
MSTU00808,STU0808,Second Year (SY),BCA,20,Male
MSTU00809,STU0809,Second Year (SY),BCA,19,Female
MSTU00810,STU0810,Second Year (PG),BBA,24,Female
MSTU00811,STU0811,Second Year (SY),BCA,19,Male
MSTU00812,STU0812,Second Year (SY),BCA,20,Female
MSTU00813,STU0813,Second Year (SY),BCA,19,Male
MSTU00814,STU0814,First Year (PG),BCom,23,Male
MSTU00815,STU0815,Third Year (TY),BCA,22,Male
MSTU00816,STU0816,First Year (FY),BCA,19,Male
MSTU00817,STU0817,Second Year (SY),BCA,20,Male
MSTU00818,STU0818,First Year (FY),BSc Cyber Security,18,Female
MSTU00819,STU0819,First Year (FY),BCA,18,Female
MSTU00820,STU0820,First Year (PG),BCA,23,Female
MSTU00821,STU0821,Second Year (SY),BCA,19,Female
MSTU00822,STU0822,First Year (FY),BCA,17,Male
MSTU00823,STU0823,Third Year (TY),BSc Computer Science,20,Male
MSTU00824,STU0824,First Year (FY),BCA,19,Male
MSTU00825,STU0825,Third Year (TY),BBA,22,Male
MSTU00826,STU0826,Second Year (SY),BCom,21,Female
MSTU00827,STU0827,First Year (FY),BCA,19,Male
MSTU00828,STU0828,First Year (FY),BBA,19,Male
MSTU00829,STU0829,Final Year,BCA,23,Male
MSTU00830,STU0830,Third Year (TY),BCA,21,Male
MSTU00831,STU0831,Second Year (SY),BCA,21,Male
MSTU00832,STU0832,Second Year (SY),BBA,20,Male
MSTU00833,STU0833,First Year (PG),BSc IT,23,Male
MSTU00834,STU0834,Second Year (PG),BSc Cyber Security,23,Male
MSTU00835,STU0835,Second Year (SY),BCA,20,Male
MSTU00836,STU0836,Final Year,BCom,23,Female
MSTU00837,STU0837,Second Year (SY),BCA,21,Male
MSTU00838,STU0838,First Year (PG),BBA,22,Male
MSTU00839,STU0839,Second Year (SY),BCA,21,Female
MSTU00840,STU0840,First Year (FY),BCA,19,Male
MSTU00841,STU0841,First Year (FY),BCA,19,Male
MSTU00842,STU0842,First Year (FY),BCA,18,Female
MSTU00843,STU0843,First Year (PG),BCA,22,Female
MSTU00844,STU0844,Final Year,BSc Computer Science,21,Male
MSTU00845,STU0845,Second Year (SY),BCA,19,Male
MSTU00846,STU0846,Third Year (TY),BCA,20,Male
MSTU00847,STU0847,First Year (FY),BSc Cyber Security,17,Male
MSTU00848,STU0848,Final Year,BCA,23,Female
MSTU00849,STU0849,Second Year (SY),BCom,21,Male
MSTU00850,STU0850,First Year (FY),BSc IT,17,Male
MSTU00851,STU0851,First Year (PG),BSc IT,22,Female
MSTU00852,STU0852,Second Year (SY),BSc Computer Science,21,Female
MSTU00853,STU0853,Second Year (SY),BSc IT,21,Male
MSTU00854,STU0854,First Year (FY),BSc IT,17,Male
MSTU00855,STU0855,First Year (FY),BCA,18,Male
MSTU00856,STU0856,First Year (FY),BSc Cyber Security,17,Female
MSTU00857,STU0857,Third Year (TY),BSc IT,20,Male
MSTU00858,STU0858,First Year (FY),BSc Computer Science,19,Female
MSTU00859,STU0859,Third Year (TY),BCA,22,Female
MSTU00860,STU0860,Final Year,BCA,23,Male
MSTU00861,STU0861,Third Year (TY),BSc Computer Science,20,Female
MSTU00862,STU0862,First Year (FY),BCA,19,Male
MSTU00863,STU0863,Final Year,BCA,23,Male
MSTU00864,STU0864,Second Year (SY),BCA,19,Female
MSTU00865,STU0865,First Year (FY),BSc IT,17,Male
MSTU00866,STU0866,Third Year (TY),BCA,21,Female
MSTU00867,STU0867,Third Year (TY),BCA,22,Male
MSTU00868,STU0868,Third Year (TY),BCA,21,Female
MSTU00869,STU0869,Second Year (SY),BCom,20,Female
MSTU00870,STU0870,Second Year (SY),BCA,20,Male
MSTU00871,STU0871,First Year (FY),BSc Computer Science,18,Male
MSTU00872,STU0872,Third Year (TY),BCA,21,Male
MSTU00873,STU0873,Third Year (TY),BCA,21,Female
MSTU00874,STU0874,Second Year (SY),BCA,20,Female
MSTU00875,STU0875,Third Year (TY),BBA,20,Other
MSTU00876,STU0876,First Year (FY),BBA,17,Female
MSTU00877,STU0877,Second Year (PG),BCA,24,Female
MSTU00878,STU0878,Third Year (TY),BSc Computer Science,22,Male
MSTU00879,STU0879,Second Year (SY),BCA,19,Female
MSTU00880,STU0880,Second Year (SY),BCA,19,Male
MSTU00881,STU0881,Second Year (SY),BSc Cyber Security,20,Female
MSTU00882,STU0882,First Year (FY),BCA,18,Female
MSTU00883,STU0883,First Year (PG),BCA,23,Female
MSTU00884,STU0884,Third Year (TY),BCA,20,Male
MSTU00885,STU0885,Final Year,BSc IT,22,Female
MSTU00886,STU0886,Third Year (TY),BSc Computer Science,20,Female
MSTU00887,STU0887,Second Year (SY),BCom,21,Female
MSTU00888,STU0888,First Year (PG),BBA,24,Female
MSTU00889,STU0889,Second Year (SY),BSc Computer Science,20,Male
MSTU00890,STU0890,First Year (FY),BSc IT,18,Female
MSTU00891,STU0891,Second Year (PG),BCom,26,Female
MSTU00892,STU0892,First Year (FY),BCA,19,Male
MSTU00893,STU0893,Third Year (TY),BSc Cyber Security,21,Male
MSTU00894,STU0894,Third Year (TY),BCA,22,Female
MSTU00895,STU0895,Second Year (SY),BCA,20,Female
MSTU00896,STU0896,Third Year (TY),BCA,22,Male
MSTU00897,STU0897,First Year (PG),BCA,24,Female
MSTU00898,STU0898,Second Year (SY),BCA,20,Female
MSTU00899,STU0899,Second Year (SY),BCA,21,Male
MSTU00900,STU0900,Second Year (SY),BCA,19,Male
MSTU00901,STU0901,Third Year (TY),BCA,21,Male
MSTU00902,STU0902,Final Year,BCA,22,Male
MSTU00903,STU0903,Second Year (SY),BCA,21,Male
MSTU00904,STU0904,Second Year (SY),BCA,19,Male
MSTU00905,STU0905,First Year (FY),BSc IT,19,Female
MSTU00906,STU0906,Third Year (TY),BBA,22,Other
MSTU00907,STU0907,Second Year (SY),BA,21,Female
MSTU00908,STU0908,Third Year (TY),BSc Computer Science,22,Male
MSTU00909,STU0909,First Year (PG),BCA,23,Male
MSTU00910,STU0910,Third Year (TY),BCA,20,Female
MSTU00911,STU0911,Second Year (SY),BCA,19,Male
MSTU00912,STU0912,First Year (FY),BCA,19,Male
MSTU00913,STU0913,Final Year,BSc Computer Science,22,Male
MSTU00914,STU0914,Second Year (SY),BCA,19,Female
MSTU00915,STU0915,First Year (PG),BSc Computer Science,23,Male
MSTU00916,STU0916,Second Year (SY),BCA,19,Male
MSTU00917,STU0917,First Year (PG),BSc Computer Science,25,Male
MSTU00918,STU0918,Second Year (SY),BSc Computer Science,20,Female
MSTU00919,STU0919,Second Year (SY),BA,21,Male
MSTU00920,STU0920,Second Year (SY),BBA,21,Female
MSTU00921,STU0921,Second Year (SY),BCA,19,Male
MSTU00922,STU0922,Second Year (PG),BCA,24,Female
MSTU00923,STU0923,First Year (FY),BCA,18,Female
MSTU00924,STU0924,Second Year (PG),BSc IT,25,Male
MSTU00925,STU0925,Second Year (SY),BCA,21,Female
MSTU00926,STU0926,First Year (FY),BSc Computer Science,19,Male
MSTU00927,STU0927,Second Year (PG),BA,24,Female
MSTU00928,STU0928,Second Year (SY),BSc Cyber Security,20,Male
MSTU00929,STU0929,First Year (FY),BCA,19,Female
MSTU00930,STU0930,First Year (PG),BSc Computer Science,24,Female
MSTU00931,STU0931,First Year (PG),BSc IT,22,Female
MSTU00932,STU0932,Second Year (PG),BCA,24,Male
MSTU00933,STU0933,First Year (FY),BA,17,Female
MSTU00934,STU0934,First Year (PG),BSc Computer Science,24,Other
MSTU00935,STU0935,First Year (PG),BCA,23,Female
MSTU00936,STU0936,First Year (PG),BCA,25,Female
MSTU00937,STU0937,First Year (PG),BCA,25,Female
MSTU00938,STU0938,Third Year (TY),BA,22,Female
MSTU00939,STU0939,First Year (FY),BSc IT,18,Male
MSTU00940,STU0940,Third Year (TY),BCA,21,Male
MSTU00941,STU0941,Final Year,BSc Cyber Security,23,Male
MSTU00942,STU0942,Final Year,BCA,21,Male
MSTU00943,STU0943,First Year (PG),BCA,25,Male
MSTU00944,STU0944,Second Year (SY),BCA,21,Male
MSTU00945,STU0945,First Year (FY),BSc IT,19,Male
MSTU00946,STU0946,Second Year (SY),BCA,19,Female
MSTU00947,STU0947,Third Year (TY),BA,22,Female
MSTU00948,STU0948,Second Year (PG),BCA,25,Female
