uci_ref_id,subject_id,subject_name,grade_period,marks,max_marks,percentage,source,is_synthetic,master_student_id
UCI_0058,mat,Mathematics,G2,15,20,75.0,UCI_Student_Performance,False,
UCI_0058,mat,Mathematics,G3,15,20,75.0,UCI_Student_Performance,False,
UCI_0058,por,Portuguese,G1,15,20,75.0,UCI_Student_Performance,False,
UCI_0058,por,Portuguese,G2,15,20,75.0,UCI_Student_Performance,False,
UCI_0058,por,Portuguese,G3,16,20,80.0,UCI_Student_Performance,False,
UCI_0059,mat,Mathematics,G1,9,20,45.0,UCI_Student_Performance,False,
UCI_0059,mat,Mathematics,G2,10,20,50.0,UCI_Student_Performance,False,
UCI_0059,mat,Mathematics,G3,9,20,45.0,UCI_Student_Performance,False,
UCI_0059,por,Portuguese,G1,14,20,70.0,UCI_Student_Performance,False,
UCI_0059,por,Portuguese,G2,13,20,65.0,UCI_Student_Performance,False,
UCI_0059,por,Portuguese,G3,14,20,70.0,UCI_Student_Performance,False,
UCI_0060,mat,Mathematics,G1,15,20,75.0,UCI_Student_Performance,False,
UCI_0060,mat,Mathematics,G2,16,20,80.0,UCI_Student_Performance,False,
UCI_0060,mat,Mathematics,G3,16,20,80.0,UCI_Student_Performance,False,
UCI_0060,por,Portuguese,G1,16,20,80.0,UCI_Student_Performance,False,
UCI_0060,por,Portuguese,G2,15,20,75.0,UCI_Student_Performance,False,
UCI_0060,por,Portuguese,G3,16,20,80.0,UCI_Student_Performance,False,
UCI_0061,mat,Mathematics,G1,10,20,50.0,UCI_Student_Performance,False,
UCI_0061,mat,Mathematics,G2,11,20,55.0,UCI_Student_Performance,False,
UCI_0061,mat,Mathematics,G3,11,20,55.0,UCI_Student_Performance,False,
UCI_0061,por,Portuguese,G1,17,20,85.0,UCI_Student_Performance,False,
UCI_0061,por,Portuguese,G2,16,20,80.0,UCI_Student_Performance,False,
UCI_0061,por,Portuguese,G3,16,20,80.0,UCI_Student_Performance,False,
UCI_0062,mat,Mathematics,G1,10,20,50.0,UCI_Student_Performance,False,
UCI_0062,mat,Mathematics,G2,8,20,40.0,UCI_Student_Performance,False,
UCI_0062,mat,Mathematics,G3,11,20,55.0,UCI_Student_Performance,False,
UCI_0062,por,Portuguese,G1,10,20,50.0,UCI_Student_Performance,False,
UCI_0062,por,Portuguese,G2,10,20,50.0,UCI_Student_Performance,False,
UCI_0062,por,Portuguese,G3,16,20,80.0,UCI_Student_Performance,False,
UCI_0063,mat,Mathematics,G1,8,20,40.0,UCI_Student_Performance,False,
UCI_0063,mat,Mathematics,G2,10,20,50.0,UCI_Student_Performance,False,
UCI_0063,mat,Mathematics,G3,9,20,45.0,UCI_Student_Performance,False,
UCI_0063,por,Portuguese,G1,13,20,65.0,UCI_Student_Performance,False,
UCI_0063,por,Portuguese,G2,13,20,65.0,UCI_Student_Performance,False,
UCI_0063,por,Portuguese,G3,10,20,50.0,UCI_Student_Performance,False,
UCI_0064,mat,Mathematics,G1,10,20,50.0,UCI_Student_Performance,False,
UCI_0064,mat,Mathematics,G2,9,20,45.0,UCI_Student_Performance,False,
UCI_0064,mat,Mathematics,G3,9,20,45.0,UCI_Student_Performance,False,
UCI_0064,por,Portuguese,G1,14,20,70.0,UCI_Student_Performance,False,
UCI_0064,por,Portuguese,G2,13,20,65.0,UCI_Student_Performance,False,
UCI_0064,por,Portuguese,G3,13,20,65.0,UCI_Student_Performance,False,
UCI_0065,mat,Mathematics,G1,10,20,50.0,UCI_Student_Performance,False,
UCI_0065,mat,Mathematics,G2,10,20,50.0,UCI_Student_Performance,False,
UCI_0065,mat,Mathematics,G3,10,20,50.0,UCI_Student_Performance,False,
UCI_0065,por,Portuguese,G1,13,20,65.0,UCI_Student_Performance,False,
UCI_0065,por,Portuguese,G2,12,20,60.0,UCI_Student_Performance,False,
UCI_0065,por,Portuguese,G3,12,20,60.0,UCI_Student_Performance,False,
UCI_0066,mat,Mathematics,G1,16,20,80.0,UCI_Student_Performance,False,
UCI_0066,mat,Mathematics,G2,15,20,75.0,UCI_Student_Performance,False,
UCI_0066,mat,Mathematics,G3,15,20,75.0,UCI_Student_Performance,False,
UCI_0066,por,Portuguese,G1,16,20,80.0,UCI_Student_Performance,False,
UCI_0066,por,Portuguese,G2,15,20,75.0,UCI_Student_Performance,False,
UCI_0066,por,Portuguese,G3,16,20,80.0,UCI_Student_Performance,False,
UCI_0067,mat,Mathematics,G1,13,20,65.0,UCI_Student_Performance,False,
UCI_0067,mat,Mathematics,G2,13,20,65.0,UCI_Student_Performance,False,
UCI_0067,mat,Mathematics,G3,12,20,60.0,UCI_Student_Performance,False,
UCI_0067,por,Portuguese,G1,11,20,55.0,UCI_Student_Performance,False,
UCI_0067,por,Portuguese,G2,12,20,60.0,UCI_Student_Performance,False,
UCI_0067,por,Portuguese,G3,12,20,60.0,UCI_Student_Performance,False,
UCI_0068,mat,Mathematics,G1,7,20,35.0,UCI_Student_Performance,False,
UCI_0068,mat,Mathematics,G2,7,20,35.0,UCI_Student_Performance,False,
UCI_0068,mat,Mathematics,G3,6,20,30.0,UCI_Student_Performance,False,
UCI_0068,por,Portuguese,G1,10,20,50.0,UCI_Student_Performance,False,
UCI_0068,por,Portuguese,G2,9,20,45.0,UCI_Student_Performance,False,
UCI_0068,por,Portuguese,G3,10,20,50.0,UCI_Student_Performance,False,
UCI_0069,mat,Mathematics,G1,8,20,40.0,UCI_Student_Performance,False,
UCI_0069,mat,Mathematics,G2,9,20,45.0,UCI_Student_Performance,False,
UCI_0069,mat,Mathematics,G3,8,20,40.0,UCI_Student_Performance,False,
UCI_0069,por,Portuguese,G1,11,20,55.0,UCI_Student_Performance,False,
UCI_0069,por,Portuguese,G2,10,20,50.0,UCI_Student_Performance,False,
UCI_0069,por,Portuguese,G3,11,20,55.0,UCI_Student_Performance,False,
UCI_0070,mat,Mathematics,G1,16,20,80.0,UCI_Student_Performance,False,
UCI_0070,mat,Mathematics,G2,16,20,80.0,UCI_Student_Performance,False,
UCI_0070,mat,Mathematics,G3,16,20,80.0,UCI_Student_Performance,False,
UCI_0070,por,Portuguese,G1,15,20,75.0,UCI_Student_Performance,False,
UCI_0070,por,Portuguese,G2,15,20,75.0,UCI_Student_Performance,False,
UCI_0070,por,Portuguese,G3,15,20,75.0,UCI_Student_Performance,False,
UCI_0071,mat,Mathematics,G1,13,20,65.0,UCI_Student_Performance,False,
UCI_0071,mat,Mathematics,G2,15,20,75.0,UCI_Student_Performance,False,
UCI_0071,mat,Mathematics,G3,15,20,75.0,UCI_Student_Performance,False,
UCI_0071,por,Portuguese,G1,13,20,65.0,UCI_Student_Performance,False,
UCI_0071,por,Portuguese,G2,11,20,55.0,UCI_Student_Performance,False,
UCI_0071,por,Portuguese,G3,11,20,55.0,UCI_Student_Performance,False,
UCI_0072,mat,Mathematics,G1,10,20,50.0,UCI_Student_Performance,False,
UCI_0072,mat,Mathematics,G2,10,20,50.0,UCI_Student_Performance,False,
UCI_0072,mat,Mathematics,G3,10,20,50.0,UCI_Student_Performance,False,
UCI_0072,por,Portuguese,G1,11,20,55.0,UCI_Student_Performance,False,
UCI_0072,por,Portuguese,G2,9,20,45.0,UCI_Student_Performance,False,
UCI_0072,por,Portuguese,G3,10,20,50.0,UCI_Student_Performance,False,
UCI_0073,mat,Mathematics,G1,8,20,40.0,UCI_Student_Performance,False,
UCI_0073,mat,Mathematics,G2,6,20,30.0,UCI_Student_Performance,False,
UCI_0073,mat,Mathematics,G3,5,20,25.0,UCI_Student_Performance,False,
UCI_0073,por,Portuguese,G1,13,20,65.0,UCI_Student_Performance,False,
UCI_0073,por,Portuguese,G2,11,20,55.0,UCI_Student_Performance,False,
UCI_0073,por,Portuguese,G3,11,20,55.0,UCI_Student_Performance,False,
UCI_0074,mat,Mathematics,G1,12,20,60.0,UCI_Student_Performance,False,
UCI_0074,mat,Mathematics,G2,12,20,60.0,UCI_Student_Performance,False,
UCI_0074,mat,Mathematics,G3,14,20,70.0,UCI_Student_Performance,False,
UCI_0074,por,Portuguese,G1,13,20,65.0,UCI_Student_Performance,False,
UCI_0074,por,Portuguese,G2,13,20,65.0,UCI_Student_Performance,False,
UCI_0074,por,Portuguese,G3,14,20,70.0,UCI_Student_Performance,False,
UCI_0075,mat,Mathematics,G1,11,20,55.0,UCI_Student_Performance,False,
UCI_0075,mat,Mathematics,G2,12,20,60.0,UCI_Student_Performance,False,
UCI_0075,mat,Mathematics,G3,11,20,55.0,UCI_Student_Performance,False,
UCI_0075,por,Portuguese,G1,11,20,55.0,UCI_Student_Performance,False,
UCI_0075,por,Portuguese,G2,11,20,55.0,UCI_Student_Performance,False,
UCI_0075,por,Portuguese,G3,11,20,55.0,UCI_Student_Performance,False,
UCI_0076,mat,Mathematics,G1,9,20,45.0,UCI_Student_Performance,False,
UCI_0076,mat,Mathematics,G2,9,20,45.0,UCI_Student_Performance,False,
UCI_0076,mat,Mathematics,G3,10,20,50.0,UCI_Student_Performance,False,
UCI_0076,por,Portuguese,G1,11,20,55.0,UCI_Student_Performance,False,
UCI_0076,por,Portuguese,G2,11,20,55.0,UCI_Student_Performance,False,
UCI_0076,por,Portuguese,G3,11,20,55.0,UCI_Student_Performance,False,
UCI_0077,mat,Mathematics,G1,11,20,55.0,UCI_Student_Performance,False,
UCI_0077,mat,Mathematics,G2,11,20,55.0,UCI_Student_Performance,False,
UCI_0077,mat,Mathematics,G3,10,20,50.0,UCI_Student_Performance,False,
UCI_0077,por,Portuguese,G1,12,20,60.0,UCI_Student_Performance,False,
UCI_0077,por,Portuguese,G2,11,20,55.0,UCI_Student_Performance,False,
UCI_0077,por,Portuguese,G3,11,20,55.0,UCI_Student_Performance,False,
UCI_0078,mat,Mathematics,G1,11,20,55.0,UCI_Student_Performance,False,
UCI_0078,mat,Mathematics,G2,11,20,55.0,UCI_Student_Performance,False,
UCI_0078,mat,Mathematics,G3,11,20,55.0,UCI_Student_Performance,False,
UCI_0078,por,Portuguese,G1,13,20,65.0,UCI_Student_Performance,False,
UCI_0078,por,Portuguese,G2,13,20,65.0,UCI_Student_Performance,False,
UCI_0078,por,Portuguese,G3,13,20,65.0,UCI_Student_Performance,False,
UCI_0079,mat,Mathematics,G1,8,20,40.0,UCI_Student_Performance,False,
UCI_0079,mat,Mathematics,G2,8,20,40.0,UCI_Student_Performance,False,
UCI_0079,mat,Mathematics,G3,10,20,50.0,UCI_Student_Performance,False,
UCI_0079,por,Portuguese,G1,9,20,45.0,UCI_Student_Performance,False,
UCI_0079,por,Portuguese,G2,9,20,45.0,UCI_Student_Performance,False,
UCI_0079,por,Portuguese,G3,10,20,50.0,UCI_Student_Performance,False,
UCI_0080,mat,Mathematics,G1,8,20,40.0,UCI_Student_Performance,False,
UCI_0080,mat,Mathematics,G2,8,20,40.0,UCI_Student_Performance,False,
UCI_0080,mat,Mathematics,G3,10,20,50.0,UCI_Student_Performance,False,
UCI_0080,por,Portuguese,G1,9,20,45.0,UCI_Student_Performance,False,
UCI_0080,por,Portuguese,G2,7,20,35.0,UCI_Student_Performance,False,
UCI_0080,por,Portuguese,G3,6,20,30.0,UCI_Student_Performance,False,
UCI_0081,mat,Mathematics,G1,5,20,25.0,UCI_Student_Performance,False,
UCI_0081,mat,Mathematics,G2,5,20,25.0,UCI_Student_Performance,False,
UCI_0081,mat,Mathematics,G3,5,20,25.0,UCI_Student_Performance,False,
UCI_0081,por,Portuguese,G1,12,20,60.0,UCI_Student_Performance,False,
UCI_0081,por,Portuguese,G2,11,20,55.0,UCI_Student_Performance,False,
UCI_0081,por,Portuguese,G3,11,20,55.0,UCI_Student_Performance,False,
UCI_0082,mat,Mathematics,G1,10,20,50.0,UCI_Student_Performance,False,
UCI_0082,mat,Mathematics,G2,12,20,60.0,UCI_Student_Performance,False,
UCI_0082,mat,Mathematics,G3,12,20,60.0,UCI_Student_Performance,False,
UCI_0082,por,Portuguese,G1,11,20,55.0,UCI_Student_Performance,False,
UCI_0082,por,Portuguese,G2,11,20,55.0,UCI_Student_Performance,False,
UCI_0082,por,Portuguese,G3,12,20,60.0,UCI_Student_Performance,False,
UCI_0083,mat,Mathematics,G1,11,20,55.0,UCI_Student_Performance,False,
UCI_0083,mat,Mathematics,G2,10,20,50.0,UCI_Student_Performance,False,
UCI_0083,mat,Mathematics,G3,11,20,55.0,UCI_Student_Performance,False,
UCI_0083,por,Portuguese,G1,10,20,50.0,UCI_Student_Performance,False,
UCI_0083,por,Portuguese,G2,9,20,45.0,UCI_Student_Performance,False,
UCI_0083,por,Portuguese,G3,9,20,45.0,UCI_Student_Performance,False,
UCI_0084,mat,Mathematics,G1,7,20,35.0,UCI_Student_Performance,False,
UCI_0084,mat,Mathematics,G2,6,20,30.0,UCI_Student_Performance,False,
UCI_0084,mat,Mathematics,G3,6,20,30.0,UCI_Student_Performance,False,
UCI_0084,por,Portuguese,G1,12,20,60.0,UCI_Student_Performance,False,
UCI_0084,por,Portuguese,G2,11,20,55.0,UCI_Student_Performance,False,
UCI_0084,por,Portuguese,G3,11,20,55.0,UCI_Student_Performance,False,
UCI_0085,mat,Mathematics,G1,15,20,75.0,UCI_Student_Performance,False,
UCI_0085,mat,Mathematics,G2,15,20,75.0,UCI_Student_Performance,False,
UCI_0085,mat,Mathematics,G3,15,20,75.0,UCI_Student_Performance,False,
UCI_0085,por,Portuguese,G1,13,20,65.0,UCI_Student_Performance,False,
UCI_0085,por,Portuguese,G2,12,20,60.0,UCI_Student_Performance,False,
UCI_0085,por,Portuguese,G3,13,20,65.0,UCI_Student_Performance,False,
UCI_0086,mat,Mathematics,G1,9,20,45.0,UCI_Student_Performance,False,
UCI_0086,mat,Mathematics,G2,10,20,50.0,UCI_Student_Performance,False,
UCI_0086,mat,Mathematics,G3,10,20,50.0,UCI_Student_Performance,False,
UCI_0086,por,Portuguese,G1,13,20,65.0,UCI_Student_Performance,False,
UCI_0086,por,Portuguese,G2,12,20,60.0,UCI_Student_Performance,False,
UCI_0086,por,Portuguese,G3,12,20,60.0,UCI_Student_Performance,False,
UCI_0087,mat,Mathematics,G1,7,20,35.0,UCI_Student_Performance,False,
UCI_0087,mat,Mathematics,G2,9,20,45.0,UCI_Student_Performance,False,
UCI_0087,mat,Mathematics,G3,8,20,40.0,UCI_Student_Performance,False,
UCI_0087,por,Portuguese,G1,12,20,60.0,UCI_Student_Performance,False,
UCI_0087,por,Portuguese,G2,11,20,55.0,UCI_Student_Performance,False,
UCI_0087,por,Portuguese,G3,12,20,60.0,UCI_Student_Performance,False,
UCI_0088,mat,Mathematics,G1,8,20,40.0,UCI_Student_Performance,False,
UCI_0088,mat,Mathematics,G2,7,20,35.0,UCI_Student_Performance,False,
UCI_0088,mat,Mathematics,G3,6,20,30.0,UCI_Student_Performance,False,
UCI_0088,por,Portuguese,G1,13,20,65.0,UCI_Student_Performance,False,
UCI_0088,por,Portuguese,G2,11,20,55.0,UCI_Student_Performance,False,
UCI_0088,por,Portuguese,G3,11,20,55.0,UCI_Student_Performance,False,
UCI_0089,mat,Mathematics,G1,13,20,65.0,UCI_Student_Performance,False,
UCI_0089,mat,Mathematics,G2,14,20,70.0,UCI_Student_Performance,False,
UCI_0089,mat,Mathematics,G3,14,20,70.0,UCI_Student_Performance,False,
UCI_0089,por,Portuguese,G1,15,20,75.0,UCI_Student_Performance,False,
UCI_0089,por,Portuguese,G2,15,20,75.0,UCI_Student_Performance,False,
UCI_0089,por,Portuguese,G3,15,20,75.0,UCI_Student_Performance,False,
UCI_0090,mat,Mathematics,G1,11,20,55.0,UCI_Student_Performance,False,
UCI_0090,mat,Mathematics,G2,10,20,50.0,UCI_Student_Performance,False,
UCI_0090,mat,Mathematics,G3,10,20,50.0,UCI_Student_Performance,False,
UCI_0090,por,Portuguese,G1,12,20,60.0,UCI_Student_Performance,False,
UCI_0090,por,Portuguese,G2,10,20,50.0,UCI_Student_Performance,False,
UCI_0090,por,Portuguese,G3,11,20,55.0,UCI_Student_Performance,False,
UCI_0091,mat,Mathematics,G1,8,20,40.0,UCI_Student_Performance,False,
UCI_0091,mat,Mathematics,G2,6,20,30.0,UCI_Student_Performance,False,
UCI_0091,mat,Mathematics,G3,7,20,35.0,UCI_Student_Performance,False,
UCI_0091,por,Portuguese,G1,9,20,45.0,UCI_Student_Performance,False,
UCI_0091,por,Portuguese,G2,9,20,45.0,UCI_Student_Performance,False,
UCI_0091,por,Portuguese,G3,10,20,50.0,UCI_Student_Performance,False,
UCI_0092,mat,Mathematics,G1,7,20,35.0,UCI_Student_Performance,False,
UCI_0092,mat,Mathematics,G2,7,20,35.0,UCI_Student_Performance,False,
UCI_0092,mat,Mathematics,G3,8,20,40.0,UCI_Student_Performance,False,
UCI_0092,por,Portuguese,G1,9,20,45.0,UCI_Student_Performance,False,
UCI_0092,por,Portuguese,G2,11,20,55.0,UCI_Student_Performance,False,
UCI_0092,por,Portuguese,G3,11,20,55.0,UCI_Student_Performance,False,
UCI_0093,mat,Mathematics,G1,16,20,80.0,UCI_Student_Performance,False,
UCI_0093,mat,Mathematics,G2,17,20,85.0,UCI_Student_Performance,False,
UCI_0093,mat,Mathematics,G3,18,20,90.0,UCI_Student_Performance,False,
UCI_0093,por,Portuguese,G1,14,20,70.0,UCI_Student_Performance,False,
UCI_0093,por,Portuguese,G2,13,20,65.0,UCI_Student_Performance,False,
UCI_0093,por,Portuguese,G3,13,20,65.0,UCI_Student_Performance,False,
UCI_0094,mat,Mathematics,G1,7,20,35.0,UCI_Student_Performance,False,
UCI_0094,mat,Mathematics,G2,6,20,30.0,UCI_Student_Performance,False,
UCI_0094,mat,Mathematics,G3,6,20,30.0,UCI_Student_Performance,False,
UCI_0094,por,Portuguese,G1,12,20,60.0,UCI_Student_Performance,False,
UCI_0094,por,Portuguese,G2,13,20,65.0,UCI_Student_Performance,False,
UCI_0094,por,Portuguese,G3,12,20,60.0,UCI_Student_Performance,False,
UCI_0095,mat,Mathematics,G1,11,20,55.0,UCI_Student_Performance,False,
UCI_0095,mat,Mathematics,G2,10,20,50.0,UCI_Student_Performance,False,
UCI_0095,mat,Mathematics,G3,10,20,50.0,UCI_Student_Performance,False,
UCI_0095,por,Portuguese,G1,13,20,65.0,UCI_Student_Performance,False,
UCI_0095,por,Portuguese,G2,14,20,70.0,UCI_Student_Performance,False,
UCI_0095,por,Portuguese,G3,14,20,70.0,UCI_Student_Performance,False,
UCI_0096,mat,Mathematics,G1,11,20,55.0,UCI_Student_Performance,False,
UCI_0096,mat,Mathematics,G2,13,20,65.0,UCI_Student_Performance,False,
UCI_0096,mat,Mathematics,G3,14,20,70.0,UCI_Student_Performance,False,
UCI_0096,por,Portuguese,G1,11,20,55.0,UCI_Student_Performance,False,
UCI_0096,por,Portuguese,G2,12,20,60.0,UCI_Student_Performance,False,
UCI_0096,por,Portuguese,G3,12,20,60.0,UCI_Student_Performance,False,
UCI_0097,mat,Mathematics,G1,7,20,35.0,UCI_Student_Performance,False,
UCI_0097,mat,Mathematics,G2,10,20,50.0,UCI_Student_Performance,False,
UCI_0097,mat,Mathematics,G3,10,20,50.0,UCI_Student_Performance,False,
UCI_0097,por,Portuguese,G1,13,20,65.0,UCI_Student_Performance,False,
UCI_0097,por,Portuguese,G2,13,20,65.0,UCI_Student_Performance,False,
UCI_0097,por,Portuguese,G3,13,20,65.0,UCI_Student_Performance,False,
UCI_0098,mat,Mathematics,G1,11,20,55.0,UCI_Student_Performance,False,
UCI_0098,mat,Mathematics,G2,15,20,75.0,UCI_Student_Performance,False,
UCI_0098,mat,Mathematics,G3,15,20,75.0,UCI_Student_Performance,False,
UCI_0098,por,Portuguese,G1,9,20,45.0,UCI_Student_Performance,False,
UCI_0098,por,Portuguese,G2,11,20,55.0,UCI_Student_Performance,False,
UCI_0098,por,Portuguese,G3,11,20,55.0,UCI_Student_Performance,False,
UCI_0099,mat,Mathematics,G1,8,20,40.0,UCI_Student_Performance,False,
UCI_0099,mat,Mathematics,G2,9,20,45.0,UCI_Student_Performance,False,
UCI_0099,mat,Mathematics,G3,10,20,50.0,UCI_Student_Performance,False,
UCI_0099,por,Portuguese,G1,13,20,65.0,UCI_Student_Performance,False,
UCI_0099,por,Portuguese,G2,12,20,60.0,UCI_Student_Performance,False,
UCI_0099,por,Portuguese,G3,12,20,60.0,UCI_Student_Performance,False,
UCI_0100,mat,Mathematics,G1,11,20,55.0,UCI_Student_Performance,False,
UCI_0100,mat,Mathematics,G2,14,20,70.0,UCI_Student_Performance,False,
UCI_0100,mat,Mathematics,G3,14,20,70.0,UCI_Student_Performance,False,
UCI_0100,por,Portuguese,G1,12,20,60.0,UCI_Student_Performance,False,
UCI_0100,por,Portuguese,G2,13,20,65.0,UCI_Student_Performance,False,
UCI_0100,por,Portuguese,G3,13,20,65.0,UCI_Student_Performance,False,
UCI_0101,mat,Mathematics,G1,7,20,35.0,UCI_Student_Performance,False,
UCI_0101,mat,Mathematics,G2,9,20,45.0,UCI_Student_Performance,False,
UCI_0101,mat,Mathematics,G3,8,20,40.0,UCI_Student_Performance,False,
UCI_0101,por,Portuguese,G1,12,20,60.0,UCI_Student_Performance,False,
UCI_0101,por,Portuguese,G2,13,20,65.0,UCI_Student_Performance,False,
UCI_0101,por,Portuguese,G3,13,20,65.0,UCI_Student_Performance,False,
UCI_0102,mat,Mathematics,G1,7,20,35.0,UCI_Student_Performance,False,
UCI_0102,mat,Mathematics,G2,7,20,35.0,UCI_Student_Performance,False,
UCI_0102,mat,Mathematics,G3,5,20,25.0,UCI_Student_Performance,False,
UCI_0102,por,Portuguese,G1,9,20,45.0,UCI_Student_Performance,False,
UCI_0102,por,Portuguese,G2,9,20,45.0,UCI_Student_Performance,False,
UCI_0102,por,Portuguese,G3,8,20,40.0,UCI_Student_Performance,False,
UCI_0103,mat,Mathematics,G1,16,20,80.0,UCI_Student_Performance,False,
UCI_0103,mat,Mathematics,G2,17,20,85.0,UCI_Student_Performance,False,
UCI_0103,mat,Mathematics,G3,17,20,85.0,UCI_Student_Performance,False,
UCI_0103,por,Portuguese,G1,16,20,80.0,UCI_Student_Performance,False,
UCI_0103,por,Portuguese,G2,16,20,80.0,UCI_Student_Performance,False,
UCI_0103,por,Portuguese,G3,16,20,80.0,UCI_Student_Performance,False,
UCI_0104,mat,Mathematics,G1,10,20,50.0,UCI_Student_Performance,False,
UCI_0104,mat,Mathematics,G2,13,20,65.0,UCI_Student_Performance,False,
UCI_0104,mat,Mathematics,G3,14,20,70.0,UCI_Student_Performance,False,
UCI_0104,por,Portuguese,G1,12,20,60.0,UCI_Student_Performance,False,
UCI_0104,por,Portuguese,G2,13,20,65.0,UCI_Student_Performance,False,
UCI_0104,por,Portuguese,G3,12,20,60.0,UCI_Student_Performance,False,
UCI_0105,mat,Mathematics,G1,7,20,35.0,UCI_Student_Performance,False,
UCI_0105,mat,Mathematics,G2,6,20,30.0,UCI_Student_Performance,False,
UCI_0105,mat,Mathematics,G3,6,20,30.0,UCI_Student_Performance,False,
UCI_0105,por,Portuguese,G1,11,20,55.0,UCI_Student_Performance,False,
UCI_0105,por,Portuguese,G2,10,20,50.0,UCI_Student_Performance,False,
UCI_0105,por,Portuguese,G3,10,20,50.0,UCI_Student_Performance,False,
UCI_0106,mat,Mathematics,G1,16,20,80.0,UCI_Student_Performance,False,
UCI_0106,mat,Mathematics,G2,18,20,90.0,UCI_Student_Performance,False,
UCI_0106,mat,Mathematics,G3,18,20,90.0,UCI_Student_Performance,False,
UCI_0106,por,Portuguese,G1,16,20,80.0,UCI_Student_Performance,False,
UCI_0106,por,Portuguese,G2,16,20,80.0,UCI_Student_Performance,False,
UCI_0106,por,Portuguese,G3,16,20,80.0,UCI_Student_Performance,False,
UCI_0107,mat,Mathematics,G1,10,20,50.0,UCI_Student_Performance,False,
UCI_0107,mat,Mathematics,G2,11,20,55.0,UCI_Student_Performance,False,
UCI_0107,mat,Mathematics,G3,11,20,55.0,UCI_Student_Performance,False,
UCI_0107,por,Portuguese,G1,10,20,50.0,UCI_Student_Performance,False,
UCI_0107,por,Portuguese,G2,10,20,50.0,UCI_Student_Performance,False,
UCI_0107,por,Portuguese,G3,10,20,50.0,UCI_Student_Performance,False,
UCI_0108,mat,Mathematics,G1,7,20,35.0,UCI_Student_Performance,False,
UCI_0108,mat,Mathematics,G2,8,20,40.0,UCI_Student_Performance,False,
UCI_0108,mat,Mathematics,G3,8,20,40.0,UCI_Student_Performance,False,
UCI_0108,por,Portuguese,G1,10,20,50.0,UCI_Student_Performance,False,
UCI_0108,por,Portuguese,G2,10,20,50.0,UCI_Student_Performance,False,
UCI_0108,por,Portuguese,G3,10,20,50.0,UCI_Student_Performance,False,
UCI_0109,mat,Mathematics,G1,16,20,80.0,UCI_Student_Performance,False,
UCI_0109,mat,Mathematics,G2,18,20,90.0,UCI_Student_Performance,False,
UCI_0109,mat,Mathematics,G3,18,20,90.0,UCI_Student_Performance,False,
UCI_0109,por,Portuguese,G1,13,20,65.0,UCI_Student_Performance,False,
UCI_0109,por,Portuguese,G2,14,20,70.0,UCI_Student_Performance,False,
UCI_0109,por,Portuguese,G3,14,20,70.0,UCI_Student_Performance,False,
UCI_0110,mat,Mathematics,G1,16,20,80.0,UCI_Student_Performance,False,
UCI_0110,mat,Mathematics,G2,18,20,90.0,UCI_Student_Performance,False,
UCI_0110,mat,Mathematics,G3,18,20,90.0,UCI_Student_Performance,False,
UCI_0110,por,Portuguese,G1,11,20,55.0,UCI_Student_Performance,False,
UCI_0110,por,Portuguese,G2,12,20,60.0,UCI_Student_Performance,False,
UCI_0110,por,Portuguese,G3,13,20,65.0,UCI_Student_Performance,False,
UCI_0111,mat,Mathematics,G1,10,20,50.0,UCI_Student_Performance,False,
UCI_0111,mat,Mathematics,G2,13,20,65.0,UCI_Student_Performance,False,
UCI_0111,mat,Mathematics,G3,13,20,65.0,UCI_Student_Performance,False,
UCI_0111,por,Portuguese,G1,12,20,60.0,UCI_Student_Performance,False,
UCI_0111,por,Portuguese,G2,10,20,50.0,UCI_Student_Performance,False,
UCI_0111,por,Portuguese,G3,11,20,55.0,UCI_Student_Performance,False,
UCI_0112,mat,Mathematics,G1,14,20,70.0,UCI_Student_Performance,False,
UCI_0112,mat,Mathematics,G2,15,20,75.0,UCI_Student_Performance,False,
UCI_0112,mat,Mathematics,G3,16,20,80.0,UCI_Student_Performance,False,
UCI_0112,por,Portuguese,G1,15,20,75.0,UCI_Student_Performance,False,
UCI_0112,por,Portuguese,G2,15,20,75.0,UCI_Student_Performance,False,
UCI_0112,por,Portuguese,G3,14,20,70.0,UCI_Student_Performance,False,
UCI_0113,mat,Mathematics,G1,18,20,90.0,UCI_Student_Performance,False,
UCI_0113,mat,Mathematics,G2,19,20,95.0,UCI_Student_Performance,False,
UCI_0113,mat,Mathematics,G3,19,20,95.0,UCI_Student_Performance,False,
UCI_0113,por,Portuguese,G1,13,20,65.0,UCI_Student_Performance,False,
UCI_0113,por,Portuguese,G2,14,20,70.0,UCI_Student_Performance,False,
UCI_0113,por,Portuguese,G3,14,20,70.0,UCI_Student_Performance,False,
UCI_0114,mat,Mathematics,G1,7,20,35.0,UCI_Student_Performance,False,
UCI_0114,mat,Mathematics,G2,10,20,50.0,UCI_Student_Performance,False,
UCI_0114,mat,Mathematics,G3,10,20,50.0,UCI_Student_Performance,False,
UCI_0114,por,Portuguese,G1,11,20,55.0,UCI_Student_Performance,False,
UCI_0114,por,Portuguese,G2,11,20,55.0,UCI_Student_Performance,False,
UCI_0114,por,Portuguese,G3,11,20,55.0,UCI_Student_Performance,False,
UCI_0115,mat,Mathematics,G1,10,20,50.0,UCI_Student_Performance,False,
UCI_0115,mat,Mathematics,G2,13,20,65.0,UCI_Student_Performance,False,
UCI_0115,mat,Mathematics,G3,13,20,65.0,UCI_Student_Performance,False,
