master_student_id,skill,score,score_scale,source,is_synthetic_match,match_method
MSTU00088,sql,0.62,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00088,ml,0.53,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00088,tableau,0.57,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00088,excel,0.9,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00089,python,0.44,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00089,sql,1.0,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00089,ml,0.03,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00089,tableau,0.05,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00089,excel,0.83,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00090,python,0.73,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00090,sql,0.68,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00090,ml,0.25,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00090,tableau,0.21,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00090,excel,0.44,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00091,python,0.91,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00091,sql,0.43,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00091,ml,0.8,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00091,tableau,0.74,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00091,excel,0.89,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00092,python,0.45,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00092,sql,0.8,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00092,ml,0.12,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00092,tableau,0.24,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00092,excel,0.02,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00093,python,0.65,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00093,sql,0.69,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00093,ml,0.24,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00093,tableau,0.64,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00093,excel,0.88,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00094,python,0.71,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00094,sql,0.74,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00094,ml,0.84,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00094,tableau,0.48,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00094,excel,0.69,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00095,python,0.56,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00095,sql,0.63,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00095,ml,0.51,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00095,tableau,0.86,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00095,excel,0.81,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00096,python,0.59,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00096,sql,0.97,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00096,ml,0.78,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00096,tableau,0.18,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00096,excel,0.41,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00097,python,0.54,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00097,sql,0.49,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00097,ml,0.7,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00097,tableau,0.01,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00097,excel,0.16,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00098,python,0.63,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00098,sql,0.62,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00098,ml,0.4,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00098,tableau,0.96,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00098,excel,0.09,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00099,python,0.86,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00099,sql,0.83,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00099,ml,0.39,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00099,tableau,0.93,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00099,excel,0.63,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00100,python,0.55,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00100,sql,0.41,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00100,ml,0.28,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00100,tableau,0.7,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00100,excel,0.75,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00101,python,0.6,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00101,sql,0.51,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00101,ml,0.74,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00101,tableau,0.86,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00101,excel,0.19,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00102,python,0.4,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00102,sql,0.94,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00102,ml,0.6,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00102,tableau,0.26,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00102,excel,0.47,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00103,python,0.63,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00103,sql,0.62,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00103,ml,0.4,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00103,tableau,0.96,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00103,excel,0.09,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00104,python,0.9,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00104,sql,0.69,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00104,ml,0.47,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00104,tableau,0.73,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00104,excel,0.62,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00105,python,0.55,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00105,sql,0.41,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00105,ml,0.28,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00105,tableau,0.7,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00105,excel,0.75,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00106,python,0.69,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00106,sql,0.7,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00106,ml,0.83,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00106,tableau,0.05,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00106,excel,0.89,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00107,python,0.88,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00107,sql,0.83,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00107,ml,0.93,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00107,tableau,0.19,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00107,excel,0.63,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00108,python,0.9,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00108,sql,0.69,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00108,ml,0.47,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00108,tableau,0.73,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00108,excel,0.62,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00109,python,0.71,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00109,sql,0.74,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00109,ml,0.84,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00109,tableau,0.48,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00109,excel,0.69,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00110,python,0.68,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00110,sql,0.6,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00110,ml,0.84,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00110,tableau,0.49,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00110,excel,0.83,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00111,python,0.86,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00111,sql,0.83,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00111,ml,0.39,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00111,tableau,0.93,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00111,excel,0.63,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00112,python,0.7,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00112,sql,0.82,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00112,ml,0.92,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00112,tableau,0.52,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00112,excel,0.93,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00113,python,0.69,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00113,sql,0.7,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00113,ml,0.83,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00113,tableau,0.05,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00113,excel,0.89,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00114,python,0.61,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00114,sql,0.49,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00114,ml,0.62,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00114,tableau,0.77,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00114,excel,0.72,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00115,python,0.56,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00115,sql,0.57,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00115,ml,0.38,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00115,tableau,0.31,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00115,excel,0.15,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00116,python,0.26,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00116,sql,0.92,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00116,ml,0.81,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00116,tableau,0.65,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00116,excel,0.1,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00117,python,0.71,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00117,sql,0.71,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00117,ml,0.82,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00117,tableau,0.44,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00117,excel,0.61,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00118,python,0.73,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00118,sql,0.99,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00118,ml,0.84,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00118,tableau,0.9,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00118,excel,0.01,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00119,python,0.45,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00119,sql,0.83,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00119,ml,0.17,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00119,tableau,0.12,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00119,excel,0.24,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00120,python,0.73,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00120,sql,0.68,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00120,ml,0.25,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00120,tableau,0.21,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00120,excel,0.44,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00121,python,0.7,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00121,sql,0.38,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00121,ml,0.07,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00121,tableau,0.02,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00121,excel,0.37,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00122,python,0.71,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00122,sql,0.74,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00122,ml,0.84,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00122,tableau,0.48,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00122,excel,0.69,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00123,python,0.95,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00123,sql,0.65,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00123,ml,0.62,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00123,tableau,0.74,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00123,excel,0.61,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00124,python,0.94,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00124,sql,0.61,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00124,ml,0.07,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00124,tableau,0.87,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00124,excel,0.88,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00125,python,0.71,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00125,sql,0.71,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00125,ml,0.82,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00125,tableau,0.44,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00125,excel,0.61,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00126,python,0.6,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00126,sql,0.51,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00126,ml,0.74,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00126,tableau,0.86,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00126,excel,0.19,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00127,python,0.71,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00127,sql,0.74,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00127,ml,0.84,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00127,tableau,0.48,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00127,excel,0.69,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00128,python,0.38,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00128,sql,0.45,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00128,ml,0.82,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00128,tableau,0.1,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00128,excel,0.26,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00129,python,0.67,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00129,sql,0.63,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00129,ml,0.94,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00129,tableau,0.84,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00129,excel,0.14,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00130,python,0.68,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00130,sql,0.6,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00130,ml,0.84,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00130,tableau,0.49,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00130,excel,0.83,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00131,python,0.79,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00131,sql,0.58,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00131,ml,0.35,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00131,tableau,0.38,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00131,excel,0.43,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00132,python,0.71,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00132,sql,0.74,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00132,ml,0.84,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00132,tableau,0.48,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00132,excel,0.69,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00133,python,0.56,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00133,sql,0.63,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00133,ml,0.51,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00133,tableau,0.86,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00133,excel,0.81,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00134,python,0.87,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00134,sql,0.21,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00134,ml,0.73,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00134,tableau,0.91,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00134,excel,0.86,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00135,python,0.22,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00135,sql,0.41,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00135,ml,0.92,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00135,tableau,0.79,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00135,excel,0.81,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00136,python,0.84,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00136,sql,0.91,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00136,ml,0.91,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00136,tableau,0.05,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00136,excel,0.26,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00137,python,0.8,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00137,sql,0.91,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00137,ml,0.43,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00137,tableau,0.89,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00137,excel,0.18,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00138,python,0.56,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00138,sql,0.63,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00138,ml,0.51,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00138,tableau,0.86,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00138,excel,0.81,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00139,python,0.71,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00139,sql,0.71,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00139,ml,0.82,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00139,tableau,0.44,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00139,excel,0.61,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00140,python,0.55,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00140,sql,0.41,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00140,ml,0.28,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00140,tableau,0.7,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
