master_student_id,coding_skill_score,aptitude_score,pl_communication_skill_score,logical_reasoning_score,hackathons_participated,github_repos,linkedin_connections,mock_interview_score,internships_count,projects_count,certifications_count,pl_extracurricular_score,pl_leadership_score,volunteer_experience,backlogs,college_tier,placement_status,salary_package_lpa,is_synthetic_placement_match,match_method
MSTU00270,60.22804308451339,53.50451683283765,77.48486348284608,58.262821293901645,0,4,743,50.89789892926527,1,2,3,62.83575921010662,63.33692170147823,No,0,Tier 2,Not Placed,0.0,True,cgpa_band × branch_group × gender
MSTU00271,82.15469703369207,49.219895910763654,55.90392598838517,40.01943442647089,0,2,582,59.959691406739346,0,5,2,68.12058334477949,57.71462934611731,No,0,Tier 2,Not Placed,0.0,True,cgpa_band × branch_group × gender
MSTU00272,64.77589820454679,92.61796349894792,100.0,80.16052843589884,0,6,649,54.28602315818314,1,2,2,56.9010375533844,78.7690083751351,No,0,Tier 1,Placed,15.06,True,cgpa_band × branch_group × gender
MSTU00273,61.5091296923353,62.69966526259678,67.18859637170894,87.21591970500602,1,2,382,80.60505877898414,1,0,1,72.76779874093017,43.34361192825487,No,2,Tier 1,Not Placed,0.0,True,cgpa_band × branch_group × gender
MSTU00274,69.22993486435759,64.31704547530767,66.63253837617572,86.07866513664788,0,7,125,63.63886615501391,0,2,2,75.664313348944,71.03800006232055,No,2,Tier 1,Placed,12.21,True,cgpa_band × branch_group × gender
MSTU00275,70.35435640981652,46.64516161426142,75.24070603904195,75.24398494636472,0,4,883,97.98933745371986,1,4,2,68.54812384468798,67.29632367461753,Yes,0,Tier 2,Placed,14.41,True,cgpa_band × branch_group × gender
MSTU00276,53.2664806243245,58.52753350865784,49.916908469215,75.04067313606056,0,5,539,58.71304006721495,2,4,0,47.45343653829029,74.79823639654394,Yes,0,Tier 2,Placed,12.63,True,cgpa_band × branch_group × gender
MSTU00277,75.47587166138875,81.55002204002128,78.70207727987749,71.63412031261727,0,2,368,65.87966246850301,2,2,4,37.40342970223523,17.682146411290816,No,0,Tier 3,Not Placed,0.0,True,cgpa_band × branch_group × gender
MSTU00278,69.24091571079038,50.12226026261019,68.46179353674854,50.149207448280336,0,1,354,98.0659789985436,3,3,0,55.370417829238846,42.74022338336396,No,0,Tier 3,Placed,13.62,True,cgpa_band × branch_group × gender
MSTU00279,70.07722631737198,68.50714853134248,100.0,80.92601433862379,1,3,436,70.80075376157234,3,7,1,56.91181343903514,22.08435653710228,No,1,Tier 2,Not Placed,0.0,True,cgpa_band × branch_group × gender
MSTU00280,59.79305495529373,66.59821318445857,90.4158269854732,64.00914666500837,2,2,359,64.17166726512339,3,3,2,39.503130495201106,48.88544336608719,No,1,Tier 2,Not Placed,0.0,True,cgpa_band × branch_group × gender
MSTU00281,77.07225780058582,51.2149345374093,72.7081424199352,44.972882905801505,1,7,139,66.56599954563035,2,5,3,55.630836308201054,72.41171704927842,Yes,0,Tier 1,Placed,15.52,True,cgpa_band × branch_group × gender
MSTU00282,80.91478440866658,98.58087106923811,79.76960214216795,77.6988371956157,1,1,590,51.27622068703924,3,2,1,53.44758829208589,28.63678724891453,No,0,Tier 2,Not Placed,0.0,True,cgpa_band × branch_group × gender
MSTU00283,57.37142972556613,61.709056178446446,62.396590254085964,89.46115658784419,1,5,596,56.35144662957678,2,2,0,38.74205670977389,56.24646966962121,No,1,Tier 2,Placed,12.08,True,cgpa_band × branch_group × gender
MSTU00284,59.530716287747666,41.7666973751172,81.90617997772823,23.019291924025907,0,1,553,63.82731565924042,0,1,0,41.6524948629775,41.51534577694069,Yes,0,Tier 1,Not Placed,0.0,True,cgpa_band × branch_group × gender
MSTU00285,55.35195029632385,84.18065892561121,86.72417829200793,100.0,0,1,464,83.30034320100505,1,2,0,48.55743541868623,30.450150212420027,No,0,Tier 1,Placed,13.31,True,cgpa_band × branch_group × gender
MSTU00286,58.41292094108909,58.41093363108692,61.529286861787426,75.8374399126214,1,6,97,74.56093121619493,3,4,2,44.76342827110122,69.75615679435555,No,0,Tier 3,Not Placed,0.0,True,cgpa_band × branch_group × gender
MSTU00287,90.14527330556623,56.317091710919584,83.44809404528402,43.576781946258606,0,3,456,71.82259566538568,1,3,2,35.64652017072859,48.59034654805762,No,1,Tier 3,Placed,13.78,True,cgpa_band × branch_group × gender
MSTU00288,80.72858693376213,65.62797191442066,67.35323318835214,56.07049283859237,0,1,401,64.9775256564144,2,4,0,73.28432276010284,43.09330198948095,No,1,Tier 1,Placed,14.22,True,cgpa_band × branch_group × gender
MSTU00289,51.00027108591244,34.24328258789268,72.86519837997193,79.60090592547667,0,4,351,67.73101703593728,3,2,2,59.947148727205175,84.64902324218711,No,0,Tier 1,Placed,11.96,True,cgpa_band × branch_group × gender
MSTU00290,77.39612571673807,73.58358454785083,63.03067681976081,86.81069748695826,0,5,176,79.6720781103278,2,0,3,39.84358494579268,67.06081132751753,Yes,1,Tier 3,Not Placed,0.0,True,cgpa_band × branch_group × gender
MSTU00291,81.82294967642656,35.53270826703668,70.0712417139436,67.27854420443761,2,5,284,84.57755888440286,2,1,1,65.8863776381285,45.18987424059843,Yes,0,Tier 2,Not Placed,0.0,True,cgpa_band × branch_group × gender
MSTU00292,68.07494079970046,27.913761134352292,48.52126025834628,66.5795706200286,1,1,229,46.962024775724274,2,4,2,90.76399067150084,16.977011865578127,Yes,0,Tier 3,Not Placed,0.0,True,cgpa_band × branch_group × gender
MSTU00293,71.2763748250246,47.50157902807188,62.50946936251227,77.22176194924418,0,4,751,55.73820952403126,0,5,0,66.33109662257706,66.23815548679045,Yes,1,Tier 3,Placed,12.21,True,cgpa_band × branch_group × gender
MSTU00294,52.0305977625872,61.013408351493055,76.43000768211489,81.96507134241176,2,4,128,78.61181081355544,2,2,3,21.534396960029326,59.83636790986531,Yes,1,Tier 3,Placed,13.78,True,cgpa_band × branch_group × gender
MSTU00295,47.06154059178371,99.89433465847746,81.14821457169758,58.64693177555358,1,6,216,82.55506980070037,3,3,3,6.824823772783105,78.73846450258105,No,1,Tier 3,Placed,15.17,True,cgpa_band × branch_group × gender
MSTU00296,42.90172562894121,49.946689631185144,52.65245354141307,49.89640508642607,0,5,462,68.98377824843116,1,2,3,75.84516005248382,37.81279839119093,No,1,Tier 2,Not Placed,0.0,True,cgpa_band × branch_group × gender
MSTU00297,70.99554466977999,59.74138534433029,53.88927828741685,53.84102811858742,1,3,377,77.5887611378852,1,4,1,37.77935243138421,44.575992948110795,Yes,0,Tier 2,Not Placed,0.0,True,cgpa_band × branch_group × gender
MSTU00298,92.5958219340882,44.593955117050896,71.66671599385946,94.09142143096727,0,2,186,68.05284579563141,2,2,4,54.75156841319625,47.00399777397238,Yes,0,Tier 3,Placed,15.49,True,cgpa_band × branch_group × gender
MSTU00299,40.05778576964272,47.838126616661526,74.1825655653339,80.0281488069518,0,7,136,54.54203161732438,0,4,2,66.47274814353165,41.97978317881481,Yes,0,Tier 1,Placed,10.71,True,cgpa_band × branch_group × gender
MSTU00300,77.14843740518678,69.43736074356545,64.55053056220734,69.44820826513872,2,4,941,98.3633567032623,3,2,3,71.2404387000721,90.1938593831368,No,0,Tier 1,Not Placed,0.0,True,cgpa_band × branch_group × gender
MSTU00301,96.50967960203532,87.5439588179022,79.85376352933551,65.25598197900786,1,6,533,71.16453528345008,1,3,3,59.544527475974256,100.0,No,0,Tier 3,Placed,16.98,True,cgpa_band × branch_group × gender
MSTU00302,84.1638048087732,62.71760135396455,66.85798841634147,37.410660508992514,2,3,51,89.82905146265912,2,4,4,100.0,66.14598786404983,No,1,Tier 2,Placed,15.09,True,cgpa_band × branch_group × gender
MSTU00303,62.7587771662205,71.68309772443327,95.88997858034494,100.0,2,3,384,73.8314793111664,2,2,1,69.03065990922737,48.46514126001573,No,1,Tier 1,Not Placed,0.0,True,cgpa_band × branch_group × gender
MSTU00304,80.81747023999489,71.56219308118114,91.24546928836888,63.76224741217147,0,4,353,64.8606274559235,1,4,3,31.734090226830972,40.94387383505527,Yes,1,Tier 2,Not Placed,0.0,True,cgpa_band × branch_group × gender
MSTU00305,81.7232453162636,62.80954564717828,53.68863088174345,80.74121367030645,2,2,221,65.36998996287032,4,2,1,95.43086197698524,32.00469525800507,No,0,Tier 2,Placed,14.07,True,cgpa_band × branch_group × gender
MSTU00306,44.123389231533295,87.67726240088997,77.70595806891833,70.46732531766077,3,5,948,77.88460283111993,1,2,1,62.00437465747574,40.50214567462678,No,0,Tier 1,Not Placed,0.0,True,cgpa_band × branch_group × gender
MSTU00307,67.517026264894,58.87168539098007,78.06604537372864,55.75096305704039,2,2,61,79.72034234879453,2,2,5,75.54644853243624,84.01108322107191,No,0,Tier 3,Placed,11.11,True,cgpa_band × branch_group × gender
MSTU00308,63.1296838447981,71.75495224960143,60.48747336480174,70.24242614047617,2,6,916,51.25686578664639,1,1,6,87.69726671998694,100.0,No,1,Tier 1,Placed,13.17,True,cgpa_band × branch_group × gender
MSTU00309,57.55357255635936,48.44384015636187,60.39175343991646,65.70836467170552,0,4,535,58.694658959773065,0,3,3,98.29833351350108,53.21829939942982,No,2,Tier 2,Not Placed,0.0,True,cgpa_band × branch_group × gender
MSTU00310,87.92929242454477,59.7243402381759,73.4172844701215,100.0,0,3,937,84.6778115145928,3,4,2,85.2027746553124,63.680266427843264,No,0,Tier 2,Placed,15.84,True,cgpa_band × branch_group × gender
MSTU00311,54.76410469429112,73.24367568949171,66.91345326402585,56.39723440692592,0,4,172,84.83905337097929,4,4,1,22.404352760328536,29.6190551311875,Yes,1,Tier 2,Placed,13.41,True,cgpa_band × branch_group × gender
MSTU00312,53.42283795900056,69.13643151410993,56.814859827343106,54.33064979579514,2,6,875,75.50383621102576,1,5,1,74.8159103539722,41.91563707599277,Yes,1,Tier 1,Not Placed,0.0,True,cgpa_band × branch_group × gender
MSTU00313,49.79946078308984,83.7821724720796,59.828558903992445,64.65563200405128,2,3,498,73.52517045359676,0,8,1,32.406787427074164,100.0,No,1,Tier 1,Placed,11.49,True,cgpa_band × branch_group × gender
MSTU00314,39.00633507838101,69.52659671396471,49.41823598373743,52.72425915957487,3,3,884,70.40219652584433,0,2,3,77.17558241650198,90.2496076511194,No,0,Tier 2,Placed,11.56,True,cgpa_band × branch_group × gender
MSTU00315,59.99344822746872,89.44490197246662,83.45413699097338,66.35796343516323,0,2,586,65.91838744023022,2,8,4,67.69869146426548,22.66313120879979,No,0,Tier 3,Placed,12.64,True,cgpa_band × branch_group × gender
MSTU00316,45.61588261205406,33.52493845380906,55.34385798178977,57.55041335803807,1,2,958,65.67495489376378,3,1,2,92.89532325957232,51.95681468774106,No,0,Tier 2,Placed,13.39,True,cgpa_band × branch_group × gender
MSTU00317,95.83161489088866,74.19517910866523,74.45634536296444,57.5364094467485,3,7,81,90.69632109519384,0,4,0,36.66789052444892,73.3436393099504,No,0,Tier 2,Placed,12.87,True,cgpa_band × branch_group × gender
MSTU00318,58.60084916540564,90.78385927149496,85.69492402629716,71.92157424662446,2,3,714,64.84839853469495,1,2,2,49.214691439600394,52.3181652966754,Yes,0,Tier 2,Placed,11.73,True,cgpa_band × branch_group × gender
MSTU00319,70.52826270571245,59.148387824956856,56.33977018526988,53.56461632632916,2,6,151,70.17352023834913,1,4,3,0.0,67.41413827765035,No,1,Tier 2,Not Placed,0.0,True,cgpa_band × branch_group × gender
MSTU00320,62.69025279048513,60.7799337619433,84.6755097601187,75.87242434378135,2,2,986,71.49628867469576,2,4,4,77.73821351645714,31.91082347334983,Yes,1,Tier 3,Not Placed,0.0,True,cgpa_band × branch_group × gender
MSTU00321,79.45296723036142,71.52212925557374,77.4292040021893,66.83746345122859,0,3,823,86.52622678826066,2,4,0,86.73383356806235,38.958391480474205,No,1,Tier 2,Not Placed,0.0,True,cgpa_band × branch_group × gender
MSTU00322,82.19357584782503,36.47927899017152,51.198579258549216,68.29747506509331,0,2,731,78.5664124785826,4,4,0,25.15664089002906,37.28498200791812,No,0,Tier 3,Not Placed,0.0,True,cgpa_band × branch_group × gender
MSTU00323,58.74058020920288,71.07010146817795,55.44229907580481,60.0501526758563,0,5,259,51.301506654683,2,4,3,35.9613181627097,80.44564860072708,No,1,Tier 1,Placed,12.15,True,cgpa_band × branch_group × gender
MSTU00324,89.86128241671976,66.7039725288003,65.18768550910363,86.63828718387458,0,3,79,61.87135330834986,4,5,2,74.93595383351152,83.44832239619305,Yes,1,Tier 2,Placed,15.8,True,cgpa_band × branch_group × gender
MSTU00325,71.42325154076026,64.13905667394255,75.89369133890165,66.91763986964938,3,3,584,81.60423869800658,3,2,1,43.64779192367614,18.713884902604676,Yes,0,Tier 2,Placed,14.73,True,cgpa_band × branch_group × gender
MSTU00326,36.993813142860645,23.15452350945459,51.88920058578006,81.1756201264014,1,5,635,70.949695453661,0,2,0,71.97912820055905,32.137334029682584,No,0,Tier 3,Not Placed,0.0,True,cgpa_band × branch_group × gender
MSTU00327,75.27482593140468,49.96366977166648,87.69123564612391,55.54567311853312,0,1,992,56.778341235123605,2,3,3,44.5105119852272,47.88227680233187,Yes,0,Tier 3,Placed,12.92,True,cgpa_band × branch_group × gender
MSTU00328,62.16159950567436,61.35702156240544,68.83710989446585,57.2646793069666,1,4,71,83.83199253710194,3,5,5,42.95877770409786,38.54340566265791,No,0,Tier 2,Placed,15.35,True,cgpa_band × branch_group × gender
MSTU00329,68.7499423187785,57.903956402157235,73.16267779854073,86.25901089994369,0,5,445,71.95795122027367,1,3,1,63.3303887307459,68.46789775068933,No,0,Tier 2,Placed,14.02,True,cgpa_band × branch_group × gender
MSTU00330,93.8413330444468,72.76575882368886,68.55664056119139,90.75167266737968,3,2,803,71.96723251766547,2,2,3,60.806827656441726,40.55004700695271,No,1,Tier 1,Not Placed,0.0,True,cgpa_band × branch_group × gender
MSTU00331,93.1702723407515,53.07194339561255,65.82293248645675,71.25926341329486,1,5,641,68.31081626087409,0,2,6,46.31043916912115,59.45585077306285,Yes,0,Tier 3,Placed,14.45,True,cgpa_band × branch_group × gender
MSTU00332,73.48553912467831,50.72297741634359,69.92400466044603,79.11504374153016,1,3,878,64.59328777951288,2,4,1,41.52770465289126,56.699133638295486,Yes,0,Tier 2,Not Placed,0.0,True,cgpa_band × branch_group × gender
MSTU00333,59.46993027705692,67.77472068904251,68.15602356019131,48.92506551528463,3,5,849,65.61388987373039,1,4,1,33.38047142366838,89.47246491711938,Yes,0,Tier 2,Placed,13.03,True,cgpa_band × branch_group × gender
MSTU00334,71.34348878358743,86.85576838425399,57.969447119826754,47.63702620877932,2,2,559,57.04258292010203,0,4,0,72.50401207648953,40.599627680581385,No,1,Tier 2,Placed,14.93,True,cgpa_band × branch_group × gender
MSTU00335,58.66785023152653,57.41052824989934,69.32246119795032,86.60536732863412,0,4,471,55.77405681857076,2,4,1,64.41053171134243,65.64295427705149,No,0,Tier 3,Not Placed,0.0,True,cgpa_band × branch_group × gender
MSTU00336,62.92747417820892,60.07240993712255,63.23031850025281,73.04998648901706,1,4,269,79.56095919130865,2,2,4,87.7949532061656,40.4107069570189,No,0,Tier 1,Placed,15.34,True,cgpa_band × branch_group × gender
MSTU00337,70.12800977681118,54.58888528649768,60.699082968618896,49.25434295138142,0,3,484,76.90558037323237,3,3,0,56.97774053521888,29.582533246537523,No,1,Tier 2,Placed,12.7,True,cgpa_band × branch_group × gender
MSTU00338,49.04837099959471,43.235289506685504,100.0,67.92836702518986,2,3,670,36.99809899337255,2,4,1,80.78512886277804,66.00356851960328,No,0,Tier 3,Not Placed,0.0,True,cgpa_band × branch_group × gender
MSTU00339,58.58410557442581,81.39112385758482,72.52442970003996,81.06950023555954,0,2,196,77.58052417611523,0,2,0,64.14464282756279,49.37954404782669,Yes,0,Tier 2,Placed,10.01,True,cgpa_band × branch_group × gender
MSTU00340,72.37895213315797,89.36240626118567,74.21547623491311,77.4343652725044,1,2,549,75.75949518736195,4,3,3,60.25448517810914,32.69204914136138,Yes,0,Tier 2,Placed,14.72,True,cgpa_band × branch_group × gender
MSTU00341,97.9662056617486,72.7504520761823,53.75555152880085,40.563267388449894,3,3,426,63.54954477312819,0,3,3,63.67442969410404,100.0,No,0,Tier 2,Not Placed,0.0,True,cgpa_band × branch_group × gender
MSTU00342,78.13753984009648,78.64199211922163,49.26616706905527,57.943405280722736,1,3,433,82.15990091000378,2,3,1,28.55787723688447,72.08871786295121,Yes,0,Tier 3,Placed,14.4,True,cgpa_band × branch_group × gender
MSTU00343,55.47665250844974,87.88546222773365,65.70390583426115,87.79128871744663,1,4,235,83.14869683620842,3,1,3,93.41681268396825,57.66640538281707,Yes,3,Tier 2,Placed,14.3,True,cgpa_band × branch_group × gender
MSTU00344,45.96075303661768,63.60339381680974,84.86609516394833,78.85449165171096,3,3,315,78.25059527164784,2,4,1,54.00988885039183,51.88480415581516,Yes,0,Tier 2,Placed,12.79,True,cgpa_band × branch_group × gender
MSTU00345,86.42616263998212,68.71837842501392,66.17911063908689,81.44138181609978,0,3,151,46.69745337940489,1,2,1,43.25543579266129,78.9786366670046,Yes,0,Tier 2,Placed,14.25,True,cgpa_band × branch_group × gender
MSTU00346,70.20227845929162,49.02326595129152,42.55672323050494,71.87194990521063,1,0,981,69.28740362840426,2,3,2,35.490800550085915,74.35016647033449,No,0,Tier 2,Not Placed,0.0,True,cgpa_band × branch_group × gender
MSTU00347,62.60293562609822,74.9186465776308,61.219480829431866,78.38779799472974,0,5,754,46.8343081508513,2,0,2,29.20743740281477,32.14371229454696,No,0,Tier 1,Not Placed,0.0,True,cgpa_band × branch_group × gender
MSTU00348,31.86255524463848,58.93167597966027,71.93598148526088,69.36227888373105,2,5,64,61.85632472923434,0,4,2,54.60490262517211,48.80427926389285,No,0,Tier 3,Not Placed,0.0,True,cgpa_band × branch_group × gender
MSTU00349,98.31753191752006,62.59915165412844,55.68198081844815,51.5690908733392,1,2,60,53.92643674609134,2,3,2,87.01603109801533,71.15998248814547,No,0,Tier 3,Placed,14.68,True,cgpa_band × branch_group × gender
MSTU00350,51.20132873851277,78.26005788317113,47.53595145624891,76.64176233879097,2,4,422,64.06043290409875,1,8,0,53.89898049807571,65.77707759858706,Yes,0,Tier 1,Not Placed,0.0,True,cgpa_band × branch_group × gender
MSTU00351,61.360629887382224,55.32562400010802,56.685649479267525,67.69495563611756,1,2,77,88.73678390570642,2,4,1,49.54226371293563,69.35052852910707,No,1,Tier 2,Placed,13.69,True,cgpa_band × branch_group × gender
MSTU00352,43.88196268900537,38.87690698739175,80.67407402436088,69.1983330203799,3,0,995,52.67548146649951,1,3,1,48.05427619833094,38.94602397900089,Yes,1,Tier 2,Placed,11.67,True,cgpa_band × branch_group × gender
MSTU00353,53.7315112615601,72.3003248698358,73.01428544018265,64.30922293922633,2,4,237,54.01742414278239,4,3,0,49.25734452716128,75.14518894083207,Yes,0,Tier 3,Placed,14.21,True,cgpa_band × branch_group × gender
MSTU00354,99.2885081218617,57.473030593086435,76.236996576191,55.15391731278723,3,9,948,74.75201968090639,0,2,2,93.64900375267425,62.93501698481675,Yes,0,Tier 3,Not Placed,0.0,True,cgpa_band × branch_group × gender
MSTU00355,62.22117652353244,65.15754548278719,93.66550635178008,49.28208735930232,2,5,955,62.755160898562885,2,3,2,68.26262847692475,38.158483168582585,No,2,Tier 2,Placed,12.9,True,cgpa_band × branch_group × gender
MSTU00356,71.47994159757617,58.19248003534942,58.17453882026607,65.2323396870051,1,5,665,61.83447623111611,4,0,6,78.31506566921885,24.88611970968406,No,3,Tier 1,Not Placed,0.0,True,cgpa_band × branch_group × gender
MSTU00357,73.78553488049646,70.84912472168932,56.83150818305762,75.08346111362282,2,3,625,73.72520822723259,5,1,1,32.65942487939261,51.02420318541094,Yes,0,Tier 2,Not Placed,0.0,True,cgpa_band × branch_group × gender
MSTU00358,72.15853676384666,82.0445875443555,83.56086981302435,68.1301869057855,0,2,598,65.21065336058139,2,9,1,43.470505532235315,40.89841875277078,Yes,0,Tier 3,Placed,15.04,True,cgpa_band × branch_group × gender
MSTU00359,79.67515184672249,50.44988107287284,63.637936302177856,87.02912678341772,1,7,592,55.99570303403333,3,2,3,80.99626777128611,57.49868038242785,No,1,Tier 2,Placed,15.16,True,cgpa_band × branch_group × gender
MSTU00360,79.65626295786505,77.04969254696366,80.10113402500848,82.06324018314156,2,3,511,62.210290586824485,0,4,3,68.93596890770814,17.240708258649313,Yes,0,Tier 1,Placed,13.06,True,cgpa_band × branch_group × gender
MSTU00361,83.67989923989822,48.32511266322416,62.182682105059,56.818183285301686,0,6,114,72.17145293762461,1,4,5,43.14743341187865,68.92308790904575,Yes,1,Tier 2,Not Placed,0.0,True,cgpa_band × branch_group × gender
MSTU00362,75.82082751677362,54.46188110504956,72.50608263440137,55.274820791559435,1,6,470,62.13898853205424,1,2,3,56.76954023249771,57.06004095691637,Yes,2,Tier 1,Not Placed,0.0,True,cgpa_band × branch_group × gender
MSTU00363,46.6676691533128,75.8813668132269,87.79622987125455,70.74741356293144,2,4,447,75.97108326520603,1,1,3,30.938751929922574,100.0,No,0,Tier 3,Not Placed,0.0,True,cgpa_band × branch_group × gender
MSTU00364,45.380502586215144,86.19488739576393,58.847509192445216,90.79068876496716,1,4,895,64.9322539063707,2,3,0,74.36627038492435,72.11706326861436,No,2,Tier 2,Not Placed,0.0,True,cgpa_band × branch_group × gender
MSTU00365,52.00490099901593,66.8370673497819,73.20610045327938,74.50717673358662,0,2,345,77.51784861784591,4,2,3,34.103590515474274,44.61729910082191,No,1,Tier 3,Placed,15.1,True,cgpa_band × branch_group × gender
MSTU00366,78.88292321566165,96.96709022449087,69.0777342671304,58.81712588550188,0,2,340,72.7181285151466,1,3,1,37.33604245252995,76.25317971636933,No,0,Tier 2,Placed,14.94,True,cgpa_band × branch_group × gender
MSTU00367,77.6840459588089,40.362070244100025,61.943895246278885,45.32769479223833,2,2,846,59.26246412131649,3,8,2,82.76193542220526,49.04118747117464,No,2,Tier 3,Placed,13.45,True,cgpa_band × branch_group × gender
MSTU00368,71.00903172181559,58.45267350277855,55.16850044741815,67.58509993936832,1,2,250,64.33981809337054,2,4,2,76.78538467000146,79.2468512139464,Yes,0,Tier 1,Not Placed,0.0,True,cgpa_band × branch_group × gender
MSTU00369,55.628674728174,42.4335499688316,90.64624339959953,61.2353244559497,2,2,494,81.04123895939809,3,2,1,41.822373576741285,27.615538035097433,No,1,Tier 2,Placed,14.18,True,cgpa_band × branch_group × gender
MSTU00370,58.55770228753644,88.25789211174022,93.7443752717686,73.29710689059281,2,2,321,67.58522747091985,2,0,2,51.98741386256218,39.58198671624916,Yes,1,Tier 3,Placed,10.92,True,cgpa_band × branch_group × gender
MSTU00371,79.45674595115426,29.624046131302336,69.23142585895171,56.12466066193347,2,2,187,57.640232271924845,1,3,2,95.9165115816164,35.80257492758868,No,0,Tier 2,Placed,12.95,True,cgpa_band × branch_group × gender
MSTU00372,40.675754024966146,76.09813044477904,77.24647682095919,71.42060130748791,1,5,64,51.21013800787093,2,3,1,52.89603152375853,46.81767900867244,No,0,Tier 1,Placed,13.99,True,cgpa_band × branch_group × gender
MSTU00373,82.9779477179965,61.77444094614865,64.12808711603192,58.95849403447084,2,3,334,96.36384719461527,3,1,1,72.0088681171371,54.14193553160258,No,1,Tier 3,Not Placed,0.0,True,cgpa_band × branch_group × gender
MSTU00374,87.12768825953808,70.48714027540471,75.19674576549583,51.375991492372094,1,4,455,97.34465611552147,1,3,2,79.30841983932135,73.80179172391013,No,0,Tier 1,Placed,13.54,True,cgpa_band × branch_group × gender
MSTU00375,83.08290191627519,50.560099328283414,100.0,46.68816803141243,1,5,733,75.9420279528505,0,3,2,64.23527093883956,38.622783718768375,Yes,1,Tier 3,Not Placed,0.0,True,cgpa_band × branch_group × gender
MSTU00376,59.079202180818456,100.0,52.27634739972539,56.0899198317414,1,7,115,37.43218864412482,1,5,4,36.2921420190275,58.039581179236635,Yes,1,Tier 3,Not Placed,0.0,True,cgpa_band × branch_group × gender
MSTU00377,79.5801913204351,76.919909607242,40.36849838102312,46.85636625742599,0,6,656,51.60894016572139,1,4,3,76.27993238843406,76.18255173747193,No,0,Tier 1,Not Placed,0.0,True,cgpa_band × branch_group × gender
MSTU00378,86.05209646659084,78.17719076548114,78.67119756879849,72.67338468188606,1,5,769,85.57738116985591,3,2,3,68.08165156432665,58.13103238419461,No,1,Tier 1,Not Placed,0.0,True,cgpa_band × branch_group × gender
MSTU00379,69.74474524769997,67.64566134580248,90.23382442113824,76.4095394894354,0,4,125,68.80826721896504,1,3,0,38.37904921404565,61.06057923451584,No,0,Tier 3,Placed,13.98,True,cgpa_band × branch_group × gender
MSTU00380,50.03391692572497,69.49776858812132,63.65782575144998,79.80016438694936,2,4,638,85.86803345134656,0,1,3,98.82529625322248,45.412347268954726,No,0,Tier 1,Placed,11.91,True,cgpa_band × branch_group × gender
MSTU00381,95.98722601395104,53.7909822610432,62.00174060340732,77.94330419421058,0,3,452,68.67063533758933,1,0,3,65.28790611127444,62.20961985154196,No,0,Tier 3,Not Placed,0.0,True,cgpa_band × branch_group × gender
MSTU00382,45.91329050421464,68.5551099780451,66.0296478777349,78.75399768680931,2,7,295,68.45463738015543,1,4,2,85.40920398119641,70.26908520217688,No,0,Tier 2,Not Placed,0.0,True,cgpa_band × branch_group × gender
MSTU00383,88.76687257838219,90.30633361852026,58.830792528771184,69.62520897624775,0,3,269,80.74209116833993,2,1,3,91.02333932433868,69.24915317443755,No,0,Tier 2,Not Placed,0.0,True,cgpa_band × branch_group × gender
MSTU00384,67.542581303322,71.67571769346975,59.88564976384634,76.31230227145268,1,4,811,78.15950223444176,0,6,2,88.02593636676436,25.62387221809894,No,1,Tier 2,Placed,11.38,True,cgpa_band × branch_group × gender
MSTU00385,85.17535360721831,81.22682747140107,72.18853587444003,63.10777900048351,2,1,745,73.3038924442744,2,4,1,84.40299922414441,49.13686002124506,No,0,Tier 3,Not Placed,0.0,True,cgpa_band × branch_group × gender
MSTU00386,44.72320231247484,75.67892743390419,79.13652797387438,74.56170055732315,2,2,897,60.57482232307831,2,3,0,48.16289405111593,57.379107522890266,No,0,Tier 3,Placed,12.43,True,cgpa_band × branch_group × gender
MSTU00387,64.82193602643616,73.67509868318231,71.52526595314399,46.94090133631774,0,7,884,79.12618771823989,4,4,1,44.112369559092414,49.09947961879107,No,0,Tier 2,Not Placed,0.0,True,cgpa_band × branch_group × gender
MSTU00388,74.78850554937895,74.60217044365349,76.47540165381062,28.539108101655252,1,3,356,69.66594856537553,1,6,1,76.341236290627,75.19430896141785,No,0,Tier 2,Placed,13.82,True,cgpa_band × branch_group × gender
MSTU00389,60.86383801276115,58.56923058279242,49.831894447247606,37.20099423926574,2,4,298,69.91619557737913,2,5,2,37.69467050610849,68.25302259348103,Yes,0,Tier 3,Placed,12.63,True,cgpa_band × branch_group × gender
MSTU00390,75.92227329001233,74.05463265573036,55.91610558609492,42.81570972024598,1,6,294,81.84794723169014,2,3,3,100.0,43.283268450163405,No,2,Tier 3,Placed,12.63,True,cgpa_band × branch_group × gender
MSTU00391,57.19184480939237,38.68369483235527,58.423732763226425,71.27225699293743,0,5,653,58.51956651612011,2,2,0,40.35972726136292,64.13866193921767,Yes,1,Tier 1,Not Placed,0.0,True,cgpa_band × branch_group × gender
MSTU00392,59.85471115876044,97.3016754270892,78.64648833789084,49.47272433189517,2,1,910,81.09741208009332,4,2,1,64.1791497864203,66.74392855107213,Yes,0,Tier 3,Not Placed,0.0,True,cgpa_band × branch_group × gender
MSTU00393,65.87354960147172,61.635953185437224,75.46992187484656,77.83737211435388,1,5,238,68.59313605083409,1,3,1,48.38798457962085,80.6392468399672,No,0,Tier 2,Placed,11.45,True,cgpa_band × branch_group × gender
